config,pool_sharpe,sym_sharpe,avg_gain_trade,gain_per_yr,gain_sym_yr,max_dd_pct,trades,hedge_open_count,hedge_close_count,hedge_loss_count,hedge_loss_total_pct,hedge_avg_pnl_pct
same_only,-0.0039,0.0272,-0.0043,-474.3886,-79.0648,1.7501,1265,0,0,0,0.0000,0.0000
dual_only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no v8 jsonl
