ts,pkey,sym,side,block_reason,px_at_block,gain_15m_pct,gain_1h_pct,gain_4h_pct,gain_D_pct
20:46:37,fin:QTUMUSDT_SHORT,QTUMUSDT,SHORT,fin:QTUMUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.968,-0.10,-0.21,+0.31,+4.96
20:55:48,fin:QTUMUSDT_SHORT,QTUMUSDT,SHORT,fin:QTUMUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.968,-0.10,-0.21,+0.31,+4.96
21:23:01,fin:QTUMUSDT_SHORT,QTUMUSDT,SHORT,fin:QTUMUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.972,-0.21,+0.21,+0.72,+5.35
21:28:38,fin:QTUMUSDT_SHORT,QTUMUSDT,SHORT,fin:QTUMUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.972,-0.21,+0.21,+0.72,+5.35
20:57:00,fin:QTUMUSDT_SHORT,QTUMUSDT,SHORT,fin:QTUMUSDT_SHORT_BLOCKED_ENTRY_VET_NO_STRUCT_OR_BREAKOUT,0.968,-0.10,-0.21,+0.31,+4.96
21:05:41,fin:QTUMUSDT_SHORT,QTUMUSDT,SHORT,fin:QTUMUSDT_SHORT_BLOCKED_ENTRY_VET_NO_STRUCT_OR_BREAKOUT,0.969,-0.31,-0.10,+0.41,+5.06
21:06:46,fin:QTUMUSDT_SHORT,QTUMUSDT,SHORT,fin:QTUMUSDT_SHORT_BLOCKED_ENTRY_VET_NO_STRUCT_OR_BREAKOUT,0.969,-0.31,-0.10,+0.41,+5.06
21:12:48,fin:QTUMUSDT_SHORT,QTUMUSDT,SHORT,fin:QTUMUSDT_SHORT_BLOCKED_ENTRY_VET_NO_STRUCT_OR_BREAKOUT,0.969,-0.31,-0.10,+0.41,+5.06
21:15:32,fin:QTUMUSDT_SHORT,QTUMUSDT,SHORT,fin:QTUMUSDT_SHORT_BLOCKED_ENTRY_VET_NO_STRUCT_OR_BREAKOUT,0.972,-0.21,+0.21,+0.72,+5.35
21:34:10,fin:QTUMUSDT_SHORT,QTUMUSDT,SHORT,fin:QTUMUSDT_SHORT_BLOCKED_ENTRY_VET_NO_STRUCT_OR_BREAKOUT,0.974,-0.00,+0.41,+0.92,+5.54
21:42:45,fin:QTUMUSDT_SHORT,QTUMUSDT,SHORT,fin:QTUMUSDT_SHORT_BLOCKED_ENTRY_VET_NO_STRUCT_OR_BREAKOUT,0.974,-0.00,+0.41,+0.92,+5.54
21:43:15,fin:QTUMUSDT_SHORT,QTUMUSDT,SHORT,fin:QTUMUSDT_SHORT_BLOCKED_ENTRY_VET_NO_STRUCT_OR_BREAKOUT,0.974,-0.00,+0.41,+0.92,+5.54
21:05:43,fin:RLCUSDT_SHORT,RLCUSDT,SHORT,fin:RLCUSDT_SHORT_BLOCKED_DELTA_HTF_4h_AGAINST,0.4924,-0.00,-0.16,+0.41,+3.74
21:06:53,fin:RLCUSDT_SHORT,RLCUSDT,SHORT,fin:RLCUSDT_SHORT_BLOCKED_DELTA_HTF_4h_AGAINST,0.4924,-0.00,-0.16,+0.41,+3.74
20:29:34,fin:RLCUSDT_SHORT,RLCUSDT,SHORT,fin:RLCUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.492,-0.10,-0.24,+0.33,+3.66
20:36:00,fin:RLCUSDT_SHORT,RLCUSDT,SHORT,fin:RLCUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.4925,-0.00,-0.14,+0.43,+3.76
20:55:42,fin:RLCUSDT_SHORT,RLCUSDT,SHORT,fin:RLCUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.4925,+0.02,-0.14,+0.43,+3.76
20:57:02,fin:RLCUSDT_SHORT,RLCUSDT,SHORT,fin:RLCUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.4925,+0.02,-0.14,+0.43,+3.76
21:23:07,fin:RLCUSDT_SHORT,RLCUSDT,SHORT,fin:RLCUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.4924,-0.10,-0.16,+0.41,+3.74
21:28:26,fin:RLCUSDT_SHORT,RLCUSDT,SHORT,fin:RLCUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.4924,-0.10,-0.16,+0.41,+3.74
20:23:31,fin:RLCUSDT_SHORT,RLCUSDT,SHORT,fin:RLCUSDT_SHORT_BLOCKED_ENTRY_VET_NO_STRUCT_OR_BREAKOUT,0.492,-0.10,-0.24,+0.33,+3.66
20:46:28,fin:RLCUSDT_SHORT,RLCUSDT,SHORT,fin:RLCUSDT_SHORT_BLOCKED_ENTRY_VET_NO_STRUCT_OR_BREAKOUT,0.4925,+0.02,-0.14,+0.43,+3.76
21:12:39,fin:RLCUSDT_SHORT,RLCUSDT,SHORT,fin:RLCUSDT_SHORT_BLOCKED_ENTRY_VET_NO_STRUCT_OR_BREAKOUT,0.4924,-0.00,-0.16,+0.41,+3.74
21:15:08,fin:RLCUSDT_SHORT,RLCUSDT,SHORT,fin:RLCUSDT_SHORT_BLOCKED_ENTRY_VET_NO_STRUCT_OR_BREAKOUT,0.4924,-0.10,-0.16,+0.41,+3.74
20:23:03,fin:RSRUSDT_SHORT,RSRUSDT,SHORT,fin:RSRUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.002173,-0.23,+0.32,+1.43,+8.56
20:28:10,fin:RSRUSDT_SHORT,RSRUSDT,SHORT,fin:RSRUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.002173,-0.23,+0.32,+1.43,+8.56
20:28:57,fin:RSRUSDT_SHORT,RSRUSDT,SHORT,fin:RSRUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.002173,-0.23,+0.32,+1.43,+8.56
20:35:37,fin:RSRUSDT_SHORT,RSRUSDT,SHORT,fin:RSRUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.002178,+0.64,+0.55,+1.65,+8.77
20:46:03,fin:RSRUSDT_SHORT,RSRUSDT,SHORT,fin:RSRUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.002164,-0.18,-0.09,+1.02,+8.18
20:55:34,fin:RSRUSDT_SHORT,RSRUSDT,SHORT,fin:RSRUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.002164,-0.18,-0.09,+1.02,+8.18
20:56:20,fin:RSRUSDT_SHORT,RSRUSDT,SHORT,fin:RSRUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.002164,-0.18,-0.09,+1.02,+8.18
21:33:49,fin:RSRUSDT_SHORT,RSRUSDT,SHORT,fin:RSRUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.002193,-0.00,+1.23,+2.33,+9.39
20:35:35,fin:SANDUSDT_SHORT,SANDUSDT,SHORT,fin:SANDUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.08174,+0.09,-0.65,+0.17,+5.30
20:55:21,fin:SANDUSDT_SHORT,SANDUSDT,SHORT,fin:SANDUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.08167,-0.09,-0.73,+0.09,+5.22
20:56:35,fin:SANDUSDT_SHORT,SANDUSDT,SHORT,fin:SANDUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.08167,-0.09,-0.73,+0.09,+5.22
21:43:00,fin:SANDUSDT_SHORT,SANDUSDT,SHORT,fin:SANDUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.08215,-0.00,-0.15,+0.67,+5.77
21:43:27,fin:SANDUSDT_SHORT,SANDUSDT,SHORT,fin:SANDUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.08215,-0.00,-0.15,+0.67,+5.77
20:23:15,fin:SANDUSDT_SHORT,SANDUSDT,SHORT,fin:SANDUSDT_SHORT_BLOCKED_ENTRY_VET_NO_STRUCT_OR_BREAKOUT,0.0815,-0.29,-0.94,-0.12,+5.02
21:22:51,fin:SANDUSDT_SHORT,SANDUSDT,SHORT,fin:SANDUSDT_SHORT_BLOCKED_ENTRY_VET_NO_STRUCT_OR_BREAKOUT,0.08215,-0.00,-0.15,+0.67,+5.77
20:36:07,fin:SNXUSDT_SHORT,SNXUSDT,SHORT,fin:SNXUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.3664,-0.16,-0.14,+0.82,+6.39
20:56:37,fin:SNXUSDT_SHORT,SNXUSDT,SHORT,fin:SNXUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.367,+0.08,+0.03,+0.98,+6.54
21:05:58,fin:SNXUSDT_SHORT,SNXUSDT,SHORT,fin:SNXUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.3667,+0.25,-0.05,+0.90,+6.46
21:06:36,fin:SNXUSDT_SHORT,SNXUSDT,SHORT,fin:SNXUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.3667,+0.25,-0.05,+0.90,+6.46
21:12:27,fin:SNXUSDT_SHORT,SNXUSDT,SHORT,fin:SNXUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.3667,+0.25,-0.05,+0.90,+6.46
21:15:23,fin:SNXUSDT_SHORT,SNXUSDT,SHORT,fin:SNXUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.3658,-0.05,-0.30,+0.66,+6.23
21:22:57,fin:SNXUSDT_SHORT,SNXUSDT,SHORT,fin:SNXUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.3658,-0.05,-0.30,+0.66,+6.23
21:33:45,fin:SNXUSDT_SHORT,SNXUSDT,SHORT,fin:SNXUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.366,-0.00,-0.25,+0.71,+6.28
21:42:53,fin:SNXUSDT_SHORT,SNXUSDT,SHORT,fin:SNXUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.366,-0.00,-0.25,+0.71,+6.28
21:43:23,fin:SNXUSDT_SHORT,SNXUSDT,SHORT,fin:SNXUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.366,-0.00,-0.25,+0.71,+6.28
20:46:22,fin:SNXUSDT_SHORT,SNXUSDT,SHORT,fin:SNXUSDT_SHORT_BLOCKED_ENTRY_VET_NO_STRUCT_OR_BREAKOUT,0.367,+0.08,+0.03,+0.98,+6.54
20:55:17,fin:SNXUSDT_SHORT,SNXUSDT,SHORT,fin:SNXUSDT_SHORT_BLOCKED_ENTRY_VET_NO_STRUCT_OR_BREAKOUT,0.367,+0.08,+0.03,+0.98,+6.54
20:35:53,fin:SOLUSDC_SHORT,SOLUSDC,SHORT,fin:SOLUSDC_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,92.29,+0.25,+0.55,-0.12,+4.21
20:56:29,fin:SOLUSDC_SHORT,SOLUSDC,SHORT,fin:SOLUSDC_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,92.06,-0.02,+0.30,-0.37,+3.98
21:05:53,fin:SOLUSDC_SHORT,SOLUSDC,SHORT,fin:SOLUSDC_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,92.08,+0.17,+0.33,-0.35,+4.00
21:15:17,fin:SOLUSDC_SHORT,SOLUSDC,SHORT,fin:SOLUSDC_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,91.92,-0.41,+0.15,-0.52,+3.83
21:28:15,fin:SOLUSDC_SHORT,SOLUSDC,SHORT,fin:SOLUSDC_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,91.92,-0.41,+0.15,-0.52,+3.83
21:33:43,fin:SOLUSDC_SHORT,SOLUSDC,SHORT,fin:SOLUSDC_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,92.3,-0.00,+0.56,-0.11,+4.23
21:43:02,fin:SOLUSDC_SHORT,SOLUSDC,SHORT,fin:SOLUSDC_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,92.3,-0.00,+0.56,-0.11,+4.23
21:43:33,fin:SOLUSDC_SHORT,SOLUSDC,SHORT,fin:SOLUSDC_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,92.3,-0.00,+0.56,-0.11,+4.23
20:23:27,fin:SOLUSDC_SHORT,SOLUSDC,SHORT,fin:SOLUSDC_SHORT_BLOCKED_ENTRY_VET_NO_STRUCT_OR_BREAKOUT,92.43,+0.15,+0.70,+0.03,+4.36
20:46:18,fin:SOLUSDC_SHORT,SOLUSDC,SHORT,fin:SOLUSDC_SHORT_BLOCKED_ENTRY_VET_NO_STRUCT_OR_BREAKOUT,92.06,-0.02,+0.30,-0.37,+3.98
20:55:26,fin:SOLUSDC_SHORT,SOLUSDC,SHORT,fin:SOLUSDC_SHORT_BLOCKED_ENTRY_VET_NO_STRUCT_OR_BREAKOUT,92.06,-0.02,+0.30,-0.37,+3.98
20:36:15,fin:SUIUSDC_SHORT,SUIUSDC,SHORT,fin:SUIUSDC_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,1.022,+0.22,+0.68,-0.09,+5.27
20:46:11,fin:SUIUSDC_SHORT,SUIUSDC,SHORT,fin:SUIUSDC_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,1.0198,+0.28,+0.46,-0.30,+5.07
20:55:19,fin:SUIUSDC_SHORT,SUIUSDC,SHORT,fin:SUIUSDC_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,1.0198,+0.28,+0.46,-0.30,+5.07
20:56:39,fin:SUIUSDC_SHORT,SUIUSDC,SHORT,fin:SUIUSDC_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,1.0198,+0.28,+0.46,-0.30,+5.07
21:12:29,fin:SUIUSDC_SHORT,SUIUSDC,SHORT,fin:SUIUSDC_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,1.0169,-0.22,+0.18,-0.59,+4.80
21:15:25,fin:SUIUSDC_SHORT,SUIUSDC,SHORT,fin:SUIUSDC_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,1.0191,-0.05,+0.39,-0.37,+5.00
21:34:06,fin:SUIUSDC_SHORT,SUIUSDC,SHORT,fin:SUIUSDC_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,1.0196,-0.00,+0.44,-0.32,+5.05
21:42:51,fin:SUIUSDC_SHORT,SUIUSDC,SHORT,fin:SUIUSDC_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,1.0196,-0.00,+0.44,-0.32,+5.05
21:43:25,fin:SUIUSDC_SHORT,SUIUSDC,SHORT,fin:SUIUSDC_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,1.0196,-0.00,+0.44,-0.32,+5.05
20:28:12,fin:SUIUSDC_SHORT,SUIUSDC,SHORT,fin:SUIUSDC_SHORT_BLOCKED_ENTRY_VET_NO_STRUCT_OR_BREAKOUT,1.0244,+0.23,+0.91,+0.15,+5.50
20:29:23,fin:SUIUSDC_SHORT,SUIUSDC,SHORT,fin:SUIUSDC_SHORT_BLOCKED_ENTRY_VET_NO_STRUCT_OR_BREAKOUT,1.0244,+0.23,+0.91,+0.15,+5.50
20:23:23,fin:VETUSDT_SHORT,VETUSDT,SHORT,fin:VETUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.007805,-0.09,-0.29,+0.44,+2.43
20:28:21,fin:VETUSDT_SHORT,VETUSDT,SHORT,fin:VETUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.007805,-0.09,-0.29,+0.44,+2.43
20:29:05,fin:VETUSDT_SHORT,VETUSDT,SHORT,fin:VETUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.007805,-0.09,-0.29,+0.44,+2.43
20:35:31,fin:VETUSDT_SHORT,VETUSDT,SHORT,fin:VETUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.007812,-0.00,-0.20,+0.52,+2.52
20:46:07,fin:VETUSDT_SHORT,VETUSDT,SHORT,fin:VETUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.007812,-0.13,-0.20,+0.52,+2.52
21:28:34,fin:VETUSDT_SHORT,VETUSDT,SHORT,fin:VETUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.007837,-0.00,+0.11,+0.84,+2.83
20:55:11,fin:VETUSDT_SHORT,VETUSDT,SHORT,fin:VETUSDT_SHORT_BLOCKED_ENTRY_VET_NO_STRUCT_OR_BREAKOUT,0.007812,-0.13,-0.20,+0.52,+2.52
20:56:43,fin:VETUSDT_SHORT,VETUSDT,SHORT,fin:VETUSDT_SHORT_BLOCKED_ENTRY_VET_NO_STRUCT_OR_BREAKOUT,0.007812,-0.13,-0.20,+0.52,+2.52
21:05:56,fin:VETUSDT_SHORT,VETUSDT,SHORT,fin:VETUSDT_SHORT_BLOCKED_ENTRY_VET_NO_STRUCT_OR_BREAKOUT,0.007822,-0.19,-0.08,+0.65,+2.65
21:06:59,fin:VETUSDT_SHORT,VETUSDT,SHORT,fin:VETUSDT_SHORT_BLOCKED_ENTRY_VET_NO_STRUCT_OR_BREAKOUT,0.007822,-0.19,-0.08,+0.65,+2.65
21:12:33,fin:VETUSDT_SHORT,VETUSDT,SHORT,fin:VETUSDT_SHORT_BLOCKED_ENTRY_VET_NO_STRUCT_OR_BREAKOUT,0.007822,-0.19,-0.08,+0.65,+2.65
21:15:30,fin:VETUSDT_SHORT,VETUSDT,SHORT,fin:VETUSDT_SHORT_BLOCKED_ENTRY_VET_NO_STRUCT_OR_BREAKOUT,0.007837,-0.00,+0.11,+0.84,+2.83
21:22:49,fin:VETUSDT_SHORT,VETUSDT,SHORT,fin:VETUSDT_SHORT_BLOCKED_ENTRY_VET_NO_STRUCT_OR_BREAKOUT,0.007837,-0.00,+0.11,+0.84,+2.83
21:42:55,fin:VETUSDT_SHORT,VETUSDT,SHORT,fin:VETUSDT_SHORT_BLOCKED_ENTRY_VET_NO_STRUCT_OR_BREAKOUT,0.007837,-0.00,+0.11,+0.84,+2.83
21:43:21,fin:VETUSDT_SHORT,VETUSDT,SHORT,fin:VETUSDT_SHORT_BLOCKED_ENTRY_VET_NO_STRUCT_OR_BREAKOUT,0.007837,-0.00,+0.11,+0.84,+2.83
20:36:05,fin:WLDUSDC_SHORT,WLDUSDC,SHORT,fin:WLDUSDC_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.2725,+0.07,-0.04,+0.59,+7.63
20:55:50,fin:WLDUSDC_SHORT,WLDUSDC,SHORT,fin:WLDUSDC_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.2723,-0.29,-0.11,+0.51,+7.57
20:56:56,fin:WLDUSDC_SHORT,WLDUSDC,SHORT,fin:WLDUSDC_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.2723,-0.29,-0.11,+0.51,+7.57
21:23:03,fin:WLDUSDC_SHORT,WLDUSDC,SHORT,fin:WLDUSDC_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.272,-0.00,-0.22,+0.40,+7.46
21:34:04,fin:WLDUSDC_SHORT,WLDUSDC,SHORT,fin:WLDUSDC_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.272,-0.00,-0.22,+0.40,+7.46
21:12:41,fin:WLDUSDC_SHORT,WLDUSDC,SHORT,fin:WLDUSDC_SHORT_BLOCKED_ENTRY_VET_NO_STRUCT_OR_BREAKOUT,0.2731,+0.40,+0.18,+0.81,+7.84
21:15:34,fin:WLDUSDC_SHORT,WLDUSDC,SHORT,fin:WLDUSDC_SHORT_BLOCKED_ENTRY_VET_NO_STRUCT_OR_BREAKOUT,0.272,-0.00,-0.22,+0.40,+7.46
21:11:58,fin:ZECUSDC_SHORT,ZECUSDC,SHORT,fin:ZECUSDC_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,581.18,-1.28,-0.07,+1.62,+1.43
20:23:09,fin:ZENUSDT_SHORT,ZENUSDT,SHORT,fin:ZENUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,7.086,+0.14,+0.08,+0.16,-0.07
20:28:27,fin:ZENUSDT_SHORT,ZENUSDT,SHORT,fin:ZENUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,7.086,+0.14,+0.08,+0.16,-0.07
20:29:13,fin:ZENUSDT_SHORT,ZENUSDT,SHORT,fin:ZENUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,7.086,+0.14,+0.08,+0.16,-0.07
20:35:43,fin:ZENUSDT_SHORT,ZENUSDT,SHORT,fin:ZENUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,7.076,+0.16,-0.06,+0.01,-0.21
20:46:09,fin:ZENUSDT_SHORT,ZENUSDT,SHORT,fin:ZENUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,7.065,+0.07,-0.21,-0.14,-0.37
20:55:09,fin:ZENUSDT_SHORT,ZENUSDT,SHORT,fin:ZENUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,7.065,+0.07,-0.21,-0.14,-0.37
20:56:45,fin:ZENUSDT_SHORT,ZENUSDT,SHORT,fin:ZENUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,7.065,+0.07,-0.21,-0.14,-0.37
21:05:51,fin:ZENUSDT_SHORT,ZENUSDT,SHORT,fin:ZENUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,7.06,-0.75,-0.28,-0.21,-0.44
21:06:32,fin:ZENUSDT_SHORT,ZENUSDT,SHORT,fin:ZENUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,7.06,-0.75,-0.28,-0.21,-0.44
21:12:35,fin:ZENUSDT_SHORT,ZENUSDT,SHORT,fin:ZENUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,7.06,-0.75,-0.28,-0.21,-0.44
21:15:28,fin:ZENUSDT_SHORT,ZENUSDT,SHORT,fin:ZENUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,7.113,-0.00,+0.46,+0.53,+0.31
21:22:45,fin:ZENUSDT_SHORT,ZENUSDT,SHORT,fin:ZENUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,7.113,-0.00,+0.46,+0.53,+0.31
21:28:20,fin:ZENUSDT_SHORT,ZENUSDT,SHORT,fin:ZENUSDT_SHORT_BLOCKED_ENTRY_VET_NO_STRUCT_OR_BREAKOUT,7.113,-0.00,+0.46,+0.53,+0.31
21:34:02,fin:ZENUSDT_SHORT,ZENUSDT,SHORT,fin:ZENUSDT_SHORT_BLOCKED_ENTRY_VET_NO_STRUCT_OR_BREAKOUT,7.113,-0.00,+0.46,+0.53,+0.31
21:42:49,fin:ZENUSDT_SHORT,ZENUSDT,SHORT,fin:ZENUSDT_SHORT_BLOCKED_ENTRY_VET_NO_STRUCT_OR_BREAKOUT,7.113,-0.00,+0.46,+0.53,+0.31
21:43:59,fin:ZENUSDT_SHORT,ZENUSDT,SHORT,fin:ZENUSDT_SHORT_BLOCKED_ENTRY_VET_NO_STRUCT_OR_BREAKOUT,7.113,-0.00,+0.46,+0.53,+0.31
20:23:05,fin:ZILUSDT_SHORT,ZILUSDT,SHORT,fin:ZILUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.00435,-0.23,-0.23,+0.23,+2.07
20:45:48,fin:ZILUSDT_SHORT,ZILUSDT,SHORT,fin:ZILUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.00435,-0.23,-0.23,+0.23,+2.07
20:55:03,fin:ZILUSDT_SHORT,ZILUSDT,SHORT,fin:ZILUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.00435,-0.23,-0.23,+0.23,+2.07
20:55:58,fin:ZILUSDT_SHORT,ZILUSDT,SHORT,fin:ZILUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.00435,-0.23,-0.23,+0.23,+2.07
21:05:31,fin:ZILUSDT_SHORT,ZILUSDT,SHORT,fin:ZILUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.00436,-0.23,-0.00,+0.46,+2.29
21:22:29,fin:ZILUSDT_SHORT,ZILUSDT,SHORT,fin:ZILUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.00437,+0.23,+0.23,+0.69,+2.52
21:33:30,fin:ZILUSDT_SHORT,ZILUSDT,SHORT,fin:ZILUSDT_SHORT_BLOCKED_ENTRY_VET_NO_STRUCT_OR_BREAKOUT,0.00436,-0.00,-0.00,+0.46,+2.29
21:42:22,fin:ZILUSDT_SHORT,ZILUSDT,SHORT,fin:ZILUSDT_SHORT_BLOCKED_ENTRY_VET_NO_STRUCT_OR_BREAKOUT,0.00436,-0.00,-0.00,+0.46,+2.29
21:43:57,fin:ZILUSDT_SHORT,ZILUSDT,SHORT,fin:ZILUSDT_SHORT_BLOCKED_ENTRY_VET_NO_STRUCT_OR_BREAKOUT,0.00436,-0.00,-0.00,+0.46,+2.29
20:22:52,fin:ZRXUSDT_SHORT,ZRXUSDT,SHORT,fin:ZRXUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.1208,+0.17,+0.25,+0.08,+4.55
20:35:41,fin:ZRXUSDT_SHORT,ZRXUSDT,SHORT,fin:ZRXUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.1206,+0.25,+0.08,-0.08,+4.39
21:05:45,fin:ZRXUSDT_SHORT,ZRXUSDT,SHORT,fin:ZRXUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.1205,+0.25,-0.00,-0.17,+4.32
21:06:42,fin:ZRXUSDT_SHORT,ZRXUSDT,SHORT,fin:ZRXUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.1205,+0.25,-0.00,-0.17,+4.32
21:12:02,fin:ZRXUSDT_SHORT,ZRXUSDT,SHORT,fin:ZRXUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.1205,+0.25,-0.00,-0.17,+4.32
21:28:30,fin:ZRXUSDT_SHORT,ZRXUSDT,SHORT,fin:ZRXUSDT_SHORT_BLOCKED_DELTA_NO_SIGNAL_htf=4h_D,0.1202,-0.00,-0.25,-0.42,+4.08
20:46:05,fin:ZRXUSDT_SHORT,ZRXUSDT,SHORT,fin:ZRXUSDT_SHORT_BLOCKED_ENTRY_VET_NO_STRUCT_OR_BREAKOUT,0.1203,-0.17,-0.17,-0.33,+4.16
20:55:32,fin:ZRXUSDT_SHORT,ZRXUSDT,SHORT,fin:ZRXUSDT_SHORT_BLOCKED_ENTRY_VET_NO_STRUCT_OR_BREAKOUT,0.1203,-0.17,-0.17,-0.33,+4.16
