position_key,symbol,side,is_hedge,open_dt,close_dt,hold_minutes,open_price,close_price,actual_gain_pct,aug_count,reduce_count,first_flip_dt,flip_minutes_after_open,cf_price,cf_gain_pct,delta_cf_minus_actual_pct,close_reason
inf:AIAUSDT_SHORT,AIAUSDT,SHORT,False,2026-04-20T01:25:44.995875+00:00,2026-04-20T03:07:05.779554+00:00,101.35,0.05555487,0.05665068,-1.9725,0,0,2026-04-20T03:07:05.779554+00:00,101.35,0.05665068,-1.9725,0.0,STALL_SUB_age=22907min_gain=-0.00%_deltaspd=0.00
inf:AIAUSDT_SHORT,AIAUSDT,SHORT,False,2026-04-20T18:47:25.308937+00:00,2026-04-20T21:05:12.586187+00:00,137.79,0.05755888,0.05699111,0.9864,1,0,2026-04-20T18:47:25.308937+00:00,0.0,0.05755888,0.0,-0.9864,WT_4H_VEL_EXIT_vel=50.3_g=1.09%_MANDATORY_REENTRY
inf:AIAUSDT_SHORT,AIAUSDT,SHORT,False,2026-04-20T21:42:25.045858+00:00,2026-04-21T01:11:23.971323+00:00,208.98,0.05664609,0.06714,-18.5254,0,0,2026-04-21T01:11:23.971323+00:00,208.98,0.06714,-18.5254,0.0,QUICK_HEDGE_MAX_AGE_KILL_404.1h_g-16.46
inf:ALGOUSDT_SHORT,ALGOUSDT,SHORT,False,2026-04-20T01:36:54.805315+00:00,2026-04-20T02:44:29.246432+00:00,67.57,0.10188863,0.10170905,0.1763,0,0,2026-04-20T01:36:54.805315+00:00,0.0,0.10188863,0.0,-0.1763,WT_4H_VEL_EXIT_vel=11.7_g=-0.39%_MANDATORY_REENTRY
inf:ALGOUSDT_SHORT,ALGOUSDT,SHORT,False,2026-04-20T15:40:48.329560+00:00,2026-04-20T16:44:34.587085+00:00,63.77,0.10156391,0.1023,-0.7248,0,0,,,,,,QUICK_HEDGE_KILL_REVERSING_-0.51%<prev-0.40%
inf:BANDUSDT_SHORT,BANDUSDT,SHORT,False,2026-04-20T01:39:20.958337+00:00,2026-04-20T01:46:26.294642+00:00,7.09,0.21373,0.2148,-0.5006,0,0,2026-04-20T01:39:20.958337+00:00,0.0,0.21373,0.0,0.5006,QUICK_HEDGE_KILL_REVERSING_-0.28%<prev-0.05%
inf:BANDUSDT_LONG,BANDUSDT,LONG,True,2026-04-20T01:39:33.007575+00:00,2026-04-20T01:46:23.549037+00:00,6.84,0.2139,0.2148,0.4208,0,0,,,,,,QUICK_BANDAID_OFF_wt15m_-7.1>-6.8_hgain0.00%
inf:ALGOUSDT_LONG,ALGOUSDT,LONG,True,2026-04-20T02:16:35.416214+00:00,2026-04-20T03:35:19.019795+00:00,78.73,0.10214029,0.10196181,-0.1747,0,0,2026-04-20T03:35:19.019795+00:00,78.73,0.10196181,-0.1747,0.0,STALL_SUB_age=67336min_gain=-0.19%_deltaspd=0.00
inf:ALGOUSDT_LONG,ALGOUSDT,LONG,True,2026-04-20T16:41:53.185385+00:00,2026-04-20T17:09:53.260055+00:00,28.0,0.10205385,0.1026,0.5352,0,0,2026-04-20T16:41:53.185385+00:00,0.0,0.10205385,0.0,-0.5352,STALL_SUB_age=68136min_gain=0.13%_deltaspd=0.00
inf:1000LUNCUSDT_LONG,1000LUNCUSDT,LONG,False,2026-04-20T04:57:34.732740+00:00,2026-04-20T05:15:24.958653+00:00,17.84,0.04253,0.0421,-1.0111,0,0,,,,,,QUICK_HEDGE_KILL_REVERSING_-1.10%<prev-0.91%
inf:1000LUNCUSDT_LONG,1000LUNCUSDT,LONG,False,2026-04-21T00:57:57.254146+00:00,2026-04-21T01:41:17.264602+00:00,43.33,0.04259187,0.04268,0.2069,0,0,2026-04-21T00:57:57.254146+00:00,0.0,0.04259187,0.0,-0.2069,STALL_SUB_age=49287min_gain=0.00%_deltaspd=0.00
inf:1000LUNCUSDT_LONG,1000LUNCUSDT,LONG,True,2026-04-24T03:54:39.656112+00:00,2026-04-24T04:13:37.357530+00:00,18.96,0.05418215,0.05415,-0.0593,0,0,2026-04-24T04:13:37.357530+00:00,18.96,0.05415,-0.0593,0.0,QUICK_HEDGE_MAX_AGE_KILL_896.5h_g0.00_REDUCE
inf:1000LUNCUSDT_LONG,1000LUNCUSDT,LONG,False,2026-04-24T07:39:12.470516+00:00,2026-04-24T12:31:05.484336+00:00,291.88,0.05245,0.05245,0.0,5,0,,,,,,WT_4H_VEL_EXIT_vel=-21.6_g=3.86%_MANDATORY_REENTRY
inf:1000LUNCUSDT_LONG,1000LUNCUSDT,LONG,True,2026-04-26T18:30:17.313400+00:00,2026-04-26T18:32:49.520305+00:00,2.54,0.05391827,0.05370511,-0.3953,0,0,,,,,,QUICK_HEDGE_ORPHAN_KILL_no_original
inf:ARPAUSDT_SHORT,ARPAUSDT,SHORT,False,2026-04-20T04:59:04.393940+00:00,2026-04-20T05:26:57.551335+00:00,27.89,0.00975,0.00974776,0.023,0,0,2026-04-20T04:59:04.393940+00:00,0.0,0.00975,0.0,-0.023,STALL_SUB_age=22121min_gain=-0.01%_deltaspd=0.00
inf:C98USDT_SHORT,C98USDT,SHORT,False,2026-04-20T05:00:30.724410+00:00,2026-04-20T05:15:41.553729+00:00,15.18,0.02175144,0.02165,0.4664,0,0,,,,,,WT_4H_VEL_EXIT_vel=41.4_g=0.80%_MANDATORY_REENTRY
inf:C98USDT_SHORT,C98USDT,SHORT,False,2026-04-25T18:40:36.188836+00:00,2026-04-26T04:05:27.841850+00:00,564.86,0.02148,0.02126238,1.0131,1,5,2026-04-25T18:40:36.188836+00:00,0.0,0.02148,0.0,-1.0131,QUICK_HEDGE_CLOSE_SCALP_C_stuck_age=55994m>15m_h=-0.82%_REDUCE
inf:C98USDT_SHORT,C98USDT,SHORT,True,2026-04-26T04:06:52.443597+00:00,2026-04-26T13:51:14.242097+00:00,584.36,0.02123,0.02129654,-0.3134,0,17,2026-04-26T12:14:18.390316+00:00,487.43,0.02158,-1.6486,-1.3352,QUICK_REDUCE_STRONG_REDUCE_k_1m:0/d_1m:2/k_3m:33/d_3m:41_SIMPLE_TP_0.00%_wt=deep_tp_bc112_REDUCE
inf:C98USDT_SHORT,C98USDT,SHORT,True,2026-04-26T15:44:53.316640+00:00,2026-04-26T15:53:19.770377+00:00,8.44,0.02128,0.02121972,0.2833,0,0,2026-04-26T15:44:53.316640+00:00,0.0,0.02128,0.0,-0.2833,QUICK_REDUCE_STRONG_REDUCE_k_1m:57/d_1m:49/k_3m:3/d_3m:2_SIMPLE_TP_0.00%_wt=k_dec_bc112_REDUCE
inf:1000LUNCUSDT_SHORT,1000LUNCUSDT,SHORT,True,2026-04-20T05:11:36.648318+00:00,2026-04-20T05:16:18.848241+00:00,4.7,0.04206,0.04207596,-0.0379,0,0,2026-04-20T05:11:36.648318+00:00,0.0,0.04206,0.0,0.0379,QUICK_HEDGE_KILL_REVERSING_-0.06%<prev0.04%
inf:ATOMUSDT_SHORT,ATOMUSDT,SHORT,True,2026-04-20T05:23:22.629865+00:00,2026-04-20T06:11:28.576508+00:00,48.1,1.77534039,1.77256177,0.1565,0,0,2026-04-20T05:23:22.629865+00:00,0.0,1.77534039,0.0,-0.1565,WT_4H_VEL_EXIT_vel=15.3_g=-0.06%_MANDATORY_REENTRY
inf:ATOMUSDT_SHORT,ATOMUSDT,SHORT,True,2026-04-26T17:24:00.457627+00:00,2026-04-26T17:48:13.901902+00:00,24.22,2.01895801,2.02089542,-0.096,0,1,,,,,,QUICK_HEDGE_CLOSE_SCALP_D_1m_bull_vs_SHORT_age=2.8m_h=-0.01%_REDUCE
inf:ATOMUSDT_LONG,ATOMUSDT,LONG,True,2026-04-20T05:57:11.640833+00:00,2026-04-20T05:59:16.980071+00:00,2.09,1.7775,1.778,0.0281,0,0,2026-04-20T05:57:11.640833+00:00,0.0,1.7775,0.0,-0.0281,QUICK_BANDAID_OFF_wt15m_5.9>9.6_hgain-0.06%
inf:BLURUSDT_LONG,BLURUSDT,LONG,False,2026-04-20T15:37:37.522391+00:00,2026-04-20T17:24:42.910898+00:00,107.09,0.03169119,0.0328,3.4988,1,5,2026-04-20T16:22:56.785874+00:00,45.32,0.03217,1.5109,-1.9879,WT_4H_VEL_EXIT_vel=-22.5_g=-1.44%_MANDATORY_REENTRY
inf:BLURUSDT_LONG,BLURUSDT,LONG,False,2026-04-20T20:30:08.651774+00:00,2026-04-20T23:57:44.858969+00:00,207.6,0.03423183,0.0341,-0.3851,5,9,2026-04-20T22:08:51.953750+00:00,98.72,0.03507,2.4485,2.8336,QUICK_BANDAID_OFF_wt15m_-1.4>0.5_hgain2.82%
inf:BLURUSDT_LONG,BLURUSDT,LONG,False,2026-04-21T01:13:22.518760+00:00,2026-04-21T22:56:01.852877+00:00,1302.66,0.03452633,0.030963,-10.3206,3,9,2026-04-21T01:13:22.518760+00:00,0.0,0.03452633,0.0,10.3206,QUICK_HEDGE_MAX_AGE_KILL_373.4h_g-4.06
inf:AAVEUSDC_SHORT,AAVEUSDC,SHORT,False,2026-04-20T15:38:53.788086+00:00,2026-04-20T17:12:59.110145+00:00,94.09,87.9,88.66,-0.8646,3,0,2026-04-20T16:45:58.733656+00:00,67.08,88.33248279,-0.492,0.3726,QUICK_HEDGE_KILL_REVERSING_-0.64%<prev-0.29%_REDUCE
inf:BBUSDT_SHORT,BBUSDT,SHORT,False,2026-04-20T15:42:08.796015+00:00,2026-04-20T23:21:13.253994+00:00,459.07,0.02542,0.02541,0.0393,0,0,,,,,,QUICK_HEDGE_KILL_REVERSING_-0.59%<prev-0.28%
inf:BBUSDT_SHORT,BBUSDT,SHORT,True,2026-04-25T12:15:28.514237+00:00,2026-04-25T12:37:06.002363+00:00,21.62,0.02821,0.02806,0.5317,0,0,,,,,,HEDGE_CLEANUP_R6_main_recovered_gain=0.34_main=gone_wt3m=-64.3/-43.4_wt15m=0.0/0.0
inf:BBUSDT_SHORT,BBUSDT,SHORT,True,2026-04-25T13:39:37.300486+00:00,2026-04-25T18:39:04.056437+00:00,299.45,0.02780523,0.02759408,0.7594,1,6,2026-04-25T13:39:37.300486+00:00,0.0,0.02780523,0.0,-0.7594,HEDGE_CLOSE_WT3M1H_PP_ABS_3m=128.3/107.8_1h=-60.8/-69.5_gain=0.00%
inf:MOVEUSDT_SHORT,MOVEUSDT,SHORT,True,2026-04-20T15:42:11.184768+00:00,2026-04-20T16:04:16.292738+00:00,22.09,0.01896,0.01890488,0.2907,0,0,,,,,,WT_4H_VEL_EXIT_vel=7.5_g=0.03%_MANDATORY_REENTRY
inf:MOVEUSDT_SHORT,MOVEUSDT,SHORT,True,2026-04-20T16:11:49.452255+00:00,2026-04-20T16:28:19.514131+00:00,16.5,0.01883,0.01884629,-0.0865,0,0,,,,,,QUICK_HEDGE_MAX_AGE_KILL_834.1h_g-0.05
inf:MOVEUSDT_SHORT,MOVEUSDT,SHORT,False,2026-04-25T18:48:37.530887+00:00,2026-04-25T18:59:56.940100+00:00,11.32,0.01844,0.01841155,0.1543,0,0,2026-04-25T18:48:37.530887+00:00,0.0,0.01844,0.0,-0.1543,HEDGE_CLEANUP_R6_main_recovered_gain=0.00_main=gone_wt3m=6.0/6.5_wt15m=4.5/-7.0
inf:EGLDUSDT_SHORT,EGLDUSDT,SHORT,False,2026-04-20T15:45:25.361200+00:00,2026-04-20T16:17:32.380427+00:00,32.12,4.192,4.156,0.8588,0,0,,,,,,WT_4H_VEL_EXIT_vel=44.0_g=0.29%_MANDATORY_REENTRY
inf:EGLDUSDT_SHORT,EGLDUSDT,SHORT,False,2026-04-20T16:49:36.729434+00:00,2026-04-24T13:27:08.109131+00:00,5557.52,4.18165931,4.153,0.6854,1,1,,,,,,WT_4H_VEL_EXIT_vel=17.1_g=0.35%_MANDATORY_REENTRY
inf:EGLDUSDT_SHORT,EGLDUSDT,SHORT,True,2026-04-25T12:17:58.317707+00:00,2026-04-25T16:28:43.688473+00:00,250.76,4.373,4.333,0.9147,1,5,2026-04-25T15:42:44.080576+00:00,204.76,4.36649997,0.1486,-0.7661,HEDGE_CLEANUP_R6_main_recovered_gain=0.71_main=gone_wt3m=-18.6/10.7_wt15m=-3.9/0.9
inf:TIAUSDC_SHORT,TIAUSDC,SHORT,True,2026-04-20T15:46:12.633373+00:00,2026-04-24T23:59:51.154530+00:00,6253.64,0.3827,0.3588,6.2451,2,2,2026-04-20T15:46:12.633373+00:00,0.0,0.3827,0.0,-6.2451,WT_4H_VEL_EXIT_vel=23.2_g=0.01%_MANDATORY_REENTRY
inf:TIAUSDC_SHORT,TIAUSDC,SHORT,False,2026-04-25T08:34:35.060727+00:00,2026-04-25T08:36:06.023129+00:00,1.52,0.35734981,0.357495,-0.0406,0,0,2026-04-25T08:34:35.060727+00:00,0.0,0.35734981,0.0,0.0406,HEDGE_CLOSE_WT3M1H_PP_ABS_3m=26.8/17.4_1h=-55.4/-56.2_gain=0.00%
inf:TIAUSDC_SHORT,TIAUSDC,SHORT,False,2026-04-25T08:51:06.245644+00:00,2026-04-25T11:53:40.709490+00:00,182.57,0.3572529,0.3544,0.7986,4,3,2026-04-25T08:51:06.245644+00:00,0.0,0.3572529,0.0,-0.7986,QUICK_HEDGE_MAX_AGE_KILL_897.7h_g0.01_REDUCE
inf:EGLDUSDT_LONG,EGLDUSDT,LONG,True,2026-04-20T15:46:19.204290+00:00,2026-04-20T20:35:48.393047+00:00,289.49,4.19123493,4.21449349,0.5549,1,0,2026-04-20T15:46:19.204290+00:00,0.0,4.19123493,0.0,-0.5549,QUICK_HEDGE_CLOSE_WT3M1H_ABS_3m=-51.8/-32.8_1h=56.9/75.3_gain=-0.35%
inf:EGLDUSDT_LONG,EGLDUSDT,LONG,True,2026-04-20T20:49:45.246811+00:00,2026-04-21T00:25:08.086270+00:00,215.38,4.22972468,4.22883116,-0.0211,2,0,2026-04-20T20:49:45.246811+00:00,0.0,4.22972468,0.0,0.0211,STALL_SUB_age=498min_gain=-0.24%_deltaspd=0.00
inf:FARTCOINUSDT_SHORT,FARTCOINUSDT,SHORT,False,2026-04-20T15:47:50.036317+00:00,2026-04-20T16:06:00.741089+00:00,18.18,0.19989608,0.19980163,0.0472,0,0,2026-04-20T16:06:00.741089+00:00,18.18,0.19980163,0.0472,0.0,QUICK_HEDGE_KILL_REVERSING_-0.07%<prev0.03%
inf:FARTCOINUSDT_SHORT,FARTCOINUSDT,SHORT,True,2026-04-20T16:57:27.039161+00:00,2026-04-20T17:06:36.636132+00:00,9.16,0.19932754,0.20060647,-0.6416,0,0,2026-04-20T16:57:27.039161+00:00,0.0,0.19932754,0.0,0.6416,QUICK_BANDAID_OFF_wt15m_1.1>-1.4_hgain0.01%
inf:FARTCOINUSDT_SHORT,FARTCOINUSDT,SHORT,False,2026-04-24T22:32:54.377528+00:00,2026-04-24T23:22:03.303889+00:00,49.15,0.19997064,0.19887708,0.5469,0,0,,,,,,WT_4H_VEL_EXIT_vel=13.7_g=0.08%_MANDATORY_REENTRY
inf:FARTCOINUSDT_SHORT,FARTCOINUSDT,SHORT,True,2026-04-24T23:28:11.562926+00:00,2026-04-25T03:57:26.941016+00:00,269.26,0.19895477,0.20107989,-1.0681,0,0,2026-04-25T03:57:26.941016+00:00,269.26,0.20107989,-1.0681,0.0,HEDGE_CLOSE_WT3M1H_PP_ABS_3m=41.1/27.5_1h=-8.8/-23.6_gain=-0.98%
inf:FARTCOINUSDT_SHORT,FARTCOINUSDT,SHORT,True,2026-04-25T12:31:18.158756+00:00,2026-04-25T13:03:59.458863+00:00,32.69,0.1985,0.19795867,0.2727,0,0,,,,,,HEDGE_CLEANUP_R6_main_recovered_gain=0.03_main=gone_wt3m=-45.0/-28.7_wt15m=-16.6/-16.4
inf:GRTUSDT_SHORT,GRTUSDT,SHORT,False,2026-04-20T15:52:13.922608+00:00,2026-04-20T16:38:41.763456+00:00,46.46,0.02495,0.02510721,-0.6301,0,0,,,,,,QUICK_HEDGE_KILL_REVERSING_-0.61%<prev-0.36%
inf:GRTUSDT_SHORT,GRTUSDT,SHORT,False,2026-04-21T19:32:43.383894+00:00,2026-04-22T00:36:09.195651+00:00,303.43,0.02452,0.02473252,-0.8667,0,0,2026-04-21T19:32:43.383894+00:00,0.0,0.02452,0.0,0.8667,QUICK_HEDGE_CLOSE_WT3M1H_ABS_3m=58.3/39.6_1h=12.3/-13.8_gain=-1.50%
inf:GRTUSDT_SHORT,GRTUSDT,SHORT,True,2026-04-22T01:28:25.113370+00:00,2026-04-22T01:50:28.272142+00:00,22.05,0.0246,0.024605,-0.0203,0,0,,,,,,QUICK_HEDGE_BAL_CLOSE_SENT-1_RATIO0.00
inf:ILVUSDT_SHORT,ILVUSDT,SHORT,False,2026-04-20T15:53:14.694401+00:00,2026-04-20T17:05:11.868723+00:00,71.95,4.496,4.50932152,-0.2963,0,0,2026-04-20T15:53:14.694401+00:00,0.0,4.496,0.0,0.2963,QUICK_HEDGE_KILL_REVERSING_-0.03%<prev0.12%
inf:ILVUSDT_SHORT,ILVUSDT,SHORT,False,2026-04-21T10:03:22.963523+00:00,2026-04-25T12:36:02.519934+00:00,5912.66,4.57433333,4.80866406,-5.1227,1,2,,,,,,HEDGE_CLEANUP_R6_main_recovered_gain=1.07_main=gone_wt3m=-67.1/-45.1_wt15m=0.0/0.0
inf:ILVUSDT_SHORT,ILVUSDT,SHORT,False,2026-04-25T14:40:01.266755+00:00,2026-04-25T16:24:25.789824+00:00,104.41,4.859,4.799,1.2348,0,0,2026-04-25T14:40:01.266755+00:00,0.0,4.859,0.0,-1.2348,HEDGE_CLEANUP_R6_main_recovered_gain=0.87_main=gone_wt3m=48.2/56.4_wt15m=-1.6/-1.8
inf:INXUSDT_SHORT,INXUSDT,SHORT,False,2026-04-20T15:54:33.769245+00:00,2026-04-20T15:57:02.130706+00:00,2.47,0.008456,0.0084651,-0.1076,0,0,2026-04-20T15:54:33.769245+00:00,0.0,0.008456,0.0,0.1076,QUICK_HEDGE_KILL_REVERSING_-0.06%<prev0.62%
inf:INXUSDT_SHORT,INXUSDT,SHORT,True,2026-04-24T22:03:59.999983+00:00,2026-04-25T03:01:37.057510+00:00,297.62,0.00997855,0.00928925,6.9078,2,6,2026-04-24T22:03:59.999983+00:00,0.0,0.00997855,0.0,-6.9078,HEDGE_CLEANUP_R6_main_recovered_gain=0.00_main=gone_wt3m=-21.2/-19.3_wt15m=5.9/1.3
inf:LPTUSDT_SHORT,LPTUSDT,SHORT,False,2026-04-20T15:55:31.227127+00:00,2026-04-20T16:56:37.070826+00:00,61.1,2.09206036,2.09,0.0985,0,0,2026-04-20T15:55:31.227127+00:00,0.0,2.09206036,0.0,-0.0985,STALL_SUB_age=68133min_gain=-0.14%_deltaspd=0.00
inf:MINAUSDT_SHORT,MINAUSDT,SHORT,False,2026-04-20T15:56:00.439402+00:00,2026-04-20T17:05:55.515291+00:00,69.92,0.05955799,0.05963,-0.1209,0,0,,,,,,QUICK_HEDGE_KILL_REVERSING_-0.05%<prev0.07%
inf:NEARUSDC_SHORT,NEARUSDC,SHORT,False,2026-04-20T15:58:19.624244+00:00,2026-04-20T20:40:04.235379+00:00,281.74,1.35,1.36336597,-0.9901,0,0,2026-04-20T15:58:19.624244+00:00,0.0,1.35,0.0,0.9901,QUICK_HEDGE_KILL_REVERSING_-1.00%<prev-0.86%
inf:NEARUSDC_LONG,NEARUSDC,LONG,True,2026-04-20T15:59:02.515767+00:00,2026-04-20T16:17:54.432634+00:00,18.87,1.35,1.34522298,-0.3539,0,0,,,,,,QUICK_HEDGE_KILL_REVERSING_-0.07%<prev0.12%
inf:NEARUSDC_LONG,NEARUSDC,LONG,True,2026-04-20T16:55:41.707657+00:00,2026-04-20T20:49:40.721387+00:00,233.98,1.35005024,1.36331982,0.9829,3,0,2026-04-20T19:15:18.031381+00:00,139.61,1.361,0.8111,-0.1718,STALL_SUB_age=68054min_gain=0.00%_deltaspd=0.00
inf:ONDOUSDT_SHORT,ONDOUSDT,SHORT,False,2026-04-20T15:59:18.748067+00:00,2026-04-20T16:30:13.117248+00:00,30.91,0.253,0.25234316,0.2596,0,0,2026-04-20T15:59:18.748067+00:00,0.0,0.253,0.0,-0.2596,WT_4H_VEL_EXIT_vel=27.6_g=0.20%_MANDATORY_REENTRY
inf:ONDOUSDT_SHORT,ONDOUSDT,SHORT,False,2026-04-20T16:43:01.504633+00:00,2026-04-20T20:30:50.542507+00:00,227.82,0.25351258,0.25561872,-0.8308,0,0,,,,,,QUICK_HEDGE_CLOSE_WT3M1H_ABS_3m=15.0/10.9_1h=59.4/58.5_gain=-0.90%
inf:ONDOUSDT_LONG,ONDOUSDT,LONG,True,2026-04-20T15:59:54.413991+00:00,2026-04-20T16:07:54.298409+00:00,8.0,0.25320558,0.25260573,-0.2369,0,0,,,,,,QUICK_HEDGE_CLOSE_WT3M1H_ABS_3m=-9.1/-4.6_1h=17.2/40.0_gain=-0.04%
inf:ONDOUSDT_LONG,ONDOUSDT,LONG,True,2026-04-20T18:46:39.459544+00:00,2026-04-20T20:36:18.612191+00:00,109.65,0.2561,0.2559,-0.0781,0,0,2026-04-20T20:36:18.612191+00:00,109.65,0.2559,-0.0781,0.0,QUICK_HEDGE_KILL_REVERSING_-0.11%<prev-0.05%
inf:QNTUSDT_SHORT,QNTUSDT,SHORT,False,2026-04-20T16:00:21.260874+00:00,2026-04-20T16:13:34.331589+00:00,13.22,74.33859482,74.44282385,-0.1402,0,0,2026-04-20T16:00:21.260874+00:00,0.0,74.33859482,0.0,0.1402,QUICK_BANDAID_OFF_wt15m_-19.2>-24.1_hgain-0.06%
inf:QNTUSDT_SHORT,QNTUSDT,SHORT,True,2026-04-20T16:57:04.465134+00:00,2026-04-26T01:51:53.122728+00:00,7734.81,74.3,70.16,5.572,3,0,,,,,,QUICK_REALLOC_FOR_ETHFIUSDC_5pct
inf:FARTCOINUSDT_LONG,FARTCOINUSDT,LONG,True,2026-04-20T16:01:08.110394+00:00,2026-04-20T17:01:09.899229+00:00,60.03,0.2,0.19920007,-0.4,0,0,,,,,,QUICK_HEDGE_KILL_REVERSING_-0.36%<prev0.01%
inf:RENDERUSDT_SHORT,RENDERUSDT,SHORT,False,2026-04-20T16:01:41.832826+00:00,2026-04-20T16:40:57.189343+00:00,39.26,1.774,1.77204203,0.1104,0,0,2026-04-20T16:01:41.832826+00:00,0.0,1.774,0.0,-0.1104,WT_4H_VEL_EXIT_vel=45.7_g=-0.13%_MANDATORY_REENTRY
inf:RENDERUSDT_SHORT,RENDERUSDT,SHORT,True,2026-04-24T23:03:38.897312+00:00,2026-04-25T03:22:27.579032+00:00,258.81,1.778,1.788,-0.5624,1,0,,,,,,HEDGE_CLEANUP_R6_main_recovered_gain=0.00_main=0.09_wt3m=-11.1/-9.1_wt15m=0.1/2.5
inf:RENDERUSDT_SHORT,RENDERUSDT,SHORT,True,2026-04-25T11:47:57.877276+00:00,2026-04-25T11:55:00.688694+00:00,7.05,1.787,1.78509896,0.1064,0,5,,,,,,QUICK_HEDGE_ORPHAN_KILL_no_original
inf:RENDERUSDT_SHORT,RENDERUSDT,SHORT,True,2026-04-25T12:24:24.163720+00:00,2026-04-26T15:58:33.108889+00:00,1654.15,1.789,1.813,-1.3415,1,0,,,,,,HEDGE_CLOSE_WT3M1H_PRE_GATE_3m=-36.1/-52.6_1h=-40.3/-45.8_gain=0.00%
inf:QNTUSDT_LONG,QNTUSDT,LONG,True,2026-04-20T16:04:14.387587+00:00,2026-04-20T17:11:25.947643+00:00,67.19,74.38,74.78,0.5378,0,0,,,,,,STALL_SUB_age=67787min_gain=0.02%_deltaspd=0.00
inf:BBUSDT_LONG,BBUSDT,LONG,True,2026-04-20T16:26:12.674149+00:00,2026-04-20T17:00:37.984660+00:00,34.42,0.02550113,0.02548,-0.0829,1,0,,,,,,QUICK_HEDGE_KILL_REVERSING_-0.14%<prev0.69%
inf:BBUSDT_LONG,BBUSDT,LONG,True,2026-04-20T18:46:39.266739+00:00,2026-04-20T20:36:33.732854+00:00,109.91,0.02566734,0.0256549,-0.0485,0,0,2026-04-20T20:36:33.732854+00:00,109.91,0.0256549,-0.0485,0.0,QUICK_HEDGE_KILL_REVERSING_-0.05%<prev0.06%
inf:TIAUSDC_LONG,TIAUSDC,LONG,True,2026-04-20T16:26:15.544991+00:00,2026-04-20T16:58:29.200958+00:00,32.23,0.38322034,0.38091286,-0.6021,0,0,,,,,,QUICK_HEDGE_CLOSE_WT3M1H_ABS_3m=-34.3/-20.4_1h=-33.0/-10.6_gain=-0.22%
inf:BTCDOMUSDT_LONG,BTCDOMUSDT,LONG,True,2026-04-20T16:30:26.054662+00:00,2026-04-20T16:32:47.012426+00:00,2.35,5301.18005157,5301.9,0.0136,0,0,2026-04-20T16:30:26.054662+00:00,0.0,5301.18005157,0.0,-0.0136,QUICK_HEDGE_WT_KILL_LOSER_RECOVER_LPTUSDT_wt3m=-32.9/-29.3_g-0.0
inf:BTCDOMUSDT_LONG,BTCDOMUSDT,LONG,False,2026-04-21T01:07:29.884994+00:00,2026-04-21T06:14:19.296022+00:00,306.82,5316.86518775,5306.0,-0.2044,0,0,2026-04-21T01:07:29.884994+00:00,0.0,5316.86518775,0.0,0.2044,STALL_SUB_age=68640min_gain=-0.04%_deltaspd=0.00
inf:BTCDOMUSDT_LONG,BTCDOMUSDT,LONG,True,2026-04-22T04:37:25.552995+00:00,2026-04-22T15:36:56.115918+00:00,659.51,5337.1,5371.35935941,0.6419,0,0,2026-04-22T15:36:56.115918+00:00,659.51,5371.35935941,0.6419,0.0,STALL_SUB_age=70383min_gain=-0.40%_deltaspd=0.00
inf:BTCDOMUSDT_LONG,BTCDOMUSDT,LONG,False,2026-04-22T21:42:58.167381+00:00,2026-04-22T22:25:03.728833+00:00,42.09,5355.44206334,5357.65832327,0.0414,0,0,2026-04-22T21:42:58.167381+00:00,0.0,5355.44206334,0.0,-0.0414,STALL_SUB_age=71119min_gain=0.09%_deltaspd=0.00
inf:BTCDOMUSDT_LONG,BTCDOMUSDT,LONG,False,2026-04-22T22:29:20.602447+00:00,2026-04-22T23:53:49.487713+00:00,84.48,5356.7,5388.60975285,0.5957,7,0,,,,,,QUICK_REDUCE_STRONG_REDUCE_k_1m:100/d_1m:100/k_3m:94/d_3m:82_SIMPLE_TP_0.00%_wt=declining_bc112_REDUCE
inf:GRTUSDT_LONG,GRTUSDT,LONG,True,2026-04-20T16:35:18.499213+00:00,2026-04-20T17:47:15.104864+00:00,71.94,0.0251117,0.025235,0.491,0,0,,,,,,STALL_SUB_age=67775min_gain=0.47%_deltaspd=0.00
inf:GRTUSDT_LONG,GRTUSDT,LONG,True,2026-04-21T23:30:48.004194+00:00,2026-04-21T23:33:59.902014+00:00,3.2,0.02449,0.0245,0.0408,0,0,,,,,,QUICK_HEDGE_MAX_AGE_KILL_1160.0h_g0.03
inf:GRTUSDT_LONG,GRTUSDT,LONG,True,2026-04-21T23:40:45.555602+00:00,2026-04-22T02:16:26.336738+00:00,155.68,0.02454,0.02475,0.8557,1,0,2026-04-22T02:16:26.336738+00:00,155.68,0.02475,0.8557,0.0,WT_4H_VEL_EXIT_vel=-29.5_g=-0.46%_MANDATORY_REENTRY
inf:1000SHIBUSDC_SHORT,1000SHIBUSDC,SHORT,False,2026-04-20T16:44:33.330544+00:00,2026-04-20T17:29:22.198846+00:00,44.81,0.00601115,0.00601107,0.0013,0,0,2026-04-20T17:29:22.198846+00:00,44.81,0.00601107,0.0013,0.0,WT_4H_VEL_EXIT_vel=45.3_g=0.36%_MANDATORY_REENTRY
inf:EDUUSDT_SHORT,EDUUSDT,SHORT,False,2026-04-20T16:47:58.859228+00:00,2026-04-20T17:00:39.298591+00:00,12.67,0.04883,0.049255,-0.8704,0,0,,,,,,QUICK_HEDGE_KILL_REVERSING_-0.27%<prev7.38%
