Date,Time(UTC),Account,Side,Action,Price,Gain%,Category,Reason(truncated)
2026-05-06,06:51:45,flz,LONG,CLOSE,541.44,,DC_CROSSBACK_TO_SHORT ← FIXED,DC_BB_D_BREAK_REVERSE_close_DC_CROSSBACK_TO_SHORT
2026-05-06,06:52:58,flz,LONG,CLOSE,543.38,,DC_CROSSBACK_TO_SHORT ← FIXED,DC_BB_D_BREAK_REVERSE_close_DC_CROSSBACK_TO_SHORT
2026-05-06,06:53:26,flz,LONG,CLOSE,543.38,,DC_CROSSBACK_TO_SHORT ← FIXED,DC_BB_D_BREAK_REVERSE_close_DC_CROSSBACK_TO_SHORT
2026-05-06,06:54:45,flz,LONG,CLOSE,543.38,,DC_CROSSBACK_TO_SHORT ← FIXED,DC_BB_D_BREAK_REVERSE_close_DC_CROSSBACK_TO_SHORT
2026-05-06,06:55:13,flz,LONG,CLOSE,543.38,,DC_CROSSBACK_TO_SHORT ← FIXED,DC_BB_D_BREAK_REVERSE_close_DC_CROSSBACK_TO_SHORT
2026-05-06,06:56:29,flz,LONG,CLOSE,543.38,,DC_CROSSBACK_TO_SHORT ← FIXED,DC_BB_D_BREAK_REVERSE_close_DC_CROSSBACK_TO_SHORT
2026-05-06,07:10:50,flz,LONG,AUGMENT,579.49,,GOLDEN_RULE_LONG,GOLDEN_RULE_LONG_mult3.0_INTERVENTION
2026-05-06,07:17:31,flz,LONG,CLOSE,579.49,,DC_CROSSBACK_TO_SHORT ← FIXED,DC_BB_D_BREAK_REVERSE_close_DC_CROSSBACK_TO_SHORT
2026-05-06,07:48:16,flz,LONG,OPEN,591.84,,GOLDEN_RULE_LONG,GOLDEN_RULE_LONG_mult3.0_INTERVENTION
2026-05-06,07:48:36,flz,LONG,CLOSE,591.84,,DC_CROSSBACK_TO_SHORT ← FIXED,DC_BB_D_BREAK_REVERSE_close_DC_CROSSBACK_TO_SHORT
2026-05-06,08:09:52,flz,LONG,OPEN,589.54,,GOLDEN_RULE_LONG,GOLDEN_RULE_LONG_mult3.0_INTERVENTION
2026-05-06,08:10:12,flz,LONG,CLOSE,589.54,,DC_CROSSBACK_TO_SHORT ← FIXED,DC_BB_D_BREAK_REVERSE_close_DC_CROSSBACK_TO_SHORT
2026-05-06,12:15:41,flz,LONG,QUICK_OPEN,571.09,,QUICK_OPEN_BUY_k1:96/d195/k3:46.222487322197125/d3:43.178190,QUICK_OPEN_BUY_k1:96/d195/k3:46.222487322197125/d3:43.17819071985787_@590.6758_T
2026-05-06,12:16:18,flz,LONG,CLOSE,571.09,,DC_CROSSBACK_TO_SHORT ← FIXED,DC_BB_D_BREAK_REVERSE_close_DC_CROSSBACK_TO_SHORT
2026-05-06,12:17:16,flz,LONG,CLOSE,567.49,,WT15M_AGAINST_FORCE_CLOSE_w1-4.8_w2-3.9,WT15M_AGAINST_FORCE_CLOSE_w1-4.8_w2-3.9
2026-05-06,12:18:11,flz,LONG,CLOSE,567.49,,DC_CROSSBACK_TO_SHORT ← FIXED,DC_BB_D_BREAK_REVERSE_close_DC_CROSSBACK_TO_SHORT
2026-05-06,12:19:40,flz,LONG,CLOSE,567.49,,DC_CROSSBACK_TO_SHORT ← FIXED,DC_BB_D_BREAK_REVERSE_close_DC_CROSSBACK_TO_SHORT
2026-05-06,16:11:00,flz,LONG,CLOSE,582.62,,DC_CROSSBACK_TO_SHORT ← FIXED,DC_BB_D_BREAK_REVERSE_close_DC_CROSSBACK_TO_SHORT
2026-05-06,16:13:07,flz,LONG,CLOSE,582.62,,DC_CROSSBACK_TO_SHORT ← FIXED,DC_BB_D_BREAK_REVERSE_close_DC_CROSSBACK_TO_SHORT
2026-05-06,17:19:02,flz,SHORT,OPEN,359.02,,GOLDEN_RULE_SHORT ← against trend,GOLDEN_RULE_SHORT_mult2.0_INTERVENTION
2026-05-06,17:36:43,flz,SHORT,CLOSE,359.02,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,17:56:23,flz,SHORT,OPEN,359.02,,GOLDEN_RULE_SHORT ← against trend,GOLDEN_RULE_SHORT_mult2.0_INTERVENTION
2026-05-06,17:56:52,flz,SHORT,CLOSE,359.02,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,17:58:11,flz,SHORT,CLOSE,359.02,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,17:58:40,flz,SHORT,CLOSE,359.02,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,17:59:57,flz,SHORT,CLOSE,359.02,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,18:00:54,flz,SHORT,CLOSE,359.02,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,18:02:02,flz,SHORT,CLOSE,359.02,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,18:02:30,flz,SHORT,CLOSE,359.02,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,18:04:07,flz,SHORT,CLOSE,569.81,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,18:05:29,flz,SHORT,CLOSE,569.81,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,18:06:50,flz,SHORT,CLOSE,359.02,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,18:08:20,flz,SHORT,CLOSE,359.02,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,18:09:38,flz,SHORT,CLOSE,359.02,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,18:10:08,flz,SHORT,CLOSE,570.36,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,18:11:26,flz,SHORT,CLOSE,568.78,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,18:12:26,flz,SHORT,CLOSE,359.02,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,18:32:26,flz,LONG,OPEN,359.02,,DC_BB_BREAK_UP → opens LONG (correct),DC_BB_D_BREAK_REVERSE_open_DC_BREAK_UP
2026-05-06,18:33:15,flz,LONG,CLOSE,359.02,,DC_CROSSBACK_TO_SHORT ← FIXED,DC_BB_D_BREAK_REVERSE_close_DC_CROSSBACK_TO_SHORT
2026-05-06,18:33:25,flz,SHORT,CLOSE,359.02,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,18:34:26,flz,LONG,CLOSE,359.02,,DC_CROSSBACK_TO_SHORT ← FIXED,DC_BB_D_BREAK_REVERSE_close_DC_CROSSBACK_TO_SHORT
2026-05-06,18:35:02,flz,LONG,CLOSE,359.02,,DC_CROSSBACK_TO_SHORT ← FIXED,DC_BB_D_BREAK_REVERSE_close_DC_CROSSBACK_TO_SHORT
2026-05-06,18:36:06,flz,SHORT,CLOSE,359.02,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,18:40:20,flz,SHORT,CLOSE,359.02,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,18:41:25,flz,SHORT,OPEN,359.02,,GOLDEN_RULE_SHORT ← against trend,GOLDEN_RULE_SHORT_mult2.0_INTERVENTION
2026-05-06,18:41:58,flz,SHORT,CLOSE,359.02,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,18:44:28,flz,SHORT,CLOSE,359.02,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,18:45:45,flz,SHORT,CLOSE,359.02,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,18:46:09,flz,SHORT,CLOSE,359.02,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,18:48:01,flz,SHORT,CLOSE,568.36,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,19:04:48,flz,SHORT,OPEN,359.02,,GOLDEN_RULE_SHORT ← against trend,GOLDEN_RULE_SHORT_mult2.0_INTERVENTION
2026-05-06,19:05:06,flz,SHORT,CLOSE,359.02,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,22:16:47,flz,SHORT,OPEN,555.91,,GOLDEN_RULE_SHORT ← against trend,GOLDEN_RULE_SHORT_mult1.0_INTERVENTION
2026-05-06,22:19:51,flz,SHORT,CLOSE,556.09,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,22:22:16,flz,SHORT,CLOSE,556.09,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,22:23:47,flz,SHORT,CLOSE,556.09,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,22:28:07,flz,SHORT,CLOSE,561.31,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,22:29:16,flz,SHORT,CLOSE,555.91,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,22:29:56,flz,SHORT,CLOSE,556.89,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,22:33:38,flz,SHORT,CLOSE,561.31,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,22:34:59,flz,SHORT,CLOSE,557.13,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,22:35:37,flz,SHORT,CLOSE,561.31,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,22:37:19,flz,SHORT,CLOSE,561.31,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,22:38:15,flz,SHORT,CLOSE,561.31,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,22:38:40,flz,SHORT,CLOSE,561.31,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,22:39:23,flz,SHORT,CLOSE,561.31,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,22:40:50,flz,SHORT,CLOSE,557.13,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,22:42:02,flz,SHORT,CLOSE,556.86,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,22:42:23,flz,LONG,OPEN,556.86,,DC_BB_BREAK_UP → opens LONG (correct),DC_BB_D_BREAK_REVERSE_open_DC_BREAK_UP
2026-05-06,22:42:57,flz,LONG,CLOSE,556.86,,DC_CROSSBACK_TO_SHORT ← FIXED,DC_BB_D_BREAK_REVERSE_close_DC_CROSSBACK_TO_SHORT
2026-05-06,22:43:12,flz,SHORT,CLOSE,556.86,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,22:44:09,flz,LONG,CLOSE,556.86,,DC_CROSSBACK_TO_SHORT ← FIXED,DC_BB_D_BREAK_REVERSE_close_DC_CROSSBACK_TO_SHORT
2026-05-06,22:44:25,flz,SHORT,CLOSE,556.86,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,22:44:36,flz,LONG,CLOSE,558.93,,DC_CROSSBACK_TO_SHORT ← FIXED,DC_BB_D_BREAK_REVERSE_close_DC_CROSSBACK_TO_SHORT
2026-05-06,22:44:58,flz,SHORT,CLOSE,558.93,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,22:45:33,flz,LONG,CLOSE,558.93,,DC_CROSSBACK_TO_SHORT ← FIXED,DC_BB_D_BREAK_REVERSE_close_DC_CROSSBACK_TO_SHORT
2026-05-06,22:45:53,flz,SHORT,CLOSE,558.93,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,22:45:58,flz,LONG,CLOSE,558.93,,DC_CROSSBACK_TO_SHORT ← FIXED,DC_BB_D_BREAK_REVERSE_close_DC_CROSSBACK_TO_SHORT
2026-05-06,22:46:26,flz,SHORT,CLOSE,558.93,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,22:46:32,flz,LONG,CLOSE,558.93,,DC_CROSSBACK_TO_SHORT ← FIXED,DC_BB_D_BREAK_REVERSE_close_DC_CROSSBACK_TO_SHORT
2026-05-06,22:46:45,flz,SHORT,CLOSE,558.93,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,22:47:36,flz,LONG,CLOSE,558.93,,DC_CROSSBACK_TO_SHORT ← FIXED,DC_BB_D_BREAK_REVERSE_close_DC_CROSSBACK_TO_SHORT
2026-05-06,22:48:09,flz,SHORT,CLOSE,558.93,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,22:48:14,flz,LONG,CLOSE,558.93,,DC_CROSSBACK_TO_SHORT ← FIXED,DC_BB_D_BREAK_REVERSE_close_DC_CROSSBACK_TO_SHORT
2026-05-06,22:48:40,flz,SHORT,CLOSE,558.93,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_DC_BREAK_UP
2026-05-06,22:50:07,flz,LONG,CLOSE,557.13,,DC_CROSSBACK_TO_SHORT ← FIXED,DC_BB_D_BREAK_REVERSE_close_DC_CROSSBACK_TO_SHORT
2026-05-06,22:53:48,flz,LONG,CLOSE,556.86,,DC_CROSSBACK_TO_SHORT ← FIXED,DC_BB_D_BREAK_REVERSE_close_DC_CROSSBACK_TO_SHORT
2026-05-06,22:54:51,flz,LONG,CLOSE,556.86,,DC_CROSSBACK_TO_SHORT ← FIXED,DC_BB_D_BREAK_REVERSE_close_DC_CROSSBACK_TO_SHORT
2026-05-06,22:55:46,flz,LONG,CLOSE,556.86,,DC_CROSSBACK_TO_SHORT ← FIXED,DC_BB_D_BREAK_REVERSE_close_DC_CROSSBACK_TO_SHORT
2026-05-07,00:53:13,flz,SHORT,OPEN,550.03,,GOLDEN_RULE_SHORT ← against trend,GOLDEN_RULE_SHORT_mult1.0_INTERVENTION
2026-05-07,00:54:00,flz,SHORT,CLOSE,550.03,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_BB_BREAK_UP
2026-05-07,00:59:17,flz,SHORT,CLOSE,550.03,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_BB_BREAK_UP
2026-05-07,01:03:27,flz,SHORT,OPEN,550.03,,GOLDEN_RULE_SHORT ← against trend,GOLDEN_RULE_SHORT_mult1.0_INTERVENTION
2026-05-07,01:04:08,flz,SHORT,CLOSE,550.03,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_BB_BREAK_UP
2026-05-07,01:12:53,flz,SHORT,OPEN,550.68,,GOLDEN_RULE_SHORT ← against trend,GOLDEN_RULE_SHORT_mult2.0_INTERVENTION
2026-05-07,01:13:29,flz,SHORT,CLOSE,359.02,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_BB_BREAK_UP
2026-05-07,01:14:58,flz,SHORT,CLOSE,359.02,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_BB_BREAK_UP
2026-05-07,01:23:50,flz,SHORT,OPEN,359.02,,GOLDEN_RULE_SHORT ← against trend,GOLDEN_RULE_SHORT_mult2.0_INTERVENTION
2026-05-07,01:24:13,flz,SHORT,CLOSE,359.02,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_BB_BREAK_UP
2026-05-07,01:26:28,flz,SHORT,CLOSE,359.02,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_BB_BREAK_UP
2026-05-07,02:16:13,flz,SHORT,OPEN,359.02,,GOLDEN_RULE_SHORT ← against trend,GOLDEN_RULE_SHORT_mult2.0_INTERVENTION
2026-05-07,02:17:04,flz,SHORT,CLOSE,359.02,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_BB_BREAK_UP
2026-05-07,03:07:01,flz,SHORT,QUICK_OPEN,537.87,,QUICK_HEDGE_PROTECT_LONG_LOSS,QUICK_HEDGE_PROTECT_LONG_LOSS
2026-05-07,03:07:21,flz,SHORT,CLOSE,359.02,,DC_BB_BREAK_UP → closes SHORT (correct),DC_BB_D_BREAK_REVERSE_close_BB_BREAK_UP
2026-05-07,03:07:55,flz,SHORT,CLOSE,359.02,,QUICK_HEDGE_BAL_CLOSE_SENT-15_RATIO0.00_REDUCE,QUICK_HEDGE_BAL_CLOSE_SENT-15_RATIO0.00_REDUCE
2026-05-07,07:10:05,flz,SHORT,QUICK_OPEN,559.95,,QUICK_HEDGE_PROTECT_LONG_LOSS,QUICK_HEDGE_PROTECT_LONG_LOSS
2026-05-07,07:10:17,flz,SHORT,CLOSE,559.95,,QUICK_HEDGE_CLEANUP_ORPHAN_origflz:ZECUSDC_LONG_g0.00_REDUCE,QUICK_HEDGE_CLEANUP_ORPHAN_origflz:ZECUSDC_LONG_g0.00_REDUCE
2026-05-07,07:10:39,flz,SHORT,CLOSE,559.95,,HEDGE_BANDAID_OFF_FIRST_PRE_wt15m_41.8vs31.9_hgain0.00%,HEDGE_BANDAID_OFF_FIRST_PRE_wt15m_41.8vs31.9_hgain0.00%
2026-05-07,16:05:59,flz,SHORT,OPEN,564.00,,GOLDEN_RULE_SHORT ← against trend,GOLDEN_RULE_SHORT_mult1.0_INTERVENTION
2026-05-03,07:53:52,inf,LONG,OPEN,359.02,,REENTRY_FIRED (correct),GUARANTEED_REENTRY_PF_FAVORABLE_SPIKE_htf2_move7.74%_k3m11_exit357.0600_px384.70
2026-05-03,11:07:12,inf,LONG,OPEN,359.02,,REENTRY_FIRED (correct),GUARANTEED_REENTRY_PF_FAVORABLE_SPIKE_htf2_move8.97%_k3m28_exit357.0600_px389.10
2026-05-03,23:19:40,inf,LONG,OPEN,359.02,,REENTRY_FIRED (correct),GUARANTEED_REENTRY_PF_FAVORABLE_SPIKE_htf3_move15.03%_k3m37_exit357.0600_px410.7
