symbol,side,open_ts,close_ts,held_min,entry_px,exit_px,pnl_pct,close_type,close_reason
INXUSDT,LONG,2026-04-02T10:42:10+00:00,2026-04-02T11:52:29+00:00,70.3,0.0118063,0.0118242,0.152,CLOSE,ORPHANED_HEDGE_INSTANT_KILL
INXUSDT,SHORT,2026-04-02T10:41:50+00:00,2026-04-02T10:46:36+00:00,4.8,0.011792,0.011707,0.721,CLOSE,QUICK_REDUCE_STRONG_REDUCE_k_1m:0/d_1m:3/k_3m:55/d_3m:77_SIM
IOTAUSDT,LONG,2026-03-28T02:48:44+00:00,2026-03-28T03:39:45+00:00,51.0,0.0547,0.0547,-0.000,CLOSE,QUICK_HEDGE_KILL_STRICT_LOSS_0.00%_REDUCE
IOTAUSDT,LONG,2026-04-08T01:55:10+00:00,2026-04-08T02:11:08+00:00,16.0,0.05993,0.0602,0.451,CLOSE,HEDGE_PROTECT_SHORT_LOSS
JASMYUSDT,LONG,2026-03-29T11:07:08+00:00,2026-04-01T23:50:58+00:00,5083.8,0.00536918,0.0054021,0.613,CLOSE,QUICK_REDUCE_STRONG_REDUCE_k_1m:20/d_1m:9/k_3m:70/d_3m:78_SI
JASMYUSDT,SHORT,2026-03-18T14:41:19+00:00,2026-03-18T17:09:21+00:00,148.0,0.00578443,0.00578443,0.000,CLOSE,Manual/System Detection
JTOUSDT,SHORT,2026-03-17T09:23:03+00:00,2026-03-17T12:44:31+00:00,201.5,0.292349,0.2908,0.530,CLOSE,Manual/System Detection
KASUSDT,LONG,2026-03-29T16:50:16+00:00,2026-03-29T17:15:59+00:00,25.7,0.0328515,0.0328642,0.039,CLOSE,HEDGE_PROTECT_LONG_LOSS
LDOUSDT,SHORT,2026-03-17T15:54:27+00:00,2026-03-17T16:02:32+00:00,8.1,0.32055,0.3204,0.047,CLOSE,Manual/System Detection
LPTUSDT,LONG,2026-04-02T05:48:12+00:00,2026-04-02T06:20:00+00:00,31.8,2.014,2.01655,0.126,CLOSE,QUICK_REDUCE_STRONG_REDUCE_k_1m:76/d_1m:80/k_3m:73/d_3m:55_S
LPTUSDT,LONG,2026-04-14T14:32:58+00:00,2026-04-14T14:33:34+00:00,0.6,2.11633,2.112,-0.205,CLOSE,QUICK_HEDGE_WT_KILL_DELTA_DECEL_wt3m=36.1/20.4_wt15m=9.5/3.7
LPTUSDT,SHORT,2026-03-19T05:52:07+00:00,2026-03-19T07:40:06+00:00,108.0,2.247,2.24319,0.170,CLOSE,Manual/System Detection
LUNA2USDT,SHORT,2026-03-18T11:32:28+00:00,2026-03-18T12:50:07+00:00,77.7,0.0634843,0.0625165,1.524,CLOSE,Manual/System Detection
MANAUSDT,SHORT,2026-03-16T21:40:04+00:00,2026-03-17T15:59:47+00:00,1099.7,0.097175,0.0962,1.003,CLOSE,Manual/System Detection
MASKUSDT,SHORT,2026-03-18T06:44:39+00:00,2026-03-18T08:30:31+00:00,105.9,0.483118,0.482108,0.209,CLOSE,Manual/System Detection
MELANIAUSDT,LONG,2026-04-13T22:20:57+00:00,2026-04-13T22:39:11+00:00,18.2,0.1024,0.1024,-0.000,CLOSE,QUICK_BANDAID_OFF_wt15m_-17.9>-13.9_hgain0.16%
MELANIAUSDT,LONG,2026-04-13T22:43:48+00:00,2026-04-13T23:11:58+00:00,28.2,0.103,0.10327,0.262,CLOSE,QUICK_HEDGE_WT_KILL_DELTA_DECEL_wt3m=54.0/37.3_wt15m=17.9/10
MEMEUSDT,LONG,2026-03-29T03:17:24+00:00,2026-04-01T22:12:39+00:00,5455.2,0.0005113,0.00052495,2.670,CLOSE,QUICK_AUGMENTED_DC_BREAK_REDUCE_TO_MIN_2.75%
MINAUSDT,LONG,2026-04-02T01:32:14+00:00,2026-04-02T01:43:37+00:00,11.4,0.05741,0.0578946,0.844,CLOSE,QUICK_REDUCE_STRONG_REDUCE_k_1m:100/d_1m:95/k_3m:56/d_3m:41_
MOODENGUSDT,SHORT,2026-03-16T22:13:32+00:00,2026-03-18T18:03:35+00:00,2630.1,0.0527116,0.0523513,0.684,CLOSE,QUICK_AUGMENTED_DC_BREAK_REDUCE_TO_MIN_1.05%
MOODENGUSDT,SHORT,2026-03-18T18:14:33+00:00,2026-03-18T20:04:00+00:00,109.5,0.0516733,0.0512313,0.855,CLOSE,Manual/System Detection
MOVEUSDT,LONG,2026-03-17T16:28:35+00:00,2026-03-17T22:30:35+00:00,362.0,0.0225903,0.022591,0.003,CLOSE,Manual/System Detection
NMRUSDT,SHORT,2026-03-25T03:33:33+00:00,2026-04-15T07:40:48+00:00,30487.2,7.94116,8.344,-5.073,CLOSE,DELTA_EXIT_DELTA_EXIT_speed_decay_tfs_lost=DEAD|PEAK|TFLOST|
NOTUSDT,LONG,2026-03-29T17:55:58+00:00,2026-04-02T00:14:11+00:00,4698.2,0.000342,0.0003621,5.877,CLOSE,WT_4H_VEL_EXIT_vel=-47.6_g=5.83%_MANDATORY_REENTRY
OPUSDT,LONG,2026-03-17T16:28:24+00:00,2026-03-17T22:46:51+00:00,378.4,0.1353,0.1363,0.739,CLOSE,Manual/System Detection
OPUSDT,SHORT,2026-03-16T21:29:25+00:00,2026-03-17T15:59:46+00:00,1110.3,0.137866,0.1347,2.296,CLOSE,Manual/System Detection
PARTIUSDT,LONG,2026-04-04T21:42:41+00:00,2026-04-05T02:04:51+00:00,262.2,0.0825712,0.0829893,0.506,CLOSE,WT_2of3_REENTRY_2of3
PHBUSDT,LONG,2026-04-14T20:13:36+00:00,2026-04-14T20:15:31+00:00,1.9,0.0907546,0.0908524,0.108,CLOSE,QUICK_HEDGE_WT_KILL_DELTA_DECEL_wt3m=24.6/15.1_wt15m=-3.7/-4
PHBUSDT,SHORT,2026-03-17T11:02:52+00:00,2026-03-17T13:06:02+00:00,123.2,0.1378,0.1372,0.435,CLOSE,Manual/System Detection
POPCATUSDT,SHORT,2026-03-17T15:06:59+00:00,2026-03-18T12:53:25+00:00,1306.4,0.0553834,0.05429,1.974,CLOSE,Manual/System Detection
PTBUSDT,LONG,2026-03-28T02:48:02+00:00,2026-03-28T02:56:58+00:00,8.9,0.00168017,0.001684,0.228,CLOSE,QUICK_HEDGE_RECOVERY_CLOSE_orig1.53%
PTBUSDT,LONG,2026-04-07T03:15:53+00:00,2026-04-07T11:48:14+00:00,512.4,0.00108495,0.00108495,0.000,CLOSE,inf:PTBUSDT_LONG_QUICK_MAX_GAIN_3PCT_AUGMENT_7.70%|MANIP_FLA
PTBUSDT,LONG,2026-04-07T12:06:32+00:00,2026-04-08T01:00:26+00:00,773.9,0.00111205,0.0010334,-7.073,CLOSE,QUICK_HEDGE_WT_KILL_wt1=-8.3_wt2=-4.5
RAYSOLUSDT,SHORT,2026-03-16T21:31:02+00:00,2026-03-17T09:06:21+00:00,695.3,0.655847,0.645157,1.630,CLOSE,Manual/System Detection
RAYSOLUSDT,SHORT,2026-03-17T14:59:43+00:00,2026-03-17T15:06:25+00:00,6.7,0.648261,0.654464,-0.957,CLOSE,Manual/System Detection
RAYSOLUSDT,SHORT,2026-03-17T15:19:30+00:00,2026-03-17T15:22:37+00:00,3.1,0.646426,0.646888,-0.072,CLOSE,Manual/System Detection
RAYSOLUSDT,SHORT,2026-03-18T15:07:23+00:00,2026-03-18T17:39:25+00:00,152.0,0.61216,0.6145,-0.382,CLOSE,Manual/System Detection
RDNTUSDT,SHORT,2026-03-18T11:27:09+00:00,2026-03-18T11:46:59+00:00,19.8,0.00456457,0.004531,0.736,CLOSE,Manual/System Detection
RDNTUSDT,SHORT,2026-03-18T12:16:27+00:00,2026-03-18T12:50:09+00:00,33.7,0.00448709,0.004563,-1.692,CLOSE,Manual/System Detection
RIFUSDT,LONG,2026-04-15T02:18:23+00:00,2026-04-15T02:53:12+00:00,34.8,0.0457449,0.04585,0.230,CLOSE,DELTA_EXIT_DELTA_EXIT_speed_decay_tfs_lost=DEAD|PEAK|OPP|TFL
RIFUSDT,LONG,2026-04-15T04:04:46+00:00,2026-04-15T04:06:33+00:00,1.8,0.04666,0.04653,-0.279,CLOSE,QUICK_HEDGE_ELECTED_WUSDT_SHORT
RIFUSDT,LONG,2026-04-15T04:15:18+00:00,2026-04-15T04:23:42+00:00,8.4,0.0472778,0.0472849,0.015,CLOSE,QUICK_HEDGE_WT_KILL_15m_wt3m=41.5/26.7_wt15m=6.3/14.9_g0.0
RIFUSDT,SHORT,2026-03-25T10:06:07+00:00,2026-03-25T10:39:17+00:00,33.2,0.03956,0.0393397,0.557,CLOSE,QUICK_OPEN_STRONG_SELL_k1:51/d154/k3:75.91778488191714/d3:81
RIFUSDT,SHORT,2026-03-25T10:50:00+00:00,2026-03-25T11:23:41+00:00,33.7,0.039187,0.0391214,0.168,CLOSE,QUICK_OPEN_STRONG_SELL_k1:51/d154/k3:0.6061692538137197/d3:6
RLCUSDT,SHORT,2026-03-18T15:27:29+00:00,2026-03-18T17:52:33+00:00,145.1,0.428648,0.4362,-1.762,CLOSE,Manual/System Detection
RSRUSDT,LONG,2026-03-29T15:34:09+00:00,2026-03-29T15:45:29+00:00,11.3,0.00152733,0.00152733,0.000,CLOSE,HEDGE_PROTECT_SHORT_LOSS
RSRUSDT,LONG,2026-03-29T16:08:07+00:00,2026-04-08T01:07:04+00:00,13499.0,0.00154464,0.00154517,0.035,CLOSE,QUICK_HEDGE_WT_KILL_wt1=18.4_wt2=32.1
RSRUSDT,LONG,2026-04-08T01:48:59+00:00,2026-04-08T01:56:43+00:00,7.7,0.00154922,0.001552,0.179,CLOSE,QUICK_HEDGE_LOSS_KILL_age814814s_gain0.11pct
RUNEUSDT,LONG,2026-04-04T21:13:58+00:00,2026-04-04T21:23:38+00:00,9.7,0.376,0.3777,0.452,CLOSE,QUICK_HEDGE_SAME_SYM_LAST_RESORT
RUNEUSDT,SHORT,2026-03-18T11:15:01+00:00,2026-03-18T15:41:16+00:00,266.2,0.431042,0.4241,1.611,CLOSE,Manual/System Detection
RUNEUSDT,SHORT,2026-03-18T18:40:35+00:00,2026-03-18T21:25:17+00:00,164.7,0.425091,0.425274,-0.043,CLOSE,Manual/System Detection
SAGAUSDT,LONG,2026-04-02T00:17:41+00:00,2026-04-02T00:20:30+00:00,2.8,0.02837,0.02837,0.000,CLOSE,HEDGE_CLEANUP_R6_wt1=-6.5_wt2=-2.0_gain=0.00
SAHARAUSDT,SHORT,2026-03-28T02:39:17+00:00,2026-03-29T04:14:05+00:00,1534.8,0.0242901,0.025,-2.923,CLOSE,QUICK_HEDGE_KILL_STRICT_LOSS_-2.82%_REDUCE
SANDUSDT,SHORT,2026-03-18T11:35:10+00:00,2026-03-18T11:50:23+00:00,15.2,0.0877475,0.08706,0.783,CLOSE,Manual/System Detection
SEIUSDT,SHORT,2026-03-16T21:45:01+00:00,2026-03-16T22:45:40+00:00,60.6,0.0696995,0.0699686,-0.386,CLOSE,Manual/System Detection
SEIUSDT,SHORT,2026-03-19T17:10:41+00:00,2026-03-19T20:04:28+00:00,173.8,0.0630485,0.06332,-0.431,CLOSE,QUICK_HEDGE_KILL_LOSING_IN_DUAL_-0.54%
SEIUSDT,SHORT,2026-03-19T23:28:07+00:00,2026-03-20T13:03:45+00:00,815.6,0.0639288,0.06374,0.295,CLOSE,HOLD_BARS_EXIT_296717s_gain0.45
SKLUSDT,LONG,2026-04-04T18:41:48+00:00,2026-04-04T19:57:07+00:00,75.3,0.00647464,0.00650507,0.470,CLOSE,HEDGE_PROTECT_SHORT_LOSS
SKLUSDT,SHORT,2026-04-02T02:48:17+00:00,2026-04-02T03:17:17+00:00,29.0,0.00704,0.00702,0.284,CLOSE,HEDGE_PROTECT_SHORT_LOSS
SKYAIUSDT,LONG,2026-03-17T02:34:43+00:00,2026-03-17T15:07:12+00:00,752.5,0.0501879,0.0502175,0.059,CLOSE,Manual/System Detection
SKYUSDT,SHORT,2026-03-21T15:40:28+00:00,2026-03-22T02:01:39+00:00,621.2,0.0751259,0.0753125,-0.248,CLOSE,QUICK_HEDGE_ELECTED_SKYUSDT_SHORT
SKYUSDT,SHORT,2026-03-27T23:53:17+00:00,2026-03-28T00:04:17+00:00,11.0,0.06964,0.06964,0.000,CLOSE,QUICK_HEDGE_KILL_STRICT_LOSS_0.00%_REDUCE
SKYUSDT,SHORT,2026-03-28T02:29:12+00:00,2026-03-29T04:41:44+00:00,1572.5,0.06984,0.0701107,-0.388,CLOSE,QUICK_HEDGE_ELECTED_SKYUSDT_SHORT
SOLUSDC,SHORT,2026-03-19T21:51:56+00:00,2026-03-19T22:05:25+00:00,13.5,89,89,0.000,CLOSE,QUICK_HEDGE_ELECTED_ZROUSDT_LONG
SPXUSDT,LONG,2026-03-28T17:44:05+00:00,2026-03-28T19:11:26+00:00,87.3,0.277573,0.277573,0.000,CLOSE,QUICK_HEDGE_PROTECT_SHORT_LOSS
STGUSDT,LONG,2026-03-16T23:57:00+00:00,2026-03-17T15:05:54+00:00,908.9,0.200299,0.2002,-0.049,CLOSE,Manual/System Detection
STOUSDT,LONG,2026-03-28T17:30:13+00:00,2026-03-28T17:44:22+00:00,14.2,0.112966,0.111046,-1.699,CLOSE,QUICK_HEDGE_PROTECT_SHORT_LOSS
STOUSDT,SHORT,2026-03-28T02:34:29+00:00,2026-03-28T02:39:21+00:00,4.9,0.111941,0.111859,0.074,CLOSE,QUICK_HEDGE_ELECTED_FETUSDT_LONG
STRKUSDT,LONG,2026-03-21T16:11:32+00:00,2026-03-21T19:08:48+00:00,177.3,0.0393823,0.03933,-0.133,CLOSE,QUICK_SENTIMENT_CUT_GAIN0.0
SUNUSDT,SHORT,2026-03-18T04:40:30+00:00,2026-03-18T08:35:27+00:00,234.9,0.0170685,0.01696,0.636,CLOSE,Manual/System Detection
SUNUSDT,SHORT,2026-03-25T03:34:28+00:00,2026-03-26T18:31:24+00:00,2336.9,0.0179529,0.01703,5.141,CLOSE,QUICK_CYCLE_TP_STOCH_AGAINST_5.43%_k15:9_k3:23
SUPERUSDT,SHORT,2026-03-18T13:49:12+00:00,2026-03-19T07:23:31+00:00,1054.3,0.115154,0.1137,1.263,CLOSE,Manual/System Detection
TAOUSDT,LONG,2026-03-17T02:30:02+00:00,2026-03-17T07:53:22+00:00,323.3,283.744,276.746,-2.466,CLOSE,Manual/System Detection
TAOUSDT,SHORT,2026-04-08T18:59:11+00:00,2026-04-08T19:04:35+00:00,5.4,331.05,330.25,0.242,CLOSE,QUICK_BANDAID_OFF_wt15m_-1.5>-3.0_hgain0.12%
TAOUSDT,SHORT,2026-04-08T20:27:33+00:00,2026-04-08T20:30:37+00:00,3.1,331.14,331.14,0.000,CLOSE,HEDGE_CLEANUP_R6_all_tf_wt_against_hedge_gain=0.02_main=-1.3
TAOUSDT,SHORT,2026-04-08T20:37:35+00:00,2026-04-08T21:52:17+00:00,74.7,329.073,325.78,1.001,CLOSE,QUICK_HEDGE_SAME_SYM_LAST_RESORT
TAOUSDT,SHORT,2026-04-08T21:54:04+00:00,2026-04-08T22:18:44+00:00,24.7,326.01,325.51,0.153,CLOSE,QUICK_HEDGE_KILL_REVERSING_-2.84%<prev-2.59%
TNSRUSDT,LONG,2026-04-08T13:47:56+00:00,2026-04-08T13:51:20+00:00,3.4,0.0366943,0.036745,0.138,CLOSE,QUICK_HEDGE_CLEANUP_ORPHAN_REDUCE
TNSRUSDT,SHORT,2026-04-08T13:37:59+00:00,2026-04-08T13:49:12+00:00,11.2,0.03669,0.0366916,-0.004,CLOSE,QUICK_HEDGE_WT_KILL_wt1=3.0_wt2=0.1
TNSRUSDT,SHORT,2026-04-14T12:32:59+00:00,2026-04-14T12:49:39+00:00,16.7,0.03895,0.03895,0.000,CLOSE,DELTA_EXIT_DELTA_EXIT_speed_decay_tfs_lost=DEAD|PEAK|TFLOST|
TNSRUSDT,SHORT,2026-04-14T13:02:47+00:00,2026-04-14T16:23:10+00:00,200.4,0.0389277,0.0389277,-0.000,CLOSE,DELTA_EXIT_DELTA_EXIT_speed_decay_tfs_lost=DEAD|PEAK|TFLOST|
