rsi_period,stoch_k_period,exit_mode,fixed_tp_pct,adx_filter_enabled,adx_min_threshold,wt_filter_enabled,long_rsi_15m_max,htf_rvol_1h_min,_trades,_wr,_pnl,_sharpe,_pf,_avg_hold_h,cycle_tp_pct
10,14,fixed_tp,0.5,False,20,False,35,1.2,35,100.0,421.3156433928634,9.665987184301992,inf,17.185714285714287,
10,14,fixed_tp,1.5,True,25,False,35,0.8,24,100.0,747.1264866578992,9.612296679584793,inf,35.875,
10,14,fixed_tp,1.5,True,25,True,35,0.8,24,100.0,747.1264866578992,9.612296679584793,inf,35.875,
14,9,fixed_tp,2.0,False,20,True,35,0.8,20,100.0,799.7366108777619,9.60701417028352,inf,39.45,
14,9,fixed_tp,2.0,False,20,False,35,0.8,20,100.0,799.7366108777619,9.60701417028352,inf,39.45,
14,9,fixed_tp,2.0,True,20,True,35,0.8,20,100.0,799.7366108777619,9.60701417028352,inf,39.45,
14,9,fixed_tp,2.0,True,20,False,35,0.8,20,100.0,799.7366108777619,9.60701417028352,inf,39.45,
10,9,fixed_tp,2.0,True,25,True,40,1.2,21,100.0,834.7566410238231,9.601294362957832,inf,38.642857142857146,
10,9,fixed_tp,2.0,True,25,False,40,1.2,21,100.0,834.7566410238231,9.601294362957832,inf,38.642857142857146,
14,9,fixed_tp,2.0,True,25,False,35,0.8,20,100.0,803.5929279721272,9.582757677565027,inf,39.4375,
14,9,fixed_tp,2.0,True,25,True,35,0.8,20,100.0,803.5929279721272,9.582757677565027,inf,39.4375,
10,14,fixed_tp,1.0,True,25,True,40,0.8,32,100.0,768.6500963723956,9.550639879194302,inf,26.75,
10,14,fixed_tp,1.0,True,25,False,40,0.8,32,100.0,768.6500963723956,9.550639879194302,inf,26.75,
14,14,fixed_tp,1.0,False,20,False,40,0.8,30,100.0,749.6797064000973,9.447645711220916,inf,27.941666666666666,
14,14,fixed_tp,1.0,True,20,False,40,0.8,30,100.0,749.6797064000973,9.447645711220916,inf,27.941666666666666,
14,14,fixed_tp,1.0,False,20,True,40,0.8,30,100.0,749.6797064000973,9.447645711220916,inf,27.941666666666666,
14,14,fixed_tp,1.0,True,20,True,40,0.8,30,100.0,749.6797064000973,9.447645711220916,inf,27.941666666666666,
14,14,fixed_tp,2.0,True,20,False,40,1.2,23,100.0,848.3725541192732,9.419855066456238,inf,32.08695652173913,
14,14,fixed_tp,2.0,False,20,True,40,1.2,23,100.0,848.3725541192732,9.419855066456238,inf,32.08695652173913,
10,14,fixed_tp,2.0,True,20,True,35,1.2,23,100.0,848.3725541192732,9.419855066456238,inf,32.08695652173913,
14,14,fixed_tp,2.0,True,20,True,40,1.2,23,100.0,848.3725541192732,9.419855066456238,inf,32.08695652173913,
10,14,fixed_tp,2.0,True,20,False,35,1.2,23,100.0,848.3725541192732,9.419855066456238,inf,32.08695652173913,
10,14,fixed_tp,2.0,False,20,False,35,1.2,23,100.0,848.3725541192732,9.419855066456238,inf,32.08695652173913,
10,14,fixed_tp,2.0,False,20,True,35,1.2,23,100.0,848.3725541192732,9.419855066456238,inf,32.08695652173913,
14,14,fixed_tp,2.0,False,20,False,40,1.2,23,100.0,848.3725541192732,9.419855066456238,inf,32.08695652173913,
14,9,fixed_tp,1.0,False,20,False,40,0.8,29,100.0,739.2739802364498,9.355327574875087,inf,30.189655172413794,
14,9,fixed_tp,1.0,True,20,True,40,0.8,29,100.0,739.2739802364498,9.355327574875087,inf,30.189655172413794,
14,9,fixed_tp,1.0,True,20,False,40,0.8,29,100.0,739.2739802364498,9.355327574875087,inf,30.189655172413794,
14,9,fixed_tp,1.0,False,20,True,40,0.8,29,100.0,739.2739802364498,9.355327574875087,inf,30.189655172413794,
10,14,fixed_tp,1.0,False,20,False,35,0.8,29,100.0,694.4057963056408,9.318871611340533,inf,28.301724137931036,
10,14,fixed_tp,1.0,False,20,True,35,0.8,29,100.0,694.4057963056408,9.318871611340533,inf,28.301724137931036,
10,14,fixed_tp,1.0,True,20,False,35,0.8,29,100.0,694.4057963056408,9.318871611340533,inf,28.301724137931036,
10,14,fixed_tp,1.0,True,20,True,35,0.8,29,100.0,694.4057963056408,9.318871611340533,inf,28.301724137931036,
14,14,fixed_tp,0.5,True,25,False,35,0.8,35,100.0,437.7020491538635,9.298584707864713,inf,16.65,
14,14,fixed_tp,0.5,True,25,True,35,0.8,35,100.0,437.7020491538635,9.298584707864713,inf,16.65,
10,9,fixed_tp,1.0,False,20,True,35,0.8,28,100.0,684.0000701419934,9.19692701823981,inf,30.642857142857142,
10,9,fixed_tp,1.0,True,20,False,35,0.8,28,100.0,684.0000701419934,9.19692701823981,inf,30.642857142857142,
10,9,fixed_tp,1.0,False,20,False,35,0.8,28,100.0,684.0000701419934,9.19692701823981,inf,30.642857142857142,
10,9,fixed_tp,1.0,True,20,True,35,0.8,28,100.0,684.0000701419934,9.19692701823981,inf,30.642857142857142,
14,9,fixed_tp,2.0,False,20,False,35,1.2,18,100.0,739.9451640713487,9.194362649323084,inf,41.40277777777778,
14,9,fixed_tp,2.0,True,20,True,35,1.2,18,100.0,739.9451640713487,9.194362649323084,inf,41.40277777777778,
