combination,side,asset_class,symbol,trades,pool_sharpe,win_rate,max_dd_pct,acc_gain_pct,avg_gain_trade,n_years,bh_pct
15m,LONG,stocks,NUKZ,168,-0.2123,37.50,34.41,-34.46,-0.2051,0.14,0.70
15m,LONG,stocks,NVDA,1635,0.1784,43.67,20.85,434.95,0.2660,1.04,563.07
15m,LONG,stocks,NVO,1419,0.1897,49.68,9.38,200.04,0.1410,2.12,-65.95
15m,LONG,stocks,NXE,3368,0.1112,58.61,22.31,424.10,0.1259,3.36,61.85
15m,LONG,stocks,OIH,2452,0.0846,54.85,10.36,126.80,0.0517,2.25,25.45
15m,LONG,stocks,OKE,2860,0.0679,54.23,14.33,101.35,0.0354,2.72,8.52
15m,LONG,stocks,OKLO,4529,0.1014,59.02,27.16,851.76,0.1881,4.39,193.58
15m,LONG,stocks,OLED,1901,0.0823,38.09,25.49,148.87,0.0783,1.03,-28.92
15m,LONG,stocks,ORCL,1645,0.1057,40.61,15.41,277.42,0.1686,1.04,55.78
15m,LONG,stocks,OXY,1689,0.1099,36.65,15.36,163.93,0.0971,1.04,0.85
15m,LONG,stocks,PAAS,4175,0.0921,56.98,19.73,340.88,0.0816,4.02,320.40
15m,LONG,stocks,PATH,1686,0.1448,41.04,13.54,391.79,0.2324,1.04,-25.70
15m,LONG,stocks,PBF,2730,0.1182,59.71,32.16,366.05,0.1341,2.60,-26.44
15m,LONG,stocks,PBR,1406,0.1735,50.21,11.60,163.19,0.1161,2.12,31.44
15m,LONG,stocks,PDBC,2380,0.0422,44.45,10.72,41.09,0.0173,2.61,31.85
15m,LONG,stocks,PEP,1654,0.0668,34.82,8.86,57.35,0.0347,1.04,-20.08
15m,LONG,stocks,PFE,1667,0.1172,37.73,6.86,131.50,0.0789,1.04,-29.72
15m,LONG,stocks,PG,1391,0.1181,42.27,4.51,52.19,0.0375,2.12,-15.42
15m,LONG,stocks,PLL,2035,0.1352,60.93,20.97,469.49,0.2307,1.90,-39.43
15m,LONG,stocks,PLTR,5296,0.1009,53.38,13.93,464.41,0.0877,5.25,455.25
15m,LONG,stocks,PPA,2219,0.0887,47.72,13.48,76.29,0.0344,2.09,66.62
15m,LONG,stocks,PR,3017,0.0928,56.45,15.24,206.11,0.0683,2.91,14.84
15m,LONG,stocks,PSX,2756,0.0914,54.17,10.89,149.62,0.0543,2.55,9.57
15m,LONG,stocks,PYPL,1661,0.0984,39.61,24.45,183.77,0.1106,1.04,-37.51
15m,LONG,stocks,QBTS,1824,0.1546,41.83,71.57,1174.91,0.6441,1.04,2808.71
15m,LONG,stocks,QCOM,1710,0.0887,39.53,18.16,139.58,0.0816,1.04,14.80
15m,LONG,stocks,QLYS,1887,0.0986,40.49,11.69,167.51,0.0888,1.04,-19.11
15m,LONG,stocks,QQQ,1620,0.1216,39.63,7.35,108.62,0.0670,1.04,87.48
15m,LONG,stocks,QUBT,1933,0.1153,39.83,56.77,926.26,0.4792,1.04,515.84
15m,LONG,stocks,RBLX,1690,0.1602,42.78,16.72,366.25,0.2167,1.04,47.78
15m,LONG,stocks,RDDT,274,-0.2022,35.04,80.63,-74.47,-0.2718,0.11,-37.67
15m,LONG,stocks,REMX,2532,0.0970,52.76,16.13,192.73,0.0761,2.41,73.60
15m,LONG,stocks,RGLD,2641,0.1203,54.07,12.13,205.26,0.0777,2.45,115.03
15m,LONG,stocks,RIG,1449,0.2502,57.76,8.41,427.32,0.2949,2.12,13.21
15m,LONG,stocks,RIO,4021,0.0456,47.60,15.79,83.22,0.0207,3.89,68.40
15m,LONG,stocks,RKLB,1725,0.1978,44.70,17.67,853.40,0.4947,1.04,1809.82
15m,LONG,stocks,ROBO,151,-0.0104,38.41,7.55,-1.44,-0.0095,0.15,19.20
15m,LONG,stocks,ROKU,1716,0.1246,41.38,24.71,370.83,0.2161,1.04,61.24
15m,LONG,stocks,RRC,2596,0.0721,56.05,17.45,137.79,0.0531,2.48,20.64
15m,LONG,stocks,RS,2469,0.0594,52.00,20.88,83.21,0.0337,2.25,10.46
15m,LONG,stocks,RTX,1680,0.0998,38.27,20.61,117.67,0.0700,1.04,95.44
15m,LONG,stocks,SAP,1766,0.0432,34.65,22.26,61.14,0.0346,1.04,25.48
15m,LONG,stocks,SBIT,290,-0.0360,38.62,32.05,-22.04,-0.0760,0.11,23.22
15m,LONG,stocks,SBLK,2827,0.0756,53.87,35.23,146.23,0.0517,2.72,-4.83
15m,LONG,stocks,SBUX,1679,0.1075,37.76,12.06,128.55,0.0766,1.04,-15.29
15m,LONG,stocks,SCCO,2980,0.1185,57.25,13.65,290.85,0.0976,2.77,92.09
15m,LONG,stocks,SCHW,1668,0.1229,37.83,10.54,167.32,0.1003,1.04,88.66
15m,LONG,stocks,SGML,2967,0.1161,61.58,35.16,610.43,0.2057,2.86,-17.59
15m,LONG,stocks,SHOP,1695,0.1341,41.47,29.65,346.98,0.2047,1.04,147.49
15m,LONG,stocks,SHY,1894,-0.8587,8.39,87.52,-87.60,-0.0462,1.04,0.08
15m,LONG,stocks,SLB,3743,0.0490,53.59,15.42,102.58,0.0274,3.52,-2.85
15m,LONG,stocks,SLV,1678,0.0956,38.97,33.09,182.79,0.1089,1.04,184.32
15m,LONG,stocks,SMCI,1719,0.1362,42.87,34.42,653.13,0.3799,1.04,152.08
15m,LONG,stocks,SMG,2460,0.0886,55.65,12.83,161.05,0.0655,2.29,-16.61
15m,LONG,stocks,SMR,4607,0.1111,58.35,34.62,901.70,0.1957,4.80,153.93
15m,LONG,stocks,SNDK,2522,0.1462,59.95,14.02,499.82,0.1982,2.36,2993.03
15m,LONG,stocks,SNOW,1719,0.1392,41.88,24.70,274.29,0.1596,1.04,10.79
15m,LONG,stocks,SPOT,1762,0.1559,42.28,15.76,304.47,0.1728,1.04,242.98
15m,LONG,stocks,SPY,1601,0.0912,37.23,5.22,62.62,0.0391,1.04,61.56
15m,LONG,stocks,SQ,1749,0.0726,54.37,14.84,91.13,0.0521,1.71,4.98
15m,LONG,stocks,SQM,2730,0.1064,55.49,10.45,249.01,0.0912,2.58,69.49
15m,LONG,stocks,STLD,2563,0.0848,53.22,13.02,155.76,0.0608,2.40,60.30
15m,LONG,stocks,STNG,2375,0.1038,55.45,13.33,193.78,0.0816,2.25,5.00
15m,LONG,stocks,STZ,1763,0.0838,36.47,12.07,105.64,0.0599,1.04,-33.09
15m,LONG,stocks,T,1681,0.1309,39.50,7.02,130.53,0.0777,1.04,66.09
15m,LONG,stocks,TCEHY,1748,0.0546,34.55,22.33,93.11,0.0533,1.04,45.16
15m,LONG,stocks,TDG,2406,0.0624,51.83,17.84,84.95,0.0353,2.26,-1.52
15m,LONG,stocks,TECK,2968,0.0955,54.45,20.58,258.48,0.0871,2.78,48.76
15m,LONG,stocks,TGT,1707,0.0815,36.38,22.05,117.04,0.0686,1.04,-26.18
15m,LONG,stocks,TMO,1833,0.0534,36.61,19.23,72.30,0.0394,1.03,-11.56
15m,LONG,stocks,TMUS,1424,0.1699,47.19,4.77,111.60,0.0784,2.12,12.93
15m,LONG,stocks,TNK,2330,0.0991,56.70,17.69,182.46,0.0783,2.19,23.12
15m,LONG,stocks,TRGP,2412,0.1113,54.27,9.47,178.15,0.0739,2.33,123.45
15m,LONG,stocks,TSLA,1682,0.1644,42.51,21.81,424.30,0.2523,1.04,144.42
15m,LONG,stocks,TSM,1676,0.1427,40.69,17.52,250.96,0.1497,1.04,321.86
15m,LONG,stocks,TSN,2530,0.0318,50.63,13.95,41.64,0.0165,2.39,8.56
15m,LONG,stocks,TTD,1719,0.0748,42.64,46.87,205.83,0.1197,1.04,-64.04
15m,LONG,stocks,TXN,1728,0.0769,38.25,21.29,105.84,0.0612,1.04,16.40
15m,LONG,stocks,UAN,1703,0.1216,60.66,15.15,176.67,0.1037,1.58,67.22
15m,LONG,stocks,UBER,4446,0.0360,50.40,18.49,91.96,0.0207,4.41,-8.98
15m,LONG,stocks,UEC,4129,0.1076,58.13,26.25,532.21,0.1289,4.49,123.49
15m,LONG,stocks,ULTA,1820,0.1064,37.91,29.23,183.65,0.1009,1.04,-3.03
15m,LONG,stocks,UNG,4574,0.0778,54.42,18.05,309.51,0.0677,4.61,-20.22
15m,LONG,stocks,UNH,1711,0.0666,38.52,21.87,116.97,0.0684,1.04,-44.40
15m,LONG,stocks,UNP,1435,0.1425,42.86,9.37,77.76,0.0542,2.12,10.76
15m,LONG,stocks,UPS,1699,0.0726,39.14,13.04,86.06,0.0507,1.04,-43.80
15m,LONG,stocks,URA,3742,0.0890,56.49,12.79,240.80,0.0644,3.63,66.33
15m,LONG,stocks,URNM,2736,0.1225,59.83,14.53,282.80,0.1034,2.51,21.87
15m,LONG,stocks,USAR,2660,0.1171,60.64,35.37,633.38,0.2381,2.64,138.67
15m,LONG,stocks,USO,1681,0.1090,39.08,11.39,160.66,0.0956,1.04,67.59
15m,LONG,stocks,UUUU,4077,0.1235,58.87,23.61,683.78,0.1677,4.33,258.93
15m,LONG,stocks,V,1662,0.1469,40.55,8.38,123.45,0.0743,1.04,31.93
15m,LONG,stocks,VALE,3609,0.0582,51.04,20.33,120.38,0.0334,4.20,37.52
15m,LONG,stocks,VLO,2960,0.1249,57.64,9.45,238.20,0.0805,2.76,43.23
15m,LONG,stocks,VZ,1650,0.1003,36.48,7.78,108.45,0.0657,1.04,36.42
15m,LONG,stocks,WDAY,1717,0.1367,40.36,13.36,199.74,0.1163,1.04,-31.45
15m,LONG,stocks,WEAT,2409,0.0265,50.10,18.74,30.55,0.0127,2.93,-11.84
15m,LONG,stocks,WFC,1382,0.1747,51.95,10.13,149.07,0.1079,2.12,20.17
15m,LONG,stocks,WM,1482,0.1237,44.40,4.67,59.68,0.0403,2.12,4.62
15m,LONG,stocks,WMB,2572,0.0909,54.08,7.54,114.64,0.0446,2.47,91.42
15m,LONG,stocks,WMT,1617,0.1610,40.20,7.72,158.04,0.0977,1.04,144.05
15m,LONG,stocks,WPM,3247,0.1187,56.91,11.75,264.82,0.0816,3.06,210.54
15m,LONG,stocks,X,1981,0.0877,56.89,18.59,157.19,0.0793,1.92,34.50
15m,LONG,stocks,XLE,4011,0.0030,45.38,30.19,4.07,0.0010,3.95,33.17
15m,LONG,stocks,XME,2630,0.1007,52.24,8.75,163.48,0.0622,2.43,79.48
15m,LONG,stocks,XOM,1684,0.1352,39.25,9.12,145.24,0.0862,1.04,41.77
15m,LONG,stocks,XOP,3251,0.0577,52.11,8.97,87.94,0.0271,3.04,9.99
15m,LONG,stocks,ZETA,1692,0.1680,43.85,26.39,509.94,0.3014,1.04,66.20
15m,LONG,stocks,ZIM,3930,0.0885,55.85,23.55,367.39,0.0935,4.12,168.12
15m,LONG,stocks,ZM,1407,0.2023,52.52,7.26,226.17,0.1607,2.12,56.31
15m,LONG,stocks,ZTS,1688,0.0733,46.68,10.92,58.06,0.0344,2.12,-57.25
1h,LONG,crypto,1000BONKUSDC,302,-0.0378,50.33,82.35,-52.75,-0.1747,0.11,-73.91
1h,LONG,crypto,1000FLOKIUSDT,283,0.0332,51.94,15.29,9.13,0.0323,0.10,-7.27
1h,LONG,crypto,1000LUNCUSDT,273,0.1677,50.18,14.89,121.95,0.4467,0.10,92.99
1h,LONG,crypto,1000PEPEUSDC,297,0.0734,52.53,11.06,16.22,0.0546,0.10,-4.60
1h,LONG,crypto,1000SHIBUSDC,277,0.0424,49.46,10.28,7.36,0.0266,0.10,-8.63
1h,LONG,crypto,1INCHUSDT,15313,0.0879,51.39,73.04,2657.45,0.1735,5.38,-96.67
1h,LONG,crypto,AAVEUSDC,298,0.0674,50.34,8.50,16.05,0.0539,0.10,-2.01
1h,LONG,crypto,ACEUSDT,78,-0.0947,39.74,8.85,-83.92,-1.0759,0.04,-99.02
1h,LONG,crypto,ADAUSDC,3668,0.0738,48.99,33.27,349.44,0.0953,1.22,-74.99
1h,LONG,crypto,AIAUSDT,258,0.0532,45.74,23.63,40.74,0.1579,0.10,-12.08
1h,LONG,crypto,ALGOUSDT,16445,0.1023,51.15,37.72,3142.56,0.1911,5.90,-55.04
1h,LONG,crypto,ALTUSDT,281,0.0274,48.40,17.77,9.35,0.0333,0.10,-3.04
1h,LONG,crypto,ANKRUSDT,16210,0.0938,50.41,38.53,2873.03,0.1772,5.21,-52.61
1h,LONG,crypto,APEUSDT,271,0.1019,47.97,24.32,95.16,0.3512,0.10,32.68
1h,LONG,crypto,API3USDT,282,0.0805,47.16,22.79,87.88,0.3116,0.10,6.43
1h,LONG,crypto,ARBUSDC,254,0.0522,45.28,14.58,14.86,0.0585,0.10,-15.12
1h,LONG,crypto,ARKMUSDT,284,0.0895,43.66,21.20,43.85,0.1544,0.10,8.86
1h,LONG,crypto,ARPAUSDT,141,0.1384,51.77,5.18,12.43,0.0882,0.06,16.92
1h,LONG,crypto,ARUSDT,260,0.1143,48.08,14.35,38.01,0.1462,0.09,0.23
1h,LONG,crypto,ASTERUSDT,246,0.0380,49.19,6.67,8.75,0.0356,0.09,0.30
1h,LONG,crypto,ATOMUSDT,16940,0.0981,51.59,55.65,3110.97,0.1836,5.79,-53.70
1h,LONG,crypto,AVAXUSDC,6780,0.0746,49.78,34.90,698.52,0.1030,2.18,-82.39
1h,LONG,crypto,AWEUSDT,280,0.0848,45.71,10.39,34.01,0.1215,0.10,9.34
1h,LONG,crypto,AXLUSDT,295,0.0864,47.80,21.10,48.80,0.1654,0.10,-1.83
1h,LONG,crypto,AXSUSDT,15297,0.0894,50.72,45.47,3209.79,0.2098,5.34,128.61
1h,LONG,crypto,B3USDT,76,-0.3239,42.11,59.30,-52.26,-0.6876,0.10,-97.89
1h,LONG,crypto,BANDUSDT,18117,0.0988,50.34,32.89,3572.32,0.1972,5.74,-93.83
1h,LONG,crypto,BATUSDT,18969,0.0906,49.42,32.31,2982.81,0.1572,6.19,-65.10
1h,LONG,crypto,BBUSDT,322,0.0710,45.34,17.67,47.54,0.1477,0.10,16.10
1h,LONG,crypto,BCHUSDC,313,-0.0800,42.49,24.15,-17.11,-0.0547,0.09,-25.40
1h,LONG,crypto,BEATUSDT,297,0.1449,53.87,14.41,149.66,0.5039,0.10,88.35
1h,LONG,crypto,BELUSDT,15872,0.0824,50.47,65.44,3120.21,0.1966,5.06,-89.49
1h,LONG,crypto,BIOUSDC,320,0.1064,41.88,35.21,109.22,0.3413,0.10,23.12
1h,LONG,crypto,BLURUSDT,312,0.0942,50.96,11.36,51.02,0.1635,0.10,-17.26
1h,LONG,crypto,BNBUSDC,6988,0.0699,49.70,30.05,459.68,0.0658,2.39,108.79
1h,LONG,crypto,BSVUSDT,280,-0.0367,45.00,16.44,-7.59,-0.0271,0.10,-6.91
1h,LONG,crypto,BTCDOMUSDT,14043,0.0311,43.34,29.55,233.99,0.0167,4.89,457.68
1h,LONG,crypto,BTCUSDC,7136,0.0631,48.46,30.33,345.17,0.0484,2.39,77.25
1h,LONG,crypto,C98USDT,14425,0.0838,49.91,49.23,2201.92,0.1526,4.67,-99.28
1h,LONG,crypto,CELRUSDT,15687,0.0983,49.90,37.03,3099.53,0.1976,5.07,-96.87
1h,LONG,crypto,CHRUSDT,13909,0.1000,51.28,48.91,3163.02,0.2274,5.17,-95.64
1h,LONG,crypto,COMPUSDT,17040,0.0904,50.67,39.08,2924.24,0.1716,5.82,-91.64
1h,LONG,crypto,COTIUSDT,15436,0.0980,51.53,53.39,3199.79,0.2073,5.17,-96.80
1h,LONG,crypto,CRVUSDC,271,0.0578,50.92,14.57,15.79,0.0583,0.10,-2.21
1h,LONG,crypto,DASHUSDT,17700,0.0866,51.95,44.92,2869.44,0.1621,6.22,-61.89
1h,LONG,crypto,DOGEUSDC,1803,0.0743,49.31,26.45,163.90,0.0909,0.59,-55.07
1h,LONG,crypto,DOTUSDT,16401,0.0917,51.14,37.31,2589.34,0.1579,5.67,-57.95
1h,LONG,crypto,EGLDUSDT,16425,0.0923,51.21,39.06,2781.65,0.1694,5.66,-70.53
1h,LONG,crypto,EIGENUSDT,260,0.1268,48.08,13.91,66.28,0.2549,0.09,37.33
1h,LONG,crypto,ENAUSDC,294,0.0777,50.34,13.14,29.11,0.0990,0.09,-12.44
1h,LONG,crypto,ENJUSDT,17248,0.0801,49.99,57.81,3294.16,0.1910,5.54,-73.31
1h,LONG,crypto,ENSUSDT,294,0.1384,54.76,7.30,39.48,0.1343,0.10,7.23
1h,LONG,crypto,ETCUSDT,17557,0.0906,51.98,61.38,2787.95,0.1588,6.02,15.30
1h,LONG,crypto,ETHFIUSDC,299,0.0488,50.50,10.51,13.52,0.0452,0.10,-18.42
1h,LONG,crypto,ETHUSDC,6899,0.0675,49.72,36.08,522.50,0.0757,2.39,-6.01
1h,LONG,crypto,FARTCOINUSDT,296,0.0291,50.34,23.85,11.20,0.0378,0.10,-10.87
1h,LONG,crypto,FIDAUSDT,256,0.1408,53.91,15.56,127.19,0.4968,0.09,103.40
1h,LONG,crypto,FILUSDC,250,0.0732,52.40,22.37,26.20,0.1048,0.10,7.41
1h,LONG,crypto,FLOWUSDT,278,0.0509,48.20,11.05,16.67,0.0600,0.09,-14.46
1h,LONG,crypto,FLUXUSDT,292,0.0791,45.55,16.45,32.17,0.1102,0.09,18.91
1h,LONG,crypto,GALAUSDT,259,0.0547,43.24,18.10,21.06,0.0813,0.09,-1.16
1h,LONG,crypto,GMTUSDT,270,0.0471,45.93,19.49,25.56,0.0947,0.09,-7.73
1h,LONG,crypto,GRASSUSDT,292,0.1349,50.00,19.96,113.91,0.3901,0.10,79.74
1h,LONG,crypto,GRTUSDT,16317,0.0976,51.20,45.21,3211.61,0.1968,5.39,-90.83
1h,LONG,crypto,GTCUSDT,14575,0.0840,49.51,49.55,2728.55,0.1872,4.87,-99.39
1h,LONG,crypto,HIVEUSDT,311,0.0449,47.27,19.47,25.76,0.0828,0.10,0.75
1h,LONG,crypto,HOTUSDT,15749,0.0889,49.83,41.41,2398.22,0.1523,5.07,-97.14
1h,LONG,crypto,ICPUSDT,278,0.0947,50.36,22.10,42.41,0.1526,0.09,4.07
1h,LONG,crypto,INJUSDT,291,0.1611,52.23,12.04,99.15,0.3407,0.10,78.03
1h,LONG,crypto,INXUSDT,301,0.1063,47.84,24.85,109.84,0.3649,0.10,8.11
1h,LONG,crypto,IOSTUSDT,18856,0.0082,50.33,103.67,26556.39,1.4084,6.20,-82.08
1h,LONG,crypto,IOTAUSDT,19124,0.0976,50.54,42.67,3225.20,0.1686,6.20,-82.30
1h,LONG,crypto,IOTXUSDT,13142,0.0204,50.56,122.84,3573.16,0.2719,4.78,-96.94
1h,LONG,crypto,IOUSDT,272,0.0616,49.26,21.48,31.11,0.1144,0.10,26.80
1h,LONG,crypto,IPUSDC,313,0.0643,46.65,12.36,23.06,0.0737,0.10,-9.81
1h,LONG,crypto,KAITOUSDC,294,0.0873,47.96,14.45,32.36,0.1101,0.10,12.02
1h,LONG,crypto,KAVAUSDT,16464,0.0851,49.40,58.42,2623.51,0.1593,5.33,-97.45
1h,LONG,crypto,KNCUSDT,17981,0.0848,49.42,50.50,2858.36,0.1590,5.81,-87.82
1h,LONG,crypto,KSMUSDT,16343,0.0912,51.04,50.25,2911.06,0.1781,5.57,-83.90
1h,LONG,crypto,LINKUSDC,6945,0.0901,50.97,38.10,897.29,0.1292,2.27,-52.87
1h,LONG,crypto,LPTUSDT,267,0.1611,54.31,6.10,40.39,0.1513,0.10,11.06
1h,LONG,crypto,LRCUSDT,16818,0.0911,49.30,61.70,3092.25,0.1839,5.37,-85.03
1h,LONG,crypto,LTCUSDC,6270,0.0739,50.06,27.90,570.47,0.0910,2.12,-46.14
1h,LONG,crypto,LUNA2USDT,294,0.1124,47.28,8.32,46.58,0.1584,0.10,8.98
1h,LONG,crypto,MAGICUSDT,310,0.0665,47.42,10.63,21.73,0.0701,0.10,-4.99
1h,LONG,crypto,MANAUSDT,14956,0.0792,50.96,55.28,2294.83,0.1534,5.16,-91.83
1h,LONG,crypto,MASKUSDT,307,0.0592,50.16,11.94,21.58,0.0703,0.10,-3.41
1h,LONG,crypto,MORPHOUSDT,279,0.0837,49.10,20.91,27.36,0.0981,0.09,8.48
1h,LONG,crypto,MOVRUSDT,297,0.0625,48.82,16.21,89.26,0.3005,0.10,1.91
1h,LONG,crypto,MTLUSDT,15388,0.0797,50.38,45.26,2229.56,0.1449,5.04,-95.38
1h,LONG,crypto,NEARUSDC,261,0.1746,52.87,7.58,99.70,0.3820,0.10,102.18
1h,LONG,crypto,NKNUSDT,15133,0.0811,50.07,44.51,2626.70,0.1736,5.02,-99.52
1h,LONG,crypto,NOTUSDT,290,0.1115,47.24,24.29,82.43,0.2842,0.10,25.66
1h,LONG,crypto,ONDOUSDT,304,0.1232,50.99,13.31,63.84,0.2100,0.10,67.15
1h,LONG,crypto,OPUSDT,262,0.0977,47.33,18.15,34.28,0.1308,0.10,3.60
1h,LONG,crypto,ORDIUSDC,280,0.0830,44.64,14.11,106.36,0.3798,0.09,82.04
1h,LONG,crypto,PARTIUSDT,304,0.1018,46.38,12.90,65.08,0.2141,0.10,9.22
1h,LONG,crypto,PENDLEUSDT,252,0.1557,51.19,14.63,68.28,0.2710,0.09,36.55
1h,LONG,crypto,PENGUUSDC,296,0.1295,54.05,14.45,52.28,0.1766,0.10,15.37
1h,LONG,crypto,PTBUSDT,255,0.1236,48.24,15.06,82.17,0.3222,0.09,-97.41
1h,LONG,crypto,QNTUSDT,282,0.1459,47.16,7.99,41.88,0.1485,0.09,5.91
1h,LONG,crypto,QTUMUSDT,16753,0.0937,51.48,84.96,2968.19,0.1772,6.05,-63.23
1h,LONG,crypto,RAYSOLUSDT,309,0.1264,51.13,12.77,47.96,0.1552,0.10,16.95
1h,LONG,crypto,RENDERUSDT,261,0.1357,53.64,8.25,44.56,0.1707,0.10,21.75
1h,LONG,crypto,RIFUSDT,267,0.1856,50.56,22.32,111.25,0.4167,0.09,47.11
1h,LONG,crypto,RSRUSDT,16524,0.0949,51.80,67.56,3525.73,0.2134,5.56,-84.81
1h,LONG,crypto,RUNEUSDT,293,0.1086,47.78,21.18,40.42,0.1380,0.10,7.24
1h,LONG,crypto,RVNUSDT,16145,0.0808,49.92,48.69,2319.35,0.1437,5.16,-96.27
1h,LONG,crypto,SANDUSDT,15597,0.0929,51.55,42.01,3015.63,0.1933,5.29,-19.60
1h,LONG,crypto,SKLUSDT,16805,0.0951,49.79,43.13,3478.55,0.2070,5.24,-94.60
1h,LONG,crypto,SKYUSDT,292,0.0671,47.95,7.83,15.67,0.0537,0.10,-7.11
1h,LONG,crypto,SNXUSDT,16194,0.0949,50.77,39.49,3395.99,0.2097,5.74,-94.22
1h,LONG,crypto,SOLUSDC,7229,0.0932,51.57,35.74,880.29,0.1218,2.39,-15.47
1h,LONG,crypto,STORJUSDT,16895,0.0810,49.31,43.25,3084.00,0.1825,5.43,-71.43
1h,LONG,crypto,SUIUSDC,275,0.0944,53.45,13.24,36.65,0.1333,0.09,6.09
1h,LONG,crypto,SUSHIUSDT,16995,0.0896,50.00,93.58,3581.57,0.2107,5.38,-94.70
1h,LONG,crypto,SXPUSDT,16604,0.0892,50.26,54.34,3155.63,0.1901,5.76,-95.65
1h,LONG,crypto,TAOUSDT,285,0.0903,50.53,9.36,28.44,0.0998,0.10,16.43
1h,LONG,crypto,THETAUSDT,17270,0.0957,51.35,38.96,3246.91,0.1880,5.96,-53.40
1h,LONG,crypto,TIAUSDC,289,0.1453,52.94,12.89,65.69,0.2273,0.10,23.41
1h,LONG,crypto,TONUSDT,276,0.1132,50.36,26.38,80.37,0.2912,0.09,39.25
1h,LONG,crypto,TRBUSDT,283,0.0511,51.59,15.01,16.57,0.0585,0.10,-3.54
1h,LONG,crypto,TRUMPUSDC,260,0.0348,49.23,11.53,9.29,0.0357,0.10,-27.14
1h,LONG,crypto,TRXUSDT,16162,0.0801,49.45,50.72,1786.88,0.1106,6.06,2105.39
1h,LONG,crypto,UNIUSDC,2786,0.0724,48.28,31.70,334.03,0.1199,0.94,-56.69
1h,LONG,crypto,VETUSDT,18169,0.0951,51.70,95.13,3255.72,0.1792,6.24,-14.78
1h,LONG,crypto,VIRTUALUSDT,282,0.0663,50.00,24.36,25.70,0.0912,0.10,11.98
1h,LONG,crypto,WIFUSDC,285,-0.0073,46.32,37.85,-3.79,-0.0133,0.10,-95.03
1h,LONG,crypto,WLDUSDC,265,0.1279,51.70,8.61,52.36,0.1976,0.10,25.87
1h,LONG,crypto,XLMUSDT,18450,0.0884,51.12,32.91,2865.25,0.1553,6.31,129.87
1h,LONG,crypto,XMRUSDT,17636,0.0902,51.68,38.12,2170.79,0.1231,6.19,478.40
1h,LONG,crypto,XRPUSDC,7135,0.0870,49.98,37.19,830.66,0.1164,2.39,132.15
1h,LONG,crypto,XTZUSDT,14283,0.0915,50.75,45.23,2583.61,0.1809,5.62,-84.86
1h,LONG,crypto,YFIUSDT,17769,0.0887,49.16,27.53,2869.00,0.1615,5.65,-91.49
1h,LONG,crypto,ZECUSDC,1779,0.1242,51.26,34.30,705.52,0.3966,0.58,1033.16
1h,LONG,crypto,ZENUSDT,15786,0.0941,52.12,45.54,3226.07,0.2044,5.29,-80.06
1h,LONG,crypto,ZILUSDT,168,0.0208,42.86,10.61,3.83,0.0228,0.10,-0.51
1h,LONG,crypto,ZROUSDT,295,-0.0036,46.44,13.65,-1.14,-0.0039,0.10,-21.09
1h,LONG,stocks,AA,2106,0.0483,46.34,34.05,142.64,0.0677,3.60,84.55
1h,LONG,stocks,AAPL,1174,0.0872,52.04,16.84,89.48,0.0762,1.04,55.34
1h,LONG,stocks,ABBV,1176,0.1108,51.19,15.48,115.13,0.0979,1.04,28.40
1h,LONG,stocks,ABNB,1959,0.0071,42.93,33.67,14.74,0.0075,3.28,-15.30
1h,LONG,stocks,ABT,1168,0.0700,47.52,14.57,62.13,0.0532,1.04,-4.01
1h,LONG,stocks,ACN,1203,0.0444,49.71,25.06,48.59,0.0404,1.04,-29.34
1h,LONG,stocks,ADBE,1192,0.0545,51.43,30.80,70.84,0.0594,1.04,-35.13
1h,LONG,stocks,ADM,1541,0.0353,45.88,40.48,51.20,0.0332,2.72,24.57
1h,LONG,stocks,ADP,1131,-0.0150,46.77,27.06,-12.23,-0.0108,1.02,-5.35
1h,LONG,stocks,AEM,1759,0.0956,50.26,18.77,199.85,0.1136,3.26,241.14
1h,LONG,stocks,AG,1972,0.0668,50.35,48.71,285.59,0.1448,4.60,313.94
1h,LONG,stocks,AGCO,1191,0.0472,45.84,23.73,72.69,0.0610,2.26,-0.76
1h,LONG,stocks,AGI,1699,0.0874,49.91,26.47,219.27,0.1291,3.12,218.04
1h,LONG,stocks,ALB,1913,0.0631,50.71,53.02,211.30,0.1105,3.48,70.96
1h,LONG,stocks,AM,1257,0.0273,45.51,16.89,28.15,0.0224,2.28,70.79
1h,LONG,stocks,AMD,1168,0.0641,51.11,32.21,133.78,0.1145,1.04,150.86
1h,LONG,stocks,AMZN,1172,0.0436,50.68,31.80,55.24,0.0471,1.04,100.54
1h,LONG,stocks,APA,1171,0.0548,51.41,35.43,84.09,0.0718,1.04,14.65
1h,LONG,stocks,APO,1102,0.0509,48.91,30.53,79.54,0.0722,1.03,89.27
1h,LONG,stocks,AR,1598,0.0237,47.12,34.24,50.13,0.0314,2.86,30.93
1h,LONG,stocks,ARM,140,0.0209,33.57,34.00,7.73,0.0552,0.11,44.98
1h,LONG,stocks,ASC,1272,0.0266,45.60,54.44,42.38,0.0333,2.26,-6.24
1h,LONG,stocks,ASML,1249,0.0593,47.64,33.37,102.41,0.0820,1.04,126.81
1h,LONG,stocks,ASTS,1158,0.1128,48.88,41.39,595.77,0.5145,1.04,1980.84
1h,LONG,stocks,ATI,1230,0.0807,46.50,26.05,145.47,0.1183,2.25,184.32
