combination,side,asset_class,symbol,trades,pool_sharpe,win_rate,max_dd_pct,acc_gain_pct,avg_gain_trade,n_years,bh_pct
4h_and_D,SHORT,crypto,IOTAUSDT,372,-0.0046,44.09,360.01,-21.07,-0.0566,6.20,-82.30
4h_and_D,SHORT,crypto,IOTXUSDT,247,0.0275,42.51,182.71,103.60,0.4194,4.78,-96.94
4h_and_D,SHORT,crypto,KAVAUSDT,221,0.0754,43.44,83.99,214.76,0.9717,5.33,-97.45
4h_and_D,SHORT,crypto,KNCUSDT,278,0.0071,39.57,116.93,25.17,0.0905,5.81,-87.82
4h_and_D,SHORT,crypto,KSMUSDT,313,-0.0161,39.62,350.75,-72.10,-0.2303,5.57,-83.90
4h_and_D,SHORT,crypto,LINKUSDC,128,0.0164,38.28,116.14,20.90,0.1632,2.27,-52.87
4h_and_D,SHORT,crypto,LRCUSDT,215,-0.0236,44.19,134.57,-138.52,-0.6443,5.37,-85.03
4h_and_D,SHORT,crypto,LTCUSDC,117,0.0424,40.17,81.01,39.53,0.3379,2.12,-46.14
4h_and_D,SHORT,crypto,MANAUSDT,294,0.0005,45.24,328.20,2.45,0.0083,5.16,-91.83
4h_and_D,SHORT,crypto,MTLUSDT,285,0.0435,39.65,139.20,133.50,0.4684,5.04,-95.38
4h_and_D,SHORT,crypto,NKNUSDT,234,0.1129,41.45,101.41,314.53,1.3441,5.02,-99.52
4h_and_D,SHORT,crypto,QTUMUSDT,358,-0.0232,45.25,371.38,-102.31,-0.2858,6.05,-63.23
4h_and_D,SHORT,crypto,RSRUSDT,306,-0.0397,41.83,403.93,-215.20,-0.7033,5.56,-84.81
4h_and_D,SHORT,crypto,RVNUSDT,263,0.0095,47.15,154.28,39.01,0.1483,5.16,-96.27
4h_and_D,SHORT,crypto,SANDUSDT,303,-0.0564,43.23,537.73,-285.17,-0.9411,5.29,-19.60
4h_and_D,SHORT,crypto,SKLUSDT,246,-0.0140,43.90,281.71,-65.13,-0.2648,5.24,-94.60
4h_and_D,SHORT,crypto,SNXUSDT,278,0.0002,43.88,240.12,0.83,0.0030,5.74,-94.22
4h_and_D,SHORT,crypto,SOLUSDC,149,-0.0157,36.91,125.58,-20.42,-0.1370,2.39,-15.47
4h_and_D,SHORT,crypto,STORJUSDT,335,-0.0370,43.58,417.73,-248.04,-0.7404,5.43,-71.43
4h_and_D,SHORT,crypto,SUSHIUSDT,312,-0.0266,39.10,424.26,-131.97,-0.4230,5.38,-94.70
4h_and_D,SHORT,crypto,SXPUSDT,320,0.0020,44.69,241.98,9.58,0.0299,5.76,-95.65
4h_and_D,SHORT,crypto,THETAUSDT,362,-0.0415,39.78,476.72,-199.58,-0.5513,5.96,-53.40
4h_and_D,SHORT,crypto,TRXUSDT,354,-0.1308,33.90,514.58,-475.61,-1.3435,6.06,2105.39
4h_and_D,SHORT,crypto,UNIUSDC,51,0.0494,41.18,63.19,34.48,0.6760,0.94,-56.69
4h_and_D,SHORT,crypto,VETUSDT,349,-0.0517,42.69,497.52,-227.76,-0.6526,6.24,-14.78
4h_and_D,SHORT,crypto,XLMUSDT,372,-0.0616,44.09,435.01,-276.13,-0.7423,6.31,129.87
4h_and_D,SHORT,crypto,XMRUSDT,417,-0.0839,37.17,374.21,-282.02,-0.6763,6.19,478.40
4h_and_D,SHORT,crypto,XRPUSDC,111,-0.1120,44.14,236.28,-121.70,-1.0964,2.39,132.15
4h_and_D,SHORT,crypto,XTZUSDT,291,0.0168,41.92,163.83,55.35,0.1902,5.62,-84.86
4h_and_D,SHORT,crypto,YFIUSDT,282,0.0020,43.62,232.19,7.46,0.0265,5.65,-91.49
4h_and_D,SHORT,crypto,ZECUSDC,32,-0.3460,34.38,306.78,-295.29,-9.2279,0.58,1033.16
4h_and_D,SHORT,crypto,ZENUSDT,280,-0.0109,40.71,213.97,-44.43,-0.1587,5.29,-80.06
4h_and_D,SHORT,stocks,ABNB,47,0.0157,40.43,35.83,5.08,0.1081,3.28,-15.30
4h_and_D,SHORT,stocks,ADM,47,-0.0754,46.81,46.38,-14.25,-0.3032,2.72,24.57
4h_and_D,SHORT,stocks,AEM,57,-0.3595,31.58,144.22,-129.51,-2.2720,3.26,241.14
4h_and_D,SHORT,stocks,AGCO,33,-0.0041,36.36,36.24,-0.82,-0.0250,2.26,-0.76
4h_and_D,SHORT,stocks,AGI,62,-0.3420,25.81,138.44,-129.46,-2.0881,3.12,218.04
4h_and_D,SHORT,stocks,ALB,31,-0.1731,41.94,141.27,-74.11,-2.3906,3.48,70.96
4h_and_D,SHORT,stocks,AM,52,-0.3379,25.00,54.25,-55.22,-1.0619,2.28,70.79
4h_and_D,SHORT,stocks,AR,41,-0.0934,41.46,43.58,-28.11,-0.6856,2.86,30.93
4h_and_D,SHORT,stocks,ASC,75,0.0050,36.00,53.04,2.40,0.0320,2.26,-6.24
4h_and_D,SHORT,stocks,ATI,51,-0.2342,31.37,134.85,-116.42,-2.2827,2.25,184.32
4h_and_D,SHORT,stocks,AU,44,-0.3905,27.27,203.51,-195.08,-4.4336,3.91,402.52
4h_and_D,SHORT,stocks,AXON,34,-0.1092,23.53,101.58,-41.27,-1.2137,2.64,25.58
4h_and_D,SHORT,stocks,BHP,45,-0.2289,33.33,63.51,-44.49,-0.9886,3.85,46.92
4h_and_D,SHORT,stocks,BKR,78,-0.1793,29.49,71.38,-60.97,-0.7816,2.80,90.35
4h_and_D,SHORT,stocks,BOIL,53,0.0248,54.72,82.36,22.25,0.4199,4.75,-75.17
4h_and_D,SHORT,stocks,BTG,66,-0.1338,37.88,105.01,-67.36,-1.0206,3.85,62.60
4h_and_D,SHORT,stocks,CALM,38,-0.1396,31.58,76.69,-45.15,-1.1881,2.27,31.52
4h_and_D,SHORT,stocks,CCJ,84,-0.1451,38.10,118.33,-89.75,-1.0684,3.59,152.99
4h_and_D,SHORT,stocks,CENX,72,-0.2210,31.94,154.05,-135.62,-1.8836,2.53,249.14
4h_and_D,SHORT,stocks,CF,45,-0.1380,40.00,68.30,-42.13,-0.9362,2.58,40.74
4h_and_D,SHORT,stocks,CHRD,34,-0.0268,38.24,67.48,-8.37,-0.2460,2.36,-20.22
4h_and_D,SHORT,stocks,CMC,40,-0.1270,32.50,64.77,-35.52,-0.8879,2.31,22.73
4h_and_D,SHORT,stocks,CME,45,-0.2437,42.22,50.03,-46.93,-1.0428,1.04,58.98
4h_and_D,SHORT,stocks,COIN,40,0.0486,47.50,85.60,24.74,0.6184,4.82,-36.50
4h_and_D,SHORT,stocks,COP,43,0.0121,41.86,42.86,2.68,0.0623,3.24,-9.42
4h_and_D,SHORT,stocks,CORN,66,-0.0115,39.39,15.20,-1.83,-0.0278,1.94,-5.32
4h_and_D,SHORT,stocks,CRK,47,-0.1397,31.91,127.01,-77.24,-1.6435,2.69,60.96
4h_and_D,SHORT,stocks,CSCO,60,-0.2333,36.67,96.09,-90.91,-1.5152,2.12,146.53
4h_and_D,SHORT,stocks,CTRA,48,-0.0749,39.58,34.57,-17.44,-0.3634,3.08,18.61
4h_and_D,SHORT,stocks,CTVA,51,-0.2325,21.57,44.47,-43.45,-0.8520,2.25,46.08
4h_and_D,SHORT,stocks,DAC,69,-0.1184,36.23,39.99,-30.46,-0.4414,1.93,55.57
4h_and_D,SHORT,stocks,DAL,41,-0.1162,36.59,74.26,-42.77,-1.0431,2.12,33.15
4h_and_D,SHORT,stocks,DAR,33,-0.1994,30.30,70.86,-47.79,-1.4482,2.35,40.38
4h_and_D,SHORT,stocks,DBA,70,-0.1282,37.14,20.25,-18.93,-0.2705,2.22,10.95
4h_and_D,SHORT,stocks,DE,39,-0.1902,30.77,52.50,-33.35,-0.8551,2.55,44.71
4h_and_D,SHORT,stocks,DHT,65,-0.1614,35.38,80.08,-51.90,-0.7985,2.56,58.29
4h_and_D,SHORT,stocks,DINO,34,-0.1114,26.47,81.25,-32.29,-0.9498,2.42,20.70
4h_and_D,SHORT,stocks,DKNG,60,0.0982,33.33,32.28,45.16,0.7527,2.12,-43.46
4h_and_D,SHORT,stocks,DNN,77,-0.0951,38.96,112.78,-61.49,-0.7986,3.75,69.83
4h_and_D,SHORT,stocks,DVN,32,0.0292,50.00,45.95,6.43,0.2010,3.87,-5.80
4h_and_D,SHORT,stocks,EGO,55,-0.2129,30.91,132.75,-102.11,-1.8566,2.80,148.10
4h_and_D,SHORT,stocks,EOG,44,-0.0091,29.55,29.80,-2.33,-0.0530,2.64,3.81
4h_and_D,SHORT,stocks,EPD,49,-0.1830,32.65,31.69,-24.35,-0.4970,3.14,28.60
4h_and_D,SHORT,stocks,EQT,47,-0.1932,38.30,70.97,-51.94,-1.1051,3.23,60.40
4h_and_D,SHORT,stocks,ET,62,-0.1414,25.81,34.45,-28.73,-0.4633,3.79,24.97
4h_and_D,SHORT,stocks,EXE,41,-0.1568,36.59,41.39,-31.13,-0.7592,1.75,34.36
4h_and_D,SHORT,stocks,FANG,52,0.0853,42.31,25.36,18.53,0.3564,2.76,-2.61
4h_and_D,SHORT,stocks,FCX,30,-0.1498,46.67,51.91,-24.47,-0.8156,4.29,37.90
4h_and_D,SHORT,stocks,FLR,44,-0.1170,31.82,65.15,-39.06,-0.8878,2.12,15.26
4h_and_D,SHORT,stocks,FMC,46,0.1770,32.61,22.90,92.77,2.0166,2.51,-75.24
4h_and_D,SHORT,stocks,FNV,60,-0.1885,31.67,78.82,-59.01,-0.9834,2.39,103.61
4h_and_D,SHORT,stocks,FRO,65,-0.1512,27.69,110.91,-68.05,-1.0470,3.45,51.56
4h_and_D,SHORT,stocks,FSLR,36,-0.0301,47.22,66.26,-10.67,-0.2963,2.12,17.54
4h_and_D,SHORT,stocks,GD,49,-0.1141,34.69,29.88,-18.02,-0.3677,2.34,27.61
4h_and_D,SHORT,stocks,GDXJ,85,-0.2185,31.76,141.19,-110.60,-1.3012,3.87,199.36
4h_and_D,SHORT,stocks,GNK,50,-0.0820,32.00,71.14,-25.65,-0.5131,2.20,14.16
4h_and_D,SHORT,stocks,GOGL,37,0.0533,32.43,19.86,15.16,0.4098,2.13,-36.25
4h_and_D,SHORT,stocks,GOLD,60,-0.1861,31.67,137.98,-112.15,-1.8691,3.00,176.60
4h_and_D,SHORT,stocks,GOOG,54,-0.2641,35.19,103.30,-87.86,-1.6271,2.12,121.63
4h_and_D,SHORT,stocks,GS,43,-0.2546,32.56,58.45,-54.64,-1.2708,2.12,102.61
4h_and_D,SHORT,stocks,HAL,66,-0.0215,37.88,66.63,-8.25,-0.1250,3.44,1.67
4h_and_D,SHORT,stocks,HES,32,-0.0636,37.50,24.28,-9.53,-0.2977,1.47,7.22
4h_and_D,SHORT,stocks,HII,37,-0.0526,35.14,101.01,-16.65,-0.4499,2.40,8.38
4h_and_D,SHORT,stocks,HL,31,-0.2282,29.03,254.61,-230.68,-7.4413,4.25,337.91
4h_and_D,SHORT,stocks,HWM,81,-0.3537,30.86,149.03,-135.32,-1.6706,2.45,241.47
4h_and_D,SHORT,stocks,ICL,59,-0.0576,35.59,62.96,-20.49,-0.3473,2.42,-1.83
4h_and_D,SHORT,stocks,INSW,66,-0.1304,31.82,107.25,-52.30,-0.7925,2.28,32.99
4h_and_D,SHORT,stocks,IPI,51,-0.1939,43.14,123.01,-102.88,-2.0173,2.03,121.42
4h_and_D,SHORT,stocks,ITA,85,-0.2937,25.88,68.84,-57.80,-0.6799,2.33,68.21
4h_and_D,SHORT,stocks,JD,38,-0.0077,44.74,60.05,-3.06,-0.0804,2.12,-8.86
4h_and_D,SHORT,stocks,KGC,41,-0.3258,29.27,173.89,-196.53,-4.7933,4.04,442.30
4h_and_D,SHORT,stocks,KMI,88,-0.3168,30.68,68.60,-70.94,-0.8061,3.15,91.16
4h_and_D,SHORT,stocks,KTOS,90,-0.2167,31.11,203.42,-159.00,-1.7667,3.36,322.47
4h_and_D,SHORT,stocks,LDOS,40,-0.0110,40.00,41.96,-3.50,-0.0875,2.39,-0.20
4h_and_D,SHORT,stocks,LEU,74,-0.1779,39.19,281.46,-207.84,-2.8087,3.16,386.13
4h_and_D,SHORT,stocks,LHX,57,-0.1834,26.32,62.73,-45.47,-0.7978,2.33,64.79
4h_and_D,SHORT,stocks,LNG,35,-0.1791,34.29,44.92,-31.23,-0.8923,2.69,49.71
4h_and_D,SHORT,stocks,MAG,46,-0.3628,34.78,99.20,-113.53,-2.4681,1.78,169.48
4h_and_D,SHORT,stocks,MAR,47,-0.1964,36.17,42.22,-39.40,-0.8384,2.12,48.34
4h_and_D,SHORT,stocks,MOD,49,-0.2643,38.78,146.79,-136.56,-2.7869,2.12,163.87
4h_and_D,SHORT,stocks,MOO,83,-0.0696,36.14,31.03,-13.35,-0.1609,1.84,11.74
4h_and_D,SHORT,stocks,MOS,42,0.0487,47.62,46.08,17.50,0.4166,3.08,-26.84
4h_and_D,SHORT,stocks,MPC,40,-0.1066,25.00,66.50,-26.62,-0.6655,2.58,25.78
4h_and_D,SHORT,stocks,MPLX,52,-0.2550,32.69,38.33,-31.30,-0.6018,2.12,35.60
4h_and_D,SHORT,stocks,NAT,56,-0.1110,35.71,89.46,-37.53,-0.6702,2.76,45.74
4h_and_D,SHORT,stocks,NEM,40,-0.3802,20.00,126.44,-130.99,-3.2746,4.47,241.14
4h_and_D,SHORT,stocks,NET,52,-0.2682,28.85,133.24,-109.99,-2.1151,2.12,163.23
4h_and_D,SHORT,stocks,NNE,44,-0.2052,47.73,302.53,-218.89,-4.9749,4.00,465.58
4h_and_D,SHORT,stocks,NOC,34,-0.0480,41.18,42.52,-10.72,-0.3154,2.48,16.28
4h_and_D,SHORT,stocks,NOV,38,-0.0540,31.58,48.47,-11.22,-0.2953,2.12,6.30
4h_and_D,SHORT,stocks,NTR,61,-0.0932,36.07,62.50,-28.37,-0.4652,2.36,40.08
4h_and_D,SHORT,stocks,NUE,34,-0.0944,26.47,78.38,-28.36,-0.8340,2.68,16.04
4h_and_D,SHORT,stocks,NVO,42,0.2199,47.62,25.06,95.13,2.2651,2.12,-65.95
4h_and_D,SHORT,stocks,NXE,45,-0.1557,31.11,114.92,-73.44,-1.6320,3.36,61.85
4h_and_D,SHORT,stocks,OIH,48,-0.0651,37.50,63.44,-15.59,-0.3248,2.25,25.45
4h_and_D,SHORT,stocks,OKE,49,-0.0509,34.69,37.01,-11.27,-0.2299,2.72,8.52
4h_and_D,SHORT,stocks,OKLO,45,-0.1855,40.00,419.85,-224.65,-4.9923,4.39,193.58
4h_and_D,SHORT,stocks,PAAS,35,-0.3216,25.71,121.82,-157.98,-4.5138,4.02,320.40
4h_and_D,SHORT,stocks,PBF,41,-0.0048,43.90,112.74,-2.89,-0.0705,2.60,-26.44
4h_and_D,SHORT,stocks,PDBC,53,-0.1513,35.85,32.26,-22.73,-0.4289,2.61,31.85
4h_and_D,SHORT,stocks,PG,46,0.0763,36.96,12.81,11.97,0.2602,2.12,-15.42
4h_and_D,SHORT,stocks,PLL,34,-0.0477,50.00,86.75,-33.60,-0.9882,1.90,-39.43
4h_and_D,SHORT,stocks,PPA,103,-0.2727,27.18,61.96,-50.45,-0.4898,2.09,66.62
4h_and_D,SHORT,stocks,PR,47,-0.0498,31.91,52.66,-13.59,-0.2892,2.91,14.84
4h_and_D,SHORT,stocks,PSX,33,-0.0548,36.36,43.36,-10.89,-0.3299,2.55,9.57
4h_and_D,SHORT,stocks,REMX,106,-0.1606,29.25,123.47,-91.37,-0.8619,2.41,73.60
4h_and_D,SHORT,stocks,RGLD,47,-0.2303,25.53,91.89,-77.95,-1.6586,2.45,115.03
4h_and_D,SHORT,stocks,RIG,38,-0.0980,28.95,127.02,-41.29,-1.0867,2.12,13.21
4h_and_D,SHORT,stocks,RIO,38,-0.3301,26.32,55.50,-48.50,-1.2764,3.89,68.40
4h_and_D,SHORT,stocks,RRC,40,-0.1096,40.00,33.94,-25.38,-0.6346,2.48,20.64
4h_and_D,SHORT,stocks,RS,31,-0.0987,38.71,36.88,-18.48,-0.5963,2.25,10.46
4h_and_D,SHORT,stocks,SBLK,48,0.0023,41.67,65.14,0.84,0.0176,2.72,-4.83
4h_and_D,SHORT,stocks,SCCO,53,-0.1817,35.85,83.02,-64.34,-1.2139,2.77,92.09
4h_and_D,SHORT,stocks,SGML,68,-0.0541,33.82,157.45,-63.60,-0.9353,2.86,-17.59
4h_and_D,SHORT,stocks,SLB,71,-0.0029,39.44,47.75,-1.20,-0.0168,3.52,-2.85
4h_and_D,SHORT,stocks,SMG,32,0.0809,46.88,36.76,20.30,0.6345,2.29,-16.61
4h_and_D,SHORT,stocks,SMR,44,-0.1956,47.73,312.69,-229.08,-5.2063,4.80,153.93
4h_and_D,SHORT,stocks,SNDK,32,-0.3604,15.62,523.38,-501.26,-15.6642,2.36,2993.03
4h_and_D,SHORT,stocks,SQM,54,-0.1483,38.89,102.08,-63.44,-1.1747,2.58,69.49
4h_and_D,SHORT,stocks,STNG,48,-0.0463,37.50,83.34,-18.09,-0.3769,2.25,5.00
4h_and_D,SHORT,stocks,TDG,36,-0.0206,47.22,24.44,-3.98,-0.1106,2.26,-1.52
4h_and_D,SHORT,stocks,TECK,30,-0.1820,40.00,73.90,-48.43,-1.6145,2.78,48.76
4h_and_D,SHORT,stocks,TMUS,56,-0.0237,26.79,44.59,-6.63,-0.1183,2.12,12.93
4h_and_D,SHORT,stocks,TNK,36,-0.1317,41.67,83.25,-50.01,-1.3892,2.19,23.12
4h_and_D,SHORT,stocks,TRGP,51,-0.2854,25.49,82.18,-84.98,-1.6663,2.33,123.45
4h_and_D,SHORT,stocks,TSN,43,-0.0455,51.16,19.17,-7.14,-0.1661,2.39,8.56
4h_and_D,SHORT,stocks,UAN,64,-0.1220,40.62,64.76,-40.61,-0.6345,1.58,67.22
4h_and_D,SHORT,stocks,UBER,45,-0.0059,51.11,53.69,-1.95,-0.0432,4.41,-8.98
4h_and_D,SHORT,stocks,UNG,60,-0.0277,46.67,54.61,-17.37,-0.2895,4.61,-20.22
4h_and_D,SHORT,stocks,UNP,55,-0.0422,41.82,24.50,-6.80,-0.1236,2.12,10.76
4h_and_D,SHORT,stocks,URA,106,-0.1257,35.85,108.98,-65.92,-0.6219,3.63,66.33
4h_and_D,SHORT,stocks,URNM,84,-0.0574,39.29,104.45,-30.63,-0.3647,2.51,21.87
4h_and_D,SHORT,stocks,VLO,34,-0.1678,41.18,73.04,-34.05,-1.0015,2.76,43.23
4h_and_D,SHORT,stocks,WEAT,69,-0.0094,40.58,20.18,-2.13,-0.0309,2.93,-11.84
4h_and_D,SHORT,stocks,WFC,51,-0.1344,35.29,67.96,-36.16,-0.7090,2.12,20.17
4h_and_D,SHORT,stocks,WM,66,-0.0070,33.33,15.91,-1.48,-0.0224,2.12,4.62
4h_and_D,SHORT,stocks,WMB,44,-0.4203,29.55,65.91,-64.38,-1.4632,2.47,91.42
4h_and_D,SHORT,stocks,WPM,69,-0.2727,26.09,119.68,-110.07,-1.5953,3.06,210.54
4h_and_D,SHORT,stocks,X,37,-0.1465,35.14,58.27,-37.35,-1.0096,1.92,34.50
4h_and_D,SHORT,stocks,XLE,67,-0.1455,31.34,41.48,-31.97,-0.4772,3.95,33.17
4h_and_D,SHORT,stocks,XME,83,-0.2170,33.73,97.20,-80.64,-0.9716,2.43,79.48
4h_and_D,SHORT,stocks,XOP,38,-0.0412,31.58,39.74,-8.12,-0.2138,3.04,9.99
4h_and_D,SHORT,stocks,ZIM,39,-0.1601,35.90,141.99,-131.04,-3.3599,4.12,168.12
4h_and_D,SHORT,stocks,ZM,50,-0.1438,36.00,60.05,-49.45,-0.9889,2.12,56.31
4h_and_D,SHORT,stocks,ZTS,51,0.2334,39.22,12.37,81.83,1.6046,2.12,-57.25
1h_and_4h_and_D,SHORT,crypto,1INCHUSDT,132,0.0288,40.91,219.72,72.12,0.5463,5.38,-96.67
1h_and_4h_and_D,SHORT,crypto,ALGOUSDT,146,-0.0699,43.15,312.68,-215.90,-1.4787,5.90,-55.04
1h_and_4h_and_D,SHORT,crypto,ANKRUSDT,140,-0.0688,43.57,199.94,-555.30,-3.9665,5.21,-52.61
1h_and_4h_and_D,SHORT,crypto,ATOMUSDT,144,-0.0591,40.97,362.28,-157.74,-1.0954,5.79,-53.70
1h_and_4h_and_D,SHORT,crypto,AVAXUSDC,58,0.1687,51.72,64.72,123.71,2.1329,2.18,-82.39
1h_and_4h_and_D,SHORT,crypto,AXSUSDT,134,-0.1110,46.27,1232.74,-1044.46,-7.7945,5.34,128.61
1h_and_4h_and_D,SHORT,crypto,BANDUSDT,162,-0.0153,46.30,268.18,-54.38,-0.3357,5.74,-93.83
1h_and_4h_and_D,SHORT,crypto,BATUSDT,182,-0.0474,46.70,350.75,-148.38,-0.8153,6.19,-65.10
1h_and_4h_and_D,SHORT,crypto,BELUSDT,114,-0.0220,42.98,326.73,-64.29,-0.5639,5.06,-89.49
1h_and_4h_and_D,SHORT,crypto,BNBUSDC,67,-0.1569,40.30,155.46,-96.88,-1.4460,2.39,108.79
1h_and_4h_and_D,SHORT,crypto,BTCDOMUSDT,114,-0.2575,28.95,204.96,-196.08,-1.7200,4.89,457.68
1h_and_4h_and_D,SHORT,crypto,BTCUSDC,57,-0.1386,42.11,116.90,-76.44,-1.3410,2.39,77.25
1h_and_4h_and_D,SHORT,crypto,C98USDT,118,0.1337,45.76,130.70,280.24,2.3749,4.67,-99.28
1h_and_4h_and_D,SHORT,crypto,CELRUSDT,147,0.0149,42.86,259.01,47.95,0.3262,5.07,-96.87
1h_and_4h_and_D,SHORT,crypto,CHRUSDT,123,0.0318,44.72,198.94,78.08,0.6348,5.17,-95.64
1h_and_4h_and_D,SHORT,crypto,COMPUSDT,157,-0.0169,47.13,246.59,-60.29,-0.3840,5.82,-91.64
1h_and_4h_and_D,SHORT,crypto,COTIUSDT,107,0.0629,44.86,193.99,139.33,1.3021,5.17,-96.80
1h_and_4h_and_D,SHORT,crypto,DASHUSDT,170,-0.0625,45.29,363.49,-232.09,-1.3652,6.22,-61.89
1h_and_4h_and_D,SHORT,crypto,DOTUSDT,146,-0.0431,41.78,327.93,-111.39,-0.7630,5.67,-57.95
1h_and_4h_and_D,SHORT,crypto,EGLDUSDT,153,-0.0575,43.14,527.91,-186.84,-1.2212,5.66,-70.53
1h_and_4h_and_D,SHORT,crypto,ENJUSDT,125,-0.0646,50.40,107.96,-717.98,-5.7438,5.54,-73.31
1h_and_4h_and_D,SHORT,crypto,ETCUSDT,167,-0.0747,45.51,335.79,-207.11,-1.2402,6.02,15.30
1h_and_4h_and_D,SHORT,crypto,ETHUSDC,54,-0.0543,44.44,109.63,-39.30,-0.7278,2.39,-6.01
1h_and_4h_and_D,SHORT,crypto,GRTUSDT,124,-0.0116,46.77,263.21,-31.13,-0.2511,5.39,-90.83
1h_and_4h_and_D,SHORT,crypto,GTCUSDT,121,0.0749,45.45,210.11,211.38,1.7469,4.87,-99.39
1h_and_4h_and_D,SHORT,crypto,HOTUSDT,125,0.0376,48.00,181.53,94.76,0.7581,5.07,-97.14
1h_and_4h_and_D,SHORT,crypto,IOSTUSDT,200,-0.0071,47.50,385.39,-23.06,-0.1153,6.20,-82.08
1h_and_4h_and_D,SHORT,crypto,IOTAUSDT,164,-0.0163,48.78,372.39,-49.45,-0.3015,6.20,-82.30
1h_and_4h_and_D,SHORT,crypto,IOTXUSDT,106,0.0284,50.94,201.94,69.25,0.6533,4.78,-96.94
1h_and_4h_and_D,SHORT,crypto,KAVAUSDT,94,0.0886,45.74,81.26,171.80,1.8276,5.33,-97.45
1h_and_4h_and_D,SHORT,crypto,KNCUSDT,134,0.0173,43.28,111.41,37.98,0.2834,5.81,-87.82
1h_and_4h_and_D,SHORT,crypto,KSMUSDT,143,-0.0332,44.76,353.75,-100.71,-0.7042,5.57,-83.90
1h_and_4h_and_D,SHORT,crypto,LINKUSDC,51,0.0398,43.14,109.03,29.52,0.5788,2.27,-52.87
1h_and_4h_and_D,SHORT,crypto,LRCUSDT,102,-0.0384,51.96,134.49,-153.87,-1.5085,5.37,-85.03
1h_and_4h_and_D,SHORT,crypto,LTCUSDC,47,0.0635,48.94,78.02,33.21,0.7066,2.12,-46.14
1h_and_4h_and_D,SHORT,crypto,MANAUSDT,147,-0.0167,46.94,364.26,-63.51,-0.4320,5.16,-91.83
1h_and_4h_and_D,SHORT,crypto,MTLUSDT,130,0.0664,44.62,136.77,128.61,0.9893,5.04,-95.38
1h_and_4h_and_D,SHORT,crypto,NKNUSDT,115,0.1625,43.48,103.31,311.95,2.7126,5.02,-99.52
1h_and_4h_and_D,SHORT,crypto,QTUMUSDT,161,-0.0504,49.07,388.18,-158.67,-0.9855,6.05,-63.23
1h_and_4h_and_D,SHORT,crypto,RSRUSDT,141,-0.0690,43.97,427.63,-270.32,-1.9172,5.56,-84.81
1h_and_4h_and_D,SHORT,crypto,RVNUSDT,113,0.0608,61.06,129.58,134.81,1.1930,5.16,-96.27
1h_and_4h_and_D,SHORT,crypto,SANDUSDT,139,-0.0874,48.92,540.62,-322.04,-2.3169,5.29,-19.60
1h_and_4h_and_D,SHORT,crypto,SKLUSDT,109,-0.0256,43.12,288.65,-73.42,-0.6736,5.24,-94.60
1h_and_4h_and_D,SHORT,crypto,SNXUSDT,115,-0.0012,46.09,203.54,-2.91,-0.0253,5.74,-94.22
1h_and_4h_and_D,SHORT,crypto,SOLUSDC,61,-0.0233,39.34,118.86,-16.95,-0.2779,2.39,-15.47
1h_and_4h_and_D,SHORT,crypto,STORJUSDT,172,-0.0582,45.93,463.61,-282.18,-1.6406,5.43,-71.43
1h_and_4h_and_D,SHORT,crypto,SUSHIUSDT,147,-0.0678,40.82,487.44,-244.93,-1.6662,5.38,-94.70
1h_and_4h_and_D,SHORT,crypto,SXPUSDT,164,-0.0211,48.78,321.68,-85.10,-0.5189,5.76,-95.65
1h_and_4h_and_D,SHORT,crypto,THETAUSDT,161,-0.0787,42.86,549.11,-288.50,-1.7919,5.96,-53.40
1h_and_4h_and_D,SHORT,crypto,TRXUSDT,169,-0.1846,34.32,509.03,-483.28,-2.8597,6.06,2105.39
1h_and_4h_and_D,SHORT,crypto,VETUSDT,158,-0.0832,44.94,493.04,-247.67,-1.5675,6.24,-14.78
1h_and_4h_and_D,SHORT,crypto,XLMUSDT,180,-0.0884,44.44,432.63,-297.14,-1.6508,6.31,129.87
1h_and_4h_and_D,SHORT,crypto,XMRUSDT,190,-0.1340,40.53,386.07,-301.15,-1.5850,6.19,478.40
1h_and_4h_and_D,SHORT,crypto,XRPUSDC,42,-0.1640,47.62,261.59,-149.47,-3.5588,2.39,132.15
1h_and_4h_and_D,SHORT,crypto,XTZUSDT,133,0.0037,48.87,191.57,8.55,0.0643,5.62,-84.86
1h_and_4h_and_D,SHORT,crypto,YFIUSDT,140,-0.0020,49.29,251.73,-5.46,-0.0390,5.65,-91.49
1h_and_4h_and_D,SHORT,crypto,ZENUSDT,148,-0.0341,41.22,235.01,-102.12,-0.6900,5.29,-80.06
1h_and_4h_and_D,SHORT,stocks,ASC,30,-0.0606,30.00,53.09,-19.89,-0.6630,2.26,-6.24
1h_and_4h_and_D,SHORT,stocks,BKR,32,-0.3637,25.00,68.94,-63.69,-1.9903,2.80,90.35
1h_and_4h_and_D,SHORT,stocks,CCJ,33,-0.2696,39.39,137.03,-112.61,-3.4125,3.59,152.99
1h_and_4h_and_D,SHORT,stocks,CENX,37,-0.2672,35.14,190.60,-172.95,-4.6744,2.53,249.14
1h_and_4h_and_D,SHORT,stocks,CME,38,-0.2827,42.11,51.45,-48.34,-1.2722,1.04,58.98
1h_and_4h_and_D,SHORT,stocks,CORN,38,-0.0306,44.74,14.65,-3.84,-0.1009,1.94,-5.32
1h_and_4h_and_D,SHORT,stocks,CSCO,47,-0.3069,34.04,95.12,-89.94,-1.9137,2.12,146.53
