sym_side,live_delta,live_gain,live_tim,live_dd,live_trades,live_source,overrides_json
CIBR_LONG,4.87063234437489,42.6505,59.65,5.66,376,continuous_baseline_daemon tradier:trb validated 2026-08-19T19:48:33Z,"{""AUGMENTATION_COOLDOWN_MINUTES"": 0, ""AUGMENTATION_COOLDOWN_SECONDS"": 0, ""BB_RECOVERY_EXIT_ENABLED_TRADIER"": ""True"", ""BOUNCE_TOP_MIN_HOLD_MINUTES"": 0, ""BREAKOUT_TF_SIZE_ENABLED"": ""True"", ""BREAKOUT_TF_SIZE_MULT_15M"": 1.0, ""COOLDOWN_BARS"": 10, ""COOLDOWN_BARS_TRADIER"": 10, ""DC_DAYTRADE_PRE_CLOSE_MINUTES"": 90, ""DELTA_ENTRY_ENABLED"": ""True"", ""DELTA_EXIT_MIN_TF_LOST"": 2, ""ENTRY_SCORE_THRESHOLD"": 0, ""EXIT_CONV_FAIL_ENABLED"": ""True"", ""EXIT_MAX_HOLD_ENABLED"": ""True"", ""EXIT_SCORER_DC_EXTREME"": 1.2, ""GOLDEN_RULE_HTF_MIN_TFS"": 0, ""GOLDEN_RULE_MIN_IND"": 0, ""GR_HTF_DIRECT_ENTRY_SCORE_MIN"": 0, ""HTF_ALIGN_REQUIRED_TRADIER"": 0, ""LIVE_ENTRY_ENGINE_MIN_SCORE"": 0, ""LOCAL_EXTREMES_MIN_SCORE"": 0, ""LR_BAND_E02_EXIT_ENABLED"": ""False"", ""LR_BAND_ENTRY_ENABLED"": ""True"", ""LR_BAND_LADDER_ORDINARY_PARITY_ENABLED"": ""False"", ""MAX_ALLOWED_DRAWDOWN_PCT"": 100, ""MIN_HOLD_BARS_BEFORE_EXIT"": 1, ""MIN_HOLD_MINUTES_TRADIER"": 0, ""R1_USE_DC_4BAR"": ""False"", ""REENTRY_MANDATORY"": ""False"", ""RSI_EXIT_LONG_TRADIER"": 42.5, ""RSI_EXIT_SHORT_TRADIER"": 58.0, ""STOCH_CROSS_3M_EXIT_ENABLED"": false, ""STRUCTURAL_EXIT_GATE_ENABLED"": ""True"", ""TRADIER_DC_DAYTRADE_STOP_PCT"": 0.005, ""TRADIER_DC_DAYTRADE_TARGET_PCT"": 0.005, ""TRADIER_ENTRY_SCORE_THRESHOLD"": 0, ""TRA_MIN_HOLD_MINUTES"": 0, ""TRA_WT_DC_ENTRY_THRESHOLD"": 0, ""WT_DC_ENTRY_K5M_MAX_LONG"": 100, ""WT_DC_ENTRY_K5M_MIN_SHORT"": 0, ""WT_DC_ENTRY_THRESHOLD"": 0, ""WT_DC_EXIT_THRESHOLD"": 75, ""WT_DC_HTF_GATE"": ""none""}"
ADP_LONG,4.204766088467833,14.5889,68.1,17.72,1651,continuous_baseline_daemon tradier:trb validated 2026-08-19T13:38:04Z,"{""BB_PULLBACK_GATE_SHORT_MIN"": 0.875, ""BREAKOUT_TF_SIZE_MULT_4H"": 3.0, ""CT_DC_CROSSOVER_SKIP_ENABLED"": true, ""ENTRY_BOUNCE_DEEP_TURN_COMPOSITE_V1_BOUNCE_TIMEFRAME"": ""5m_alt"", ""EZ_REENTRY_INLINE_TIER12_EPQ_ENABLED"": false, ""MOVER_THRESHOLD"": 5.0, ""TF_FOCUS_ENTRY_HARD_GATE"": true, ""TRC_CLENOW_ENABLED"": false}"
SLV_LONG,4.006372854152088,2.3384,66.76,5.92,117,continuous_baseline_daemon tradier:trb validated 2026-08-19T19:53:01Z,"{""CT_WT_VELOCITY_GATE_ENABLED"": false, ""EMA_DIST_SIZING_ENABLED"": false, ""FH_MOMENTUM_ENABLED"": true, ""REGIME_RANGING_WT_REDUCE_FRAC_MED"": 0.45, ""TRADIER_K_ZONE_LONG_THRESHOLD_TRADIER"": 35}"
PBF_SHORT,1.8,15.7,,,,backtest_v8_engine --mode tradier --account trb --capital 10000,"{""REENTRY_MANDATORY"": true, ""WIN_TRAIL_EROSION_PCT"": 0.125, ""WT_EXIT_MIN_TFS"": 3}"
MU_SHORT,1.8,42.5,,,,backtest_v8_engine --mode tradier --account trb --capital 10000,"{""REENTRY_MANDATORY"": true, ""WIN_TRAIL_EROSION_PCT"": 0.125, ""WT_EXIT_MIN_TFS"": 3}"
IBIT_SHORT,1.3524796039757598,2.0754,48.21,7.8,58,continuous_baseline_daemon tradier:trb validated 2026-08-19T13:46:50Z,"{""NOLOSS_ENABLED"": true, ""REENTRY_MANDATORY"": true, ""WIN_TRAIL_EROSION_PCT"": 0.125}"
A_LONG,1.1508760760196566,20.9296,41.08,3.6,375,continuous_baseline_daemon tradier:trb validated 2026-08-14T12:04:51Z,"{""AUGMENTATION_COOLDOWN_MINUTES"": 0, ""AUGMENTATION_COOLDOWN_SECONDS"": 0, ""BB_RECOVERY_EXIT_ENABLED_TRADIER"": ""True"", ""BOUNCE_TOP_MIN_HOLD_MINUTES"": 0, ""BREAKOUT_TF_SIZE_ENABLED"": ""True"", ""BREAKOUT_TF_SIZE_MULT_15M"": 1.0, ""COOLDOWN_BARS"": 10, ""COOLDOWN_BARS_TRADIER"": 10, ""DELTA_ENTRY_ENABLED"": ""True"", ""DELTA_EXIT_MIN_TF_LOST"": 2, ""ENTRY_SCORE_THRESHOLD"": 0, ""EXIT_CONV_FAIL_ENABLED"": ""True"", ""EXIT_MAX_HOLD_ENABLED"": ""True"", ""EXIT_SCORER_DC_EXTREME"": 1.2, ""GOLDEN_RULE_HTF_MIN_TFS"": 0, ""GOLDEN_RULE_MIN_IND"": 0, ""GR_HTF_DIRECT_ENTRY_SCORE_MIN"": 0, ""HTF_ALIGN_REQUIRED_TRADIER"": 0, ""LIVE_ENTRY_ENGINE_MIN_SCORE"": 0, ""LOCAL_EXTREMES_MIN_SCORE"": 0, ""LR_BAND_E02_EXIT_ENABLED"": ""False"", ""LR_BAND_ENTRY_ENABLED"": ""True"", ""LR_BAND_LADDER_ORDINARY_PARITY_ENABLED"": ""False"", ""MAX_ALLOWED_DRAWDOWN_PCT"": 100, ""MIN_HOLD_BARS_BEFORE_EXIT"": 1, ""MIN_HOLD_MINUTES_TRADIER"": 0, ""R1_USE_DC_4BAR"": ""False"", ""REENTRY_MANDATORY"": ""False"", ""RSI_EXIT_LONG_TRADIER"": 42.5, ""RSI_EXIT_SHORT_TRADIER"": 58.0, ""STDEV_MACRO_ENTRY_VETO_ENABLED"": false, ""STRUCTURAL_EXIT_GATE_ENABLED"": ""True"", ""TRADIER_DC_DAYTRADE_STOP_PCT"": 0.005, ""TRADIER_DC_DAYTRADE_TARGET_PCT"": 0.005, ""TRADIER_ENTRY_SCORE_THRESHOLD"": 0, ""TRA_MIN_HOLD_MINUTES"": 0, ""TRA_WT_DC_ENTRY_THRESHOLD"": 0, ""WT_DC_ENTRY_K5M_MAX_LONG"": 100, ""WT_DC_ENTRY_K5M_MIN_SHORT"": 0, ""WT_DC_ENTRY_THRESHOLD"": 0, ""WT_DC_EXIT_THRESHOLD"": 75, ""WT_DC_HTF_GATE"": ""none""}"
SPY_LONG,0.7,14.5,,,,backtest_v8_engine --mode tradier --account trb --capital 10000,{}
UEC_LONG,0.7,14.5,,,,backtest_v8_engine --mode tradier --account trb --capital 10000,{}
QBTS_LONG,0.6,8.5,,,,backtest_v8_engine --mode tradier --account trb --capital 10000,{}
UUUU_SHORT,0.6,12,,,,backtest_v8_engine --mode tradier --account trb --capital 10000,{}
WDAY_LONG,0.6,8.5,,,,backtest_v8_engine --mode tradier --account trb --capital 10000,{}
AGI_SHORT,0.6,12,,,,backtest_v8_engine --mode tradier --account trb --capital 10000,{}
SCCO_SHORT,0.6,12,,,,backtest_v8_engine --mode tradier --account trb --capital 10000,{}
HAO_SHORT,0.588,6.88,,,,backtest_v8_engine --mode tradier --account trb --capital 10000,{}
AMD_SHORT,0.5744707826114279,190.3562,45.68,12.14,5702,continuous_baseline_daemon tradier:trb validated 2026-08-14T08:34:15Z,"{""AUGMENTATION_COOLDOWN_MINUTES"": 0, ""AUGMENTATION_COOLDOWN_SECONDS"": 0, ""BB_RECOVERY_EXIT_ENABLED_TRADIER"": ""True"", ""BOUNCE_TOP_MIN_HOLD_MINUTES"": 0, ""BREAKOUT_TF_SIZE_ENABLED"": ""True"", ""BREAKOUT_TF_SIZE_MULT_15M"": 1.0, ""COOLDOWN_BARS"": 10, ""COOLDOWN_BARS_TRADIER"": 10, ""DELTA_ENTRY_ENABLED"": ""True"", ""DELTA_EXIT_MIN_TF_LOST"": 2, ""ENTRY_SCORE_THRESHOLD"": 0, ""EXIT_CONV_FAIL_ENABLED"": ""True"", ""EXIT_MAX_HOLD_ENABLED"": ""True"", ""EXIT_SCORER_DC_EXTREME"": 1.2, ""GOLDEN_RULE_HTF_MIN_TFS"": 0, ""GOLDEN_RULE_MIN_IND"": 0, ""GR_HTF_DIRECT_ENTRY_SCORE_MIN"": 0, ""HTF_ALIGN_REQUIRED_TRADIER"": 0, ""LIVE_ENTRY_ENGINE_MIN_SCORE"": 0, ""LOCAL_EXTREMES_MIN_SCORE"": 0, ""LR_BAND_E02_EXIT_ENABLED"": ""False"", ""LR_BAND_ENTRY_ENABLED"": ""True"", ""LR_BAND_LADDER_ORDINARY_PARITY_ENABLED"": ""False"", ""MAX_ALLOWED_DRAWDOWN_PCT"": 100, ""MIN_HOLD_BARS_BEFORE_EXIT"": 1, ""MIN_HOLD_MINUTES_TRADIER"": 0, ""R1_USE_DC_4BAR"": ""False"", ""REENTRY_MANDATORY"": ""False"", ""RSI_EXIT_LONG_TRADIER"": 42.5, ""RSI_EXIT_SHORT_TRADIER"": 58.0, ""STRUCTURAL_EXIT_GATE_ENABLED"": ""True"", ""TRADIER_DC_DAYTRADE_STOP_PCT"": 0.005, ""TRADIER_DC_DAYTRADE_TARGET_PCT"": 0.005, ""TRADIER_ENTRY_SCORE_THRESHOLD"": 0, ""TRA_MIN_HOLD_MINUTES"": 0, ""TRA_WT_DC_ENTRY_THRESHOLD"": 0, ""TR_DCWIDTH4H_SHORT_ENABLED"": false, ""WT_DC_ENTRY_K5M_MAX_LONG"": 100, ""WT_DC_ENTRY_K5M_MIN_SHORT"": 0, ""WT_DC_ENTRY_THRESHOLD"": 0, ""WT_DC_EXIT_THRESHOLD"": 75, ""WT_DC_HTF_GATE"": ""none""}"
MSTR_LONG,0.541,6.41,,,,backtest_v8_engine --mode tradier --account trb --capital 10000,{}
ALB_SHORT,0.53,11.3,,,,backtest_v8_engine --mode tradier --account trb --capital 10000,{}
TXN_LONG,0.5,12.5,,,,backtest_v8_engine --mode tradier --account trb --capital 10000,{}
UEC_SHORT,0.5,6,,,,backtest_v8_engine --mode tradier --account trb --capital 10000,{}
LRCX_LONG,0.5,12.5,,,,backtest_v8_engine --mode tradier --account trb --capital 10000,{}
EXEL_LONG,0.435,5.35,,,,backtest_v8_engine --mode tradier --account trb --capital 10000,{}
RBLX_LONG,0.4,6.5,,,,backtest_v8_engine --mode tradier --account trb --capital 10000,{}
ROKU_LONG,0.3669,0.54,,,,backtest_v8_engine --mode tradier --account trb --capital 10000,{}
MRVL_LONG,0.359,9.59,,,,backtest_v8_engine --mode tradier --account trb --capital 10000,{}
ASTS_LONG,0.336,4.36,,,,backtest_v8_engine --mode tradier --account trb --capital 10000,{}
LLY_LONG,0.326,4.26,,,,backtest_v8_engine --mode tradier --account trb --capital 10000,{}
TSLA_LONG,0.3,5.5,,,,backtest_v8_engine --mode tradier --account trb --capital 10000,{}
AMZN_LONG,0.3,10.5,,,,backtest_v8_engine --mode tradier --account trb --capital 10000,{}
NUKZ_LONG,0.297,8.97,,,,backtest_v8_engine --mode tradier --account trb --capital 10000,{}
AMD_LONG,0.129,7.29,,,,backtest_v8_engine --mode tradier --account trb --capital 10000,{}
ASML_LONG,0.0554,0.16,,,,backtest_v8_engine --mode tradier --account trb --capital 10000,{}
AR_LONG,0,70.9959,,,4711,backtest_v8_engine --mode tradier --account trb --capital 10000 vector_parity_hook TIM<90 DD<30 2026-08-14,"{""BOUNCE_AUGMENT_K_D_THRESHOLD"": true, ""EMA_DIST_SIZING_MULT"": true, ""REENTRY_MANDATORY"": true, ""REENTRY_TIER1_SIZE_MULT_TRADIER"": true, ""STOCH_CROSS_ENTRY_TRADIER"": true, ""WIN_TRAIL_EROSION_PCT"": 0.125, ""WT_EXIT_MIN_TFS"": 4}"
ARM_LONG,0,509.0489,,,7002,backtest_v8_engine --mode tradier --account trb --capital 10000 vector_parity_hook TIM<90 DD<30 2026-08-14,"{""BOUNCE_AUGMENT_DC_LOW_D_TOLERANCE"": true, ""BOUNCE_AUGMENT_K_D_THRESHOLD"": true, ""REENTRY_MANDATORY"": true, ""REENTRY_TIER1_SIZE_MULT_TRADIER"": true, ""SATOSHIT_EXIT_ENABLED"": true, ""VWAP_BOUNCE_ENTRY_ENABLED"": true, ""WIN_TRAIL_EROSION_PCT"": 0.125, ""WT_EXIT_MIN_TFS"": 2}"
BG_LONG,0,203.2721,,,3152,backtest_v8_engine --mode tradier --account trb --capital 10000 vector_parity_hook TIM<90 DD<30 2026-08-14,"{""ATR_ADAPTIVE_SIZING_ENABLED"": true, ""ATR_ADAPTIVE_SIZING_TARGET_PCT"": true, ""BOUNCE_AUGMENT_DC_LOW_D_TOLERANCE"": true, ""BOUNCE_AUGMENT_K_D_THRESHOLD"": true, ""EMA_DIST_SIZING_MULT"": true, ""REENTRY_MANDATORY"": true, ""SATOSHIT_EXIT_ENABLED"": true, ""TRADIER_RSI2_ENABLED"": true, ""VOLUME_CONFIRMATION_ENABLED"": true, ""WIN_TRAIL_EROSION_PCT"": 0.125}"
CF_LONG,0,250.0261,,,3578,backtest_v8_engine --mode tradier --account trb --capital 10000 vector_parity_hook TIM<90 DD<30 2026-08-14,"{""ATR_ADAPTIVE_SIZING_ENABLED"": true, ""ATR_ADAPTIVE_SIZING_TARGET_PCT"": true, ""BOUNCE_AUGMENT_K_D_THRESHOLD"": true, ""REENTRY_MANDATORY"": true, ""REENTRY_TIER1_SIZE_MULT_TRADIER"": true, ""SMA200_DIST_ENTRY_ENABLED"": true, ""TRADIER_RSI2_ENABLED"": true, ""WIN_TRAIL_EROSION_PCT"": 0.125, ""WT_EXIT_MIN_TFS"": 4}"
GLD_LONG,0,241.3894,,,5670,backtest_v8_engine --mode tradier --account trb --capital 10000 vector_parity_hook TIM<90 DD<30 2026-08-14,"{""BOUNCE_AUGMENT_K_D_THRESHOLD"": true, ""DC_EDGE_SIZING_MAX_MULT"": true, ""EMA_DIST_SIZING_MULT"": true, ""REENTRY_MANDATORY"": true, ""REENTRY_TIER1_SIZE_MULT_TRADIER"": true, ""STOCH_CROSS_3M_EXIT_ENABLED"": true, ""WIN_TRAIL_EROSION_PCT"": 0.125}"
GOOGL_LONG,0,369.2708,,,6233,backtest_v8_engine --mode tradier --account trb --capital 10000 vector_parity_hook TIM<90 DD<30 2026-08-14,"{""BOUNCE_AUGMENT_K_D_THRESHOLD"": true, ""REENTRY_MANDATORY"": true, ""REENTRY_TIER1_SIZE_MULT_TRADIER"": true, ""STOCH_CROSS_3M_EXIT_ENABLED"": true, ""TRADIER_RSI2_ENABLED"": true, ""WIN_TRAIL_EROSION_PCT"": 0.125, ""WT_EXIT_MIN_TFS"": 2}"
MU_LONG,0,502.7473,,,6993,backtest_v8_engine --mode tradier --account trb --capital 10000 vector_parity_hook TIM<90 DD<30 2026-08-14,"{""ATR_ADAPTIVE_SIZING_ENABLED"": true, ""ATR_ADAPTIVE_SIZING_TARGET_PCT"": true, ""BOUNCE_AUGMENT_K_D_THRESHOLD"": true, ""DC_EDGE_SIZING_MAX_MULT"": true, ""EMA_DIST_SIZING_MULT"": true, ""MI_ENTRY_ENABLED_TRADIER"": true, ""REENTRY_MANDATORY"": true, ""REENTRY_TIER1_SIZE_MULT_TRADIER"": true, ""RSI_ENTRY_GATE_ENABLED"": true, ""SATOSHIT_ENTRY_ENABLED"": true, ""TRADIER_RSI2_ENABLED"": true, ""VWAP_BOUNCE_ENTRY_ENABLED"": true, ""WIN_TRAIL_EROSION_PCT"": 0.125, ""WT_EXIT_MIN_TFS"": 4}"
NVDA_LONG,0,459.6169,,,6844,backtest_v8_engine --mode tradier --account trb --capital 10000 vector_parity_hook TIM<90 DD<30 2026-08-14,"{""BOUNCE_AUGMENT_K_D_THRESHOLD"": true, ""DC_EDGE_SIZING_MAX_MULT"": true, ""NOLOSS_ENABLED"": true, ""REENTRY_MANDATORY"": true, ""REENTRY_TIER1_SIZE_MULT_TRADIER"": true, ""TRADIER_RSI2_ENABLED"": true, ""WIN_TRAIL_EROSION_PCT"": 0.125, ""WT_EXIT_MIN_TFS"": 4}"
OLED_SHORT,0,245.3275,,,3341,backtest_v8_engine --mode tradier --account trb --capital 10000 vector_parity_hook TIM<90 DD<30 2026-08-14,"{""BOUNCE_AUGMENT_K_D_THRESHOLD"": true, ""REENTRY_MANDATORY"": true, ""REENTRY_TIER1_SIZE_MULT_TRADIER"": true, ""STOCH_CROSS_ENTRY_TRADIER"": true, ""WIN_TRAIL_EROSION_PCT"": 0.125, ""WT_EXIT_MIN_TFS"": 4}"
PLTR_LONG,0,495.8373,,,7000,backtest_v8_engine --mode tradier --account trb --capital 10000 vector_parity_hook TIM<90 DD<30 2026-08-14,"{""BOUNCE_AUGMENT_K_D_THRESHOLD"": true, ""DC_EDGE_SIZING_MAX_MULT"": true, ""REENTRY_MANDATORY"": true, ""REENTRY_TIER1_SIZE_MULT_TRADIER"": true, ""TRADIER_RSI2_ENABLED"": true, ""WIN_TRAIL_EROSION_PCT"": 0.125}"
SCCO_LONG,0,375.1193,,,3790,backtest_v8_engine --mode tradier --account trb --capital 10000 vector_parity_hook TIM<90 DD<30 2026-08-14,"{""ATR_ADAPTIVE_SIZING_ENABLED"": true, ""ATR_ADAPTIVE_SIZING_TARGET_PCT"": true, ""BB_PCTB_ENTRY_ENABLED"": true, ""BOUNCE_AUGMENT_DC_LOW_D_TOLERANCE"": true, ""BOUNCE_AUGMENT_MIN_LOSS_PCT"": true, ""DC_EDGE_SIZING_PERIOD"": true, ""MIN_HOLD_BARS"": 15, ""NOLOSS_ENABLED"": true, ""WIN_TRAIL_EROSION_PCT"": 0.375, ""WT_EXIT_MIN_TFS"": 4}"
SNDK_LONG,0,289.1056,,,3971,backtest_v8_engine --mode tradier --account trb --capital 10000 vector_parity_hook TIM<90 DD<30 2026-08-14,"{""BOUNCE_AUGMENT_K_D_THRESHOLD"": true, ""DC_EDGE_SIZING_MAX_MULT"": true, ""REENTRY_MANDATORY"": true, ""REENTRY_TIER1_SIZE_MULT_TRADIER"": true, ""SATOSHIT_ENTRY_ENABLED"": true, ""STOCH_CROSS_ENTRY_TRADIER"": true, ""VOLUME_CONFIRMATION_ENABLED"": true, ""WIN_TRAIL_EROSION_PCT"": 0.125}"
VLO_LONG,0,302.9938,,,3650,backtest_v8_engine --mode tradier --account trb --capital 10000 vector_parity_hook TIM<90 DD<30 2026-08-14,"{""ATR_ADAPTIVE_SIZING_ENABLED"": true, ""ATR_ADAPTIVE_SIZING_TARGET_PCT"": true, ""BOUNCE_AUGMENT_DC_LOW_D_TOLERANCE"": true, ""BOUNCE_AUGMENT_K_D_THRESHOLD"": true, ""EMA_DIST_SIZING_MULT"": true, ""REENTRY_MANDATORY"": true, ""REENTRY_TIER1_SIZE_MULT_TRADIER"": true, ""WIN_TRAIL_EROSION_PCT"": 0.125, ""WT_EXIT_MIN_TFS"": 2}"
VT_LONG,0,40.0637,,,1083,backtest_v8_engine --mode tradier --account trb --capital 10000 vector_parity_hook TIM<90 DD<30 2026-08-14,"{""ADX_TRENDING_THRESHOLD"": 21.25, ""ATR_ADAPTIVE_SIZING_ENABLED"": true, ""BOUNCE_AUGMENT_DC_LOW_D_TOLERANCE"": true, ""REENTRY_MANDATORY"": true, ""REENTRY_TIER1_SIZE_MULT_TRADIER"": true, ""REGIME_GATE_ENABLED"": true, ""STOCH_CROSS_3M_EXIT_ENABLED"": true, ""VOLUME_CONFIRMATION_ENABLED"": true, ""VWAP_BOUNCE_ENTRY_ENABLED"": true, ""WIN_TRAIL_EROSION_PCT"": 0.0, ""WT_EXIT_MIN_TFS"": 4}"
BNO_LONG,0,13.9705,,,893,backtest_v8_engine --mode tradier --account trb --capital 10000 vector_parity_hook TIM<90 DD<30 2026-08-14,"{""ADX_TRENDING_THRESHOLD"": 28.749999999999996, ""REENTRY_MANDATORY"": true, ""REGIME_GATE_ENABLED"": true, ""WIN_TRAIL_EROSION_PCT"": 0.0}"
CDW_LONG,0,23.3964,,,320,backtest_v8_engine --mode tradier --account trb --capital 10000 vector_parity_hook TIM<90 DD<30 2026-08-14,"{""BOUNCE_AUGMENT_K_D_THRESHOLD"": true, ""EMA_DIST_SIZING_MULT"": true, ""REENTRY_MANDATORY"": true, ""REENTRY_TIER1_SIZE_MULT_TRADIER"": true, ""STOCH_CROSS_ENTRY_TRADIER"": true, ""WIN_TRAIL_EROSION_PCT"": 0.125}"
CIEN_SHORT,0,50.6994,,,623,backtest_v8_engine --mode tradier --account trb --capital 10000 vector_parity_hook TIM<90 DD<30 2026-08-14,"{""ATR_ADAPTIVE_SIZING_ENABLED"": true, ""BOUNCE_AUGMENT_DC_LOW_D_TOLERANCE"": true, ""EMA_DIST_SIZING_MULT"": true, ""REENTRY_MANDATORY"": true, ""REENTRY_TIER1_SIZE_MULT_TRADIER"": true, ""STOCH_CROSS_ENTRY_TRADIER"": true, ""WIN_TRAIL_EROSION_PCT"": 0.125}"
CMC_LONG,0,258.9501,,,3182,backtest_v8_engine --mode tradier --account trb --capital 10000 vector_parity_hook TIM<90 DD<30 2026-08-14,"{""REENTRY_MANDATORY"": true, ""WIN_TRAIL_EROSION_PCT"": 0.125}"
DAR_LONG,0,476.7107,,,3352,backtest_v8_engine --mode tradier --account trb --capital 10000 vector_parity_hook TIM<90 DD<30 2026-08-14,"{""BOUNCE_AUGMENT_DC_LOW_D_TOLERANCE"": true, ""NOLOSS_ENABLED"": true, ""PYRAMID_ENABLED"": true, ""REENTRY_MANDATORY"": true, ""REENTRY_TIER1_SIZE_MULT_TRADIER"": true, ""SATOSHIT_EXIT_ENABLED"": true, ""WIN_TRAIL_EROSION_PCT"": 0.5}"
DELL_LONG,0,57.2661,,,593,backtest_v8_engine --mode tradier --account trb --capital 10000 vector_parity_hook TIM<90 DD<30 2026-08-14,"{""BOUNCE_AUGMENT_DC_LOW_D_TOLERANCE"": true, ""BOUNCE_AUGMENT_K_D_THRESHOLD"": true, ""REENTRY_MANDATORY"": true, ""REENTRY_TIER1_SIZE_MULT_TRADIER"": true, ""VOLUME_CONFIRMATION_ENABLED"": true, ""WIN_TRAIL_EROSION_PCT"": 0.125}"
DINO_LONG,0,313.8688,,,3477,backtest_v8_engine --mode tradier --account trb --capital 10000 vector_parity_hook TIM<90 DD<30 2026-08-14,"{""ATR_ADAPTIVE_SIZING_ENABLED"": true, ""ATR_ADAPTIVE_SIZING_TARGET_PCT"": true, ""BOUNCE_AUGMENT_DC_LOW_D_TOLERANCE"": true, ""BOUNCE_AUGMENT_K_D_THRESHOLD"": true, ""EMA_DIST_SIZING_MULT"": true, ""REENTRY_MANDATORY"": true, ""REENTRY_TIER1_SIZE_MULT_TRADIER"": true, ""SATOSHIT_ENTRY_ENABLED"": true, ""STOCH_CROSS_ENTRY_TRADIER"": true, ""TRADIER_RSI2_ENABLED"": true, ""VOLUME_CONFIRMATION_ENABLED"": true, ""WIN_TRAIL_EROSION_PCT"": 0.125, ""WT_EXIT_MIN_TFS"": 4}"
DIS_SHORT,0,262.8536,,,4826,backtest_v8_engine --mode tradier --account trb --capital 10000 vector_parity_hook TIM<90 DD<30 2026-08-14,"{""REENTRY_MANDATORY"": true, ""WIN_TRAIL_EROSION_PCT"": 0.125, ""WT_EXIT_MIN_TFS"": 4}"
EOG_LONG,0,260.4244,,,3254,backtest_v8_engine --mode tradier --account trb --capital 10000 vector_parity_hook TIM<90 DD<30 2026-08-14,"{""REENTRY_MANDATORY"": true, ""WIN_TRAIL_EROSION_PCT"": 0.375, ""WT_EXIT_MIN_TFS"": 4}"
FANG_LONG,0,267.9999,,,3706,backtest_v8_engine --mode tradier --account trb --capital 10000 vector_parity_hook TIM<90 DD<30 2026-08-14,"{""REENTRY_MANDATORY"": true, ""REENTRY_TIER1_SIZE_MULT_TRADIER"": true, ""WIN_TRAIL_EROSION_PCT"": 0.125}"
GDX_LONG,0,438.161,,,6151,backtest_v8_engine --mode tradier --account trb --capital 10000 vector_parity_hook TIM<90 DD<30 2026-08-14,"{""ATR_TRAIL_2X_EXIT_ENABLED"": true, ""BOUNCE_AUGMENT_DC_LOW_D_TOLERANCE"": true, ""CT_15M_MOMENTUM_GATE_ENABLED"": true, ""DC_EDGE_SIZING_MAX_MULT"": true, ""DC_EDGE_SIZING_PERIOD"": true, ""LR_BAND_SLOPE_FLIP_EXIT_ENABLED"": true, ""PYRAMID_ENABLED"": true, ""PYRAMID_MAX_DC_POS_15M_SHORT"": true, ""PYRAMID_SIZE_MULT"": 0.25, ""REENTRY_PULL1_ENABLED"": true, ""REENTRY_PULL4_ENABLED"": true, ""RSI_ENTRY_GATE_ENABLED"": true, ""STDEV_REJECT_EXIT_ENABLED"": true, ""WIN_TRAIL_EROSION_PCT"": 0.375, ""WT_EXIT_MIN_TFS"": 6}"
GM_LONG,0,337.3738,,,4580,backtest_v8_engine --mode tradier --account trb --capital 10000 vector_parity_hook TIM<90 DD<30 2026-08-14,"{""ATR_ADAPTIVE_SIZING_ENABLED"": true, ""ATR_ADAPTIVE_SIZING_TARGET_PCT"": true, ""BOUNCE_AUGMENT_K_D_THRESHOLD"": true, ""REENTRY_MANDATORY"": true, ""REENTRY_TIER1_SIZE_MULT_TRADIER"": true, ""STOCH_CROSS_3M_EXIT_ENABLED"": true, ""STOCH_CROSS_ENTRY_TRADIER"": true, ""TRADIER_RSI2_ENABLED"": true, ""VWAP_BOUNCE_ENTRY_ENABLED"": true, ""WIN_TRAIL_EROSION_PCT"": 0.125}"
HII_SHORT,0,191.0233,,,3204,backtest_v8_engine --mode tradier --account trb --capital 10000 vector_parity_hook TIM<90 DD<30 2026-08-14,"{""REENTRY_MANDATORY"": true, ""SATOSHIT_EXIT_ENABLED"": true, ""TRADIER_RSI2_ENABLED"": true, ""WIN_TRAIL_EROSION_PCT"": 0.125}"
INTC_LONG,0,462.6284,,,7205,backtest_v8_engine --mode tradier --account trb --capital 10000 vector_parity_hook TIM<90 DD<30 2026-08-14,"{""ATR_ADAPTIVE_SIZING_ENABLED"": true, ""ATR_ADAPTIVE_SIZING_TARGET_PCT"": true, ""BOUNCE_AUGMENT_K_D_THRESHOLD"": true, ""DC_EDGE_SIZING_MAX_MULT"": true, ""REENTRY_MANDATORY"": true, ""REENTRY_TIER1_SIZE_MULT_TRADIER"": true, ""SATOSHIT_EXIT_ENABLED"": true, ""STOCH_CROSS_3M_EXIT_ENABLED"": true, ""STOCH_CROSS_ENTRY_TRADIER"": true, ""VOLUME_CONFIRMATION_ENABLED"": true, ""WIN_TRAIL_EROSION_PCT"": 0.125, ""WT_EXIT_MIN_TFS"": 2}"
LAC_SHORT,0,604.7102,,,7035,backtest_v8_engine --mode tradier --account trb --capital 10000 vector_parity_hook TIM<90 DD<30 2026-08-14,"{""ATR_ADAPTIVE_SIZING_ENABLED"": true, ""BOUNCE_AUGMENT_K_D_THRESHOLD"": true, ""EMA_DIST_SIZING_MULT"": true, ""NOLOSS_ENABLED"": true, ""REENTRY_MANDATORY"": true, ""REENTRY_TIER1_SIZE_MULT_TRADIER"": true, ""WIN_TRAIL_EROSION_PCT"": 0.125}"
