symbol,side,open_ts,close_ts,held_min,avg_entry,exit_px,actual_pnl,pnl_+2h,pnl_+6h,pnl_+24h,reason_prefix,full_reason
JASMYUSDT,LONG,2026-03-29T11:07:08+00:00,2026-04-01T23:50:58+00:00,5083.8,0.005369183037634488,0.0054021,0.6131,-1.1954,0.3132,-2.6481,QUICK_REDUCE_STRONG,QUICK_REDUCE_STRONG_REDUCE_k_1m:20/d_1m:9/k_3m:70/d_3m:78_SIMPLE_TP_0.00%_wt=declining_bc112_REDUCE
JASMYUSDT,SHORT,2026-03-18T14:41:19+00:00,2026-03-18T17:09:21+00:00,148.0,0.00578443,0.00578443,0.0,8.0117,8.0117,8.0117,Manual/System Detection,Manual/System Detection
JTOUSDT,SHORT,2026-03-17T09:23:03+00:00,2026-03-17T12:44:31+00:00,201.5,0.29234907,0.2908,0.5299,-0.1884,-1.8303,0.8035,QUICK_BASIS_CONDITION,QUICK_BASIS_CONDITION_VIOLATION
KASUSDT,LONG,2026-03-29T16:50:16+00:00,2026-03-29T17:15:59+00:00,25.7,0.032851509002079005,0.03286417,0.0385,-0.8569,0.1476,,HEDGE_PROTECT_LONG,HEDGE_PROTECT_LONG_LOSS
LDOUSDT,SHORT,2026-03-17T15:54:27+00:00,2026-03-17T16:02:32+00:00,8.1,0.3205497393582888,0.3204,0.0467,-0.1717,-0.6084,6.5668,Manual/System Detection,Manual/System Detection
LPTUSDT,LONG,2026-04-02T05:48:12+00:00,2026-04-02T06:20:00+00:00,31.8,2.014,2.01654505,0.1264,-0.3972,-0.6951,1.1917,QUICK_REDUCE_STRONG,QUICK_REDUCE_STRONG_REDUCE_k_1m:68/d_1m:66/k_3m:47/d_3m:51_SIMPLE_TP_0.00%_wt=declining_bc112_REDUCE
LPTUSDT,LONG,2026-04-14T14:32:58+00:00,2026-04-14T14:33:34+00:00,0.6,2.11632883,2.112,-0.2045,-1.3386,-2.7089,-1.5276,QUICK_HEDGE_WT,QUICK_HEDGE_WT_KILL_DELTA_DECEL_wt3m=36.1/20.4_wt15m=9.5/3.7_g0.0
LPTUSDT,SHORT,2026-03-19T05:52:07+00:00,2026-03-19T07:40:06+00:00,108.0,2.2469999999999994,2.24318739,0.1697,5.9635,5.9635,5.9635,Manual/System Detection,Manual/System Detection
LUNA2USDT,SHORT,2026-03-18T11:32:28+00:00,2026-03-18T12:50:07+00:00,77.7,0.06348430295454546,0.06251649,1.5245,11.1906,11.1906,11.1906,Manual/System Detection,Manual/System Detection
MANAUSDT,SHORT,2026-03-16T21:40:04+00:00,2026-03-17T15:59:47+00:00,1099.7,0.097175,0.0962,1.0033,0.1595,0.0154,5.7988,Manual/System Detection,Manual/System Detection
MASKUSDT,SHORT,2026-03-18T06:44:39+00:00,2026-03-18T08:30:31+00:00,105.9,0.48311793999999997,0.48210804,0.209,15.2381,15.2381,15.2381,Manual/System Detection,Manual/System Detection
MELANIAUSDT,LONG,2026-04-13T22:20:57+00:00,2026-04-13T22:39:11+00:00,18.2,0.10240000000000005,0.1024,-0.0,0.0977,-0.3906,-0.5859,QUICK_BANDAID_OFF,QUICK_BANDAID_OFF_wt15m_-17.9>-13.9_hgain0.16%
MELANIAUSDT,LONG,2026-04-13T22:43:48+00:00,2026-04-13T23:11:58+00:00,28.2,0.103,0.1032698,0.2619,-0.5825,-0.3883,-0.9709,QUICK_HEDGE_WT,QUICK_HEDGE_WT_KILL_DELTA_DECEL_wt3m=54.0/37.3_wt15m=17.9/10.6_g0.4
MEMEUSDT,LONG,2026-03-29T03:17:24+00:00,2026-04-01T22:12:39+00:00,5455.2,0.0005113,0.00052495,2.6697,2.0536,-1.1539,-1.0561,QUICK_AUGMENTED_DC,QUICK_AUGMENTED_DC_BREAK_REDUCE_TO_MIN_2.75%
MINAUSDT,LONG,2026-04-02T01:32:14+00:00,2026-04-02T01:43:37+00:00,11.4,0.05741000000000001,0.0578946,0.8441,-1.2193,0.6619,-3.0482,QUICK_REDUCE_STRONG,QUICK_REDUCE_STRONG_REDUCE_k_1m:100/d_1m:98/k_3m:24/d_3m:12_SIMPLE_TP_0.00%_wt=declining_bc112_REDUCE
MOODENGUSDT,SHORT,2026-03-16T22:13:32+00:00,2026-03-18T18:03:35+00:00,2630.1,0.052711588991743503,0.05235125,0.6836,3.1712,1.9191,6.7188,QUICK_BREAK_EVEN,QUICK_BREAK_EVEN_GUARD_CLOSE_peak5.12%_curr0.67%
MOODENGUSDT,SHORT,2026-03-18T18:14:33+00:00,2026-03-18T20:04:00+00:00,109.5,0.05167331,0.05123129,0.8554,0.4128,0.7805,3.7027,Manual/System Detection,Manual/System Detection
MOVEUSDT,LONG,2026-03-17T16:28:35+00:00,2026-03-17T22:30:35+00:00,362.0,0.022590252379367716,0.02259098,0.0032,-19.39,-19.39,-19.39,Manual/System Detection,Manual/System Detection
NMRUSDT,SHORT,2026-03-25T03:33:33+00:00,2026-04-15T07:40:48+00:00,30487.2,7.941159083846153,8.344,-5.0728,-4.7832,-3.6247,,DELTA_EXIT_DELTA,DELTA_EXIT_DELTA_EXIT_speed_decay_tfs_lost=DEAD|PEAK|TFLOST|MFI cur=0.00 max=13.42 mfi3m=44 mfi15m=35_gain=0.01%_MANDATORY_REENTRY
NOTUSDT,LONG,2026-03-29T17:55:58+00:00,2026-04-02T00:14:11+00:00,4698.2,0.000342,0.0003621,5.8772,2.9825,3.1871,0.5556,WT_4H_VEL,WT_4H_VEL_EXIT_vel=-47.6_g=5.83%_MANDATORY_REENTRY
OPUSDT,LONG,2026-03-17T16:28:24+00:00,2026-03-17T22:46:51+00:00,378.4,0.13529999999999998,0.1363,0.7391,-25.425,-25.425,-25.425,Manual/System Detection,Manual/System Detection
OPUSDT,SHORT,2026-03-16T21:29:25+00:00,2026-03-17T15:59:46+00:00,1110.3,0.13786595299240506,0.1347,2.2964,26.813,26.813,26.813,Manual/System Detection,Manual/System Detection
PARTIUSDT,LONG,2026-04-04T21:42:41+00:00,2026-04-05T02:04:51+00:00,262.2,0.08257124999999998,0.0829893,0.5063,0.495,0.5798,1.8393,WT_2of3_REENTRY,WT_2of3_REENTRY_2of3
PHBUSDT,LONG,2026-04-14T20:13:36+00:00,2026-04-14T20:15:31+00:00,1.9,0.09075462,0.09085238,0.1077,0.1602,1.2621,5.1186,QUICK_HEDGE_WT,QUICK_HEDGE_WT_KILL_DELTA_DECEL_wt3m=24.6/15.1_wt15m=-3.7/-4.2_g0.0
PHBUSDT,SHORT,2026-03-17T11:02:52+00:00,2026-03-17T13:06:02+00:00,123.2,0.1378,0.1372,0.4354,30.6967,30.6967,30.6967,QUICK_BASIS_CONDITION,QUICK_BASIS_CONDITION_VIOLATION
POPCATUSDT,SHORT,2026-03-17T15:06:59+00:00,2026-03-18T12:53:25+00:00,1306.4,0.05538343566915054,0.05429,1.9743,12.9704,12.9704,12.9704,Manual/System Detection,Manual/System Detection
PTBUSDT,LONG,2026-03-28T02:48:02+00:00,2026-03-28T02:56:58+00:00,8.9,0.00168017,0.001684,0.228,-35.3637,-35.3637,-35.3637,QUICK_HEDGE_PREEMPTIVE,QUICK_HEDGE_PREEMPTIVE_CLOSE_-0.010pct_age999m
PTBUSDT,LONG,2026-04-07T03:15:53+00:00,2026-04-07T11:48:14+00:00,512.4,0.0010849494800254731,0.00108495,0.0,-4.1246,-1.4608,-9.5995,inf:PTBUSDT_LONG_QUICK,"inf:PTBUSDT_LONG_QUICK_MAX_GAIN_3PCT_AUGMENT_7.70%|MANIP_FLAG_CUT(sev=2,mult=0.3)_k_15m:80.31209283357302_k_15mp:0_k_3m93.25_ha3green"
PTBUSDT,LONG,2026-04-07T12:06:32+00:00,2026-04-08T01:00:26+00:00,773.9,0.0011120499999999998,0.0010334,-7.0725,-5.9485,-10.9213,-1.1825,QUICK_HEDGE_WT,QUICK_HEDGE_WT_KILL_wt1=-8.3_wt2=-4.5
RAYSOLUSDT,SHORT,2026-03-16T21:31:02+00:00,2026-03-17T09:06:21+00:00,695.3,0.6558467377777779,0.64515706,1.6299,12.1136,12.1136,12.1136,Manual/System Detection,Manual/System Detection
RAYSOLUSDT,SHORT,2026-03-17T14:59:43+00:00,2026-03-17T15:06:25+00:00,6.7,0.64826112,0.65446444,-0.9569,11.0852,11.0852,11.0852,Manual/System Detection,Manual/System Detection
RAYSOLUSDT,SHORT,2026-03-17T15:19:30+00:00,2026-03-17T15:22:37+00:00,3.1,0.64642608,0.64688843,-0.0715,10.8328,10.8328,10.8328,Manual/System Detection,Manual/System Detection
RAYSOLUSDT,SHORT,2026-03-18T15:07:23+00:00,2026-03-18T17:39:25+00:00,152.0,0.6121601562500001,0.6145,-0.3822,5.8416,5.8416,5.8416,Manual/System Detection,Manual/System Detection
RDNTUSDT,SHORT,2026-03-18T11:27:09+00:00,2026-03-18T11:46:59+00:00,19.8,0.004564572668594792,0.004531,0.7355,2.3567,1.5899,6.5849,Manual/System Detection,Manual/System Detection
RDNTUSDT,SHORT,2026-03-18T12:16:27+00:00,2026-03-18T12:50:09+00:00,33.7,0.00448709,0.004563,-1.6917,0.9826,0.8935,6.933,Manual/System Detection,Manual/System Detection
RIFUSDT,LONG,2026-04-15T02:18:23+00:00,2026-04-15T02:53:12+00:00,34.8,0.04574489999999999,0.04585,0.2298,5.8041,4.9953,,DELTA_EXIT_DELTA,DELTA_EXIT_DELTA_EXIT_speed_decay_tfs_lost=DEAD|PEAK|OPP|TFLOST|DC_POS_3M_DOWN cur=0.04 max=12.52 mfi3m=47 mfi15m=69_gain=-1.30%_MANDATORY_REENTRY
RIFUSDT,LONG,2026-04-15T04:04:46+00:00,2026-04-15T04:06:33+00:00,1.8,0.04666,0.04653,-0.2786,3.4291,1.7574,,QUICK_HEDGE_ELECTED,QUICK_HEDGE_ELECTED_WUSDT_SHORT
RIFUSDT,LONG,2026-04-15T04:15:18+00:00,2026-04-15T04:23:42+00:00,8.4,0.04727781,0.04728495,0.0151,-0.6722,0.2161,,QUICK_HEDGE_WT,QUICK_HEDGE_WT_KILL_15m_wt3m=41.5/26.7_wt15m=6.3/14.9_g0.0
RIFUSDT,SHORT,2026-03-25T10:06:07+00:00,2026-03-25T10:39:17+00:00,33.2,0.03956,0.03933969,0.5569,12.361,12.361,12.361,QUICK_OPEN_STRONG,"QUICK_OPEN_STRONG_SELL_k1:51/d154/k3:75.91778488191714/d3:81.33741612550418_@0.0396_SIZE_TIER=TIER2(htf=2,extra=1,rv=3.6x), STOCH_PENALTY_SHORT(-15), EMA20_4H_A"
RIFUSDT,SHORT,2026-03-25T10:50:00+00:00,2026-03-25T11:23:41+00:00,33.7,0.03918701,0.03912137,0.1675,11.5268,11.5268,11.5268,QUICK_OPEN_STRONG,QUICK_OPEN_STRONG_SELL_k1:51/d154/k3:0.6061692538137197/d3:6.884434591547825_@0.0392_DC_BREAKOUT_DC3M_x1.0@0.03924
RLCUSDT,SHORT,2026-03-18T15:27:29+00:00,2026-03-18T17:52:33+00:00,145.1,0.42864814000000007,0.4362,-1.7618,-0.656,-1.5098,2.0595,Manual/System Detection,Manual/System Detection
RSRUSDT,LONG,2026-03-29T15:34:09+00:00,2026-03-29T15:45:29+00:00,11.3,0.001527329413552112,0.00152733,0.0,5.4128,5.4128,5.4782,HEDGE_PROTECT_SHORT,HEDGE_PROTECT_SHORT_LOSS
RSRUSDT,LONG,2026-03-29T16:08:07+00:00,2026-04-08T01:07:04+00:00,13499.0,0.0015446355886468118,0.00154517,0.0346,-0.1706,-2.2423,-6.8389,QUICK_HEDGE_WT,QUICK_HEDGE_WT_KILL_wt1=18.4_wt2=32.1
RSRUSDT,LONG,2026-04-08T01:48:59+00:00,2026-04-08T01:56:43+00:00,7.7,0.00154922,0.001552,0.1794,-1.2406,-2.7898,-5.6299,QUICK_HEDGE_LOSS,QUICK_HEDGE_LOSS_KILL_age814814s_gain0.11pct
RUNEUSDT,LONG,2026-04-04T21:13:58+00:00,2026-04-04T21:23:38+00:00,9.7,0.376,0.3777,0.4521,0.5585,0.5053,0.6915,QUICK_HEDGE_SAME,QUICK_HEDGE_SAME_SYM_LAST_RESORT
RUNEUSDT,SHORT,2026-03-18T11:15:01+00:00,2026-03-18T15:41:16+00:00,266.2,0.4310422635746049,0.4241,1.6106,6.3665,6.3665,6.3665,Manual/System Detection,Manual/System Detection
RUNEUSDT,SHORT,2026-03-18T18:40:35+00:00,2026-03-18T21:25:17+00:00,164.7,0.42509113421052636,0.4252743,-0.0431,5.0557,5.0557,5.0557,Manual/System Detection,Manual/System Detection
SAGAUSDT,LONG,2026-04-02T00:17:41+00:00,2026-04-02T00:20:30+00:00,2.8,0.02837,0.02837,0.0,-2.8551,-2.5026,-4.7938,HEDGE_CLEANUP_R6,HEDGE_CLEANUP_R6_wt1=-6.5_wt2=-2.0_gain=0.00
SAHARAUSDT,SHORT,2026-03-28T02:39:17+00:00,2026-03-29T04:14:05+00:00,1534.8,0.02429009,0.025,-2.9226,-2.7168,-1.2202,,QUICK_HEDGE_PREEMPTIVE,QUICK_HEDGE_PREEMPTIVE_CLOSE_-2.758pct_age7m
SANDUSDT,SHORT,2026-03-18T11:35:10+00:00,2026-03-18T11:50:23+00:00,15.2,0.0877475,0.08706,0.7835,2.6707,4.852,5.9392,Manual/System Detection,Manual/System Detection
SEIUSDT,SHORT,2026-03-16T21:45:01+00:00,2026-03-16T22:45:40+00:00,60.6,0.06969951737545564,0.06996865,-0.3861,26.5705,26.5705,26.5705,Manual/System Detection,Manual/System Detection
SEIUSDT,SHORT,2026-03-19T17:10:41+00:00,2026-03-19T20:04:28+00:00,173.8,0.06304847,0.06332,-0.4307,18.8244,18.8244,18.8244,QUICK_HEDGE_KILL,QUICK_HEDGE_KILL_LOSING_IN_DUAL_-0.54%
SEIUSDT,SHORT,2026-03-19T23:28:07+00:00,2026-03-20T13:03:45+00:00,815.6,0.06392879499999998,0.06374,0.2953,19.9422,19.9422,19.9422,HOLD_BARS_EXIT,HOLD_BARS_EXIT_296717s_gain0.45
SKLUSDT,LONG,2026-04-04T18:41:48+00:00,2026-04-04T19:57:07+00:00,75.3,0.006474640000000001,0.00650507,0.47,-1.7706,-2.8517,-2.6973,HEDGE_PROTECT_SHORT,HEDGE_PROTECT_SHORT_LOSS
SKLUSDT,SHORT,2026-04-02T02:48:17+00:00,2026-04-02T03:17:17+00:00,29.0,0.007040000000000001,0.00702,0.2841,0.8523,2.1307,3.6932,HEDGE_PROTECT_SHORT,HEDGE_PROTECT_SHORT_LOSS
SKYAIUSDT,LONG,2026-03-17T02:34:43+00:00,2026-03-17T15:07:12+00:00,752.5,0.05018788988235294,0.05021752,0.059,-3.8413,-4.3992,-6.2324,Manual/System Detection,Manual/System Detection
SKYUSDT,SHORT,2026-03-21T15:40:28+00:00,2026-03-22T02:01:39+00:00,621.2,0.07512586224832207,0.07531254,-0.2485,3.3755,3.3755,3.3755,QUICK_HEDGE_ELECTED,QUICK_HEDGE_ELECTED_SKYUSDT_SHORT
SKYUSDT,SHORT,2026-03-27T23:53:17+00:00,2026-03-28T00:04:17+00:00,11.0,0.06964,0.06964,0.0,-4.2361,-4.2361,-4.2361,QUICK_HEDGE_KILL,QUICK_HEDGE_KILL_STRICT_LOSS_0.00%_REDUCE
SKYUSDT,SHORT,2026-03-28T02:29:12+00:00,2026-03-29T04:41:44+00:00,1572.5,0.06984,0.0701107,-0.3876,-3.9376,-3.9376,-4.8683,QUICK_HEDGE_ELECTED,QUICK_HEDGE_ELECTED_SKYUSDT_SHORT
SOLUSDC,SHORT,2026-03-19T21:51:56+00:00,2026-03-19T22:05:25+00:00,13.5,89.00002162,89.00002162,0.0,6.7191,6.7191,6.7191,QUICK_HEDGE_ELECTED,QUICK_HEDGE_ELECTED_ZROUSDT_LONG
SPXUSDT,LONG,2026-03-28T17:44:05+00:00,2026-03-28T19:11:26+00:00,87.3,0.27757286285714283,0.27757333,0.0002,-0.7468,-0.7468,-0.7468,QUICK_HEDGE_PROTECT,QUICK_HEDGE_PROTECT_SHORT_LOSS
STGUSDT,LONG,2026-03-16T23:57:00+00:00,2026-03-17T15:05:54+00:00,908.9,0.20029871792517007,0.2002,-0.0493,2.6467,4.7935,-2.0463,Manual/System Detection,Manual/System Detection
STOUSDT,LONG,2026-03-28T17:30:13+00:00,2026-03-28T17:44:22+00:00,14.2,0.11296558000000001,0.11104618,-1.6991,2.2258,3.7042,37.5375,QUICK_HEDGE_PROTECT,QUICK_HEDGE_PROTECT_SHORT_LOSS
STOUSDT,SHORT,2026-03-28T02:34:29+00:00,2026-03-28T02:39:21+00:00,4.9,0.11194144483870969,0.11185869,0.0739,0.0638,1.6897,-17.1148,QUICK_HEDGE_ELECTED,QUICK_HEDGE_ELECTED_FETUSDT_LONG
STRKUSDT,LONG,2026-03-21T16:11:32+00:00,2026-03-21T19:08:48+00:00,177.3,0.0393823477217187,0.03933,-0.1329,-13.3114,-13.3114,-13.3114,QUICK_SENTIMENT_CUT,QUICK_SENTIMENT_CUT_GAIN0.0
SUNUSDT,SHORT,2026-03-18T04:40:30+00:00,2026-03-18T08:35:27+00:00,234.9,0.017068500000000004,0.01696002,0.6356,-5.2114,-5.2114,-5.2114,Manual/System Detection,Manual/System Detection
SUNUSDT,SHORT,2026-03-25T03:34:28+00:00,2026-03-26T18:31:24+00:00,2336.9,0.017952883262260126,0.01703,5.1406,-0.0285,-0.0285,-0.0285,QUICK_CYCLE_TP,QUICK_CYCLE_TP_STOCH_AGAINST_5.15%_k15:9_k3:64
SUPERUSDT,SHORT,2026-03-18T13:49:12+00:00,2026-03-19T07:23:31+00:00,1054.3,0.11515405770261904,0.1137,1.2627,0.3943,2.0443,1.6101,Manual/System Detection,Manual/System Detection
TAOUSDT,LONG,2026-03-17T02:30:02+00:00,2026-03-17T07:53:22+00:00,323.3,283.7443288722581,276.74603948,-2.4664,11.8225,11.8225,11.8225,Manual/System Detection,Manual/System Detection
TAOUSDT,SHORT,2026-04-08T18:59:11+00:00,2026-04-08T19:04:35+00:00,5.4,331.05,330.25,0.2417,1.172,2.9844,-1.1328,QUICK_BANDAID_OFF,QUICK_BANDAID_OFF_wt15m_-1.5>-3.0_hgain0.12%
TAOUSDT,SHORT,2026-04-08T20:27:33+00:00,2026-04-08T20:30:37+00:00,3.1,331.14,331.1397509,0.0001,2.3464,2.6665,-1.9327,HEDGE_CLEANUP_R6,HEDGE_CLEANUP_R6_all_tf_wt_against_hedge_gain=0.02_main=-1.32_wt3m=26.2/18.1_wt15m=2.5/-5.7
TAOUSDT,SHORT,2026-04-08T20:37:35+00:00,2026-04-08T21:52:17+00:00,74.7,329.07275156,325.77970999,1.0007,1.0918,1.5932,-2.5214,QUICK_HEDGE_SAME,QUICK_HEDGE_SAME_SYM_LAST_RESORT
TAOUSDT,SHORT,2026-04-08T21:54:04+00:00,2026-04-08T22:18:44+00:00,24.7,326.01,325.51,0.1534,1.6717,1.2208,-3.0827,QUICK_HEDGE_KILL,QUICK_HEDGE_KILL_REVERSING_-2.84%<prev-2.59%
TNSRUSDT,LONG,2026-04-08T13:47:56+00:00,2026-04-08T13:51:20+00:00,3.4,0.03669433465045593,0.03674501,0.1381,-0.1208,-0.2571,35.5523,QUICK_HEDGE_CLEANUP,QUICK_HEDGE_CLEANUP_ORPHAN_REDUCE
TNSRUSDT,SHORT,2026-04-08T13:37:59+00:00,2026-04-08T13:49:12+00:00,11.2,0.03669,0.03669165,-0.0045,0.109,0.2453,-35.5683,QUICK_HEDGE_WT,QUICK_HEDGE_WT_KILL_wt1=3.0_wt2=0.1
TNSRUSDT,SHORT,2026-04-14T12:32:59+00:00,2026-04-14T12:49:39+00:00,16.7,0.03895,0.03895,0.0,-0.2567,1.027,-0.1284,DELTA_EXIT_DELTA,DELTA_EXIT_DELTA_EXIT_speed_decay_tfs_lost=DEAD|PEAK|TFLOST|MFI cur=0.00 max=8.34 mfi3m=25 mfi15m=31_gain=0.10%_MANDATORY_REENTRY
TNSRUSDT,SHORT,2026-04-14T13:02:47+00:00,2026-04-14T16:23:10+00:00,200.4,0.03892769691524409,0.0389277,-0.0,1.0987,0.251,-1.7784,DELTA_EXIT_DELTA,DELTA_EXIT_DELTA_EXIT_speed_decay_tfs_lost=DEAD|PEAK|TFLOST|MFI cur=0.00 max=8.32 mfi3m=36 mfi15m=70_gain=-0.08%_MANDATORY_REENTRY
TNSRUSDT,SHORT,2026-04-14T17:38:08+00:00,2026-04-14T18:19:42+00:00,41.6,0.038620936632850246,0.03861867,0.0059,0.0542,-0.8779,-2.6645,DELTA_EXIT_DELTA,DELTA_EXIT_DELTA_EXIT_speed_decay_tfs_lost=DEAD|PEAK|TFLOST|MFI cur=0.00 max=13.08 mfi3m=69 mfi15m=20_gain=-0.14%_MANDATORY_REENTRY
TONUSDT,LONG,2026-04-08T00:38:08+00:00,2026-04-08T01:19:52+00:00,41.7,1.24001837,1.244,0.3211,0.7646,2.184,-1.5579,HEDGE_CLEANUP_R6,HEDGE_CLEANUP_R6_all_tf_wt_against_hedge_gain=0.38_main=-0.40_wt3m=45.6/63.9_wt15m=-3.9/4.1
TONUSDT,LONG,2026-04-08T01:53:59+00:00,2026-04-08T04:34:11+00:00,160.2,1.24162048,1.24162048,0.0,2.2937,2.028,-1.6124,QUICK_HEDGE_SAME,QUICK_HEDGE_SAME_SYM_LAST_RESORT
TRUUSDT,SHORT,2026-04-08T02:31:52+00:00,2026-04-08T02:58:58+00:00,27.1,0.009354,0.0087384,6.5811,9.6002,9.4077,10.0599,QUICK_DELTA_SPEED,QUICK_DELTA_SPEED_EXIT_bs=0.42_es=0.00_btf=0_etf=0_fields=62
TRXUSDT,LONG,2026-03-17T18:02:15+00:00,2026-03-17T21:45:58+00:00,223.7,0.30539035,0.3058,0.1341,0.3797,0.3653,-0.4808,Manual/System Detection,Manual/System Detection
TUSDT,SHORT,2026-03-18T08:17:03+00:00,2026-03-18T08:50:00+00:00,33.0,0.0070126788070175436,0.00699213,0.293,0.2378,6.3696,6.3268,QUICK_SENTIMENT_CUT,QUICK_SENTIMENT_CUT_GAIN0.3
TUSDT,SHORT,2026-03-18T14:38:38+00:00,2026-03-18T15:42:00+00:00,63.4,0.006619561431952664,0.006593,0.4013,-0.1275,-0.7922,1.9875,Manual/System Detection,Manual/System Detection
TWTUSDT,LONG,2026-03-28T18:10:56+00:00,2026-03-28T18:12:10+00:00,1.2,0.4365425,0.43743625,0.2047,1.4792,1.4792,1.4792,QUICK_OPEN_STRONG,"QUICK_OPEN_STRONG_BUY_k1:71/d163/k3:97.87/d3:98.58_@0.4371_DC_BREAKOUT_DC3M_x1.0@0.4349|MANIP_FLAG_CUT(sev=2,mult=0.3)"
TWTUSDT,LONG,2026-04-02T20:28:57+00:00,2026-04-04T04:37:09+00:00,1928.2,0.39497145999999994,0.39497146,0.0,1.0959,2.8429,1.2731,QUICK_REDUCE_STRONG,QUICK_REDUCE_STRONG_REDUCE_k_1m:83/d_1m:56/k_3m:61/d_3m:51_SIMPLE_TP_0.00%_wt=deep_tp_bc112_REDUCE
UNIUSDC,LONG,2026-04-02T00:24:02+00:00,2026-04-02T00:25:57+00:00,1.9,3.56991152,3.56908614,-0.0231,-3.387,-6.8044,-10.9502,HEDGE_CLEANUP_R6,HEDGE_CLEANUP_R6_wt1=88.9_wt2=103.5_gain=0.03
USUALUSDT,LONG,2026-03-28T17:29:51+00:00,2026-03-28T19:07:11+00:00,97.3,0.01215388,0.01216,0.0504,-0.361,-1.842,-0.1142,QUICK_HEDGE_PREEMPTIVE,QUICK_HEDGE_PREEMPTIVE_CLOSE_-0.424pct_age56m
VANAUSDT,SHORT,2026-03-19T04:56:22+00:00,2026-03-19T06:46:39+00:00,110.3,1.419,1.419,0.0,0.5638,2.6075,0.3524,Manual/System Detection,Manual/System Detection
VANRYUSDT,SHORT,2026-03-18T04:23:46+00:00,2026-03-18T04:52:49+00:00,29.1,0.006847499999999999,0.006794,0.7813,26.2359,26.2359,26.2359,Manual/System Detection,Manual/System Detection
VANRYUSDT,SHORT,2026-03-18T07:07:41+00:00,2026-03-18T07:50:00+00:00,42.3,0.0066635,0.00664074,0.3416,24.199,24.199,24.199,Manual/System Detection,Manual/System Detection
VIRTUALUSDT,LONG,2026-04-02T00:15:27+00:00,2026-04-02T00:41:32+00:00,26.1,0.6626540540540541,0.66755622,0.7398,-3.5696,-3.5847,-4.6863,QUICK_HEDGE_BAL,QUICK_HEDGE_BAL_CLOSE_SENT-1_RATIO0.00
VIRTUALUSDT,SHORT,2026-03-18T15:00:15+00:00,2026-03-18T17:15:57+00:00,135.7,0.7281885599999999,0.7281,0.0122,7.3866,7.3866,7.3866,Manual/System Detection,Manual/System Detection
VIRTUALUSDT,SHORT,2026-03-19T02:03:50+00:00,2026-03-27T04:01:37+00:00,11637.8,0.6902717879615125,0.6791,1.6185,2.2994,2.2994,2.2994,QUICK_OPEN_STRONG,QUICK_OPEN_STRONG_SELL_k1:11/d126/k3:0/d3:3.15_@0.6881_DC_BREAKOUT_DC3M_x1.0@0.6897
WLDUSDC,LONG,2026-03-28T18:10:28+00:00,2026-03-28T18:12:01+00:00,1.6,0.2725,0.27363752,0.4174,0.9541,0.9541,0.0,QUICK_HEDGE_PROTECT,QUICK_HEDGE_PROTECT_SHORT_LOSS
WOOUSDT,SHORT,2026-03-19T02:07:21+00:00,2026-03-19T04:12:50+00:00,125.5,0.01876433,0.01876433,0.0,12.9199,12.9199,12.9199,Manual/System Detection,Manual/System Detection
WUSDT,LONG,2026-04-08T20:32:34+00:00,2026-04-08T21:49:32+00:00,77.0,0.013283209777659784,0.01328321,0.0,-2.4332,-1.6051,2.3096,QUICK_HEDGE_CLEANUP,QUICK_HEDGE_CLEANUP_ORPHAN_REDUCE
XAIUSDT,LONG,2026-03-28T18:37:49+00:00,2026-03-28T19:11:45+00:00,33.9,0.009225531404087014,0.00924935,0.2582,-0.06,-0.06,-0.06,QUICK_OPEN_STRONG,"QUICK_OPEN_STRONG_BUY_k1:84/d186/k3:95.6/d3:85.64_@0.0092_DC_BREAKOUT_DC15M_x1.5@0.00923|MANIP_FLAG_CUT(sev=2,mult=0.3)"
XLMUSDT,LONG,2026-04-05T19:53:41+00:00,2026-04-05T19:58:13+00:00,4.5,0.15816,0.15855,0.2466,0.4173,3.0349,-0.6386,HEDGE_CLEANUP_R6,HEDGE_CLEANUP_R6_main_recovered_gain=0.19_main=0.40_wt3m=17.1/-1.8_wt15m=-5.1/0.6
XLMUSDT,LONG,2026-04-06T01:32:12+00:00,2026-04-06T01:41:03+00:00,8.8,0.16226,0.16226,0.0,-0.3266,-0.6594,-4.1723,QUICK_HEDGE_SAME,QUICK_HEDGE_SAME_SYM_LAST_RESORT
XPLUSDT,LONG,2026-04-02T07:19:55+00:00,2026-04-02T07:26:11+00:00,6.3,0.1108,0.1109,0.0903,-1.9856,-2.0758,8.0325,HEDGE_PROTECT_SHORT,HEDGE_PROTECT_SHORT_LOSS
XPLUSDT,LONG,2026-04-02T08:45:05+00:00,2026-04-04T12:06:18+00:00,3081.2,0.11450842509433963,0.11450843,0.0,2.6125,4.3591,0.604,QUICK_HEDGE_ORPHAN,QUICK_HEDGE_ORPHAN_KILL_no_original
XPLUSDT,LONG,2026-04-04T12:18:41+00:00,2026-04-04T12:23:59+00:00,5.3,0.1167,0.1167,0.0,-0.1714,1.5424,-4.2845,HEDGE_PROTECT_SHORT,HEDGE_PROTECT_SHORT_LOSS
XRPUSDC,LONG,2026-03-18T03:30:30+00:00,2026-03-18T04:33:33+00:00,63.0,1.53557659,1.5347,-0.0571,-12.0851,-12.0851,-12.0851,Manual/System Detection,Manual/System Detection
