cfg_ENTRY_SCORE_THRESHOLD,cfg_MIN_GAIN_TO_BUY_AGGRESSIVELY,cfg_RATIO_MULTIPLIER,cfg_REENTRY_STOCH_K_MAX,cfg_STRICT_NO_LOSS,cfg_WT_HTF_GATE_MIN,cfg_WT_LTF_GATE_MIN,config_id,elapsed_s,error
14,3.0,3.0,60,True,2,1,v7_0330,0.0002238750457763672,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,3.0,60,True,2,2,v7_0331,0.0002200603485107422,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,3.0,60,True,2,3,v7_0332,0.00022649765014648438,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,3.0,60,False,0,1,v7_0333,0.00022721290588378906,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,3.0,60,False,0,2,v7_0334,0.00023055076599121094,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,3.0,60,False,0,3,v7_0335,0.0002486705780029297,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,3.0,60,False,1,1,v7_0336,0.00022029876708984375,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,3.0,60,False,1,2,v7_0337,0.0002338886260986328,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,3.0,60,False,1,3,v7_0338,0.00024127960205078125,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,3.0,60,False,2,1,v7_0339,0.00023412704467773438,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,3.0,60,False,2,2,v7_0340,0.00022792816162109375,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,3.0,60,False,2,3,v7_0341,0.00023555755615234375,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,3.0,80,True,0,1,v7_0342,0.00022172927856445312,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,3.0,80,True,0,2,v7_0343,0.0002224445343017578,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,3.0,80,True,0,3,v7_0344,0.0002474784851074219,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,3.0,80,True,1,1,v7_0345,0.000247955322265625,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,3.0,80,True,1,2,v7_0346,0.00024318695068359375,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,3.0,80,True,1,3,v7_0347,0.00022149085998535156,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,3.0,80,True,2,1,v7_0348,0.00022673606872558594,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,3.0,80,True,2,2,v7_0349,0.00022149085998535156,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,3.0,80,True,2,3,v7_0350,0.00021982192993164062,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,3.0,80,False,0,1,v7_0351,0.00022459030151367188,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,3.0,80,False,0,2,v7_0352,0.0002243518829345703,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,3.0,80,False,0,3,v7_0353,0.0002262592315673828,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,3.0,80,False,1,1,v7_0354,0.00022530555725097656,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,3.0,80,False,1,2,v7_0355,0.00023102760314941406,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,3.0,80,False,1,3,v7_0356,0.00023436546325683594,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,3.0,80,False,2,1,v7_0357,0.00022459030151367188,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,3.0,80,False,2,2,v7_0358,0.0002269744873046875,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,3.0,80,False,2,3,v7_0359,0.0002224445343017578,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,40,True,0,1,v7_0360,0.0002288818359375,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,40,True,0,2,v7_0361,0.0002512931823730469,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,40,True,0,3,v7_0362,0.0002448558807373047,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,40,True,1,1,v7_0363,0.00024437904357910156,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,40,True,1,2,v7_0364,0.0002467632293701172,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,40,True,1,3,v7_0365,0.00026035308837890625,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,40,True,2,1,v7_0366,0.0002484321594238281,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,40,True,2,2,v7_0367,0.0002605915069580078,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,40,True,2,3,v7_0368,0.00024628639221191406,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,40,False,0,1,v7_0369,0.0002732276916503906,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,40,False,0,2,v7_0370,0.0002589225769042969,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,40,False,0,3,v7_0371,0.00024819374084472656,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,40,False,1,1,v7_0372,0.00023126602172851562,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,40,False,1,2,v7_0373,0.0002281665802001953,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,40,False,1,3,v7_0374,0.00022029876708984375,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,40,False,2,1,v7_0375,0.00022912025451660156,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,40,False,2,2,v7_0376,0.00022482872009277344,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,40,False,2,3,v7_0377,0.0002238750457763672,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,50,True,0,1,v7_0378,0.0002231597900390625,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,50,True,0,2,v7_0379,0.0028328895568847656,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,50,True,0,3,v7_0380,0.00023865699768066406,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,50,True,1,1,v7_0381,0.00022840499877929688,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,50,True,1,2,v7_0382,0.0002276897430419922,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,50,True,1,3,v7_0383,0.0002238750457763672,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,50,True,2,1,v7_0384,0.0002269744873046875,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,50,True,2,2,v7_0385,0.00022482872009277344,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,50,True,2,3,v7_0386,0.00022649765014648438,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,50,False,0,1,v7_0387,0.0002732276916503906,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,50,False,0,2,v7_0388,0.00024390220642089844,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,50,False,0,3,v7_0389,0.0002307891845703125,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,50,False,1,1,v7_0390,0.00022864341735839844,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,50,False,1,2,v7_0391,0.0002257823944091797,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,50,False,1,3,v7_0392,0.0002338886260986328,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,50,False,2,1,v7_0393,0.00022411346435546875,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,50,False,2,2,v7_0394,0.000247955322265625,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,50,False,2,3,v7_0395,0.0002300739288330078,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,60,True,0,1,v7_0396,0.00022292137145996094,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,60,True,0,2,v7_0397,0.00022840499877929688,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,60,True,0,3,v7_0398,0.00022983551025390625,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,60,True,1,1,v7_0399,0.0002243518829345703,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,60,True,1,2,v7_0400,0.00025653839111328125,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,60,True,1,3,v7_0401,0.00022912025451660156,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,60,True,2,1,v7_0402,0.00022649765014648438,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,60,True,2,2,v7_0403,0.00023317337036132812,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,60,True,2,3,v7_0404,0.0002243518829345703,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,60,False,0,1,v7_0405,0.0002486705780029297,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,60,False,0,2,v7_0406,0.00022125244140625,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,60,False,0,3,v7_0407,0.0002238750457763672,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,60,False,1,1,v7_0408,0.0002243518829345703,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,60,False,1,2,v7_0409,0.0002219676971435547,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,60,False,1,3,v7_0410,0.00025391578674316406,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,60,False,2,1,v7_0411,0.00023031234741210938,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,60,False,2,2,v7_0412,0.0002582073211669922,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,60,False,2,3,v7_0413,0.00024890899658203125,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,80,True,0,1,v7_0414,0.0002560615539550781,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,80,True,0,2,v7_0415,0.00022864341735839844,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,80,True,0,3,v7_0416,0.00022554397583007812,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,80,True,1,1,v7_0417,0.0002243518829345703,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,80,True,1,2,v7_0418,0.00028324127197265625,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,80,True,1,3,v7_0419,0.0002372264862060547,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,80,True,2,1,v7_0420,0.00022840499877929688,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,80,True,2,2,v7_0421,0.00025081634521484375,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,80,True,2,3,v7_0422,0.0002257823944091797,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,80,False,0,1,v7_0423,0.00023651123046875,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,80,False,0,2,v7_0424,0.00022649765014648438,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,80,False,0,3,v7_0425,0.00029158592224121094,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,80,False,1,1,v7_0426,0.00022268295288085938,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,80,False,1,2,v7_0427,0.00024580955505371094,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,80,False,1,3,v7_0428,0.0002524852752685547,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,80,False,2,1,v7_0429,0.000225067138671875,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,80,False,2,2,v7_0430,0.00022220611572265625,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,3.0,4.0,80,False,2,3,v7_0431,0.0002493858337402344,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,40,True,0,1,v7_0432,0.0002281665802001953,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,40,True,0,2,v7_0433,0.00022268295288085938,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,40,True,0,3,v7_0434,0.0002486705780029297,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,40,True,1,1,v7_0435,0.000225067138671875,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,40,True,1,2,v7_0436,0.00022411346435546875,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,40,True,1,3,v7_0437,0.0002582073211669922,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,40,True,2,1,v7_0438,0.00022864341735839844,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,40,True,2,2,v7_0439,0.0007197856903076172,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,40,True,2,3,v7_0440,0.00026345252990722656,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,40,False,0,1,v7_0441,0.00023984909057617188,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,40,False,0,2,v7_0442,0.00026106834411621094,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,40,False,0,3,v7_0443,0.00025343894958496094,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,40,False,1,1,v7_0444,0.00023818016052246094,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,40,False,1,2,v7_0445,0.00023651123046875,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,40,False,1,3,v7_0446,0.0002498626708984375,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,40,False,2,1,v7_0447,0.00022482872009277344,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,40,False,2,2,v7_0448,0.00022745132446289062,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,40,False,2,3,v7_0449,0.0002281665802001953,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,50,True,0,1,v7_0450,0.00022459030151367188,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,50,True,0,2,v7_0451,0.0002522468566894531,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,50,True,0,3,v7_0452,0.00022649765014648438,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,50,True,1,1,v7_0453,0.000225067138671875,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,50,True,1,2,v7_0454,0.00022029876708984375,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,50,True,1,3,v7_0455,0.0002262592315673828,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,50,True,2,1,v7_0456,0.0002372264862060547,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,50,True,2,2,v7_0457,0.0002505779266357422,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,50,True,2,3,v7_0458,0.0002429485321044922,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,50,False,0,1,v7_0459,0.0002243518829345703,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,50,False,0,2,v7_0460,0.00024771690368652344,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,50,False,0,3,v7_0461,0.00022530555725097656,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,50,False,1,1,v7_0462,0.0002243518829345703,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,50,False,1,2,v7_0463,0.00022268295288085938,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,50,False,1,3,v7_0464,0.0002524852752685547,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,50,False,2,1,v7_0465,0.00022339820861816406,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,50,False,2,2,v7_0466,0.00023436546325683594,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,50,False,2,3,v7_0467,0.00021958351135253906,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,60,True,0,1,v7_0468,0.00022411346435546875,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,60,True,0,2,v7_0469,0.00022983551025390625,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,60,True,0,3,v7_0470,0.00022411346435546875,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,60,True,1,1,v7_0471,0.0002224445343017578,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,60,True,1,2,v7_0472,0.0002257823944091797,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,60,True,1,3,v7_0473,0.00022745132446289062,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,60,True,2,1,v7_0474,0.00024890899658203125,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,60,True,2,2,v7_0475,0.00022459030151367188,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,60,True,2,3,v7_0476,0.0002522468566894531,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,60,False,0,1,v7_0477,0.0002281665802001953,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,60,False,0,2,v7_0478,0.0002582073211669922,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,60,False,0,3,v7_0479,0.00022649765014648438,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,60,False,1,1,v7_0480,0.00025916099548339844,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,60,False,1,2,v7_0481,0.0002238750457763672,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,60,False,1,3,v7_0482,0.00022363662719726562,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,60,False,2,1,v7_0483,0.0002562999725341797,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,60,False,2,2,v7_0484,0.00022912025451660156,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,60,False,2,3,v7_0485,0.0002543926239013672,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,80,True,0,1,v7_0486,0.000232696533203125,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,80,True,0,2,v7_0487,0.00022792816162109375,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,80,True,0,3,v7_0488,0.00027942657470703125,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,80,True,1,1,v7_0489,0.0002269744873046875,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,80,True,1,2,v7_0490,0.00027298927307128906,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,80,True,1,3,v7_0491,0.0002238750457763672,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,80,True,2,1,v7_0492,0.00023484230041503906,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,80,True,2,2,v7_0493,0.0002315044403076172,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,80,True,2,3,v7_0494,0.000225067138671875,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,80,False,0,1,v7_0495,0.0002677440643310547,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,80,False,0,2,v7_0496,0.00022602081298828125,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,80,False,0,3,v7_0497,0.00023889541625976562,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,80,False,1,1,v7_0498,0.0002434253692626953,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,80,False,1,2,v7_0499,0.00027942657470703125,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,80,False,1,3,v7_0500,0.00025200843811035156,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,80,False,2,1,v7_0501,0.00022339820861816406,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,80,False,2,2,v7_0502,0.0002415180206298828,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,2.0,80,False,2,3,v7_0503,0.0002532005310058594,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,3.0,40,True,0,1,v7_0504,0.0002300739288330078,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,3.0,40,True,0,2,v7_0505,0.00022339820861816406,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,3.0,40,True,0,3,v7_0506,0.00025653839111328125,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,3.0,40,True,1,1,v7_0507,0.0002243518829345703,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,3.0,40,True,1,2,v7_0508,0.00022149085998535156,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,3.0,40,True,1,3,v7_0509,0.0002243518829345703,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,3.0,40,True,2,1,v7_0510,0.00022530555725097656,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,3.0,40,True,2,2,v7_0511,0.0002994537353515625,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,3.0,40,True,2,3,v7_0512,0.00022530555725097656,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,3.0,40,False,0,1,v7_0513,0.00022840499877929688,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,3.0,40,False,0,2,v7_0514,0.0002779960632324219,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,3.0,40,False,0,3,v7_0515,0.000225067138671875,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,3.0,40,False,1,1,v7_0516,0.00022649765014648438,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,3.0,40,False,1,2,v7_0517,0.0002346038818359375,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
14,4.0,3.0,40,False,1,3,v7_0518,0.00022602081298828125,[Errno 2] No such file or directory: '/home/niels/.conda/envs/binance_env/bin/python'
