symbol_side,winning_tag,vectorized_sharpe,vectorized_trades,vectorized_gain_pct,sample_tag,cycle_id,ppl_enabled,ppl_gain_pct,ppl_arm_gain_pct,ppl_be_buffer_pct,ppl_frac,wt_3m_force_open,long_enabled,short_enabled,dc_long_enabled,dc_short_enabled,settings_stamp,raw_returns_count
TRBUSDT_LONG,fotest_baseline_TRBUSDT_LONG_2026-07-08,0.9468575204739116,49.0,,FOTEST_PERSYM_BASELINE,,False,,,,,False,True,,,,,0
TRGP_LONG,fotest_baseline_TRGP_LONG_2026-07-08,,,,FOTEST_PERSYM_BASELINE_DIAGNOSTIC,20260522_023833,False,,,,,False,True,,,,,0
TRGP_SHORT,BEST_RULE_A_on,,,,BELOW_THRESHOLD,20260522_023833,False,,,,,False,,,,,,0
TRUMPUSDC_SHORT,fotest_baseline_TRUMPUSDC_SHORT_2026-07-08,0.08520156953779812,298.0,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,True,,,,0
TRXUSDT_LONG,N/A,,0.0,,NO_TRADES,,False,,,,,False,False,,,,,0
TSLAUSDT_LONG,N/A,,0.0,,NO_TRADES,,False,,,,,False,True,,,,,0
TSLAUSDT_SHORT,N/A,,,,,,False,,,,,False,,True,,,,0
TSLA_SHORT,N/A,,,,,,False,,,,,False,,,,,,0
TSM_LONG,fotest_baseline_TSM_LONG_2026-07-07,,,,FOTEST_PERSYM_BASELINE_DIAGNOSTIC,,False,,,,,False,False,,,,,0
TTD_SHORT,RULE_A_on_SHORT,,,,NO_TRADES,,False,,,,,False,False,False,False,True,,8
TWTUSDT_SHORT,N/A,,0.0,,NO_TRADES,,False,,,,,False,,True,,,,0
TXN_LONG,loose_entry,,,,NO_TRADES,20260522_023833,False,,,,,False,False,,,,,0
TXN_SHORT,BEST_PPL_v2_tight,,,,BELOW_THRESHOLD,20260522_023833,True,0.3,0.5,0.02,0.625,False,,,,,,0
UAN_LONG,fotest_baseline_UAN_LONG_2026-07-08,,,,FOTEST_PERSYM_BASELINE_DIAGNOSTIC,,False,,,,,False,False,,,,,0
UEC_SHORT,N/A,,,,NO_TRADES,,False,,,,,False,,False,,,,0
UNIUSDC_LONG,crypto_all_UNIUSDC_2026-05-03,0.19811306132137907,25.0,,CRYPTO_ALL,,False,,,,,False,True,,,,,0
UNIUSDC_SHORT,fotest_baseline_UNIUSDC_SHORT_2026-07-08,-0.30818264120259936,264.0,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,True,,,,0
USAR_LONG,BEST_PPL_v2_tight,,,,BELOW_THRESHOLD,20260522_023833,True,0.3,0.5,0.02,0.625,False,,,,,,0
USAR_SHORT,BEST_RULE_A_on,,,,BELOW_THRESHOLD,20260522_023833,False,,,,,False,,,,,,0
USO_LONG,RULE_A_on_LONG,,,,,,False,,,,,False,True,False,True,False,,7
UUUU_SHORT,N/A,,,,NO_TRADES,,False,,,,,False,,False,,,,0
VALE_LONG,N/A,,,,,,False,,,,,False,,,,,,0
VALE_SHORT,PPL_v2_loose_SHORT,0.5159,40.0,7.6618,,,True,0.6,0.9,0.05,0.5,False,False,True,False,True,eng:c6b8095f94+tm:99b018f650+wdd:1c8b4a8358+cfgt:cfcdca3628,40
VANRYUSDT_LONG,fotest_baseline_VANRYUSDT_LONG_2026-07-08,0.14618461584556425,138.0,,FOTEST_PERSYM_BASELINE,,False,,,,,False,True,,,,,0
VANRYUSDT_SHORT,N/A,,,,,,False,,,,,False,,True,,,,0
VETUSDT_SHORT,fotest_baseline_VETUSDT_SHORT_2026-07-08,-0.19091037337998237,133.0,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,True,,,,0
VICR_SHORT,N/A,,,,,,False,,,,,False,,,,,,0
VIRTUALUSDT_SHORT,fotest_baseline_VIRTUALUSDT_SHORT_2026-07-08,0.03843903549859914,178.0,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,True,,,,0
VLO_LONG,BEST_RULE_A_on,,,,BELOW_THRESHOLD,20260522_024059,False,,,,,False,,,,,,0
VLO_SHORT,BEST_PPL_v2_loose,,,,DISCARD,20260522_023833,True,0.6,0.9,0.05,0.5,False,,False,,,,0
VT_LONG,MATRIX_C5_1YR_WT_DC_EXIT_ENABLED_true,0.1906895724259652,39.0,34.6803,,,False,,,,,False,True,False,,,tradier-matrix-exec-c5-20260730:53c6a44f6e37b4806b3811f7f0f91e279811d0acee421581b2baf8f0c6ec1d11,39
WDAY_LONG,BEST_PPL_v2_loose,,,,FULL,20260522_024059,True,0.6,0.9,0.05,0.5,False,,,,,,0
WDAY_SHORT,BEST_PPL_v2_tight,,,,BELOW_THRESHOLD,20260522_023833,True,0.3,0.5,0.02,0.625,False,,,,,,0
WIFUSDC_SHORT,fotest_baseline_WIFUSDC_SHORT_2026-07-08,-0.41828661695497316,221.0,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,False,,,,0
WLDUSDC_LONG,N/A,,0.0,,NO_TRADES,,False,,,,,False,True,,,,,0
WLDUSDC_SHORT,N/A,,,,,,False,,,,,False,,True,,,,0
WLFIUSDC_SHORT,fotest_baseline_WLFIUSDC_SHORT_2026-07-08,-0.15278838904506348,124.0,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,False,,,,0
WPM_SHORT,N/A,,,,NO_TRADES,,False,,,,,False,,False,,,,0
WUSDT_SHORT,fotest_baseline_WUSDT_SHORT_2026-07-08,,,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,False,,,,0
XLE_LONG,N/A,,,,,,False,,,,,False,,,,,,0
XLMUSDT_LONG,fotest_baseline_XLMUSDT_LONG_2026-07-07,,,,FOTEST_PERSYM_BASELINE,,False,,,,,False,True,,,,,0
XLMUSDT_SHORT,crypto_all_XLMUSDT_2026-05-03,0.13173308683739146,294.0,,CRYPTO_ALL,,False,,,,,False,,True,,,,0
XMRUSDT_SHORT,N/A,,0.0,,NO_TRADES,,False,,,,,False,,True,,,,0
XOP_LONG,BEST_NOLOSS_WT5of5,,,,BELOW_THRESHOLD,20260522_023833,False,,,,,False,,,,,,0
XOP_SHORT,BEST_RULE_A_on,,,,LOW_SAMPLE,20260522_023833,False,,,,,False,,,,,,0
XPLUSDT_LONG,N/A,,0.0,,NO_TRADES,,False,,,,,False,True,,,,,0
XRPUSDC_LONG,fotest_baseline_XRPUSDC_LONG_2026-07-08,0.8941576848585745,35.0,,FOTEST_PERSYM_BASELINE,,False,,,,,False,True,,,,,0
XRPUSDC_SHORT,fotest_baseline_XRPUSDC_SHORT_2026-07-08,0.1919913633043642,182.0,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,False,,,,0
XTZUSDT_LONG,crypto_all_XTZUSDT_2026-05-03,0.2994568521364714,79.0,,CRYPTO_ALL,,False,,,,,False,True,,,,,0
XTZUSDT_SHORT,fotest_baseline_XTZUSDT_SHORT_2026-07-08,-0.0782522723913228,201.0,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,True,,,,0
YFIUSDT_LONG,fotest_baseline_YFIUSDT_LONG_2026-07-08,0.5988583813889469,26.0,,FOTEST_PERSYM_BASELINE_DIAGNOSTIC,,False,,,,,False,True,,,,,0
YGGUSDT_SHORT,N/A,,0.0,,NO_TRADES,,False,,,,,False,,True,,,,0
ZECUSDC_LONG,fotest_baseline_ZECUSDC_LONG_2026-07-07,,,,FOTEST_PERSYM_BASELINE,,False,,,,,False,True,,,,,0
ZECUSDC_SHORT,fotest_baseline_ZECUSDC_SHORT_2026-07-07,,,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,True,,,,0
ZENUSDT_LONG,crypto_all_ZENUSDT_2026-05-03,0.17097720217475046,282.0,,CRYPTO_ALL,,False,,,,,False,True,,,,,0
ZENUSDT_SHORT,fotest_baseline_ZENUSDT_SHORT_2026-07-07,,,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,False,,,,0
ZILUSDT_SHORT,fotest_baseline_ZILUSDT_SHORT_2026-07-08,,,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,False,,,,0
ZKUSDT_SHORT,fotest_baseline_ZKUSDT_SHORT_2026-07-08,-0.1428478595504235,284.0,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,False,,,,0
ZROUSDT_SHORT,fotest_baseline_ZROUSDT_SHORT_2026-07-08,-0.3773109440391368,162.0,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,True,,,,0
ZRXUSDT_SHORT,fotest_baseline_ZRXUSDT_SHORT_2026-07-08,-0.34358809590667266,230.0,,FOTEST_PERSYM_BASELINE,,False,,,,,False,,True,,,,0
