Switch,Scope,Scope_Reason,Verdict,Reason,Groups,Source_Sheets,Declared_Quick,Read_Quick,Read_Wide,Read_Scalar,Read_Live_Crypto,Read_Live_Stock,Values_Defined,TFs_Tested,Empirical_Rows,Unique_Behaviors,Unique_Deltas
RSI_ENTRY_SHORT_TRADIER,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,VALUE_ALIAS,distinct active values alias at 15m,ENGINE_AUTO_WIRED|ENTRY|QUICK_CONFIG|RECENT_5D,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D|SWITCH_CATALOG,True,True,False,False,False,True,"[58.0,29.0,43.5,72.5,87.0,58.1]",5m|15m|1h|4h|D,30,26,26
