sym,switch,candidate,window,F_vec_delta,G_live_delta,F_filling,G_filling,vec_trades,live_trades,parity_pp
BNBUSDC_LONG,MACD_ZERO_CROSS_TF,4h,30,-0.0774,0,True,False,12,0,0.0774
BNBUSDC_LONG,MACD_ZERO_CROSS_TF,1h,365,0.0,0,False,False,0,0,0.1893
BNBUSDC_LONG,MACD_ZERO_CROSS_TF,1h,30,0.0,0,False,False,0,0,0.2456
BNBUSDC_LONG,MACD_ZERO_CROSS_TF,15m,365,0.0,0,False,False,33,0,0.0
BNBUSDC_LONG,MACD_ZERO_CROSS_TF,15m,30,0.0,0,False,False,8,0,0.0
BNBUSDC_LONG,MI_MIN_GAIN_EXIT,0,365,0.0099,0,True,False,31,0,0.0099
BNBUSDC_LONG,MI_MIN_GAIN_EXIT,0,30,-0.08,0,True,False,12,0,0.08
BNBUSDC_LONG,MI_MIN_GAIN_EXIT,0.5,365,0.0,0,False,False,0,0,0.1893
BNBUSDC_LONG,MI_MIN_GAIN_EXIT,0.5,30,0.0,0,False,False,0,0,0.2456
BNBUSDC_LONG,MI_MIN_GAIN_EXIT,1.0,365,0.0,0,False,False,0,0,0.1893
BNBUSDC_LONG,MI_MIN_GAIN_EXIT,1.0,30,0.0,0,False,False,0,0,0.2456
BNBUSDC_LONG,MI_MIN_GAIN_EXIT,2.0,365,-0.0004,0,True,False,35,0,0.0004
BNBUSDC_LONG,MI_MIN_GAIN_EXIT,2.0,30,0.1586,0,True,False,12,0,0.1586
BNBUSDC_LONG,PARTIAL_EXIT_FRAC,0,365,0.0,0,False,False,0,0,0.1893
BNBUSDC_LONG,PARTIAL_EXIT_FRAC,0,30,0.0,0,False,False,0,0,0.2456
BNBUSDC_LONG,PARTIAL_EXIT_FRAC,0.5,365,-0.0004,0,True,False,35,0,0.0004
BNBUSDC_LONG,PARTIAL_EXIT_FRAC,0.5,30,0.1586,0,True,False,12,0,0.1586
BNBUSDC_LONG,PARTIAL_EXIT_FRAC,1.0,365,0.0,0,True,False,33,0,0.0
BNBUSDC_LONG,PARTIAL_EXIT_FRAC,1.0,30,-0.0685,0,True,False,12,0,0.0685
BNBUSDC_LONG,PARTIAL_EXIT_FRAC,2.0,365,0.0,0,False,False,0,0,0.1893
BNBUSDC_LONG,PARTIAL_EXIT_FRAC,2.0,30,0.0,0,False,False,0,0,0.2456
BNBUSDC_LONG,QUICK_REENTRY_60MIN_MIN_PCT,0,365,0.0,0,False,False,0,0,0.1893
BNBUSDC_LONG,QUICK_REENTRY_60MIN_MIN_PCT,0,30,0.0,0,False,False,0,0,0.2456
BNBUSDC_LONG,QUICK_REENTRY_60MIN_MIN_PCT,0.5,365,-0.0004,0,True,False,35,0,0.0004
BNBUSDC_LONG,QUICK_REENTRY_60MIN_MIN_PCT,0.5,30,0.1586,0,True,False,12,0,0.1586
BNBUSDC_LONG,QUICK_REENTRY_60MIN_MIN_PCT,1.0,365,0.0,0,True,False,33,0,0.0
BNBUSDC_LONG,QUICK_REENTRY_60MIN_MIN_PCT,1.0,30,-0.0685,0,True,False,12,0,0.0685
BNBUSDC_LONG,QUICK_REENTRY_60MIN_MIN_PCT,2.0,365,0.0,0,False,False,0,0,0.1893
BNBUSDC_LONG,QUICK_REENTRY_60MIN_MIN_PCT,2.0,30,0.0,0,False,False,0,0,0.2456
BNBUSDC_LONG,REENTRY2_STOCH_CROSS_ENABLED,False,365,0.0,0,False,False,33,0,0.0
BNBUSDC_LONG,REENTRY2_STOCH_CROSS_ENABLED,False,30,0.0,0,False,False,8,0,0.0
BNBUSDC_LONG,REENTRY2_STOCH_CROSS_ENABLED,True,365,0.0,0,False,False,33,0,0.0
BNBUSDC_LONG,REENTRY2_STOCH_CROSS_ENABLED,True,30,0.0,0,False,False,8,0,0.0
BNBUSDC_LONG,REENTRY_K15M_PARTIAL_MULT,0.125,365,0.0,0,False,False,0,0,0.1893
BNBUSDC_LONG,REENTRY_K15M_PARTIAL_MULT,0.125,30,0.0,0,False,False,0,0,0.2456
BNBUSDC_LONG,REENTRY_K15M_PARTIAL_MULT,0.1875,365,0.0155,0,True,False,33,0,0.0155
BNBUSDC_LONG,REENTRY_K15M_PARTIAL_MULT,0.1875,30,0.0987,0,True,False,12,0,0.0987
BNBUSDC_LONG,REENTRY_K15M_PARTIAL_MULT,0.25,365,0.0099,0,True,False,31,0,0.0099
BNBUSDC_LONG,REENTRY_K15M_PARTIAL_MULT,0.25,30,-0.08,0,True,False,12,0,0.08
BNBUSDC_LONG,REENTRY_K15M_PARTIAL_MULT,0.3125,365,0.0115,0,True,False,31,0,0.0115
BNBUSDC_LONG,REENTRY_K15M_PARTIAL_MULT,0.3125,30,-0.0774,0,True,False,12,0,0.0774
