sheet,family,Switch,default,status,vector_causal,live_read,declared_in_quick,badly_wired,is_low_tf
ENTRY_PULLBACK_BOUNCE,ENTRY,BREAKOUT_RETEST_FILTER_TF,15m,HOOKED_BOTH,True,True,True,False,
ENTRY_BREAKOUT,ENTRY,BB_BREAKOUT_SCORE,20,HOOKED_BOTH,True,True,True,False,
ENTRY_BREAKOUT,ENTRY,BB_BREAKOUT_SCORE,40,HOOKED_BOTH,True,True,True,False,
ENTRY_BREAKOUT,ENTRY,BTC_BREAKOUT_ENTRY_ENABLED,True,HOOKED_BOTH,True,True,True,False,
ENTRY_BREAKOUT,ENTRY,BTC_BREAKOUT_ENTRY_ENABLED,False,HOOKED_BOTH,True,True,True,False,
ENTRY_BREAKOUT,ENTRY,STDEV_BREAKOUT_ENABLED,False,HOOKED_BOTH,True,True,True,False,
ENTRY_BREAKOUT,ENTRY,STDEV_BREAKOUT_ENABLED,True,HOOKED_BOTH,True,True,True,False,
ENTRY_BREAKOUT,ENTRY,STDEV_BREAKOUT_PCTB_LONG,False,QUICK_NOT_CAUSAL,False,True,True,False,
ENTRY_BREAKOUT,ENTRY,STDEV_BREAKOUT_PCTB_LONG,True,QUICK_NOT_CAUSAL,False,True,True,False,
ENTRY_BREAKOUT,ENTRY,STDEV_BREAKOUT_PCTB_SHORT,False,QUICK_NOT_CAUSAL,False,True,True,False,
ENTRY_BREAKOUT,ENTRY,STDEV_BREAKOUT_PCTB_SHORT,True,QUICK_NOT_CAUSAL,False,True,True,False,
ENTRY_BREAKOUT,ENTRY,DC_BREAKOUT_SCORE,False,HOOKED_BOTH,True,True,True,False,
ENTRY_BREAKOUT,ENTRY,DC_BREAKOUT_SCORE,True,HOOKED_BOTH,True,True,True,False,
ENTRY_BREAKOUT,ENTRY,DC_BREAKOUT_TF,15m,HOOKED_BOTH,True,True,True,False,
ENTRY_BREAKOUT,ENTRY,DC_BREAKOUT_TF,1h,HOOKED_BOTH,True,True,True,False,
ENTRY_BREAKOUT,ENTRY,DC_BREAKOUT_TF,4h,HOOKED_BOTH,True,True,True,False,
ENTRY_BREAKOUT,ENTRY,DC_BREAKOUT_TF,D,HOOKED_BOTH,True,True,True,False,
ENTRY_BREAKOUT,ENTRY,RZ_BREAKOUT_BAND,False,QUICK_NOT_CAUSAL,False,True,True,False,
ENTRY_BREAKOUT,ENTRY,RZ_BREAKOUT_BAND,True,QUICK_NOT_CAUSAL,False,True,True,False,
ENTRY_BREAKOUT,ENTRY,RZ_BREAKOUT_ENTRY_ENABLED,True,QUICK_NOT_CAUSAL,False,True,True,False,
ENTRY_BREAKOUT,ENTRY,RZ_BREAKOUT_ENTRY_ENABLED,False,QUICK_NOT_CAUSAL,False,True,True,False,
ENTRY_BREAKOUT,ENTRY,ADX_RANGING_THRESHOLD,False,HOOKED_BOTH,True,True,True,False,
ENTRY_BREAKOUT,ENTRY,ADX_RANGING_THRESHOLD,True,HOOKED_BOTH,True,True,True,False,
ENTRY_BREAKOUT,ENTRY,BAND_ARROW_ENABLED,True,HOOKED_BOTH,True,True,True,False,
ENTRY_BREAKOUT,ENTRY,BAND_ARROW_ENABLED,False,HOOKED_BOTH,True,True,True,False,
ENTRY_BREAKOUT,ENTRY,LR_BAND_LADDER_TF_BOTTOM,False,QUICK_NOT_CAUSAL,False,True,True,False,
ENTRY_BREAKOUT,ENTRY,LR_BAND_LADDER_TF_BOTTOM,True,QUICK_NOT_CAUSAL,False,True,True,False,
ENTRY_BREAKOUT,ENTRY,LR_BAND_LADDER_TF_TOP,False,QUICK_NOT_CAUSAL,False,True,True,False,
ENTRY_BREAKOUT,ENTRY,LR_BAND_LADDER_TF_TOP,True,QUICK_NOT_CAUSAL,False,True,True,False,
ENTRY_BREAKOUT,ENTRY,ATR_TRAIL_FILTER_TF,OFF,HOOKED_BOTH,True,True,True,False,
ENTRY_BREAKOUT,ENTRY,BANDAID_OFF_LOSER_RECOVER_PCT,0,HOOKED_BOTH,True,True,True,False,
ENTRY_BREAKOUT,ENTRY,BTC_ACCEL_RAMP_REQUIRE_POSITIVE,0.0,HOOKED_BOTH,True,True,True,False,
ENTRY_BREAKOUT,ENTRY,BTC_DEDICATED_FILTER_TF,OFF,HOOKED_BOTH,True,True,True,False,
ENTRY_BREAKOUT,ENTRY,BTC_HARD_BLOCK_OTHER_ACCOUNTS,0.0,HOOKED_BOTH,True,True,True,False,
ENTRY_BREAKOUT,ENTRY,BTC_ROUND_BANDS_EACH_SIDE,0.0,HOOKED_BOTH,True,True,True,False,
ENTRY_BREAKOUT,ENTRY,BT_WT_CROSS_LADDER_FILTER_TF,OFF,HOOKED_BOTH,True,True,True,False,
ENTRY_BREAKOUT,ENTRY,CANDLE_PATTERN_STOPS_FILTER_TF,OFF,HOOKED_BOTH,True,True,True,False,
ENTRY_BREAKOUT,ENTRY,CIRCUIT_SHARPE_GATES_FILTER_TF,OFF,HOOKED_BOTH,True,True,True,False,
ENTRY_BREAKOUT,ENTRY,COOLDOWN_LOCKS_FILTER_TF,OFF,HOOKED_BOTH,True,True,True,False,
ENTRY_BREAKOUT,ENTRY,CRYPTO_SPIKE_FADE_THRESHOLD_PCT,10,HOOKED_BOTH,True,True,True,False,
ENTRY_BREAKOUT,ENTRY,DC_BREACH_REDUCE_FILTER_TF,OFF,HOOKED_BOTH,True,True,True,False,
ENTRY_BREAKOUT,ENTRY,DC_BREAK_FILTER_TF,OFF,HOOKED_BOTH,True,True,True,False,
ENTRY_BREAKOUT,ENTRY,DC_MOMENTUM_BOTA_SCORER_FILTER_TF,OFF,HOOKED_BOTH,True,True,True,False,
