key,status,strategy_return_pct,side_aware_bh_return_pct,alpha_vs_bh_pp,real_closes,time_in_market_pct,validation,run_id,historical_npz_dir,historical_npz_sha256,complete_recipe_sha256,blockers
FIVN_LONG,CANARY_READY_CONDITIONAL,8.92,-24.023417490647898,32.943417490647896,110,34.1646,"['2025-07-01', '2026-01-01']",full_recipe_20260803T074604Z_FIVN_LONG,/home/niels/binance-sandbox/data/matrix_npz/path_hotlist_20260801,90ad0f1efd9366a437fd8718e88bbbbeee167cb2d50a6ba05f08617b5113e888,b398e86df8607000892a2692af94dd003c2ad9f28389204cd5f8a8fd55e9c696,
AG_SHORT,CANARY_READY_CONDITIONAL,9.92,2.93328619930509,6.986713800694909,56,73.4277,"['2026-01-01', '2026-07-25']",full_recipe_20260803T055903Z_AG_SHORT,/home/niels/binance-sandbox/data/matrix_npz/cohort17_nearmiss_causal_v8_20260802,77d8bd2f86136551eea7d598c3bcd96e5993e3efd01ebaa988ec4874c30ce766,2e5e1b415d978c690c820f9c999a45f7bf546b286d9d5348625f1a40adff91db,ENTRY_ARTIFACT_UNAVAILABLE_ON_MAC
NXE_SHORT,CANARY_READY_FULL_RECIPE_PRIORITY_REQUIRED,3.38,-2.4344984575632695,5.814498457563269,49,66.6146,"['2025-12-01', '2026-08-02']",full_recipe_20260803T061358Z_NXE_SHORT,/home/niels/binance-sandbox/data/reports/vec_research/classic_formations_full_universe_20260802/npz_universe_v1,ddde3468cb8dc4453523e3d22dcda1e5bda3fdbf643304b85539f58fec7e2e5a,e9e19a203a1c581546ba42354f65d1306e0f8fe622da494ceb18f8ff661086af,FORMATION_REQUIRES_FULL_RECIPE_PRIORITY_CLAIM_CANARY
OKE_LONG,HISTORICAL_EXACT_ONLY_BLOCKED_CURRENT_QUALIFICATION,-0.36,-9.703586055217283,9.343586055217283,71,56.3499,"['2025-07-01', '2026-01-01']",full_recipe_20260803T055704Z_OKE_LONG,/home/niels/binance-sandbox/data/matrix_npz/path_hotlist_20260801,1b652f3aefb186c38f5d5bdec7ea413234cbd592b0fa2dafecac484bd698a638,b7d770e4dfeebccf0c0496a6e0cbd399afd0c5c894e97f366ce1c32e2950ef60,RETURN_NOT_STRICTLY_POSITIVE_PER_BIBLE_16_43
