switch,quickconfig_declared,vector_read,vector_causal_read,live_declared,live_read,exact_semantics,status,semantic_contract,executable_test,adapter_equivalent_names,vector_read_sites,vector_causal_read_sites,vector_synthetic_read_sites,live_read_sites,live_declaration_sites
BAND_SLOPE_SIZING_V2_DEPTH_GAIN,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""BAND_SLOPE_SIZING_V2_DEPTH_GAIN""]","[""v12_quick_engine.py:12656:getattr"",""v12_quick_engine.py:9252:attribute""]","[""v12_quick_engine.py:9252:attribute""]","[""v12_quick_engine.py:12656:getattr""]","[""ez_manage.py:21779:getattr"",""ez_positions_quick.py:1332:getattr"",""tradier_manage.py:22976:_cfg_auto""]","[""config.py:1105"",""config_tradier.py:754""]"
BAND_SLOPE_SIZING_V2_ENABLED,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""BAND_SLOPE_SIZING_V2_ENABLED""]","[""v12_quick_engine.py:12662:getattr"",""v12_quick_engine.py:9239:attribute""]","[""v12_quick_engine.py:9239:attribute""]","[""v12_quick_engine.py:12662:getattr""]","[""ez_manage.py:21771:getattr"",""ez_positions_quick.py:1324:getattr"",""tradier_manage.py:22965:_cfg_auto""]","[""config.py:1103"",""config_tradier.py:752""]"
BAND_SLOPE_SIZING_V2_MAX,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""BAND_SLOPE_SIZING_V2_MAX""]","[""v12_quick_engine.py:12665:getattr"",""v12_quick_engine.py:9255:attribute""]","[""v12_quick_engine.py:9255:attribute""]","[""v12_quick_engine.py:12665:getattr""]","[""ez_manage.py:21783:getattr"",""ez_positions_quick.py:1336:getattr"",""tradier_manage.py:22980:_cfg_auto""]","[""config.py:1108"",""config_tradier.py:757""]"
BAND_SLOPE_SIZING_V2_MIN,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""BAND_SLOPE_SIZING_V2_MIN""]","[""v12_quick_engine.py:12671:getattr"",""v12_quick_engine.py:9254:attribute""]","[""v12_quick_engine.py:9254:attribute""]","[""v12_quick_engine.py:12671:getattr""]","[""ez_manage.py:21783:getattr"",""ez_positions_quick.py:1336:getattr"",""tradier_manage.py:22980:_cfg_auto""]","[""config.py:1107"",""config_tradier.py:756""]"
BAND_SLOPE_SIZING_V2_SLOPE_NORM_PCT_DAY,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""BAND_SLOPE_SIZING_V2_SLOPE_NORM_PCT_DAY""]","[""v12_quick_engine.py:12677:getattr"",""v12_quick_engine.py:9253:attribute""]","[""v12_quick_engine.py:9253:attribute""]","[""v12_quick_engine.py:12677:getattr""]","[""ez_manage.py:21780:getattr"",""ez_positions_quick.py:1333:getattr"",""tradier_manage.py:22977:_cfg_auto""]","[""config.py:1106"",""config_tradier.py:755""]"
BAND_SLOPE_SIZING_V2_TF,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""BAND_SLOPE_SIZING_V2_TF""]","[""v12_quick_engine.py:9242:attribute""]","[""v12_quick_engine.py:9242:attribute""]",[],"[""ez_manage.py:21772:getattr"",""ez_positions_quick.py:1325:getattr"",""tradier_manage.py:22968:_cfg_auto""]","[""config.py:1104"",""config_tradier.py:753""]"
BAR_PATTERNS_ENABLED,True,False,False,True,False,False,VECTOR_NOT_READ,,,"[""BAR_PATTERNS_ENABLED""]",[],[],[],[],"[""config.py:5422""]"
BAR_PATTERNS_FILTER_TF,True,False,False,True,False,False,VECTOR_NOT_READ,,,"[""BAR_PATTERNS_FILTER_TF""]",[],[],[],[],"[""config.py:5198"",""config_tradier.py:3491""]"
BASE_TF,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""BASE_TF""]","[""v12_quick_engine.py:3392:getattr"",""v12_quick_engine.py:9395:getattr""]","[""v12_quick_engine.py:3392:getattr"",""v12_quick_engine.py:9395:getattr""]",[],"[""tradier_manage.py:11561:_cfg""]","[""config.py:39"",""config_tradier.py:3076""]"
BASIS_CONDITION,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""BASIS_CONDITION""]","[""v12_quick_engine.py:13205:getattr"",""v12_quick_engine.py:14699:getattr""]","[""v12_quick_engine.py:14699:getattr""]","[""v12_quick_engine.py:13205:getattr""]","[""ez_manage.py:1591:getattr"",""ez_positions_quick.py:11393:getattr"",""ez_positions_quick.py:13093:getattr"",""ez_positions_quick.py:2113:getattr"",""tradier_manage.py:11637:_cfg""]","[""config.py:2293"",""config_tradier.py:2143""]"
BB4H_BREAKOUT_LADDER_BASIS_PCT,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""BB4H_BREAKOUT_LADDER_BASIS_PCT""]",[],[],[],"[""ez_manage.py:4461:getattr"",""tradier_manage.py:8402:_cfg"",""tradier_manage.py:8594:_cfg""]","[""config.py:2742"",""config_tradier.py:2151""]"
BB4H_BREAKOUT_LADDER_BREAKOUT_PCT,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""BB4H_BREAKOUT_LADDER_BREAKOUT_PCT""]",[],[],[],"[""ez_manage.py:4460:getattr"",""tradier_manage.py:8401:_cfg"",""tradier_manage.py:8593:_cfg""]","[""config.py:2741"",""config_tradier.py:2150""]"
BB4H_BREAKOUT_LADDER_ENABLED,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""BB4H_BREAKOUT_LADDER_ENABLED""]",[],[],[],"[""ez_manage.py:4445:getattr"",""ez_manage.py:46419:getattr"",""tradier_manage.py:8390:_cfg"",""tradier_manage.py:8582:_cfg""]","[""config.py:2739"",""config_tradier.py:2148""]"
BB4H_BREAKOUT_LADDER_MAX_STOCK_SHARES,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""BB4H_BREAKOUT_LADDER_MAX_STOCK_SHARES""]",[],[],[],"[""tradier_manage.py:8407:_cfg"",""tradier_manage.py:8599:_cfg""]","[""config.py:2745"",""config_tradier.py:2154""]"
BB4H_BREAKOUT_LADDER_STOCK_MAX_NOTIONAL_USD,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""BB4H_BREAKOUT_LADDER_STOCK_MAX_NOTIONAL_USD""]",[],[],[],"[""tradier_manage.py:8406:_cfg"",""tradier_manage.py:8598:_cfg""]","[""config.py:2744"",""config_tradier.py:2153""]"
BB4H_BREAKOUT_LADDER_TARGET_USD,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""BB4H_BREAKOUT_LADDER_TARGET_USD""]",[],[],[],"[""ez_manage.py:4463:getattr"",""tradier_manage.py:8404:_cfg"",""tradier_manage.py:8596:_cfg""]","[""config.py:2740"",""config_tradier.py:2149""]"
BB4H_BREAKOUT_LADDER_WT_CROSS_PCT,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""BB4H_BREAKOUT_LADDER_WT_CROSS_PCT""]",[],[],[],"[""ez_manage.py:4462:getattr"",""tradier_manage.py:8403:_cfg"",""tradier_manage.py:8595:_cfg""]","[""config.py:2743"",""config_tradier.py:2152""]"
BB_AUTO_TUNE_ENABLED,True,True,True,True,False,False,LIVE_NOT_READ,,,"[""BB_AUTO_TUNE_ENABLED""]","[""v12_quick_engine.py:14621:getattr""]","[""v12_quick_engine.py:14621:getattr""]",[],[],"[""config.py:1148""]"
BB_AUTO_TUNE_LOOKBACK,True,True,True,True,False,False,LIVE_NOT_READ,,,"[""BB_AUTO_TUNE_LOOKBACK""]","[""v12_quick_engine.py:14622:getattr""]","[""v12_quick_engine.py:14622:getattr""]",[],[],"[""config.py:1139""]"
BB_AUTO_TUNE_MAX_MULT,True,True,True,True,False,False,LIVE_NOT_READ,,,"[""BB_AUTO_TUNE_MAX_MULT""]","[""v12_quick_engine.py:14624:getattr""]","[""v12_quick_engine.py:14624:getattr""]",[],[],"[""config.py:1141""]"
BB_AUTO_TUNE_MIN_MULT,True,True,True,True,False,False,LIVE_NOT_READ,,,"[""BB_AUTO_TUNE_MIN_MULT""]","[""v12_quick_engine.py:14623:getattr""]","[""v12_quick_engine.py:14623:getattr""]",[],[],"[""config.py:1138""]"
BB_BREAKOUT_CONT_ENABLED,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""BB_BREAKOUT_CONT_ENABLED""]",[],[],[],"[""ez_manage.py:42442:getattr""]","[""config.py:932"",""config_tradier.py:3244""]"
BB_BREAKOUT_CONT_HOURS,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""BB_BREAKOUT_CONT_HOURS""]",[],[],[],"[""ez_manage.py:42441:getattr""]","[""config.py:933""]"
BB_BREAKOUT_ENABLED,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""BB_BREAKOUT_ENABLED""]","[""v12_quick_engine.py:6537:attribute""]","[""v12_quick_engine.py:6537:attribute""]",[],"[""ez_positions_quick.py:4372:getattr"",""tradier_manage.py:9228:_cfg_auto""]","[""config.py:2735"",""config_tradier.py:2144""]"
BB_BREAKOUT_SCORE,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""BB_BREAKOUT_SCORE""]","[""v12_quick_engine.py:14681:getattr"",""v12_quick_engine.py:14682:getattr"",""v12_quick_engine.py:7234:attribute""]","[""v12_quick_engine.py:14681:getattr"",""v12_quick_engine.py:14682:getattr"",""v12_quick_engine.py:7234:attribute""]",[],"[""ez_positions_quick.py:4379:getattr"",""ez_positions_quick.py:4381:getattr"",""tradier_manage.py:9232:_cfg_auto""]","[""config.py:2736"",""config_tradier.py:2145""]"
BB_BREAKOUT_TF,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""BB_BREAKOUT_TF""]","[""v12_quick_engine.py:6538:attribute""]","[""v12_quick_engine.py:6538:attribute""]",[],"[""ez_positions_quick.py:4373:getattr"",""tradier_manage.py:9229:_cfg_auto""]","[""config.py:2737"",""config_tradier.py:2146""]"
BB_ENTRY_LONG_THRESHOLD,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""BB_ENTRY_LONG_THRESHOLD""]","[""v12_quick_engine.py:6885:getattr""]","[""v12_quick_engine.py:6885:getattr""]",[],"[""ez_manage.py:35591:attribute"",""ez_manage.py:35596:attribute"",""tradier_manage.py:11638:_cfg"",""tradier_manage.py:9477:_cfg_auto""]","[""config.py:2436"",""config_tradier.py:2167""]"
BB_ENTRY_SHORT_THRESHOLD,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""BB_ENTRY_SHORT_THRESHOLD""]","[""v12_quick_engine.py:6885:getattr""]","[""v12_quick_engine.py:6885:getattr""]",[],"[""ez_manage.py:35599:attribute"",""ez_manage.py:35604:attribute"",""tradier_manage.py:11643:_cfg"",""tradier_manage.py:9478:_cfg_auto""]","[""config.py:2437"",""config_tradier.py:2168""]"
BB_FROZEN_STOP_ENABLED,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""BB_FROZEN_STOP_ENABLED""]","[""v12_quick_engine.py:15337:getattr""]","[""v12_quick_engine.py:15337:getattr""]",[],"[""ez_manage.py:41246:getattr"",""tradier_manage.py:11648:_cfg""]","[""config.py:1093"",""config_tradier.py:950""]"
BB_FROZEN_STOP_FIELD,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""BB_FROZEN_STOP_FIELD""]",[],[],[],"[""ez_manage.py:41250:getattr""]","[""config.py:1095"",""config_tradier.py:952""]"
BB_FROZEN_STOP_TF,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""BB_FROZEN_STOP_TF""]",[],[],[],"[""ez_manage.py:41249:getattr""]","[""config.py:1094"",""config_tradier.py:951""]"
BB_LONG_ENTRY_MAX,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""BB_LONG_ENTRY_MAX""]","[""v12_quick_engine.py:14700:getattr""]","[""v12_quick_engine.py:14700:getattr""]",[],"[""ez_manage.py:1592:getattr""]","[""config.py:5199"",""config_tradier.py:3492""]"
BB_PCTB_ENTRY_ENABLED,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""BB_PCTB_ENTRY_ENABLED""]","[""v12_quick_engine.py:6884:getattr""]","[""v12_quick_engine.py:6884:getattr""]",[],"[""tradier_manage.py:9474:_cfg_auto""]","[""config.py:40"",""config_tradier.py:53""]"
BB_PULLBACK_GATE_ENABLED,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""BB_PULLBACK_GATE_ENABLED""]","[""v12_quick_engine.py:7554:attribute""]","[""v12_quick_engine.py:7554:attribute""]",[],"[""tradier_manage.py:9366:_cfg"",""tradier_manage.py:9368:_cfg_auto""]","[""config.py:4230"",""config_tradier.py:2175""]"
BB_PULLBACK_GATE_FILTER_TF,True,False,False,True,False,False,VECTOR_NOT_READ,,,"[""BB_PULLBACK_GATE_FILTER_TF""]",[],[],[],[],"[""config.py:5200"",""config_tradier.py:3493""]"
BB_PULLBACK_GATE_LONG_MAX,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""BB_PULLBACK_GATE_LONG_MAX""]","[""v12_quick_engine.py:7557:getattr""]","[""v12_quick_engine.py:7557:getattr""]",[],"[""tradier_manage.py:9376:_cfg"",""tradier_manage.py:9378:_cfg_auto""]","[""config.py:4231"",""config_tradier.py:2177""]"
BB_PULLBACK_GATE_MIN_TFS,True,False,False,True,False,False,VECTOR_NOT_READ,,,"[""BB_PULLBACK_GATE_MIN_TFS""]",[],[],[],[],"[""config.py:5201"",""config_tradier.py:3494""]"
BB_PULLBACK_GATE_SHORT_MIN,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""BB_PULLBACK_GATE_SHORT_MIN""]","[""v12_quick_engine.py:7559:getattr""]","[""v12_quick_engine.py:7559:getattr""]",[],"[""tradier_manage.py:9381:_cfg"",""tradier_manage.py:9383:_cfg_auto""]","[""config.py:4232"",""config_tradier.py:2178""]"
BB_PULLBACK_GATE_TF,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""BB_PULLBACK_GATE_TF""]","[""v12_quick_engine.py:7555:attribute""]","[""v12_quick_engine.py:7555:attribute""]",[],"[""tradier_manage.py:9371:_cfg"",""tradier_manage.py:9373:_cfg_auto""]","[""config.py:4233"",""config_tradier.py:2176""]"
BB_RECOVERY_ENABLED,True,False,False,True,False,False,VECTOR_NOT_READ,,,"[""BB_RECOVERY_ENABLED""]",[],[],[],[],"[""config.py:5423""]"
BB_RECOVERY_ENTRY_ENABLED,True,False,False,True,False,False,VECTOR_NOT_READ,,,"[""BB_RECOVERY_ENTRY_ENABLED""]",[],[],[],[],"[""config.py:5424""]"
BB_RECOVERY_ENTRY_FILTER_TF,True,False,False,True,False,False,VECTOR_NOT_READ,,,"[""BB_RECOVERY_ENTRY_FILTER_TF""]",[],[],[],[],"[""config.py:5202"",""config_tradier.py:3495""]"
BB_RECOVERY_ENTRY_MIN_TFS,True,False,False,True,False,False,VECTOR_NOT_READ,,,"[""BB_RECOVERY_ENTRY_MIN_TFS""]",[],[],[],[],"[""config.py:5203"",""config_tradier.py:3496""]"
BB_RECOVERY_EXIT_ENABLED,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""BB_RECOVERY_EXIT_ENABLED""]",[],[],[],"[""tradier_manage.py:27341:_cfg""]","[""config.py:5425""]"
BB_RECOVERY_EXIT_ENABLED_TRADIER,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""BB_RECOVERY_EXIT_ENABLED_TRADIER""]","[""v12_quick_engine.py:11780:getattr"",""v12_quick_engine.py:8899:getattr""]","[""v12_quick_engine.py:8899:getattr""]","[""v12_quick_engine.py:11780:getattr""]","[""tradier_manage.py:20869:_cfg_auto""]","[""config.py:4238"",""config_tradier.py:1153""]"
BB_RECOVERY_EXIT_TOLERANCE_ATR_MULT_TRADIER,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""BB_RECOVERY_EXIT_TOLERANCE_ATR_MULT_TRADIER""]","[""v12_quick_engine.py:11784:getattr""]",[],"[""v12_quick_engine.py:11784:getattr""]","[""tradier_manage.py:20887:_cfg_auto""]","[""config.py:4239"",""config_tradier.py:1155""]"
BB_RECOVERY_EXIT_TOLERANCE_PCT_TRADIER,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""BB_RECOVERY_EXIT_TOLERANCE_PCT_TRADIER""]","[""v12_quick_engine.py:11791:getattr""]",[],"[""v12_quick_engine.py:11791:getattr""]","[""tradier_manage.py:20886:_cfg_auto""]","[""config.py:4240"",""config_tradier.py:1154""]"
BB_RECOVERY_FILTER_TF,True,False,False,True,False,False,VECTOR_NOT_READ,,,"[""BB_RECOVERY_FILTER_TF""]",[],[],[],[],"[""config.py:5204"",""config_tradier.py:3497""]"
BB_RSI_STOCH_BB_MAX,True,True,True,True,True,True,EXACT_STATIC_SEMANTICS,side-mirrored Bollinger percent-B threshold,test_v12_live_optional_tf_parity.py,"[""BB_RSI_STOCH_BB_MAX""]","[""v12_quick_engine.py:6521:attribute"",""v12_quick_engine.py:6527:attribute""]","[""v12_quick_engine.py:6521:attribute"",""v12_quick_engine.py:6527:attribute""]",[],"[""tradier_manage.py:11660:_cfg""]","[""config.py:4241"",""config_tradier.py:2172""]"
BB_RSI_STOCH_K_MAX,True,True,True,True,True,True,EXACT_STATIC_SEMANTICS,side-mirrored stochastic threshold,test_v12_live_optional_tf_parity.py,"[""BB_RSI_STOCH_K_MAX""]","[""v12_quick_engine.py:6523:attribute"",""v12_quick_engine.py:6529:attribute""]","[""v12_quick_engine.py:6523:attribute"",""v12_quick_engine.py:6529:attribute""]",[],"[""tradier_manage.py:11665:_cfg""]","[""config.py:4242"",""config_tradier.py:2174""]"
BB_RSI_STOCH_RSI_MAX,True,True,True,True,True,True,EXACT_STATIC_SEMANTICS,side-mirrored RSI threshold,test_v12_live_optional_tf_parity.py,"[""BB_RSI_STOCH_RSI_MAX""]","[""v12_quick_engine.py:6522:attribute"",""v12_quick_engine.py:6528:attribute""]","[""v12_quick_engine.py:6522:attribute"",""v12_quick_engine.py:6528:attribute""]",[],"[""tradier_manage.py:11670:_cfg""]","[""config.py:4243"",""config_tradier.py:2173""]"
BB_RSI_STOCH_SCALP_ENABLED,True,True,True,True,True,True,EXACT_STATIC_SEMANTICS,parent gate for the BB/RSI/stochastic additive entry score,test_v12_live_optional_tf_parity.py,"[""BB_RSI_STOCH_SCALP_ENABLED""]","[""v12_quick_engine.py:6514:attribute""]","[""v12_quick_engine.py:6514:attribute""]",[],"[""ez_positions_quick.py:4337:getattr"",""tradier_manage.py:9235:_cfg_auto""]","[""config.py:2723"",""config_tradier.py:2169""]"
BB_RSI_STOCH_SCALP_SCORE,True,True,True,True,True,True,EXACT_STATIC_SEMANTICS,score added only when all three selected-TF scalp predicates qualify,test_v12_live_optional_tf_parity.py,"[""BB_RSI_STOCH_SCALP_SCORE""]","[""v12_quick_engine.py:7232:attribute""]","[""v12_quick_engine.py:7232:attribute""]",[],"[""ez_positions_quick.py:4342:getattr"",""ez_positions_quick.py:4344:getattr"",""tradier_manage.py:9242:_cfg_auto""]","[""config.py:2724"",""config_tradier.py:2170""]"
BB_RSI_STOCH_SCALP_TF,True,True,True,True,False,False,LIVE_NOT_READ,native timeframe for all BB/RSI/stochastic scalp inputs,test_v12_live_optional_tf_parity.py,"[""BB_RSI_STOCH_SCALP_TF""]","[""v12_quick_engine.py:6515:attribute""]","[""v12_quick_engine.py:6515:attribute""]",[],[],"[""config.py:4244"",""config_tradier.py:2171""]"
BB_SHORT_ENTRY_MIN,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""BB_SHORT_ENTRY_MIN""]","[""v12_quick_engine.py:14701:getattr""]","[""v12_quick_engine.py:14701:getattr""]",[],"[""ez_manage.py:1593:getattr""]","[""config.py:5205"",""config_tradier.py:3498""]"
BB_SQUEEZE_COOLDOWN,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""BB_SQUEEZE_COOLDOWN""]","[""v12_quick_engine.py:10409:getattr""]",[],"[""v12_quick_engine.py:10409:getattr""]","[""ez_positions_quick.py:15926:getattr"",""tradier_manage.py:11675:_cfg""]","[""config.py:2298"",""config_tradier.py:2179""]"
BB_SQUEEZE_ENABLED,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""BB_SQUEEZE_ENABLED""]","[""v12_quick_engine.py:10416:getattr"",""v12_quick_engine.py:6894:getattr""]","[""v12_quick_engine.py:6894:getattr""]","[""v12_quick_engine.py:10416:getattr""]","[""ez_positions_quick.py:11704:getattr"",""ez_positions_quick.py:15924:getattr"",""tradier_manage.py:11676:_cfg""]","[""config.py:2295"",""config_tradier.py:2180""]"
BB_SQUEEZE_ENTRY_ENABLED,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""BB_SQUEEZE_ENTRY_ENABLED""]","[""v12_quick_engine.py:10420:getattr"",""v12_quick_engine.py:6887:getattr""]","[""v12_quick_engine.py:6887:getattr""]","[""v12_quick_engine.py:10420:getattr""]","[""tradier_manage.py:11677:_cfg""]","[""config.py:2413"",""config_tradier.py:2181""]"
BB_SQUEEZE_MIN_ALIGNMENT,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""BB_SQUEEZE_MIN_ALIGNMENT""]","[""v12_quick_engine.py:10424:getattr"",""v12_quick_engine.py:14702:getattr""]","[""v12_quick_engine.py:14702:getattr""]","[""v12_quick_engine.py:10424:getattr""]","[""ez_manage.py:1594:getattr"",""ez_positions_quick.py:15930:getattr"",""tradier_manage.py:11678:_cfg""]","[""config.py:2297"",""config_tradier.py:2182""]"
BB_SQUEEZE_THRESHOLD_15M,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""BB_SQUEEZE_THRESHOLD_15M""]","[""v12_quick_engine.py:10431:getattr""]",[],"[""v12_quick_engine.py:10431:getattr""]","[""tradier_manage.py:11683:_cfg""]","[""config.py:2415"",""config_tradier.py:2183""]"
BB_SQUEEZE_THRESHOLD_1H,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""BB_SQUEEZE_THRESHOLD_1H""]","[""v12_quick_engine.py:10438:getattr"",""v12_quick_engine.py:14703:getattr""]","[""v12_quick_engine.py:14703:getattr""]","[""v12_quick_engine.py:10438:getattr""]","[""ez_manage.py:1595:getattr"",""tradier_manage.py:11688:_cfg""]","[""config.py:2414"",""config_tradier.py:2184""]"
BB_SQUEEZE_WIDTH_PERCENTILE,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""BB_SQUEEZE_WIDTH_PERCENTILE""]","[""v12_quick_engine.py:10445:getattr"",""v12_quick_engine.py:14704:getattr""]","[""v12_quick_engine.py:14704:getattr""]","[""v12_quick_engine.py:10445:getattr""]","[""ez_manage.py:1596:getattr"",""ez_positions_quick.py:11718:getattr"",""tradier_manage.py:11693:_cfg""]","[""config.py:2296"",""config_tradier.py:2185""]"
BB_STD_15m,True,False,False,True,False,False,VECTOR_NOT_READ,,,"[""BB_STD_15m""]",[],[],[],[],"[""config.py:1142""]"
BB_STD_4h,True,False,False,True,False,False,VECTOR_NOT_READ,,,"[""BB_STD_4h""]",[],[],[],[],"[""config.py:1140""]"
BB_STD_D,True,False,False,True,False,False,VECTOR_NOT_READ,,,"[""BB_STD_D""]",[],[],[],[],"[""config.py:1143""]"
BB_TOP_THRESHOLD,True,True,True,False,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""BB_TOP_THRESHOLD""]","[""v12_quick_engine.py:14705:getattr""]","[""v12_quick_engine.py:14705:getattr""]",[],"[""ez_manage.py:1597:getattr""]",[]
BEAR_MARKET_MODE_TRADIER,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""BEAR_MARKET_MODE_TRADIER""]","[""v12_quick_engine.py:13209:getattr""]",[],"[""v12_quick_engine.py:13209:getattr""]","[""tradier_manage.py:13432:_cfg_auto"",""tradier_manage.py:9986:_cfg_auto""]","[""config.py:5426"",""config_tradier.py:1247""]"
BOTTOM_A_PROTECTIVE_TRAIL_ARM_TIMEFRAME,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""BOTTOM_A_PROTECTIVE_TRAIL_ARM_TIMEFRAME""]",[],[],[],"[""tradier_manage.py:1377:_cfg""]","[""config.py:4245"",""config_tradier.py:838""]"
BOTTOM_A_PROTECTIVE_TRAIL_BREAK_BUFFER_ATR,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""BOTTOM_A_PROTECTIVE_TRAIL_BREAK_BUFFER_ATR""]",[],[],[],"[""tradier_manage.py:1389:_cfg""]","[""config.py:4246"",""config_tradier.py:841""]"
BOTTOM_A_PROTECTIVE_TRAIL_DISTANCE_MULT,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""BOTTOM_A_PROTECTIVE_TRAIL_DISTANCE_MULT""]",[],[],[],"[""tradier_manage.py:1393:_cfg""]","[""config.py:4247"",""config_tradier.py:842""]"
BOTTOM_A_PROTECTIVE_TRAIL_ENABLED,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""BOTTOM_A_PROTECTIVE_TRAIL_ENABLED""]",[],[],[],"[""tradier_manage.py:14359:_cfg"",""tradier_manage.py:7341:_cfg""]","[""config.py:4248"",""config_tradier.py:837""]"
BOTTOM_A_PROTECTIVE_TRAIL_LOOKBACK,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""BOTTOM_A_PROTECTIVE_TRAIL_LOOKBACK""]",[],[],[],"[""tradier_manage.py:1397:_cfg""]","[""config.py:4249"",""config_tradier.py:843""]"
BOTTOM_A_PROTECTIVE_TRAIL_MODE,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""BOTTOM_A_PROTECTIVE_TRAIL_MODE""]",[],[],[],"[""tradier_manage.py:1385:_cfg""]","[""config.py:4250"",""config_tradier.py:840""]"
BOTTOM_A_PROTECTIVE_TRAIL_TRAIL_TIMEFRAME,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""BOTTOM_A_PROTECTIVE_TRAIL_TRAIL_TIMEFRAME""]",[],[],[],"[""tradier_manage.py:1381:_cfg""]","[""config.py:4251"",""config_tradier.py:839""]"
