field,classification,connected_crypto,connected_tradier,source_venue_applicability,family,lifecycle_consumers,exact_native_tf_crypto,exact_native_tf_tradier,required_npz_arrays,timeframe_applicability,v12_causal_read_sites,integrated_contract_sites,classification_reason,current_quickconfig_presence_not_used_as_credit,prior_vector_census_not_used_as_credit,prior_live_census_not_used_as_credit,engine_sha256
BB_FROZEN_STOP_TF,CONNECTED_BOTH,True,True,BOTH,GLOBAL,EXIT|STOP,native=3m;required=1h,native=5m;required=1h,"[""bb_lower_1h"",""bb_pct_b_1h"",""bb_upper_1h"",""close_1h"",""high_1h"",""low_1h""]","[""1h""]",[],"[""v12_exit_reduce_gap_batch5:data/reports/V12_EXIT_REDUCE_STOP_GAP_BATCH5_CONTRACT.csv""]",trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BB_LEN_D,UNCONNECTED,False,False,BOTH,BB_LEN_D,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""bb_lower_D"",""bb_pct_b_D"",""bb_upper_D""]","[""D""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BB_LONG_ENTRY_MAX,UNCONNECTED,False,False,BOTH,BB_LONG_ENTRY,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""bb_lower_{tf}"",""bb_pct_b_{tf}"",""bb_upper_{tf}"",""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BB_PULLBACK_GATE_FILTER_TF,UNCONNECTED,False,False,BOTH,VEC_BB_PULLBACK_GATE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""bb_lower_15m"",""bb_lower_1h"",""bb_lower_1m"",""bb_lower_3m"",""bb_lower_4h"",""bb_lower_D"",""bb_pct_b_15m"",""bb_pct_b_1h"",""bb_pct_b_1m"",""bb_pct_b_3m"",""bb_pct_b_4h"",""bb_pct_b_D"",""bb_upper_15m"",""bb_upper_1h"",""bb_upper_1m"",""bb_upper_3m"",""bb_upper_4h"",""bb_upper_D""]","[""1m"",""3m"",""15m"",""1h"",""4h"",""D""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BB_PULLBACK_GATE_MIN_TFS,UNCONNECTED,False,False,BOTH,VEC_BB_PULLBACK_GATE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""bb_lower_{tf}"",""bb_pct_b_{tf}"",""bb_upper_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BB_PULLBACK_GATE_TF,CONNECTED_BOTH,True,True,BOTH,ENTRY,ENTRY|REENTRY,native=3m;required=15m,native=5m;required=15m,"[""bb_lower_15m"",""bb_pct_b_15m"",""bb_upper_15m"",""close_15m"",""high_15m"",""low_15m""]","[""15m""]","[""v12_quick_engine.py:6664:_exact_entry_contract_masks""]","[""v12_reentry_augment_filter_gap_batch5:data/reports/V12_REENTRY_AUGMENT_FILTER_GAP_BATCH5_CONTRACT.csv""]",trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BB_RECOVERY_DIRECT_BARS,UNCONNECTED,False,False,BOTH,BB_RECOVERY_DIRECT,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""bb_lower_{tf}"",""bb_pct_b_{tf}"",""bb_upper_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BB_RECOVERY_DIRECT_ENABLED,UNCONNECTED,False,False,BOTH,BB_RECOVERY_DIRECT,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""bb_lower_{tf}"",""bb_pct_b_{tf}"",""bb_upper_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BB_RECOVERY_DIRECT_MIN_EXCURSION_ATR,UNCONNECTED,False,False,BOTH,BB_RECOVERY_DIRECT,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""atr_{tf}"",""bb_lower_{tf}"",""bb_pct_b_{tf}"",""bb_upper_{tf}"",""rsi_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BB_RECOVERY_DIRECT_TIMEFRAME,UNCONNECTED,False,False,BOTH,BB_RECOVERY_DIRECT,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""bb_lower_1h"",""bb_pct_b_1h"",""bb_upper_1h""]","[""1h""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BB_RECOVERY_ENTRY_FILTER_TF,UNCONNECTED,False,False,BOTH,VEC_BB_RECOVERY_ENTRY,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""bb_lower_15m"",""bb_lower_1h"",""bb_lower_1m"",""bb_lower_3m"",""bb_lower_4h"",""bb_lower_D"",""bb_pct_b_15m"",""bb_pct_b_1h"",""bb_pct_b_1m"",""bb_pct_b_3m"",""bb_pct_b_4h"",""bb_pct_b_D"",""bb_upper_15m"",""bb_upper_1h"",""bb_upper_1m"",""bb_upper_3m"",""bb_upper_4h"",""bb_upper_D"",""close_15m"",""close_1h"",""close_1m"",""close_3m"",""close_4h"",""close_D"",""high_15m"",""high_1h"",""high_1m"",""high_3m"",""high_4h"",""high_D"",""low_15m"",""low_1h"",""low_1m"",""low_3m"",""low_4h"",""low_D""]","[""1m"",""3m"",""15m"",""1h"",""4h"",""D""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BB_RECOVERY_ENTRY_MIN_TFS,UNCONNECTED,False,False,BOTH,VEC_BB_RECOVERY_ENTRY,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""bb_lower_{tf}"",""bb_pct_b_{tf}"",""bb_upper_{tf}"",""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BB_RECOVERY_EXIT_ENABLED,REJECTED_INERT,False,False,BOTH,BB_RECOVERY_EXIT,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""bb_lower_{tf}"",""bb_pct_b_{tf}"",""bb_upper_{tf}"",""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],v12_exit_reduce_gap_batch9=REJECTED_CENSUS_ALIAS_SHADOWED,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BB_RECOVERY_FILTER_TF,UNCONNECTED,False,False,BOTH,VEC_BB_RECOVERY,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""bb_lower_15m"",""bb_lower_1h"",""bb_lower_1m"",""bb_lower_3m"",""bb_lower_4h"",""bb_lower_D"",""bb_pct_b_15m"",""bb_pct_b_1h"",""bb_pct_b_1m"",""bb_pct_b_3m"",""bb_pct_b_4h"",""bb_pct_b_D"",""bb_upper_15m"",""bb_upper_1h"",""bb_upper_1m"",""bb_upper_3m"",""bb_upper_4h"",""bb_upper_D""]","[""1m"",""3m"",""15m"",""1h"",""4h"",""D""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BB_RECOVERY_MIN_TFS,UNCONNECTED,False,False,BOTH,VEC_BB_RECOVERY,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""bb_lower_{tf}"",""bb_pct_b_{tf}"",""bb_upper_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BB_SHORT_ENTRY_MIN,UNCONNECTED,False,False,BOTH,BB_SHORT_ENTRY,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""bb_lower_{tf}"",""bb_pct_b_{tf}"",""bb_upper_{tf}"",""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BB_STD_D,UNCONNECTED,False,False,BOTH,BB_STD_D,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""bb_lower_D"",""bb_pct_b_D"",""bb_upper_D""]","[""D""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BB_TOP_THRESHOLD,UNCONNECTED,False,False,BOTH,BB_TOP_THRESHOLD,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""bb_lower_{tf}"",""bb_pct_b_{tf}"",""bb_upper_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BEAR_MARKET_MODE,UNCONNECTED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BE_EROSION_ENABLED,UNCONNECTED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BINANCE_API_BASE,VENUE_SPECIFIC_BY_SOURCE,False,False,CRYPTO,BINANCE_API_BASE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],source scope is CRYPTO; no trusted frozen-engine causal integration,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BLACKLIST_SYMBOLS,UNCONNECTED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BOTTOM_A_PROTECTIVE_TRAIL_ARM_TIMEFRAME,CONNECTED_BOTH,True,True,BOTH,BOTTOM_A_PROTECTIVE,EXIT|REENTRY|STOP,native=3m;required=4h,native=5m;required=4h,"[""close_4h"",""high_4h"",""low_4h""]","[""4h""]",[],"[""v12_exit_reduce_gap_batch4:data/reports/V12_EXIT_REDUCE_STOP_GAP_BATCH4_CONTRACT.csv""]",trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BOTTOM_A_PROTECTIVE_TRAIL_BREAK_BUFFER_ATR,CONNECTED_BOTH,True,True,BOTH,BOTTOM_A_PROTECTIVE,EXIT|REENTRY|STOP,native=3m,native=5m,"[""atr_{tf}"",""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_exit_reduce_gap_batch4:data/reports/V12_EXIT_REDUCE_STOP_GAP_BATCH4_CONTRACT.csv""]",trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BOTTOM_A_PROTECTIVE_TRAIL_DISTANCE_MULT,CONNECTED_BOTH,True,True,BOTH,BOTTOM_A_PROTECTIVE,EXIT|REENTRY|STOP,native=3m,native=5m,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_exit_reduce_gap_batch4:data/reports/V12_EXIT_REDUCE_STOP_GAP_BATCH4_CONTRACT.csv""]",trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BOTTOM_A_PROTECTIVE_TRAIL_ENABLED,CONNECTED_BOTH,True,True,BOTH,BOTTOM_A_PROTECTIVE,EXIT|REENTRY|STOP,native=3m,native=5m,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_exit_reduce_gap_batch4:data/reports/V12_EXIT_REDUCE_STOP_GAP_BATCH4_CONTRACT.csv""]",trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BOTTOM_A_PROTECTIVE_TRAIL_LOOKBACK,CONNECTED_BOTH,True,True,BOTH,BOTTOM_A_PROTECTIVE,EXIT|REENTRY|STOP,native=3m,native=5m,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_exit_reduce_gap_batch4:data/reports/V12_EXIT_REDUCE_STOP_GAP_BATCH4_CONTRACT.csv""]",trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BOTTOM_A_PROTECTIVE_TRAIL_MODE,CONNECTED_BOTH,True,True,BOTH,BOTTOM_A_PROTECTIVE,EXIT|REENTRY|STOP,native=3m,native=5m,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_exit_reduce_gap_batch4:data/reports/V12_EXIT_REDUCE_STOP_GAP_BATCH4_CONTRACT.csv""]",trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BOTTOM_A_PROTECTIVE_TRAIL_TRAIL_TIMEFRAME,CONNECTED_BOTH,True,True,BOTH,BOTTOM_A_PROTECTIVE,EXIT|REENTRY|STOP,native=3m;required=5m,native=5m;required=5m,"[""close_5m"",""high_5m"",""low_5m""]","[""5m""]",[],"[""v12_exit_reduce_gap_batch4:data/reports/V12_EXIT_REDUCE_STOP_GAP_BATCH4_CONTRACT.csv""]",trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BOTTOM_B_DELAYED_LOWER_TOP_ARM_BREAK_MODE,UNCONNECTED,False,False,BOTH,BOTTOM_B_DELAYED,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BOTTOM_B_DELAYED_LOWER_TOP_ARM_BREAK_THRESHOLD,UNCONNECTED,False,False,BOTH,BOTTOM_B_DELAYED,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BOTTOM_B_DELAYED_LOWER_TOP_ARM_TF,UNCONNECTED,False,False,BOTH,BOTTOM_B_DELAYED,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""4h""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BOTTOM_B_DELAYED_LOWER_TOP_CONFIRMATION_BARS,UNCONNECTED,False,False,BOTH,BOTTOM_B_DELAYED,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BOTTOM_B_DELAYED_LOWER_TOP_CONFIRMATION_MODE,UNCONNECTED,False,False,BOTH,BOTTOM_B_DELAYED,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BOTTOM_B_DELAYED_LOWER_TOP_CONFIRM_TF,UNCONNECTED,False,False,BOTH,BOTTOM_B_DELAYED,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""1h""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BOTTOM_B_DELAYED_LOWER_TOP_ENABLED,UNCONNECTED,False,False,BOTH,BOTTOM_B_DELAYED,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BOTTOM_B_DELAYED_LOWER_TOP_MAX_WAIT_1H,UNCONNECTED,False,False,BOTH,BOTTOM_B_DELAYED,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""1h""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BOTTOM_B_DELAYED_LOWER_TOP_PREBREAK_LOOKBACK,UNCONNECTED,False,False,BOTH,BOTTOM_B_DELAYED,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BOTTOM_B_DELAYED_LOWER_TOP_REBOUND_ATR,UNCONNECTED,False,False,BOTH,BOTTOM_B_DELAYED,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""atr_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BOUNCE_REENTRY_ENABLED,CONNECTED_BOTH,True,True,BOTH,REENTRY,REENTRY,native=3m,native=5m,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_reentry_augment_gap_batch2:data/reports/V12_REENTRY_AUGMENT_GAP_BATCH2_CONTRACT.csv""]",trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BOUNCE_REENTRY_K_RESET_LONG,CONNECTED_CRYPTO,True,False,BOTH,REENTRY,REENTRY,native=3m;required=3m,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_reentry_augment_gap_batch:data/reports/V12_REENTRY_AUGMENT_GAP_BATCH_CONTRACT.csv""]",trusted causal route is crypto-native/source-scoped; no Tradier connection credit,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BOUNCE_REENTRY_K_RESET_LONG_TRADIER,CONNECTED_TRADIER,False,True,TRADIER,BOUNCE_REENTRY_K,REENTRY,N/A_NOT_CONNECTED,native=5m;required=5m,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_reentry_augment_gap_batch3:data/reports/V12_REENTRY_AUGMENT_GAP_BATCH3_CONTRACT.csv""]",trusted causal route is Tradier-native/source-scoped; no crypto connection credit,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BOUNCE_REENTRY_K_RESET_SHORT,CONNECTED_CRYPTO,True,False,BOTH,REENTRY,REENTRY,native=3m;required=3m,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_reentry_augment_gap_batch:data/reports/V12_REENTRY_AUGMENT_GAP_BATCH_CONTRACT.csv""]",trusted causal route is crypto-native/source-scoped; no Tradier connection credit,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BOUNCE_REENTRY_K_RESET_SHORT_TRADIER,CONNECTED_TRADIER,False,True,TRADIER,BOUNCE_REENTRY_K,REENTRY,N/A_NOT_CONNECTED,native=5m;required=5m,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_reentry_augment_gap_batch3:data/reports/V12_REENTRY_AUGMENT_GAP_BATCH3_CONTRACT.csv""]",trusted causal route is Tradier-native/source-scoped; no crypto connection credit,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BOUNCE_TOP_EXIT_ENABLED,UNCONNECTED,False,False,BOTH,BOUNCE_TOP_EXIT,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,True,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BOUNCE_TOP_RISING_CROSS_MULT,UNCONNECTED,False,False,BOTH,BOUNCE_TOP_RISING,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BREAKEVEN_DC_FIELD_MODE,CONNECTED_CRYPTO,True,False,BOTH,EXIT,EXIT,native=3m;required=3m,N/A_NOT_CONNECTED,"[""close_{tf}"",""dc_basis_{tf}"",""dc_high_{tf}"",""dc_low_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_exit_reduce_gap_batch2:data/reports/V12_EXIT_REDUCE_STOP_GAP_BATCH2_CONTRACT.csv""]",trusted causal route is crypto-native/source-scoped; no Tradier connection credit,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BREAKEVEN_EXIT_AFTER_BARS,CONNECTED_TRADIER,False,True,BOTH,BREAKEVEN_EXIT_AFTER,EXIT|STOP,N/A_NOT_CONNECTED,native=5m;required=5m|15m,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_exit_reduce_gap_batch4:data/reports/V12_EXIT_REDUCE_STOP_GAP_BATCH4_CONTRACT.csv""]",trusted causal route is Tradier-native/source-scoped; no crypto connection credit,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BREAKEVEN_EXIT_AFTER_BARS_BUFFER_PCT,CONNECTED_TRADIER,False,True,BOTH,BREAKEVEN_EXIT_AFTER,EXIT|STOP,N/A_NOT_CONNECTED,native=5m;required=5m|15m,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_exit_reduce_gap_batch4:data/reports/V12_EXIT_REDUCE_STOP_GAP_BATCH4_CONTRACT.csv""]",trusted causal route is Tradier-native/source-scoped; no crypto connection credit,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BREAKEVEN_EXIT_AFTER_BARS_TF,CONNECTED_TRADIER,False,True,BOTH,BREAKEVEN_EXIT_AFTER,EXIT|STOP,N/A_NOT_CONNECTED,native=5m;required=5m|15m,"[""close_15m"",""high_15m"",""low_15m""]","[""15m""]",[],"[""v12_exit_reduce_gap_batch4:data/reports/V12_EXIT_REDUCE_STOP_GAP_BATCH4_CONTRACT.csv""]",trusted causal route is Tradier-native/source-scoped; no crypto connection credit,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BREAKEVEN_GAIN_EROSION_ENABLED,CONNECTED_BOTH,True,True,BOTH,EXIT,EXIT,native=3m,native=5m,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_exit_reduce_gap_batch2:data/reports/V12_EXIT_REDUCE_STOP_GAP_BATCH2_CONTRACT.csv""]",trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
BREAKEVEN_GAIN_EROSION_FILTER_TF,UNCONNECTED,False,False,BOTH,VEC_BREAKEVEN_GAIN_EROSION,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_15m"",""close_1h"",""close_1m"",""close_3m"",""close_4h"",""close_D"",""high_15m"",""high_1h"",""high_1m"",""high_3m"",""high_4h"",""high_D"",""low_15m"",""low_1h"",""low_1m"",""low_3m"",""low_4h"",""low_D""]","[""1m"",""3m"",""15m"",""1h"",""4h"",""D""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
