switch,candidate,filter,opt,baseline,gain,delta,trades,valid,F_filling,recipe
HARD_BREAKEVEN_MIN_PEAK_PCT,0.375,,,-2.0853,-2.0853,0,0,False,False,
HARD_BREAKEVEN_MIN_PEAK_PCT,0.5,,,-2.0853,-2.0853,0,0,False,False,
HARD_BREAKEVEN_MIN_PEAK_PCT,0.625,,,-2.0853,-2.0853,0,0,False,False,
HARD_BREAKEVEN_MIN_PEAK_PCT,0.75,,,-2.0853,-2.0853,0,0,False,False,
LOSS_TECHNICAL_EXIT_NO_STALE_BLOCK,0,,,-2.0853,-2.0853,0,0,False,False,
LOSS_TECHNICAL_EXIT_NO_STALE_BLOCK,0.5,LR_BAND_LADDER_STOCH_EXTREME,30.0_ALT,-2.0853,-1.5523,0.5329,11,True,True,LOSS_TECHNICAL_EXIT_NO_STALE_BLOCK=0.5 + LR_BAND_LADDER_STOCH_EXTREME=30.0_ALT + BB_WT_TF=15m + GR=18 + BB_RECOVERY_FILTER_TF=OFF + DC_BREAK_FILTER_TF=1h
LOSS_TECHNICAL_EXIT_NO_STALE_BLOCK,1.0,MANDATORY_REENTRY_WT_FILTER_REQUIRE_FLIP,False_ALT,-2.0853,-1.7347,0.3506,11,True,True,LOSS_TECHNICAL_EXIT_NO_STALE_BLOCK=1.0 + MANDATORY_REENTRY_WT_FILTER_REQUIRE_FLIP=False_ALT + BB_WT_TF=15m + GR=18 + BB_RECOVERY_FILTER_TF=OFF + DC_BREAK_FILTER_TF=1h
LOSS_TECHNICAL_EXIT_NO_STALE_BLOCK,2.0,MANDATORY_REENTRY_WT_FILTER_TF_MODE,15m_only_ALT,-2.0853,-1.7522,0.3331,11,True,True,LOSS_TECHNICAL_EXIT_NO_STALE_BLOCK=2.0 + MANDATORY_REENTRY_WT_FILTER_TF_MODE=15m_only_ALT + BB_WT_TF=15m + GR=18 + BB_RECOVERY_FILTER_TF=OFF + DC_BREAK_FILTER_TF=1h
MI_STRUCT_EXIT_ENABLED,False,,,-2.0853,-2.0853,0,0,False,False,
MI_STRUCT_EXIT_ENABLED,True,,,-2.0853,-2.0853,0,0,False,False,
MI_VELOCITY_EXIT_ENABLED,False,,,-2.0853,-2.0853,0,0,False,False,
MI_VELOCITY_EXIT_ENABLED,True,,,-2.0853,-2.0853,0,0,False,False,
MI_WAVE_EXIT_ENABLED,False,,,-2.0853,-2.0853,0,0,False,False,
MI_WAVE_EXIT_ENABLED,True,,,-2.0853,-2.0853,0,0,False,False,
MU_CORRECTION_EXIT_ENABLED,False,,,-2.0853,-2.0853,0,0,False,False,
MU_CORRECTION_EXIT_ENABLED,True,,,-2.0853,-2.0853,0,0,False,False,
RULE_B_3M_EXIT_ENABLED,False,,,-2.0853,-2.0853,0,0,False,False,
RULE_B_3M_EXIT_ENABLED,True,,,-2.0853,-2.0853,0,0,False,False,
SCALP_V3_K_OB_EXIT_ENABLED,False,,,-2.0853,-2.0853,0,0,False,False,
SCALP_V3_K_OB_EXIT_ENABLED,True,,,-2.0853,-2.0853,0,0,False,False,
SCALP_V3_PROTECTIVE_EXIT_ENABLED,False,,,-2.0853,-2.0853,0,0,False,False,
SCALP_V3_PROTECTIVE_EXIT_ENABLED,True,,,-2.0853,-2.0853,0,0,False,False,
STDEV_REJECT_EXIT_TF,OFF,,,-2.0853,-2.0853,0,0,False,False,
STDEV_REJECT_EXIT_TF,D,,,-2.0853,-2.0853,0,0,False,False,
STDEV_REJECT_EXIT_TF,4h,,,-2.0853,-2.0853,0,0,False,False,
STDEV_REJECT_EXIT_TF,1h,,,-2.0853,-2.0853,0,0,False,False,
STDEV_REJECT_EXIT_TF,15m,,,-2.0853,-2.0853,0,0,False,False,
TREND_EXIT_SCORE_FLIP,0,,,-2.0853,-2.0853,0,0,False,False,
TREND_EXIT_SCORE_FLIP,0.5,,,-2.0853,-2.0853,0,0,False,False,
TREND_EXIT_SCORE_FLIP,1.0,,,-2.0853,-2.0853,0,0,False,False,
TREND_EXIT_SCORE_FLIP,2.0,,,-2.0853,-2.0853,0,0,False,False,
WT_4H_VEL_EXIT_ENABLED,False,,,-2.0853,-2.0853,0,0,False,False,
WT_4H_VEL_EXIT_ENABLED,True,,,-2.0853,-2.0853,0,0,False,False,
WT_4H_VEL_EXIT_K_EXTREME_HIGH,0,,,-2.0853,-2.0853,0,0,False,False,
WT_4H_VEL_EXIT_K_EXTREME_HIGH,0.5,,,-2.0853,-2.0853,0,0,False,False,
WT_4H_VEL_EXIT_K_EXTREME_HIGH,1.0,,,-2.0853,-2.0853,0,0,False,False,
WT_4H_VEL_EXIT_K_EXTREME_HIGH,2.0,,,-2.0853,-2.0853,0,0,False,False,
WT_4H_VEL_EXIT_K_EXTREME_LOW,0,,,-2.0853,-2.0853,0,0,False,False,
WT_4H_VEL_EXIT_K_EXTREME_LOW,0.5,,,-2.0853,-2.0853,0,0,False,False,
WT_4H_VEL_EXIT_K_EXTREME_LOW,1.0,,,-2.0853,-2.0853,0,0,False,False,
WT_4H_VEL_EXIT_K_EXTREME_LOW,2.0,,,-2.0853,-2.0853,0,0,False,False,
WT_4H_VEL_EXIT_REQUIRE_K_EXTREME,0,,,-2.0853,-2.0853,0,0,False,False,
WT_4H_VEL_EXIT_REQUIRE_K_EXTREME,0.5,,,-2.0853,-2.0853,0,0,False,False,
WT_4H_VEL_EXIT_REQUIRE_K_EXTREME,1.0,,,-2.0853,-2.0853,0,0,False,False,
WT_4H_VEL_EXIT_REQUIRE_K_EXTREME,2.0,,,-2.0853,-2.0853,0,0,False,False,
WT_4H_VEL_EXIT_REQUIRE_PROFIT,0,,,-2.0853,-2.0853,0,0,False,False,
WT_4H_VEL_EXIT_REQUIRE_PROFIT,0.5,,,-2.0853,-2.0853,0,0,False,False,
WT_4H_VEL_EXIT_REQUIRE_PROFIT,1.0,,,-2.0853,-2.0853,0,0,False,False,
WT_4H_VEL_EXIT_REQUIRE_PROFIT,2.0,,,-2.0853,-2.0853,0,0,False,False,
WT_CROSS_EXIT_APPLIES_TO_WINNERS,0,,,-2.0853,-2.0853,0,0,False,False,
WT_CROSS_EXIT_APPLIES_TO_WINNERS,0.5,,,-2.0853,-2.0853,0,0,False,False,
WT_CROSS_EXIT_APPLIES_TO_WINNERS,1.0,,,-2.0853,-2.0853,0,0,False,False,
WT_CROSS_EXIT_APPLIES_TO_WINNERS,2.0,,,-2.0853,-2.0853,0,0,False,False,
WT_CROSS_EXIT_MIN_AGE_MINUTES,0,,,-2.0853,-2.0853,0,0,False,False,
WT_CROSS_EXIT_MIN_AGE_MINUTES,0.5,,,-2.0853,-2.0853,0,0,False,False,
WT_CROSS_EXIT_MIN_AGE_MINUTES,1.0,,,-2.0853,-2.0853,0,0,False,False,
WT_CROSS_EXIT_MIN_AGE_MINUTES,2.0,,,-2.0853,-2.0853,0,0,False,False,
WT_CROSS_EXIT_REQUIRE_15M_CONFIRM,0,,,-2.0853,-2.0853,0,0,False,False,
WT_CROSS_EXIT_REQUIRE_15M_CONFIRM,0.5,,,-2.0853,-2.0853,0,0,False,False,
WT_CROSS_EXIT_REQUIRE_15M_CONFIRM,1.0,,,-2.0853,-2.0853,0,0,False,False,
WT_CROSS_EXIT_REQUIRE_15M_CONFIRM,2.0,MANDATORY_REENTRY_WT_FILTER_MIN_VELOCITY,0.0_ALT,-2.0853,-1.7764,0.3088,11,True,True,WT_CROSS_EXIT_REQUIRE_15M_CONFIRM=2.0 + MANDATORY_REENTRY_WT_FILTER_MIN_VELOCITY=0.0_ALT + BB_WT_TF=15m + GR=18 + BB_RECOVERY_FILTER_TF=OFF + DC_BREAK_FILTER_TF=1h
GUARANTEED_REENTRY_K_FAVORABLE_HIGH,35.0,,,-2.0853,-2.0853,0,0,False,False,
GUARANTEED_REENTRY_K_FAVORABLE_HIGH,52.5,,,-2.0853,-2.0853,0,0,False,False,
GUARANTEED_REENTRY_K_FAVORABLE_HIGH,70.0,,,-2.0853,-2.0853,0,0,False,False,
GUARANTEED_REENTRY_K_FAVORABLE_HIGH,87.5,,,-2.0853,-2.0853,0,0,False,False,
GUARANTEED_REENTRY_K_FAVORABLE_HIGH,105.0,,,-2.0853,-2.0853,0,0,False,False,
GUARANTEED_REENTRY_K_FAVORABLE_LOW,15.0,,,-2.0853,-2.0853,0,0,False,False,
GUARANTEED_REENTRY_K_FAVORABLE_LOW,22.5,,,-2.0853,-2.0853,0,0,False,False,
GUARANTEED_REENTRY_K_FAVORABLE_LOW,30.0,,,-2.0853,-2.0853,0,0,False,False,
GUARANTEED_REENTRY_K_FAVORABLE_LOW,37.5,,,-2.0853,-2.0853,0,0,False,False,
GUARANTEED_REENTRY_K_FAVORABLE_LOW,45.0,,,-2.0853,-2.0853,0,0,False,False,
BOUNCE_REENTRY_ENABLED,False,,,-2.0853,-2.0853,0,0,False,False,
BOUNCE_REENTRY_ENABLED,True,,,-2.0853,-2.0853,0,0,False,False,
DELTA_EXIT_MANDATORY_REENTRY_ENABLED,False,,,-2.0853,-2.0853,0,0,False,False,
DELTA_EXIT_MANDATORY_REENTRY_ENABLED,True,,,-2.0853,-2.0853,0,0,False,False,
BOUNCE_REENTRY_K_RESET_LONG,0,,,-2.0853,-2.0853,0,0,False,False,
BOUNCE_REENTRY_K_RESET_LONG,0.5,,,-2.0853,-2.0853,0,0,False,False,
BOUNCE_REENTRY_K_RESET_LONG,1.0,,,-2.0853,-2.0853,0,0,False,False,
BOUNCE_REENTRY_K_RESET_LONG,2.0,,,-2.0853,-2.0853,0,0,False,False,
BOUNCE_REENTRY_K_RESET_SHORT,0,,,-2.0853,-2.0853,0,0,False,False,
BOUNCE_REENTRY_K_RESET_SHORT,0.5,,,-2.0853,-2.0853,0,0,False,False,
BOUNCE_REENTRY_K_RESET_SHORT,1.0,,,-2.0853,-2.0853,0,0,False,False,
BOUNCE_REENTRY_K_RESET_SHORT,2.0,,,-2.0853,-2.0853,0,0,False,False,
BTC_GUARANTEED_REENTRY_ENABLED,False,,,-2.0853,-2.0853,0,0,False,False,
BTC_GUARANTEED_REENTRY_ENABLED,True,,,-2.0853,-2.0853,0,0,False,False,
BTC_GUARANTEED_REENTRY_MAX_AGE_BARS,0,,,-2.0853,-2.0853,0,0,False,False,
BTC_GUARANTEED_REENTRY_MAX_AGE_BARS,0.5,,,-2.0853,-2.0853,0,0,False,False,
BTC_GUARANTEED_REENTRY_MAX_AGE_BARS,1.0,,,-2.0853,-2.0853,0,0,False,False,
BTC_GUARANTEED_REENTRY_MAX_AGE_BARS,2.0,,,-2.0853,-2.0853,0,0,False,False,
BTC_GUARANTEED_REENTRY_MIN_GAP_BARS,2,,,-2.0853,-2.0853,0,0,False,False,
BTC_GUARANTEED_REENTRY_MIN_GAP_BARS,4,,,-2.0853,-2.0853,0,0,False,False,
BTC_GUARANTEED_REENTRY_MIN_GAP_BARS,5,,,-2.0853,-2.0853,0,0,False,False,
BTC_GUARANTEED_REENTRY_MIN_GAP_BARS,6,,,-2.0853,-2.0853,0,0,False,False,
BTC_GUARANTEED_REENTRY_MIN_GAP_BARS,8,,,-2.0853,-2.0853,0,0,False,False,
DELTA_REENTRY_Z_THRESHOLD,0.5,,,-2.0853,-2.0853,0,0,False,False,
DELTA_REENTRY_Z_THRESHOLD,0.75,,,-2.0853,-2.0853,0,0,False,False,
DELTA_REENTRY_Z_THRESHOLD,1.0,,,-2.0853,-2.0853,0,0,False,False,
DELTA_REENTRY_Z_THRESHOLD,1.25,,,-2.0853,-2.0853,0,0,False,False,
DELTA_REENTRY_Z_THRESHOLD,1.5,,,-2.0853,-2.0853,0,0,False,False,
DIRECTION_FAVORABLE_REENTRY_ENABLED,False,,,-2.0853,-2.0853,0,0,False,False,
DIRECTION_FAVORABLE_REENTRY_ENABLED,True,,,-2.0853,-2.0853,0,0,False,False,
FOLLOW_THROUGH_REENTRY_ENABLED,False,,,-2.0853,-2.0853,0,0,False,False,
FOLLOW_THROUGH_REENTRY_ENABLED,True,,,-2.0853,-2.0853,0,0,False,False,
GUARANTEED_REENTRY_DELTA_GATE_ENABLED,False,,,-2.0853,-2.0853,0,0,False,False,
GUARANTEED_REENTRY_DELTA_GATE_ENABLED,True,,,-2.0853,-2.0853,0,0,False,False,
GUARANTEED_REENTRY_K_HIGH_BLOCK,40.0,,,-2.0853,-2.0853,0,0,False,False,
GUARANTEED_REENTRY_K_HIGH_BLOCK,60.0,,,-2.0853,-2.0853,0,0,False,False,
GUARANTEED_REENTRY_K_HIGH_BLOCK,80.0,,,-2.0853,-2.0853,0,0,False,False,
GUARANTEED_REENTRY_K_HIGH_BLOCK,100.0,,,-2.0853,-2.0853,0,0,False,False,
GUARANTEED_REENTRY_K_HIGH_BLOCK,120.0,,,-2.0853,-2.0853,0,0,False,False,
GUARANTEED_REENTRY_K_LOW_BLOCK,10.0,,,-2.0853,-2.0853,0,0,False,False,
GUARANTEED_REENTRY_K_LOW_BLOCK,15.0,,,-2.0853,-2.0853,0,0,False,False,
GUARANTEED_REENTRY_K_LOW_BLOCK,20.0,,,-2.0853,-2.0853,0,0,False,False,
GUARANTEED_REENTRY_K_LOW_BLOCK,25.0,,,-2.0853,-2.0853,0,0,False,False,
GUARANTEED_REENTRY_K_LOW_BLOCK,30.0,,,-2.0853,-2.0853,0,0,False,False,
GUARANTEED_REENTRY_STRICT_CONFIRMATION,False,,,-2.0853,-2.0853,0,0,False,False,
GUARANTEED_REENTRY_STRICT_CONFIRMATION,True,,,-2.0853,-2.0853,0,0,False,False,
GUARANTEED_REENTRY_TIGHT_STOP_ENABLED,False,,,-2.0853,-2.0853,0,0,False,False,
GUARANTEED_REENTRY_TIGHT_STOP_ENABLED,True,,,-2.0853,-2.0853,0,0,False,False,
GUARANTEED_REENTRY_TIGHT_STOP_MAX_AGE_S,900.0,,,-2.0853,-2.0853,0,0,False,False,
GUARANTEED_REENTRY_TIGHT_STOP_MAX_AGE_S,1350.0,,,-2.0853,-2.0853,0,0,False,False,
GUARANTEED_REENTRY_TIGHT_STOP_MAX_AGE_S,1800.0,,,-2.0853,-2.0853,0,0,False,False,
GUARANTEED_REENTRY_TIGHT_STOP_MAX_AGE_S,2250.0,,,-2.0853,-2.0853,0,0,False,False,
GUARANTEED_REENTRY_TIGHT_STOP_MAX_AGE_S,2700.0,,,-2.0853,-2.0853,0,0,False,False,
GUARANTEED_REENTRY_TIGHT_STOP_MIN_AGE_S,30.0,,,-2.0853,-2.0853,0,0,False,False,
GUARANTEED_REENTRY_TIGHT_STOP_MIN_AGE_S,45.0,,,-2.0853,-2.0853,0,0,False,False,
GUARANTEED_REENTRY_TIGHT_STOP_MIN_AGE_S,60.0,,,-2.0853,-2.0853,0,0,False,False,
GUARANTEED_REENTRY_TIGHT_STOP_MIN_AGE_S,75.0,,,-2.0853,-2.0853,0,0,False,False,
GUARANTEED_REENTRY_TIGHT_STOP_MIN_AGE_S,90.0,,,-2.0853,-2.0853,0,0,False,False,
GUARANTEED_REENTRY_TIGHT_STOP_PCT,0.25,,,-2.0853,-2.0853,0,0,False,False,
GUARANTEED_REENTRY_TIGHT_STOP_PCT,0.375,,,-2.0853,-2.0853,0,0,False,False,
GUARANTEED_REENTRY_TIGHT_STOP_PCT,0.5,,,-2.0853,-2.0853,0,0,False,False,
GUARANTEED_REENTRY_TIGHT_STOP_PCT,0.625,,,-2.0853,-2.0853,0,0,False,False,
GUARANTEED_REENTRY_TIGHT_STOP_PCT,0.75,,,-2.0853,-2.0853,0,0,False,False,
LEGACY_PROC_SINGLE_REENTRY,0,,,-2.0853,-2.0853,0,0,False,False,
LEGACY_PROC_SINGLE_REENTRY,0.5,,,-2.0853,-2.0853,0,0,False,False,
LEGACY_PROC_SINGLE_REENTRY,1.0,,,-2.0853,-2.0853,0,0,False,False,
LEGACY_PROC_SINGLE_REENTRY,2.0,,,-2.0853,-2.0853,0,0,False,False,
LEGACY_REENTRY_PSR_DC_BOUNCE,0,,,-2.0853,-2.0853,0,0,False,False,
LEGACY_REENTRY_PSR_DC_BOUNCE,0.5,,,-2.0853,-2.0853,0,0,False,False,
LEGACY_REENTRY_PSR_DC_BOUNCE,1.0,,,-2.0853,-2.0853,0,0,False,False,
LEGACY_REENTRY_PSR_DC_BOUNCE,2.0,,,-2.0853,-2.0853,0,0,False,False,
LEGACY_REENTRY_PSR_FULL_DC,0,,,-2.0853,-2.0853,0,0,False,False,
LEGACY_REENTRY_PSR_FULL_DC,0.5,,,-2.0853,-2.0853,0,0,False,False,
LEGACY_REENTRY_PSR_FULL_DC,1.0,,,-2.0853,-2.0853,0,0,False,False,
LEGACY_REENTRY_PSR_FULL_DC,2.0,,,-2.0853,-2.0853,0,0,False,False,
LEGACY_REENTRY_PSR_K_DC_CROSSOVER,0,,,-2.0853,-2.0853,0,0,False,False,
LEGACY_REENTRY_PSR_K_DC_CROSSOVER,0.5,,,-2.0853,-2.0853,0,0,False,False,
LEGACY_REENTRY_PSR_K_DC_CROSSOVER,1.0,,,-2.0853,-2.0853,0,0,False,False,
LEGACY_REENTRY_PSR_K_DC_CROSSOVER,2.0,,,-2.0853,-2.0853,0,0,False,False,
LEGACY_REENTRY_PSR_QUICK_RECOVERY,0,,,-2.0853,-2.0853,0,0,False,False,
LEGACY_REENTRY_PSR_QUICK_RECOVERY,0.5,,,-2.0853,-2.0853,0,0,False,False,
LEGACY_REENTRY_PSR_QUICK_RECOVERY,1.0,,,-2.0853,-2.0853,0,0,False,False,
LEGACY_REENTRY_PSR_QUICK_RECOVERY,2.0,,,-2.0853,-2.0853,0,0,False,False,
MANDATORY_REENTRY_ALLOW_WT0_STRONG_CROSS,0,,,-2.0853,-2.0853,0,0,False,False,
MANDATORY_REENTRY_ALLOW_WT0_STRONG_CROSS,0.5,,,-2.0853,-2.0853,0,0,False,False,
MANDATORY_REENTRY_ALLOW_WT0_STRONG_CROSS,1.0,,,-2.0853,-2.0853,0,0,False,False,
MANDATORY_REENTRY_ALLOW_WT0_STRONG_CROSS,2.0,,,-2.0853,-2.0853,0,0,False,False,
MANDATORY_REENTRY_K_HIGH_BLOCK,0,,,-2.0853,-2.0853,0,0,False,False,
MANDATORY_REENTRY_K_HIGH_BLOCK,0.5,,,-2.0853,-2.0853,0,0,False,False,
MANDATORY_REENTRY_K_HIGH_BLOCK,1.0,,,-2.0853,-2.0853,0,0,False,False,
MANDATORY_REENTRY_K_HIGH_BLOCK,2.0,,,-2.0853,-2.0853,0,0,False,False,
MANDATORY_REENTRY_K_LOW_BLOCK,0,,,-2.0853,-2.0853,0,0,False,False,
MANDATORY_REENTRY_K_LOW_BLOCK,0.5,,,-2.0853,-2.0853,0,0,False,False,
MANDATORY_REENTRY_K_LOW_BLOCK,1.0,,,-2.0853,-2.0853,0,0,False,False,
MANDATORY_REENTRY_K_LOW_BLOCK,2.0,,,-2.0853,-2.0853,0,0,False,False,
MANDATORY_REENTRY_REQUIRE_K_NOT_EXTREME,0,,,-2.0853,-2.0853,0,0,False,False,
MANDATORY_REENTRY_REQUIRE_K_NOT_EXTREME,0.5,,,-2.0853,-2.0853,0,0,False,False,
MANDATORY_REENTRY_REQUIRE_K_NOT_EXTREME,1.0,,,-2.0853,-2.0853,0,0,False,False,
MANDATORY_REENTRY_REQUIRE_K_NOT_EXTREME,2.0,,,-2.0853,-2.0853,0,0,False,False,
MU_CORRECTION_REENTRY_ENABLED,False,,,-2.0853,-2.0853,0,0,False,False,
MU_CORRECTION_REENTRY_ENABLED,True,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_DEFAULT_SIZE_MULT,0,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_DEFAULT_SIZE_MULT,0.5,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_DEFAULT_SIZE_MULT,1.0,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_DEFAULT_SIZE_MULT,2.0,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_ENABLED,False,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_ENABLED,True,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_K15_HIGH_BLOCK,0,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_K15_HIGH_BLOCK,0.5,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_K15_HIGH_BLOCK,1.0,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_K15_HIGH_BLOCK,2.0,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_K15_HIGH_SIZE_FRAC,0,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_K15_HIGH_SIZE_FRAC,0.5,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_K15_HIGH_SIZE_FRAC,1.0,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_K15_HIGH_SIZE_FRAC,2.0,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_SCORE_TIER1,0,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_SCORE_TIER1,0.5,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_SCORE_TIER1,1.0,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_SCORE_TIER1,2.0,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_SCORE_TIER2,0,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_SCORE_TIER2,0.5,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_SCORE_TIER2,1.0,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_SCORE_TIER2,2.0,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_SCORE_TIER3,0,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_SCORE_TIER3,0.5,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_SCORE_TIER3,1.0,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_SCORE_TIER3,2.0,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_SHORT_K15_LOW_BLOCK,0,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_SHORT_K15_LOW_BLOCK,0.5,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_SHORT_K15_LOW_BLOCK,1.0,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_SHORT_K15_LOW_BLOCK,2.0,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_SHORT_K15_LOW_SIZE_FRAC,0,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_SHORT_K15_LOW_SIZE_FRAC,0.5,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_SHORT_K15_LOW_SIZE_FRAC,1.0,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_SHORT_K15_LOW_SIZE_FRAC,2.0,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_SMA_FIELD,0,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_SMA_FIELD,0.5,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_SMA_FIELD,1.0,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_SMA_FIELD,2.0,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_SMA_TF,OFF,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_SMA_TF,D,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_SMA_TF,4h,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_SMA_TF,1h,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_SMA_TF,15m,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_TIER1_HTF_REQUIRED,0,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_TIER1_HTF_REQUIRED,0.5,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_TIER1_HTF_REQUIRED,1.0,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_TIER1_HTF_REQUIRED,2.0,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_TIER2_HTF_REQUIRED,0,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_TIER2_HTF_REQUIRED,0.5,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_TIER2_HTF_REQUIRED,1.0,,,-2.0853,-2.0853,0,0,False,False,
OBLIGATORY_REENTRY_TIER2_HTF_REQUIRED,2.0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY2_DC_BREAK_ALLOW_15M,0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY2_DC_BREAK_ALLOW_15M,0.5,,,-2.0853,-2.0853,0,0,False,False,
REENTRY2_DC_BREAK_ALLOW_15M,1.0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY2_DC_BREAK_ALLOW_15M,2.0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY2_DC_BREAK_FILTER_TF,OFF,,,-2.0853,-2.0853,0,0,False,False,
REENTRY2_DC_BREAK_FILTER_TF,D,,,-2.0853,-2.0853,0,0,False,False,
REENTRY2_DC_BREAK_FILTER_TF,4h,,,-2.0853,-2.0853,0,0,False,False,
REENTRY2_DC_BREAK_FILTER_TF,1h,,,-2.0853,-2.0853,0,0,False,False,
REENTRY2_DC_BREAK_FILTER_TF,15m,,,-2.0853,-2.0853,0,0,False,False,
REENTRY2_DC_BREAK_REQUIRE_K_FILTER,0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY2_DC_BREAK_REQUIRE_K_FILTER,0.5,,,-2.0853,-2.0853,0,0,False,False,
REENTRY2_DC_BREAK_REQUIRE_K_FILTER,1.0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY2_DC_BREAK_REQUIRE_K_FILTER,2.0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY2_DC_BREAK_REQUIRE_WT_FILTER,0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY2_DC_BREAK_REQUIRE_WT_FILTER,0.5,,,-2.0853,-2.0853,0,0,False,False,
REENTRY2_DC_BREAK_REQUIRE_WT_FILTER,1.0,MI_TF_AGREE_MIN,0.0_ALT,-2.0853,-1.7594,0.3259,11,True,True,REENTRY2_DC_BREAK_REQUIRE_WT_FILTER=1.0 + MI_TF_AGREE_MIN=0.0_ALT + BB_WT_TF=15m + GR=18 + BB_RECOVERY_FILTER_TF=OFF + DC_BREAK_FILTER_TF=1h
REENTRY2_DC_BREAK_REQUIRE_WT_FILTER,2.0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY2_DIR_FAV_ENABLED,False,,,-2.0853,-2.0853,0,0,False,False,
REENTRY2_DIR_FAV_ENABLED,True,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_B16_SIZE_MULT_STRONG,0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_B16_SIZE_MULT_STRONG,0.5,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_B16_SIZE_MULT_STRONG,1.0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_B16_SIZE_MULT_STRONG,2.0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_B16_SIZE_MULT_WEAK,0,,,-2.0853,-2.0853,0,0,False,False,
