switch,candidate,filter,opt,baseline,gain,delta,trades,valid,F_filling,recipe
REENTRY_B16_SIZE_MULT_WEAK,0.5,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_B16_SIZE_MULT_WEAK,1.0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_B16_SIZE_MULT_WEAK,2.0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_B16_SMA200_PROX_PCT,0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_B16_SMA200_PROX_PCT,0.5,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_B16_SMA200_PROX_PCT,1.0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_B16_SMA200_PROX_PCT,2.0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_B16_SMA200_PULLBACK_ENABLED,False,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_B16_SMA200_PULLBACK_ENABLED,True,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_CROSS_FRESHNESS_ENABLED,False,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_CROSS_FRESHNESS_ENABLED,True,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_EXHAUSTED_PARTIAL_ENABLED,False,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_EXHAUSTED_PARTIAL_ENABLED,True,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_EXIT_RECLAIM_BUFFER_PCT,0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_EXIT_RECLAIM_BUFFER_PCT,0.5,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_EXIT_RECLAIM_BUFFER_PCT,1.0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_EXIT_RECLAIM_BUFFER_PCT,2.0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_EXIT_RECLAIM_ENABLED,False,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_EXIT_RECLAIM_ENABLED,True,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_POST_CONSOL_ATR_THRESHOLD,0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_POST_CONSOL_ATR_THRESHOLD,0.5,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_POST_CONSOL_ATR_THRESHOLD,1.0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_POST_CONSOL_ATR_THRESHOLD,2.0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_POST_CONSOL_ENABLED,False,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_POST_CONSOL_ENABLED,True,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_POST_CONSOL_MULT,0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_POST_CONSOL_MULT,0.5,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_POST_CONSOL_MULT,1.0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_POST_CONSOL_MULT,2.0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_POST_CONSOL_TFS_REQUIRED,0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_POST_CONSOL_TFS_REQUIRED,0.5,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_POST_CONSOL_TFS_REQUIRED,1.0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_POST_CONSOL_TFS_REQUIRED,2.0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_PRICE_IMPROVE_PCT,0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_PRICE_IMPROVE_PCT,0.5,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_PRICE_IMPROVE_PCT,1.0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_PRICE_IMPROVE_PCT,2.0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_SIZE_DIP_MULT,0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_SIZE_DIP_MULT,0.5,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_SIZE_DIP_MULT,1.0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_SIZE_DIP_MULT,2.0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_SIZE_EXTENDED_K1H,0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_SIZE_EXTENDED_K1H,0.5,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_SIZE_EXTENDED_K1H,1.0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_SIZE_EXTENDED_K1H,2.0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_SIZE_EXTENDED_MULT,0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_SIZE_EXTENDED_MULT,0.5,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_SIZE_EXTENDED_MULT,1.0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_SIZE_EXTENDED_MULT,2.0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_TIER1_SIZE_MULT,0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_TIER1_SIZE_MULT,0.5,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_TIER1_SIZE_MULT,1.0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_TIER1_SIZE_MULT,2.0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_TIER2_MAX_MINUTES,0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_TIER2_MAX_MINUTES,0.5,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_TIER2_MAX_MINUTES,1.0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_TIER2_MAX_MINUTES,2.0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_WT15M_SIZE_MULT,0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_WT15M_SIZE_MULT,0.5,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_WT15M_SIZE_MULT,1.0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_WT15M_SIZE_MULT,2.0,,,-2.0853,-2.0853,0,0,False,False,
VEC_REENTRY_DC4_EXITPRICE_ENABLED,False,,,-2.0853,-2.0853,0,0,False,False,
VEC_REENTRY_DC4_EXITPRICE_ENABLED,True,,,-2.0853,-2.0853,0,0,False,False,
HLR_REENTRY_MULT_1H,0.75,,,-2.0853,-2.0853,0,0,False,False,
HLR_REENTRY_MULT_1H,1.125,,,-2.0853,-2.0853,0,0,False,False,
HLR_REENTRY_MULT_1H,1.5,,,-2.0853,-2.0853,0,0,False,False,
HLR_REENTRY_MULT_1H,1.875,,,-2.0853,-2.0853,0,0,False,False,
HLR_REENTRY_MULT_1H,2.25,,,-2.0853,-2.0853,0,0,False,False,
CHANNEL_REENTRY_STOP_ENABLED,False,,,-2.0853,-2.0853,0,0,False,False,
CHANNEL_REENTRY_STOP_ENABLED,True,,,-2.0853,-2.0853,0,0,False,False,
DAEMON_REENTRY_STALE_EXIT_ENABLED,False,,,-2.0853,-2.0853,0,0,False,False,
DAEMON_REENTRY_STALE_EXIT_ENABLED,True,,,-2.0853,-2.0853,0,0,False,False,
BREAKOUT_LEASH_REENTRY_MULT,0,,,-2.0853,-2.0853,0,0,False,False,
BREAKOUT_LEASH_REENTRY_MULT,0.5,,,-2.0853,-2.0853,0,0,False,False,
BREAKOUT_LEASH_REENTRY_MULT,1.0,,,-2.0853,-2.0853,0,0,False,False,
BREAKOUT_LEASH_REENTRY_MULT,2.0,,,-2.0853,-2.0853,0,0,False,False,
DAEMON_REENTRY_SHORT_WT_XUNDER_GATE_ENABLED,False,,,-2.0853,-2.0853,0,0,False,False,
DAEMON_REENTRY_SHORT_WT_XUNDER_GATE_ENABLED,True,,,-2.0853,-2.0853,0,0,False,False,
HLR_REENTRY_MAX_AGE_S,0,,,-2.0853,-2.0853,0,0,False,False,
HLR_REENTRY_MAX_AGE_S,0.5,,,-2.0853,-2.0853,0,0,False,False,
HLR_REENTRY_MAX_AGE_S,1.0,,,-2.0853,-2.0853,0,0,False,False,
HLR_REENTRY_MAX_AGE_S,2.0,,,-2.0853,-2.0853,0,0,False,False,
HLR_REENTRY_MULT_4H,1.0,,,-2.0853,-2.0853,0,0,False,False,
HLR_REENTRY_MULT_4H,1.5,,,-2.0853,-2.0853,0,0,False,False,
HLR_REENTRY_MULT_4H,2.0,,,-2.0853,-2.0853,0,0,False,False,
HLR_REENTRY_MULT_4H,2.5,,,-2.0853,-2.0853,0,0,False,False,
HLR_REENTRY_MULT_4H,3.0,,,-2.0853,-2.0853,0,0,False,False,
HLR_REENTRY_MULT_D,1.25,,,-2.0853,-2.0853,0,0,False,False,
HLR_REENTRY_MULT_D,1.875,,,-2.0853,-2.0853,0,0,False,False,
HLR_REENTRY_MULT_D,2.5,,,-2.0853,-2.0853,0,0,False,False,
HLR_REENTRY_MULT_D,3.125,,,-2.0853,-2.0853,0,0,False,False,
HLR_REENTRY_MULT_D,3.75,,,-2.0853,-2.0853,0,0,False,False,
HLR_REENTRY_MULT_W,1.5,,,-2.0853,-2.0853,0,0,False,False,
HLR_REENTRY_MULT_W,2.25,,,-2.0853,-2.0853,0,0,False,False,
HLR_REENTRY_MULT_W,3.0,,,-2.0853,-2.0853,0,0,False,False,
HLR_REENTRY_MULT_W,3.75,,,-2.0853,-2.0853,0,0,False,False,
HLR_REENTRY_MULT_W,4.5,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_SIZE_BREAKOUT_MULT,0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_SIZE_BREAKOUT_MULT,0.5,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_SIZE_BREAKOUT_MULT,1.0,,,-2.0853,-2.0853,0,0,False,False,
REENTRY_SIZE_BREAKOUT_MULT,2.0,,,-2.0853,-2.0853,0,0,False,False,
AUGMENT_MIN_GAIN_PCT,0.25,,,-2.0853,-2.0853,0,0,False,False,
AUGMENT_MIN_GAIN_PCT,0.375,,,-2.0853,-2.0853,0,0,False,False,
AUGMENT_MIN_GAIN_PCT,0.5,,,-2.0853,-2.0853,0,0,False,False,
AUGMENT_MIN_GAIN_PCT,0.625,,,-2.0853,-2.0853,0,0,False,False,
AUGMENT_MIN_GAIN_PCT,0.75,,,-2.0853,-2.0853,0,0,False,False,
BOUNCE_AUGMENT_MIN_LOSS_PCT,-0.75,,,-2.0853,-2.0853,0,0,False,False,
BOUNCE_AUGMENT_MIN_LOSS_PCT,-0.625,,,-2.0853,-2.0853,0,0,False,False,
BOUNCE_AUGMENT_MIN_LOSS_PCT,-0.5,,,-2.0853,-2.0853,0,0,False,False,
BOUNCE_AUGMENT_MIN_LOSS_PCT,-0.375,,,-2.0853,-2.0853,0,0,False,False,
BOUNCE_AUGMENT_MIN_LOSS_PCT,-0.25,,,-2.0853,-2.0853,0,0,False,False,
AUGMENT_BOUNCE_MIN_GAIN_PCT,0.25,,,-2.0853,-2.0853,0,0,False,False,
AUGMENT_BOUNCE_MIN_GAIN_PCT,0.375,,,-2.0853,-2.0853,0,0,False,False,
AUGMENT_BOUNCE_MIN_GAIN_PCT,0.5,,,-2.0853,-2.0853,0,0,False,False,
AUGMENT_BOUNCE_MIN_GAIN_PCT,0.625,,,-2.0853,-2.0853,0,0,False,False,
AUGMENT_BOUNCE_MIN_GAIN_PCT,0.75,,,-2.0853,-2.0853,0,0,False,False,
AUGMENT_BREAKOUT_MIN_GAIN_PCT,0.25,,,-2.0853,-2.0853,0,0,False,False,
AUGMENT_BREAKOUT_MIN_GAIN_PCT,0.375,,,-2.0853,-2.0853,0,0,False,False,
AUGMENT_BREAKOUT_MIN_GAIN_PCT,0.5,,,-2.0853,-2.0853,0,0,False,False,
AUGMENT_BREAKOUT_MIN_GAIN_PCT,0.625,,,-2.0853,-2.0853,0,0,False,False,
AUGMENT_BREAKOUT_MIN_GAIN_PCT,0.75,,,-2.0853,-2.0853,0,0,False,False,
HTF_GATE_APPLY_TO_AUGMENT,0,,,-2.0853,-2.0853,0,0,False,False,
HTF_GATE_APPLY_TO_AUGMENT,0.5,,,-2.0853,-2.0853,0,0,False,False,
HTF_GATE_APPLY_TO_AUGMENT,1.0,,,-2.0853,-2.0853,0,0,False,False,
HTF_GATE_APPLY_TO_AUGMENT,2.0,,,-2.0853,-2.0853,0,0,False,False,
DD_BOUNCE_ENABLED,True,,,-2.0853,-2.0853,0,0,False,False,
MAX_AUGMENTS_PER_POSITION,0,,,-2.0853,-2.0853,0,0,False,False,
MAX_AUGMENTS_PER_POSITION,0.5,,,-2.0853,-2.0853,0,0,False,False,
MAX_AUGMENTS_PER_POSITION,1.0,,,-2.0853,-2.0853,0,0,False,False,
MAX_AUGMENTS_PER_POSITION,2.0,,,-2.0853,-2.0853,0,0,False,False,
AUGMENTED_POSITIONS_GUARD_FLOOR_MULT,0,,,-2.0853,-2.0853,0,0,False,False,
AUGMENTED_POSITIONS_GUARD_FLOOR_MULT,0.5,,,-2.0853,-2.0853,0,0,False,False,
AUGMENTED_POSITIONS_GUARD_FLOOR_MULT,1.0,,,-2.0853,-2.0853,0,0,False,False,
AUGMENTED_POSITIONS_GUARD_FLOOR_MULT,2.0,,,-2.0853,-2.0853,0,0,False,False,
AUGMENT_AT_LOSS_ENABLED,False,,,-2.0853,-2.0853,0,0,False,False,
AUGMENT_AT_LOSS_ENABLED,True,,,-2.0853,-2.0853,0,0,False,False,
AUGMENT_FALLBACK_GAIN_PCT,0.5,,,-2.0853,-2.0853,0,0,False,False,
AUGMENT_FALLBACK_GAIN_PCT,0.75,,,-2.0853,-2.0853,0,0,False,False,
AUGMENT_FALLBACK_GAIN_PCT,1.0,,,-2.0853,-2.0853,0,0,False,False,
AUGMENT_FALLBACK_GAIN_PCT,1.25,,,-2.0853,-2.0853,0,0,False,False,
AUGMENT_FALLBACK_GAIN_PCT,1.5,,,-2.0853,-2.0853,0,0,False,False,
AUGMENT_FALLBACK_REDUCE_ENABLED,False,,,-2.0853,-2.0853,0,0,False,False,
AUGMENT_FALLBACK_REDUCE_ENABLED,True,,,-2.0853,-2.0853,0,0,False,False,
AUGMENT_FALLBACK_REDUCE_PCT,0.25,,,-2.0853,-2.0853,0,0,False,False,
AUGMENT_FALLBACK_REDUCE_PCT,0.375,,,-2.0853,-2.0853,0,0,False,False,
AUGMENT_FALLBACK_REDUCE_PCT,0.5,,,-2.0853,-2.0853,0,0,False,False,
AUGMENT_FALLBACK_REDUCE_PCT,0.625,,,-2.0853,-2.0853,0,0,False,False,
AUGMENT_FALLBACK_REDUCE_PCT,0.75,,,-2.0853,-2.0853,0,0,False,False,
AUGMENT_ONLY_WHEN_PROFITABLE,0,,,-2.0853,-2.0853,0,0,False,False,
AUGMENT_ONLY_WHEN_PROFITABLE,0.5,,,-2.0853,-2.0853,0,0,False,False,
AUGMENT_ONLY_WHEN_PROFITABLE,1.0,,,-2.0853,-2.0853,0,0,False,False,
AUGMENT_ONLY_WHEN_PROFITABLE,2.0,,,-2.0853,-2.0853,0,0,False,False,
AUGMENT_WT_4H_BOUNCE_ENABLED,False,,,-2.0853,-2.0853,0,0,False,False,
AUGMENT_WT_4H_BOUNCE_ENABLED,True,,,-2.0853,-2.0853,0,0,False,False,
DELTA_PYRAMID_MAX,0,,,-2.0853,-2.0853,0,0,False,False,
DELTA_PYRAMID_MAX,0.5,,,-2.0853,-2.0853,0,0,False,False,
DELTA_PYRAMID_MAX,1.0,,,-2.0853,-2.0853,0,0,False,False,
DELTA_PYRAMID_MAX,2.0,,,-2.0853,-2.0853,0,0,False,False,
DELTA_PYRAMID_PRICE_TOL,0,,,-2.0853,-2.0853,0,0,False,False,
DELTA_PYRAMID_PRICE_TOL,0.5,,,-2.0853,-2.0853,0,0,False,False,
DELTA_PYRAMID_PRICE_TOL,1.0,,,-2.0853,-2.0853,0,0,False,False,
DELTA_PYRAMID_PRICE_TOL,2.0,,,-2.0853,-2.0853,0,0,False,False,
DYNAMIC_SCORE_AUGMENT_ENABLED,False,,,-2.0853,-2.0853,0,0,False,False,
DYNAMIC_SCORE_AUGMENT_ENABLED,True,,,-2.0853,-2.0853,0,0,False,False,
HIGH_GAIN_AUGMENTATION_MIN_SIZE,0,,,-2.0853,-2.0853,0,0,False,False,
HIGH_GAIN_AUGMENTATION_MIN_SIZE,0.5,,,-2.0853,-2.0853,0,0,False,False,
HIGH_GAIN_AUGMENTATION_MIN_SIZE,1.0,,,-2.0853,-2.0853,0,0,False,False,
HIGH_GAIN_AUGMENTATION_MIN_SIZE,2.0,,,-2.0853,-2.0853,0,0,False,False,
PYRAMID_MIN_WT_VEL_1H,1.0,,,-2.0853,-2.0853,0,0,False,False,
PYRAMID_MIN_WT_VEL_1H,1.5,,,-2.0853,-2.0853,0,0,False,False,
PYRAMID_MIN_WT_VEL_1H,2.0,,,-2.0853,-2.0853,0,0,False,False,
PYRAMID_MIN_WT_VEL_1H,2.5,,,-2.0853,-2.0853,0,0,False,False,
PYRAMID_MIN_WT_VEL_1H,3.0,,,-2.0853,-2.0853,0,0,False,False,
SCALP_V3_AUG_BE_STOP_ENABLED,False,,,-2.0853,-2.0853,0,0,False,False,
SCALP_V3_AUG_BE_STOP_ENABLED,True,,,-2.0853,-2.0853,0,0,False,False,
SCALP_V3_AUG_BE_STOP_PCT,0,LH_HL_FILTER_TF_REQ,2_ALT,-2.0853,-1.9285,0.1568,10,True,True,SCALP_V3_AUG_BE_STOP_PCT=0 + LH_HL_FILTER_TF_REQ=2_ALT + BB_WT_TF=15m + GR=18 + BB_RECOVERY_FILTER_TF=OFF + DC_BREAK_FILTER_TF=1h
SCALP_V3_AUG_BE_STOP_PCT,0.5,,,-2.0853,-2.0853,0,0,False,False,
SCALP_V3_AUG_BE_STOP_PCT,1.0,,,-2.0853,-2.0853,0,0,False,False,
SCALP_V3_AUG_BE_STOP_PCT,2.0,,,-2.0853,-2.0853,0,0,False,False,
