switch_sheet,switch,switch_value,filter,filter_value,baseline_gain,new_gain,delta,baseline_trades,new_trades,delta_trades,baseline_bh,new_bh,delta_bh,baseline_tim,new_tim,delta_tim,baseline_dd,new_dd,delta_dd,baseline_sharpe,new_sharpe,delta_sharpe,window_days,symside,valid
FILTERS_EXPLAINED,ADX_RANGING_THRESHOLD,Threshold_ALT,FG_FEAR_THRESHOLD,25,0.482450,-0.083739,-0.566189,186,181,-5,-12.803487,-12.803487,0.000000,21.170000,20.640000,-0.530000,8.491540,8.538613,0.047073,0.049918,0.037499,-0.012419,30,SNDK_LONG,True
FILTERS_EXPLAINED,ADX_RANGING_THRESHOLD,Threshold_ALT,FG_FEAR_THRESHOLD,31.25,0.482450,-0.151278,-0.633728,186,186,0,-12.803487,-12.803487,0.000000,21.170000,21.170000,0.000000,8.491540,8.544263,0.052723,0.049918,0.040100,-0.009818,30,SNDK_LONG,True
FILTERS_EXPLAINED,ADX_RANGING_THRESHOLD,Threshold_ALT,FG_FEAR_THRESHOLD,18.75,0.482450,-0.223562,-0.706012,186,186,0,-12.803487,-12.803487,0.000000,21.170000,21.120000,-0.050000,8.491540,8.550319,0.058778,0.049918,0.038998,-0.010920,30,SNDK_LONG,True
FILTERS_EXPLAINED,ADX_RANGING_THRESHOLD,Threshold_ALT,FG_FEAR_THRESHOLD,12.5,0.482450,0.099654,-0.382796,186,182,-4,-12.803487,-12.803487,0.000000,21.170000,20.200000,-0.970000,8.491540,8.523309,0.031769,0.049918,0.037280,-0.012638,30,SNDK_LONG,True
FILTERS_EXPLAINED,ADX_RANGING_THRESHOLD,Threshold_ALT,FG_GREED_THRESHOLD,75,0.482450,-0.083739,-0.566189,186,181,-5,-12.803487,-12.803487,0.000000,21.170000,20.640000,-0.530000,8.491540,8.538613,0.047073,0.049918,0.037499,-0.012419,30,SNDK_LONG,True
FILTERS_EXPLAINED,ADX_RANGING_THRESHOLD,Threshold_ALT,FG_GREED_THRESHOLD,93.75,0.482450,2.345931,1.863481,186,189,3,-12.803487,-12.803487,0.000000,21.170000,21.480000,0.310000,8.491540,8.340210,-0.151330,0.049918,0.072280,0.022361,30,SNDK_LONG,True
FILTERS_EXPLAINED,ADX_RANGING_THRESHOLD,Threshold_ALT,FG_GREED_THRESHOLD,56.25,0.482450,0.482450,0.000000,186,186,0,-12.803487,-12.803487,0.000000,21.170000,21.170000,0.000000,8.491540,8.491540,0.000000,0.049918,0.049918,0.000000,30,SNDK_LONG,True
FILTERS_EXPLAINED,ADX_RANGING_THRESHOLD,Threshold_ALT,FG_GREED_THRESHOLD,37.5,0.482450,0.099654,-0.382796,186,182,-4,-12.803487,-12.803487,0.000000,21.170000,20.200000,-0.970000,8.491540,8.523309,0.031769,0.049918,0.037280,-0.012638,30,SNDK_LONG,True
FILTERS_EXPLAINED,ADX_RANGING_THRESHOLD,Threshold_ALT,FUNDING_GATE_FILTER_TF,OFF,0.482450,0.482450,0.000000,186,186,0,-12.803487,-12.803487,0.000000,21.170000,21.170000,0.000000,8.491540,8.491540,0.000000,0.049918,0.049918,0.000000,30,SNDK_LONG,True
FILTERS_EXPLAINED,ADX_RANGING_THRESHOLD,Threshold_ALT,FUNDING_GATE_FILTER_TF,D,0.482450,-0.223562,-0.706012,186,186,0,-12.803487,-12.803487,0.000000,21.170000,21.120000,-0.050000,8.491540,8.550319,0.058778,0.049918,0.038998,-0.010920,30,SNDK_LONG,True
FILTERS_EXPLAINED,ADX_RANGING_THRESHOLD,Threshold_ALT,FUNDING_GATE_FILTER_TF,4h,0.482450,-0.467584,-0.950034,186,182,-4,-12.803487,-12.803487,0.000000,21.170000,20.380000,-0.790000,8.491540,8.570824,0.079284,0.049918,0.026859,-0.023059,30,SNDK_LONG,True
FILTERS_EXPLAINED,ADX_RANGING_THRESHOLD,Threshold_ALT,FUNDING_GATE_FILTER_TF,1h,0.482450,1.049937,0.567488,186,186,0,-12.803487,-12.803487,0.000000,21.170000,21.040000,-0.130000,8.491540,8.444877,-0.046663,0.049918,0.057748,0.007830,30,SNDK_LONG,True
FILTERS_EXPLAINED,ADX_RANGING_THRESHOLD,Threshold_ALT,FUNDING_GATE_FILTER_TF,15m,0.482450,0.099654,-0.382796,186,182,-4,-12.803487,-12.803487,0.000000,21.170000,20.200000,-0.970000,8.491540,8.523309,0.031769,0.049918,0.037280,-0.012638,30,SNDK_LONG,True
FILTERS_EXPLAINED,ADX_RANGING_THRESHOLD,Threshold_ALT,FUNDING_GATE_LONG_MAX,0.0,0.482450,0.099654,-0.382796,186,182,-4,-12.803487,-12.803487,0.000000,21.170000,20.200000,-0.970000,8.491540,8.523309,0.031769,0.049918,0.037280,-0.012638,30,SNDK_LONG,True
FILTERS_EXPLAINED,ADX_RANGING_THRESHOLD,Threshold_ALT,FUNDING_GATE_LONG_MAX,0.0_ALT,0.482450,-0.423095,-0.905545,186,186,0,-12.803487,-12.803487,0.000000,21.170000,21.260000,0.090000,8.491540,8.567078,0.075538,0.049918,0.036124,-0.013794,30,SNDK_LONG,True
FILTERS_EXPLAINED,ADX_RANGING_THRESHOLD,Threshold_ALT,FUNDING_GATE_MTF_REQUIRED,0.0,0.482450,0.099654,-0.382796,186,182,-4,-12.803487,-12.803487,0.000000,21.170000,20.200000,-0.970000,8.491540,8.523309,0.031769,0.049918,0.037280,-0.012638,30,SNDK_LONG,True
FILTERS_EXPLAINED,ADX_RANGING_THRESHOLD,Threshold_ALT,FUNDING_GATE_MTF_REQUIRED,0.0_ALT,0.482450,-0.166073,-0.648523,186,186,0,-12.803487,-12.803487,0.000000,21.170000,21.080000,-0.090000,8.491540,8.545502,0.053962,0.049918,0.039875,-0.010044,30,SNDK_LONG,True
FILTERS_EXPLAINED,ADX_RANGING_THRESHOLD,Threshold_ALT,FUNDING_GATE_SHORT_MIN,0.0,0.482450,0.099654,-0.382796,186,182,-4,-12.803487,-12.803487,0.000000,21.170000,20.200000,-0.970000,8.491540,8.523309,0.031769,0.049918,0.037280,-0.012638,30,SNDK_LONG,True
FILTERS_EXPLAINED,ADX_RANGING_THRESHOLD,Threshold_ALT,FUNDING_GATE_SHORT_MIN,0.0_ALT,0.482450,-0.223562,-0.706012,186,186,0,-12.803487,-12.803487,0.000000,21.170000,21.120000,-0.050000,8.491540,8.550319,0.058778,0.049918,0.038998,-0.010920,30,SNDK_LONG,True
