switch,in_tradier_manage,in_ez_manage,in_config,in_config_tradier,in_vec_paths,status
VEC_LIVE_REDUCE_PARITY_KEEP_DUST,True,True,True,False,True,MIRRORED_LIVE
VEC_RATIO_REDUCE_PROXY_ENABLED,True,True,True,False,True,MIRRORED_LIVE
RATIO_TRIM_MIN_INTERVAL_S,True,True,True,False,True,MIRRORED_LIVE
RATIO_TRIM_MIN_AGE_S,True,True,True,False,True,MIRRORED_LIVE
RATIO_TRIM_GAIN_FLOOR,True,True,True,False,True,MIRRORED_LIVE
VEC_FIRST_OPEN_THROTTLE_BARS,True,True,True,False,True,MIRRORED_LIVE
UNIVERSAL_AUGMENT_GAIN_GATE_ENABLED,True,True,True,False,False,MIRRORED_LIVE
WT_CROSSUNDER_FINAL_COOLDOWN_S,True,True,True,False,False,MIRRORED_LIVE
PPL_FIRE_COOLDOWN_S,True,True,True,False,False,MIRRORED_LIVE
GR_OPEN_COOLDOWN_S,True,True,True,False,False,MIRRORED_LIVE
AUG_COOLDOWN_S,True,True,True,False,False,MIRRORED_LIVE
WT_CROSSUNDER_REFINED_BYPASS_ENABLED,False,False,False,False,False,DEAD_OR_INDICATOR
HEDGE_PROTECT_LOSS_VEC_ENABLED,True,True,True,False,True,MIRRORED_LIVE
HEDGE_PROTECT_TRIGGER_GAIN_PCT,True,True,True,False,True,MIRRORED_LIVE
HEDGE_PROTECT_QTY_PCT,True,True,True,False,True,MIRRORED_LIVE
SYNTHETIC_LOSER_THRESHOLD_PCT,True,True,True,False,True,MIRRORED_LIVE
SYNTHETIC_LOSER_MIN_AGE_MIN,True,True,True,False,True,MIRRORED_LIVE
QUICK_OPEN_STRONG_VEC_ENABLED,True,True,True,False,True,MIRRORED_LIVE
QUICK_OPEN_STRONG_VEL_MIN,True,True,True,False,True,MIRRORED_LIVE
QUICK_OPEN_STRONG_K_LONG_MAX,True,True,True,False,True,MIRRORED_LIVE
QUICK_OPEN_STRONG_K_SHORT_MIN,True,True,True,False,True,MIRRORED_LIVE
QUICK_OPEN_STRONG_BB_LONG_MAX,True,True,True,False,True,MIRRORED_LIVE
QUICK_OPEN_STRONG_BB_SHORT_MIN,True,True,True,False,True,MIRRORED_LIVE
QUICK_OPEN_STRONG_DC_LONG_MAX,True,True,True,False,True,MIRRORED_LIVE
QUICK_OPEN_STRONG_DC_SHORT_MIN,True,True,True,False,True,MIRRORED_LIVE
QUICK_HEDGE_SAME_SYM_LAST_RESORT_VEC_ENABLED,True,True,True,False,True,MIRRORED_LIVE
QUICK_HEDGE_SAME_SYM_LAST_RESORT_GAIN_PCT,True,True,True,False,True,MIRRORED_LIVE
QUICK_HEDGE_SAME_SYM_LAST_RESORT_AGE_MIN,True,True,True,False,True,MIRRORED_LIVE
QUICK_HEDGE_SAME_SYM_LAST_RESORT_QTY_PCT,True,True,True,False,True,MIRRORED_LIVE
DAEMON_PRICE_CROSS_REENTRY_VEC_ENABLED,True,True,True,False,True,MIRRORED_LIVE
DAEMON_PRICE_CROSS_REENTRY_MAX_AGE_HOURS,True,True,True,False,True,MIRRORED_LIVE
DAEMON_PRICE_CROSS_PCT,True,True,True,False,False,MIRRORED_LIVE
REENTRY_LIVE_MONITOR_DC_BREAK_ENABLED,True,True,True,True,False,MIRRORED_LIVE
REENTRY_LIVE_MONITOR_DC_BREAK_TF,True,True,True,True,False,MIRRORED_LIVE
REENTRY_LIVE_MONITOR_DC_BREAK_USE_4BAR,True,True,True,True,False,MIRRORED_LIVE
REENTRY_MAX_PRICE_DIVERGENCE_PCT,True,True,True,True,False,MIRRORED_LIVE
GUARANTEED_PRICE_CROSS_REENTRY_DISK_VEC_ENABLED,True,True,True,False,True,MIRRORED_LIVE
DIRECTION_FAVORABLE_REENTRY_VEC_ENABLED,True,True,True,False,True,MIRRORED_LIVE
DIRECTION_FAVORABLE_MAX_MINUTES,True,True,True,False,True,MIRRORED_LIVE
RIDICULOUS_HOLD_VEC_ENABLED,True,True,True,False,True,MIRRORED_LIVE
RIDICULOUS_LOSS_PCT,True,True,True,False,True,MIRRORED_LIVE
RIDICULOUS_HOLD_HOURS,True,True,True,False,True,MIRRORED_LIVE
RIDICULOUS_HOLD_REQUIRE_GAIN_NONNEG,True,True,True,False,True,MIRRORED_LIVE
QUICK_REDUCE_STRONG_REDUCE_VEC_ENABLED,True,True,True,False,True,MIRRORED_LIVE
HLR_MIN_GAIN_PCT,True,True,True,False,True,MIRRORED_LIVE
HLR_MIN_TFS,True,True,True,False,True,MIRRORED_LIVE
HLR_REENTRY_MULT,True,True,True,False,True,MIRRORED_LIVE
HLR_REDUCE_FRAC,True,True,True,False,True,MIRRORED_LIVE
QUICK_BREAKEVEN_GAIN_EROSION_VEC_ENABLED,True,True,True,False,True,MIRRORED_LIVE
BREAKEVEN_GAIN_EROSION_MIN_GAIN,True,True,True,False,True,MIRRORED_LIVE
HARD_BREAKEVEN_MIN_PEAK_PCT,True,True,True,False,True,MIRRORED_LIVE
QUICK_CYCLE_TP_STOCH_AGAINST_VEC_ENABLED,True,True,True,False,True,MIRRORED_LIVE
QUICK_CYCLE_TP_MIN_GAIN_PCT,True,True,True,False,True,MIRRORED_LIVE
QUICK_CYCLE_TP_REDUCE_FRAC,True,True,True,False,True,MIRRORED_LIVE
QUICK_BANDAID_OFF_VEC_ENABLED,True,True,True,False,True,MIRRORED_LIVE
DELTA_EXIT_SPEED_DECAY_VEC_ENABLED,True,True,True,False,True,MIRRORED_LIVE
DELTA_EXIT_SPEED_DECAY_MIN_GAIN,True,True,True,False,True,MIRRORED_LIVE
DELTA_EXIT_SPEED_DECAY_MIN_TFS,True,True,True,False,True,MIRRORED_LIVE
QUICK_SENTIMENT_CUT_GAIN_VEC_ENABLED,True,True,True,False,True,MIRRORED_LIVE
QUICK_SENTIMENT_CUT_MIN_GAIN,True,True,True,False,True,MIRRORED_LIVE
QUICK_SENTIMENT_CUT_REDUCE_FRAC,True,True,True,False,True,MIRRORED_LIVE
HEDGE_BANDAID_OFF_FIRST_PRE_VEC_ENABLED,True,True,True,False,True,MIRRORED_LIVE
VEC_FIX_R1_REASON_STRING_FOR_DIFF,True,True,True,False,False,MIRRORED_LIVE
IN_GAIN_TREND_EXIT_LIVE_PARITY_ENABLED,True,True,True,False,True,MIRRORED_LIVE
IN_GAIN_TREND_REDUCE_FRAC,True,True,True,False,True,MIRRORED_LIVE
HEDGE_PROTECT_COOLDOWN_S,False,False,False,False,True,VEC_PATHS_ONLY
HEDGE_PROTECT_MIN_AGE_MIN,False,False,False,False,True,VEC_PATHS_ONLY
HEDGE_PROTECT_REQUIRE_BARS_LOSING,False,False,False,False,False,DEAD_OR_INDICATOR
DAEMON_PRICE_CROSS_COOLDOWN_S,False,False,False,False,True,VEC_PATHS_ONLY
DAEMON_PRICE_CROSS_MIN_DIST_PCT,False,False,False,False,False,DEAD_OR_INDICATOR
GR_AUGMENT_COOLDOWN_S,False,False,False,False,False,DEAD_OR_INDICATOR
QUICK_CYCLE_TP_COOLDOWN_S,False,False,False,False,True,VEC_PATHS_ONLY
QUICK_CYCLE_TP_MIN_PEAK_PCT,False,False,False,False,True,VEC_PATHS_ONLY
IN_GAIN_TREND_COOLDOWN_S,False,False,False,False,True,VEC_PATHS_ONLY
IN_GAIN_TREND_REQUIRE_FULL_FLIP,False,False,False,False,True,VEC_PATHS_ONLY
QUICK_SENTIMENT_CUT_COOLDOWN_S,False,False,False,False,True,VEC_PATHS_ONLY
DELTA_EXIT_SPEED_DECAY_COOLDOWN_S,False,False,False,False,True,VEC_PATHS_ONLY
HLR_TOP_COOLDOWN_S,False,False,False,False,True,VEC_PATHS_ONLY
QUICK_OPEN_STRONG_RELAXED,False,False,False,False,True,VEC_PATHS_ONLY
RIDICULOUS_HOLD_FIRE_EVERY_N_BARS,False,False,False,False,True,VEC_PATHS_ONLY
VEC_MTF_ARMED_STATE_ENABLED,True,True,True,False,False,MIRRORED_LIVE
VEC_MTF_ARMED_GATE_REENTRY,True,True,True,False,False,MIRRORED_LIVE
VEC_MTF_ARMED_GATE_HEDGE_OPEN,True,True,True,False,False,MIRRORED_LIVE
VEC_MTF_ARMED_BYPASS_STRONG,True,True,True,False,False,MIRRORED_LIVE
VEC_MTF_ARMED_RESULTING_REASON,True,True,True,False,False,MIRRORED_LIVE
VEC_MULTI_SYM_OUTER_LOOP_ENABLED,True,True,True,False,False,MIRRORED_LIVE
BREAKOUT_SIZE_LADDER_ENABLED,True,True,True,True,False,MIRRORED_LIVE
BREAKOUT_SIZE_SMA200_T1_PCT,True,True,True,False,False,MIRRORED_LIVE
BREAKOUT_SIZE_SMA200_T1_MULT,True,True,True,False,False,MIRRORED_LIVE
BREAKOUT_SIZE_SMA200_T2_PCT,True,True,True,False,False,MIRRORED_LIVE
BREAKOUT_SIZE_SMA200_T2_MULT,True,True,True,False,False,MIRRORED_LIVE
BREAKOUT_SIZE_SMA200_T3_PCT,True,True,True,False,False,MIRRORED_LIVE
BREAKOUT_SIZE_SMA200_T3_MULT,True,True,True,False,False,MIRRORED_LIVE
BREAKOUT_SIZE_MAX_MULT,True,True,True,True,False,MIRRORED_LIVE
