Switch,Scope,Scope_Reason,Verdict,Reason,Groups,Source_Sheets,Declared_Quick,Read_Quick,Read_Wide,Read_Scalar,Read_Live_Crypto,Read_Live_Stock,Values_Defined,TFs_Tested,Empirical_Rows,Unique_Behaviors,Unique_Deltas
BTC_TECH_EXIT_WT_MIN_TFS,N/A_SYMBOL,BTC-dedicated strategy path is not applicable to this symbol,N/A_SYMBOL,BTC-dedicated strategy path is not applicable to this symbol,ENGINE_AUTO_WIRED|EXIT|QUICK_CONFIG|RECENT_5D,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D,True,True,False,False,True,False,"[3,1]",,0,0,0
EMA200_STOCHRSI_BODY_MULT,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 5m,ENGINE_AUTO_WIRED|GLOBAL|QUICK_CONFIG|RECENT_5D,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D,True,True,False,True,True,False,"[1.05,0.525]",5m|15m|1h|4h|D,10,2,2
EMA200_STOCHRSI_ENABLED,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 5m,ENGINE_AUTO_WIRED|GLOBAL|QUICK_CONFIG|RECENT_5D,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D,True,True,True,True,True,False,"[false,true]",5m|15m|1h|4h|D,10,2,2
EMA200_STOCHRSI_K_LONG,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 5m,ENGINE_AUTO_WIRED|GLOBAL|QUICK_CONFIG|RECENT_5D,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D,True,True,False,True,True,False,"[20.0,10.0]",5m|15m|1h|4h|D,10,2,2
EMA200_STOCHRSI_K_SHORT,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 5m,ENGINE_AUTO_WIRED|GLOBAL|QUICK_CONFIG|RECENT_5D,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D,True,True,False,True,True,False,"[80.0,120.0,40.0]",5m|15m|1h|4h|D,15,2,2
EMA200_STOCHRSI_SCORE,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 5m,ENGINE_AUTO_WIRED|GLOBAL|QUICK_CONFIG|RECENT_5D,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D,True,True,False,True,True,False,"[25,12]",5m|15m|1h|4h|D,10,2,2
EMA200_STOCHRSI_TF,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,TF_ALIAS,two or more timeframes have identical executed ledgers,ENGINE_AUTO_WIRED|GLOBAL|QUICK_CONFIG|RECENT_5D,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D,True,True,False,True,True,False,"[""1h"",""5m"",""15m"",""4h"",""D""]",5m|15m|1h|4h|D,5,1,1
EMA_PULLBACK_ENABLED,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 5m,ENGINE_AUTO_WIRED|ENTRY|QUICK_CONFIG|RECENT_5D,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D,True,True,True,True,True,False,"[false,true]",5m|15m|1h|4h|D,10,2,2
EMA_PULLBACK_SCORE_BONUS,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 5m,ENGINE_AUTO_WIRED|ENTRY|QUICK_CONFIG|RECENT_5D,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D,True,True,False,True,True,False,"[35,17]",5m|15m|1h|4h|D,10,2,2
EMA_PULLBACK_TF,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,TF_ALIAS,two or more timeframes have identical executed ledgers,ENGINE_AUTO_WIRED|ENTRY|QUICK_CONFIG|RECENT_5D,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D,True,True,False,True,True,False,"[""15m"",""5m"",""1h"",""4h"",""D""]",5m|15m|1h|4h|D,5,1,1
EMA_TF_15M_ENABLED,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 5m,QUICK_CONFIG,QUICK_CONFIG,True,True,False,False,False,False,"[false,true]",5m|15m|1h|4h|D,10,2,2
EMA_TF_1H_ENABLED,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 5m,QUICK_CONFIG,QUICK_CONFIG,True,True,False,False,False,False,"[false,true]",5m|15m|1h|4h|D,10,2,2
EMA_TF_3M_ENABLED,N/A_TIMEFRAME,Tradier audit uses native 5m rather than crypto 3m,N/A_TIMEFRAME,Tradier audit uses native 5m rather than crypto 3m,QUICK_CONFIG,QUICK_CONFIG,True,True,False,False,False,False,[false],,0,0,0
EMA_TF_4H_ENABLED,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 5m,QUICK_CONFIG,QUICK_CONFIG,True,True,False,False,False,False,"[false,true]",5m|15m|1h|4h|D,10,2,2
EMA_TF_5M_ENABLED,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 5m,QUICK_CONFIG,QUICK_CONFIG,True,True,False,False,False,False,"[false,true]",5m|15m|1h|4h|D,10,2,2
EMA_TF_D_ENABLED,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 5m,QUICK_CONFIG,QUICK_CONFIG,True,True,False,False,False,False,"[false,true]",5m|15m|1h|4h|D,10,2,2
EMA_TF_W_ENABLED,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 5m,QUICK_CONFIG,QUICK_CONFIG,True,True,False,False,False,False,"[false,true]",5m|15m|1h|4h|D,10,2,2
ENTRY_BOUNCE_DEEP_TURN_COMPOSITE_V1_BOUNCE_DISTANCE,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 5m,ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_5D,ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D,True,True,False,True,False,False,"[0.015,0.0075]",5m|15m|1h|4h|D,10,2,2
ENTRY_BOUNCE_DEEP_TURN_COMPOSITE_V1_BOUNCE_TIMEFRAME,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,TF_ALIAS,two or more timeframes have identical executed ledgers,ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_5D,ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D,True,True,False,True,False,False,"[""5m"",""15m"",""1h"",""4h"",""D""]",5m|15m|1h|4h|D,5,1,1
ENTRY_BOUNCE_DEEP_TURN_COMPOSITE_V1_CONFIRMATION_MIN,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 5m,ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_5D,ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D,True,True,False,True,False,False,"[2,1,3]",5m|15m|1h|4h|D,15,2,2
ENTRY_BOUNCE_DEEP_TURN_COMPOSITE_V1_DEEP_K4H,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 5m,ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_5D,ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D,True,True,False,True,False,False,"[50.0,0.0]",5m|15m|1h|4h|D,10,2,2
ENTRY_BOUNCE_DEEP_TURN_COMPOSITE_V1_ENABLED,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 5m,ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_5D,ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D,True,True,True,True,False,False,"[false,true]",5m|15m|1h|4h|D,10,2,2
ENTRY_BOUNCE_DEEP_TURN_COMPOSITE_V1_SIDE,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 5m,ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_5D,ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D,True,True,False,True,False,False,"[""SHORT"",""LONG"",""BOTH""]",5m|15m|1h|4h|D,15,2,2
ENTRY_BOUNCE_DEEP_TURN_COMPOSITE_V1_SYMBOLS,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 5m,ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_5D,ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D,True,True,False,True,False,False,"[[],[""MU""],[""WDAY""]]",5m|15m|1h|4h|D,15,2,2
ENTRY_BOUNCE_DEEP_TURN_COMPOSITE_V1_TURN_K1H,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 5m,ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_5D,ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D,True,True,False,True,False,False,"[40.0,60.0,40.1]",5m|15m|1h|4h|D,15,2,2
ENTRY_BOUNCE_DONCHIAN_DIRECT_CONFIRMATION,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 5m,ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_5D,ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D,True,True,False,True,False,False,"[""none""]",5m|15m|1h|4h|D,5,2,2
ENTRY_BOUNCE_DONCHIAN_DIRECT_DISTANCE,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 5m,ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_5D,ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D,True,True,False,True,False,False,"[0.008,0.0]",5m|15m|1h|4h|D,10,2,2
ENTRY_BOUNCE_DONCHIAN_DIRECT_ENABLED,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 5m,ENGINE_AUTO_WIRED|ENTRY|QUICK_CONFIG|RECENT_5D,ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D|SWITCH_CATALOG,True,True,True,True,False,False,"[false,true]",5m|15m|1h|4h|D,10,2,2
ENTRY_BOUNCE_DONCHIAN_DIRECT_RECOVERY_ONLY,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 5m,ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_5D,ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D,True,True,False,True,False,False,"[false,true]",5m|15m|1h|4h|D,10,2,2
ENTRY_BOUNCE_DONCHIAN_DIRECT_TIMEFRAME,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,TF_ALIAS,two or more timeframes have identical executed ledgers,ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_5D,ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D,True,True,False,True,False,False,"[""5m"",""15m"",""1h"",""4h"",""D""]",5m|15m|1h|4h|D,5,1,1
K_ZONE_ENTRY_ENABLED_TRADIER,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,PASS,all applicable values/timeframes change real execution uniquely,ENGINE_AUTO_WIRED|ENTRY|QUICK_CONFIG|RECENT_5D,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D|SWITCH_CATALOG,True,True,False,True,False,True,"[false,true]",5m|15m|1h|4h|D,10,10,10
MOMENTUM_FADE_BODY_ATR_MIN_TRADIER,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,PASS,all applicable values/timeframes change real execution uniquely,ENGINE_AUTO_WIRED|GLOBAL|OTHER|QUICK_CONFIG|RECENT_5D,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D|SWITCH_CATALOG,True,True,False,True,False,True,"[2.0,1.0,1.5,2.5,3.0]",5m|15m|1h|4h|D,25,25,25
MOMENTUM_FADE_ENABLED_TRADIER,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,PASS,all applicable values/timeframes change real execution uniquely,ENGINE_AUTO_WIRED|GLOBAL|OTHER|QUICK_CONFIG|RECENT_5D,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D|SWITCH_CATALOG,True,True,False,True,False,True,"[false,true]",5m|15m|1h|4h|D,10,10,10
MOMENTUM_FADE_K_ZONE_TRADIER,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,PASS,all applicable values/timeframes change real execution uniquely,ENGINE_AUTO_WIRED|ENTRY|GLOBAL|QUICK_CONFIG|RECENT_5D,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D|SWITCH_CATALOG,True,True,False,True,False,True,"[false,true]",5m|15m|1h|4h|D,10,10,10
MOMENTUM_FADE_SCORE_BONUS_TRADIER,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,PASS,all applicable values/timeframes change real execution uniquely,ENGINE_AUTO_WIRED|GLOBAL|QUICK_CONFIG|RECENT_5D,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D,True,True,False,True,False,True,"[5,2]",5m|15m|1h|4h|D,10,10,10
MOMENTUM_FADE_VOL_MIN_TRADIER,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,PASS,all applicable values/timeframes change real execution uniquely,ENGINE_AUTO_WIRED|GLOBAL|OTHER|QUICK_CONFIG|RECENT_5D,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D|SWITCH_CATALOG,True,True,False,True,False,True,"[2.0,1.0,1.5,2.5,3.0]",5m|15m|1h|4h|D,25,25,25
MTF_BB_REJECT_EXIT_ENABLED,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 5m,ENGINE_AUTO_WIRED|EXIT|EXIT_AT_TOP_LONGS|QUICK_CONFIG|RECENT_5D,ENGINE_AUTO_WIRED|ENTRY_SWITCHES_ALL|EXITS_ALL|QUICK_CONFIG|RECENT_RESULTS_5D|SWITCH_CATALOG,True,True,True,True,False,False,"[false,true]",5m|15m|1h|4h|D,10,2,2
MTF_BB_REJECT_EXIT_LOOKBACK,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 5m,ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_5D,ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D,True,True,False,True,False,False,"[5,2,7]",5m|15m|1h|4h|D,15,2,2
MTF_BB_REJECT_EXIT_TF,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,TF_ALIAS,two or more timeframes have identical executed ledgers,ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_5D,ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D,True,True,False,True,False,False,"[""1h"",""5m"",""15m"",""4h"",""D""]",5m|15m|1h|4h|D,5,1,1
MTF_DC_REJECT_EXIT_ENABLED,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 5m,ENGINE_AUTO_WIRED|EXIT|EXIT_AT_TOP_LONGS|QUICK_CONFIG|RECENT_5D,ENGINE_AUTO_WIRED|ENTRY_SWITCHES_ALL|EXITS_ALL|QUICK_CONFIG|RECENT_RESULTS_5D|SWITCH_CATALOG,True,True,True,True,False,False,"[false,true]",5m|15m|1h|4h|D,10,2,2
MTF_DC_REJECT_EXIT_LOOKBACK,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 5m,ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_5D,ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D,True,True,False,True,False,False,"[5,7]",5m|15m|1h|4h|D,10,2,2
MTF_DC_REJECT_EXIT_TF,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,TF_ALIAS,two or more timeframes have identical executed ledgers,ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_5D,ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D,True,True,False,True,False,False,"[""1h"",""5m"",""15m"",""4h"",""D""]",5m|15m|1h|4h|D,5,3,3
MTF_EXIT_USE_COMPOUND,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 15m,ENGINE_AUTO_WIRED|EXIT|QUICK_CONFIG|RECENT_5D,ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D|SWITCH_CATALOG,True,True,True,True,False,False,"[false,true]",5m|15m|1h|4h|D,10,3,3
MTS_BOTTOM_MIN_TRADIER,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,PASS,all applicable values/timeframes change real execution uniquely,ENGINE_AUTO_WIRED|GLOBAL|OTHER|QUICK_CONFIG|RECENT_5D,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D|SWITCH_CATALOG,True,True,False,True,False,True,"[5.0,2.5,3.75,6.25,7.5]",5m|15m|1h|4h|D,25,25,25
MTS_ENTRY_QUALITY_MIN_TRADIER,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,VALUE_ALIAS,present-data MTS entry-quality values 0/1/2 admit the same bars at every tested TF,ENGINE_AUTO_WIRED|ENTRY|QUICK_CONFIG|RECENT_5D,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D|SWITCH_CATALOG,True,True,False,True,False,True,"[0.0,1.0,2.0]",5m|15m|1h|4h|D,15,5,5
MTS_GATE_ENABLED_TRADIER,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,PASS,all applicable values/timeframes change real execution uniquely,ENGINE_AUTO_WIRED|FILTER|OTHER|QUICK_CONFIG|RECENT_5D,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D|SWITCH_CATALOG,True,True,False,True,False,True,"[false,true]",5m|15m|1h|4h|D,10,10,10
RSI_ENTRY_LONG_TRADIER,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,PASS,all applicable values/timeframes change real execution uniquely,ENGINE_AUTO_WIRED|ENTRY|QUICK_CONFIG|RECENT_5D,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D|SWITCH_CATALOG,True,True,False,True,False,True,"[40.0,20.0,30.0,50.0,60.0]",5m|15m|1h|4h|D,25,25,25
RSI_ENTRY_SHORT_TRADIER,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,SIDE_NA,RSI_ENTRY_SHORT_TRADIER is an exact SHORT-side gate; it cannot alter a MU_LONG ledger,ENGINE_AUTO_WIRED|ENTRY|QUICK_CONFIG|RECENT_5D,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D|SWITCH_CATALOG,True,True,False,False,False,True,"[58.0,29.0,43.5,72.5,87.0,58.1]",5m|15m|1h|4h|D,30,5,5
TRADIER_K_ZONE_ENTRY_BONUS_TRADIER,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,PASS,all applicable values/timeframes change real execution uniquely,ENGINE_AUTO_WIRED|ENTRY|QUICK_CONFIG|RECENT_5D,DISCONNECTED_LIVE_PATHS|ENGINE_AUTO_WIRED|QUICK_CONFIG|RECENT_RESULTS_5D,True,True,False,False,False,True,"[25,1,3,4]",5m|15m|1h|4h|D,20,20,20
WT_ACCEL_EXIT_ENABLED,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 15m,EXIT|QUICK_CONFIG,DISCONNECTED_LIVE_PATHS|QUICK_CONFIG,True,True,True,True,True,False,"[false,true]",5m|15m|1h|4h|D,10,3,3
WT_ACCEL_EXIT_LONG_THR,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 5m,QUICK_CONFIG,QUICK_CONFIG,True,True,False,False,False,False,"[-0.5,0.0]",5m|15m|1h|4h|D,10,2,2
WT_ACCEL_EXIT_MIN_TFS,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 5m,QUICK_CONFIG,QUICK_CONFIG,True,True,False,False,False,False,"[2,0]",5m|15m|1h|4h|D,10,2,2
WT_ACCEL_EXIT_SHORT_THR,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 5m,QUICK_CONFIG,QUICK_CONFIG,True,True,False,False,False,False,"[0.5,0.0]",5m|15m|1h|4h|D,10,2,2
WT_ACCEL_EXIT_TFS,STRATEGY_CAUSAL,declared strategy/catalog/live-path setting,INERT,no value changes execution at 15m,QUICK_CONFIG,QUICK_CONFIG,True,True,False,False,False,False,"[[""15m"",""1h"",""4h""],[""5m""],[""15m""],[""1h""],[""4h""],[""D""]]",5m|15m|1h|4h|D,30,3,3
