switch,value,mean_delta_vs_bh,n_keys_positive,verdict,best_value_for_switch,best_value_mean_delta,BNBUSDC_LONG,BNBUSDC_SHORT,BTCDOMUSDT_LONG,BTCDOMUSDT_SHORT,BTCUSDC_LONG,BTCUSDC_SHORT,DOGEUSDC_LONG,DOGEUSDC_SHORT,ETHUSDC_LONG,ETHUSDC_SHORT,HYPEUSDT_LONG,HYPEUSDT_SHORT,SOLUSDC_LONG,SOLUSDC_SHORT,WLDUSDC_LONG,WLDUSDC_SHORT,XRPUSDC_LONG,XRPUSDC_SHORT,ZECUSDC_LONG,ZECUSDC_SHORT
WT_LEVEL_MIN_1h,-40,-1.0492,10,REDO_FUNCTION,60,-0.2458,-9.719,10.633,-0.305,0.462,-13.567,13.281,5.543,-6.565,70.529,-83.24,-2.607,2.665,68.279,-78.164,-5.712,6.373,-14.629,15.559,-0.967,1.167
WT_LEVEL_MIN_1h,-20,-1.0506,10,REDO_FUNCTION,60,-0.2458,-11.997,13.284,-0.389,0.518,-16.423,16.133,6.942,-8.253,89.552,-102.223,-3.332,3.694,88.461,-97.766,-8.242,8.007,-18.469,19.479,-1.419,1.431
STOCH_MIN_4h,20,-1.0616,10,REDO_FUNCTION,95,-0.2401,-6.017,8.648,-0.149,0.431,-9.349,10.755,3.375,-3.823,43.735,-61.119,-2.652,2.782,46.62,-57.285,-4.145,4.992,-9.579,11.509,-0.928,0.966
WT_LEVEL_MIN_4h,-40,-1.0819,10,REDO_FUNCTION,40,-0.3142,-9.49,10.636,-0.199,0.463,-14.416,13.39,6.403,-7.713,74.585,-89.521,-2.125,2.051,72.727,-81.07,-3.867,5.027,-14.721,16.228,-1.096,1.069
STOCH_MIN_1h,35,-1.0864,10,REDO_FUNCTION,5,-0.1551,-9.53,10.482,-0.469,0.626,-9.878,12.458,4.871,-6.016,67.989,-85.715,-2.917,2.979,70.017,-78.133,-7.662,7.932,-14.766,15.796,-1.264,1.471
STOCH_MIN_1h,20,-1.0898,10,REDO_FUNCTION,5,-0.1551,-4.719,5.738,-0.241,0.433,-5.199,7.417,2.556,-3.859,36.116,-51.905,-1.649,1.952,35.995,-46.09,-4.17,4.213,-7.678,9.193,-0.742,0.844
DCPOS_MIN_1h,0.05,-1.095,13,RETUNE,1.1,0.0453,0.07,2.878,0.243,0.456,0.312,3.574,0.069,-1.035,0.174,-16.832,-0.295,0.61,1.248,-16.982,-0.543,1.37,-0.364,2.93,-0.044,0.261
XCONF_STOCH_4h,on,-1.0958,10,REDO_FUNCTION,on,-1.0958,-11.293,13.014,-0.399,0.353,-14.983,15.693,6.587,-6.57,87.84,-104.305,-2.843,3.972,90.875,-102.541,-9.519,10.845,-18.295,19.398,-1.528,1.782
LRB_MIN_1h,0.8,-1.114,10,RETUNE,1.1,0.0453,-23.359,24.578,-0.714,0.987,-29.893,29.916,12.011,-14.23,183.177,-195.067,-6.975,7.016,175.756,-189.144,-15.705,16.613,-33.246,36.16,-3.106,2.945
DCPOS_MAX_15m,0.95,-1.1166,10,REDO_FUNCTION,1.1,0.0,-0.607,2.486,-0.034,0.102,-0.411,2.555,0.161,-0.983,1.719,-14.462,-0.1,0.855,1.927,-20.189,-0.354,1.914,-0.584,3.463,-0.013,0.223
SIZE_BAND_15m,0.5,-1.1183,9,REDO_FUNCTION,0.5,-1.1183,3.492,-1.254,-0.08,-0.171,6.232,-1.353,-1.674,0.816,-29.691,9.235,0.893,-0.913,-27.097,17.065,1.553,-2.075,5.113,-2.59,0.449,-0.316
RSI_MIN_D,35,-1.12,10,RETUNE,90,0.0933,-3.408,5.108,-0.177,0.411,-8.005,9.308,3.929,-4.987,35.45,-52.138,-1.351,1.318,31.967,-42.011,-1.236,1.599,-4.311,6.202,-0.553,0.485
WT_LEVEL_MIN_4h,0,-1.2015,10,REDO_FUNCTION,40,-0.3142,-13.702,14.75,-0.426,0.551,-21.555,19.283,9.357,-10.827,111.982,-126.81,-4.166,3.823,111.337,-119.518,-8.204,8.453,-21.47,23.18,-1.739,1.672
STOCH_MIN_4h,50,-1.2206,10,REDO_FUNCTION,95,-0.2401,-15.096,16.432,-0.533,0.737,-18.193,18.808,7.668,-9.578,107.623,-123.311,-5.603,5.023,106.872,-117.585,-10.965,11.621,-22.686,24.256,-1.76,1.858
STOCH_MIN_4h,35,-1.2386,10,REDO_FUNCTION,95,-0.2401,-10.85,12.799,-0.298,0.573,-14.176,15.337,5.918,-7.411,79.443,-96.228,-4.526,4.131,77.811,-90.477,-7.675,8.92,-16.609,18.494,-1.382,1.433
LRB_MIN_1h,0.2,-1.2928,10,RETUNE,1.1,0.0453,-5.912,8.626,-0.003,0.54,-5.111,9.554,2.416,-3.691,36.883,-60.038,-1.152,1.688,35.127,-49.021,-2.538,3.743,-7.642,10.489,-0.501,0.687
WT_DIR_D,on,-1.293,10,RETUNE,inv,1.3383,-14.085,16.631,-0.248,0.652,-20.762,21.171,8.206,-10.142,121.607,-136.263,-4.558,4.892,104.817,-120.616,-10.203,10.532,-21.82,24.429,-2.356,2.256
LRB_MIN_4h,0.2,-1.3064,11,RETUNE,1.1,0.0453,-4.66,7.278,0.031,0.52,-5.959,10.729,1.471,-2.518,36.277,-56.726,-0.139,0.24,32.743,-49.287,-1.94,2.898,-7.242,10.002,-0.401,0.554
BB_MIN_D,0.95,-1.403,10,REDO_FUNCTION,1.1,-0.9778,-22.79,24.561,-0.617,1.048,-29.961,30.675,12.982,-15.018,175.445,-193.622,-7.354,7.309,176.158,-191.14,-15.686,16.771,-33.119,36.222,-2.445,2.522
RSI_MAX_15m,65,-1.4039,10,RETUNE,80,0.1084,-2.488,3.965,-0.315,0.463,-2.773,5.087,1.317,-2.054,15.732,-31.415,-0.568,1.132,13.383,-32.886,-2.184,2.772,-3.534,6.08,-0.33,0.538
MFI_MIN_1h,65,-1.4094,10,RETUNE,95,0.017,-21.514,23.032,-0.671,0.907,-28.354,27.705,11.177,-13.168,158.673,-177.664,-6.304,6.339,167.7,-178.684,-15.296,16.64,-33.094,34.556,-2.811,2.643
SIZE_BAND_D,0.5,-1.424,5,REDO_FUNCTION,0.5,-1.424,-0.871,0.011,-0.232,0.076,0.248,1.567,-2.343,-4.198,2.07,-5.124,-1.44,-0.608,-0.835,-5.386,-4.177,-2.186,-2.89,-1.388,-0.592,-0.182
DCPOS_MIN_1h,0.95,-1.4332,10,RETUNE,1.1,0.0453,-24.835,27.744,-1.365,1.529,-27.093,32.348,13.458,-15.865,195.357,-216.505,-7.116,7.817,197.617,-214.265,-19.731,20.373,-40.352,42.303,-3.44,3.357
XCONF_EMA_1h,on,-1.4644,10,REDO_FUNCTION,on,-1.4644,-12.308,15.693,-0.879,0.489,-13.727,19.872,6.541,-8.95,101.17,-124.056,-3.865,4.249,101.251,-116.134,-11.589,9.347,-19.576,23.199,-1.733,1.717
RSI_MAX_15m,35,-1.4683,10,RETUNE,80,0.1084,-22.461,24.721,-1.514,1.098,-24.878,29.387,11.636,-14.394,172.732,-192.205,-7.268,7.411,179.934,-198.389,-18.026,19.061,-34.931,38.63,-3.104,3.195
MFI_MIN_1h,35,-1.4895,10,RETUNE,95,0.017,-7.419,8.822,-0.093,0.443,-10.523,12.196,4.016,-5.384,51.425,-73.568,-1.633,1.806,47.45,-59.021,-4.989,4.732,-10.172,11.912,-0.646,0.855
SIZE_BAND_1h,1.0,-1.4919,11,REDO_FUNCTION,0.5,-0.7912,0.139,5.309,-1.056,0.146,-1.375,6.212,0.455,-1.57,11.45,-33.101,-0.858,0.601,6.829,-22.585,-2.715,0.022,-2.079,4.395,-0.268,0.211
SIZE_BAND_4h,1.0,-1.5444,10,REDO_FUNCTION,0.5,-0.8141,-1.892,3.718,-1.123,0.086,-3.806,6.803,0.904,-1.182,11.447,-35.716,0.079,0.505,15.497,-18.173,-4.809,-1.861,-4.153,2.751,-0.168,0.204
MFI_MIN_4h,65,-1.5635,10,RETUNE,95,0.0125,-20.824,22.724,-0.564,0.909,-28.178,28.647,12.209,-13.994,159.996,-182.505,-6.152,5.554,163.793,-176.693,-16.276,16.672,-30.314,33.662,-2.475,2.539
RSI_MIN_D,50,-1.5816,10,RETUNE,90,0.0933,-12.039,14.989,-0.342,0.895,-21.188,22.931,11.465,-13.65,129.478,-148.699,-2.199,2.563,113.872,-134.51,-6.587,7.439,-19.925,23.936,-1.765,1.704
MFI_MIN_4h,35,-1.5902,10,RETUNE,95,0.0125,-6.314,8.848,-0.001,0.461,-13.825,14.969,4.4,-6.411,53.912,-76.724,-1.142,1.255,47.906,-62.927,-2.878,3.868,-10.184,12.867,-0.671,0.787
XCONF_WT_D,on,-1.6062,10,REDO_FUNCTION,on,-1.6062,-10.656,13.936,-0.692,0.249,-11.606,17.556,5.802,-8.128,78.588,-114.622,-2.686,4.49,94.694,-104.359,-10.034,10.256,-17.529,21.469,-1.081,2.229
XCONF_RSI_1h,on,-1.6064,9,REDO_FUNCTION,on,-1.6064,-8.517,12.501,-0.12,-0.167,-13.878,12.424,5.221,-6.942,76.087,-96.778,-3.104,3.36,80.013,-95.486,-9.009,8.862,-15.656,19.218,-1.562,1.404
RSI_MIN_4h,65,-1.6281,10,RETUNE,90,0.0552,-22.053,25.365,-0.561,1.248,-29.419,31.161,12.684,-15.613,177.542,-198.896,-6.392,6.931,178.208,-199.753,-15.701,17.944,-33.065,37.712,-2.843,2.939
DCPOS_MIN_4h,0.95,-1.6372,10,RETUNE,1.1,0.0453,-25.696,27.71,-1.468,1.547,-27.938,32.767,13.585,-16.042,195.501,-217.7,-7.121,7.638,197.629,-215.22,-19.909,20.361,-40.863,42.564,-3.447,3.358
BB_MIN_D,0.8,-1.638,10,REDO_FUNCTION,1.1,-0.9778,-18.665,21.884,-0.378,1.031,-25.809,27.5,12.128,-14.454,154.05,-175.87,-6.34,6.94,150.851,-170.681,-11.956,13.441,-29.158,32.606,-2.016,2.136
BB_MIN_D,0.65,-1.6616,10,REDO_FUNCTION,1.1,-0.9778,-15.073,18.391,-0.308,0.976,-23.659,25.097,11.279,-13.801,137.365,-159.294,-4.558,5.191,126.991,-147.497,-7.941,9.832,-24.62,28.241,-1.582,1.738
LRB_MIN_4h,0.8,-1.6857,10,RETUNE,1.1,0.0453,-21.352,23.546,-0.599,0.904,-27.78,29.36,12.502,-14.8,170.792,-191.66,-7.925,7.151,168.222,-186.261,-15.192,16.303,-32.316,35.644,-3.368,3.114
BB_MIN_1h,1.1,-1.7189,10,REDO_FUNCTION,1.1,-1.7189,-22.673,26.592,-0.68,1.45,-29.085,32.285,11.739,-15.34,184.686,-210.672,-7.579,7.823,187.262,-206.902,-17.176,19.035,-35.321,40.291,-3.482,3.37
DCPOS_MIN_D,0.2,-1.7263,10,RETUNE,1.1,0.0453,-2.586,5.418,-0.111,0.659,-3.06,7.763,2.848,-5.137,28.328,-53.618,-0.297,0.496,27.499,-47.191,-3.219,4.239,-3.786,7.034,-0.347,0.543
DCPOS_MIN_D,0.8,-1.7287,10,RETUNE,1.1,0.0453,-20.465,23.623,-1.256,1.547,-21.893,26.943,12.502,-14.453,148.433,-175.45,-4.589,4.887,163.059,-181.499,-17.231,18.128,-32.952,35.973,-2.627,2.746
MFI_MIN_1h,50,-1.7373,10,RETUNE,95,0.017,-14.699,16.846,-0.309,0.733,-17.47,21.644,8.048,-9.676,105.385,-133.605,-3.975,4.279,106.496,-122.867,-9.93,10.935,-21.248,24.522,-1.64,1.784
LRB_MIN_1h,0.5,-1.7918,10,RETUNE,1.1,0.0453,-13.782,16.895,-0.215,0.823,-16.417,20.038,6.214,-8.489,100.208,-127.612,-3.27,3.796,103.845,-123.061,-8.842,10.035,-20.73,24.596,-1.73,1.862
RSI_MIN_1h,65,-1.8015,10,RETUNE,95,0.0707,-23.08,25.367,-0.72,1.197,-29.773,30.95,11.898,-14.991,173.388,-199.311,-6.744,7.032,184.044,-200.382,-16.58,18.198,-35.115,38.589,-3.06,3.062
LRB_MIN_1h,0.35,-1.8126,10,RETUNE,1.1,0.0453,-9.635,13.216,-0.045,0.685,-12.118,15.481,4.431,-6.097,64.796,-92.624,-2.211,2.837,64.633,-83.876,-5.599,6.56,-13.879,16.931,-0.987,1.249
BB_MIN_D,0.05,-1.8162,10,REDO_FUNCTION,1.1,-0.9778,-2.973,5.406,-0.007,0.416,-4.839,9.526,4.876,-7.598,42.842,-71.916,-0.108,0.268,27.146,-44.064,-0.551,1.112,-6.498,10.423,-0.356,0.571
DCPOS_MIN_D,0.5,-1.8392,10,RETUNE,1.1,0.0453,-9.981,13.405,-0.706,1.249,-13.276,18.961,8.49,-10.415,106.517,-135.735,-1.358,2.024,99.064,-121.624,-7.491,9.649,-17.64,21.892,-1.327,1.518
DCPOS_MIN_D,0.65,-1.8552,10,RETUNE,1.1,0.0453,-15.396,18.645,-0.848,1.417,-17.373,22.408,10.623,-13.102,127.039,-154.799,-3.447,3.726,130.502,-152.303,-11.916,13.463,-25.192,29.195,-1.564,1.817
LRB_MIN_4h,0.65,-1.8684,10,RETUNE,1.1,0.0453,-17.613,20.863,-0.394,0.888,-22.552,26.1,10.399,-13.118,144.729,-168.796,-7.698,6.931,133.556,-155.859,-12.793,14.086,-25.668,29.761,-2.907,2.717
BB_MAX_15m,1.1,-1.8759,10,REDO_FUNCTION,1.1,-1.8759,-1.208,3.658,-0.194,0.392,-1.531,4.798,0.711,-2.204,8.64,-29.468,-0.766,1.267,7.972,-35.973,-1.316,3.183,-2.075,6.233,-0.189,0.553
LRB_MIN_4h,0.35,-1.8934,10,RETUNE,1.1,0.0453,-8.678,12.03,-0.005,0.634,-9.781,15.329,2.6,-4.368,64.555,-96.012,-1.511,1.91,62.82,-82.566,-3.046,4.032,-12.965,16.933,-0.798,1.02
LRB_MIN_1h,0.65,-1.8987,10,RETUNE,1.1,0.0453,-18.599,20.792,-0.377,0.894,-25.487,25.1,9.545,-11.764,139.64,-163.24,-5.663,5.862,141.962,-160.523,-13.416,14.036,-27.923,31.257,-2.615,2.545
BB_MIN_D,0.5,-1.9579,10,REDO_FUNCTION,1.1,-0.9778,-11.998,15.031,-0.272,0.872,-20.415,22.595,10.19,-12.898,114.724,-143.525,-1.62,2.373,104.318,-124.681,-5.868,7.313,-19.383,23.958,-1.403,1.531
DCPOS_MIN_D,0.35,-2.0064,10,RETUNE,1.1,0.0453,-5.991,9.475,-0.336,0.881,-8.987,14.148,6.158,-8.379,68.568,-101.592,-0.681,1.101,69.83,-90.123,-5.871,7.01,-10.059,14.513,-0.809,1.017
LRB_MIN_4h,0.5,-2.0085,10,RETUNE,1.1,0.0453,-13.12,16.292,-0.187,0.821,-14.978,20.284,5.335,-7.515,105.172,-135.456,-3.805,4.234,91.168,-113.846,-5.7,6.981,-18.884,22.936,-1.445,1.543
RSI_MIN_1h,35,-2.049,11,RETUNE,95,0.0707,-3.387,6.979,0.043,0.593,-3.664,9.678,1.763,-4.094,26.019,-57.64,-0.757,1.127,22.775,-45.383,-1.923,2.464,-5.545,9.698,-0.314,0.588
SIZE_BAND_1h,2.0,-2.0826,8,REDO_FUNCTION,0.5,-0.7912,4.486,3.848,-1.207,-0.135,3.055,4.656,-1.144,-0.181,-11.687,-19.009,-0.187,0.082,-18.851,-6.822,-0.707,-2.674,4.448,0.369,0.103,-0.094
BB_MIN_D,0.35,-2.1078,10,REDO_FUNCTION,1.1,-0.9778,-9.059,12.378,-0.18,0.738,-14.899,19.731,9.017,-11.457,99.11,-130.714,-0.628,0.987,84.924,-107.992,-4.873,6.194,-15.672,20.034,-1.016,1.221
BB_MIN_D,0.2,-2.1573,10,REDO_FUNCTION,1.1,-0.9778,-5.237,8.407,-0.084,0.605,-8.336,14.269,6.906,-9.677,67.519,-99.519,-0.282,0.418,52.004,-74.861,-2.02,2.546,-11.132,15.109,-0.731,0.95
SIZE_BAND_15m,1.0,-2.1776,9,REDO_FUNCTION,0.5,-1.1183,7.271,-2.846,-0.121,-0.362,12.788,-3.14,-3.503,1.833,-61.251,21.173,1.891,-1.883,-56.055,36.357,3.386,-4.338,10.665,-5.688,0.933,-0.661
BB_MIN_1h,0.95,-2.2359,10,REDO_FUNCTION,1.1,-1.7189,-20.004,25.414,-0.326,1.484,-25.811,30.862,10.369,-14.261,161.871,-195.326,-6.437,7.521,163.03,-192.734,-14.852,17.851,-30.992,37.536,-3.107,3.194
RSI_MIN_4h,35,-2.3045,11,RETUNE,90,0.0552,-3.133,7.591,0.06,0.593,-3.717,10.64,2.431,-5.287,27.249,-63.543,-0.653,1.091,23.451,-49.434,-2.423,3.83,-4.883,9.783,-0.32,0.584
XCONF_DC_D,on,-2.3243,10,REDO_FUNCTION,on,-2.3243,-13.72,10.024,-0.062,0.697,-16.697,13.344,5.582,-8.483,84.278,-106.817,-5.761,1.354,92.735,-99.322,-10.351,7.639,-18.478,17.523,-1.296,1.324
MFI_MIN_4h,50,-2.3311,10,RETUNE,95,0.0125,-13.461,16.592,-0.16,0.65,-21.138,23.57,8.219,-10.497,100.996,-136.446,-3.962,3.904,105.745,-125.737,-8.649,9.539,-20.252,24.362,-1.549,1.653
XCONF_RSI_4h,on,-2.3904,9,REDO_FUNCTION,on,-2.3904,-8.802,11.157,-0.113,-0.2,-12.222,12.217,3.704,-8.033,67.474,-94.131,-2.796,3.344,74.473,-94.234,-10.218,6.87,-14.234,18.089,-1.57,1.417
SIZE_BAND_4h,2.0,-2.5222,9,REDO_FUNCTION,0.5,-0.8141,2.036,1.694,-1.288,-0.238,-0.794,5.363,0.141,-0.546,-17.199,-26.188,0.871,0.819,-5.331,1.215,-4.089,-6.034,1.361,-2.347,0.132,-0.022
XCONF_EMA_4h,on,-2.5356,10,REDO_FUNCTION,on,-2.5356,-13.613,14.681,-0.877,0.603,-13.401,20.391,4.949,-10.154,97.805,-128.606,-4.294,4.148,99.101,-119.648,-12.986,7.592,-18.591,22.471,-1.831,1.548
BB_MAX_15m,0.95,-2.5403,10,REDO_FUNCTION,1.1,-1.8759,-3.252,6.491,-0.419,0.517,-3.723,8.532,1.739,-3.754,21.349,-51.713,-1.145,2.135,21.169,-58.005,-3.082,5.576,-4.854,11.107,-0.392,0.918
BB_MAX_15m,0.65,-2.6074,10,REDO_FUNCTION,1.1,-1.8759,-8.376,12.03,-0.892,0.756,-9.566,14.792,4.261,-7.509,64.706,-92.857,-2.703,4.087,62.564,-103.454,-7.734,10.554,-12.93,19.539,-1.138,1.721
DCPOS_MAX_15m,0.65,-2.6812,10,REDO_FUNCTION,1.1,0.0,-7.96,11.246,-0.652,0.61,-8.96,14.255,3.806,-6.763,59.405,-86.495,-2.483,3.374,55.776,-98.085,-6.54,9.14,-12.216,18.336,-0.948,1.529
WT_DIR_1h,on,-2.6982,10,RETUNE,inv,2.7435,-11.728,17.881,-0.152,1.264,-17.021,22.661,5.883,-9.59,96.762,-135.702,-3.723,4.259,94.309,-126.057,-9.857,11.331,-19.839,25.161,-1.794,1.988
DCPOS_MAX_15m,0.8,-2.7155,10,REDO_FUNCTION,1.1,0.0,-4.272,7.66,-0.32,0.414,-4.299,9.905,1.903,-4.022,25.615,-56.168,-1.418,2.329,24.662,-65.476,-2.825,5.133,-5.67,11.919,-0.347,0.967
RSI_MAX_15m,50,-2.7553,10,RETUNE,80,0.1084,-10.956,14.542,-1.07,0.842,-12.928,17.506,5.353,-8.353,84.202,-114.541,-3.691,4.932,82.424,-122.253,-9.555,12.383,-17.311,23.036,-1.649,1.98
BB_MAX_15m,0.8,-2.7644,10,REDO_FUNCTION,1.1,-1.8759,-5.793,9.39,-0.674,0.654,-6.906,12.238,3.15,-5.375,43.476,-73.283,-1.831,3.115,39.226,-82.302,-5.428,7.555,-8.633,15.513,-0.756,1.376
WT_DIR_4h,on,-2.7646,10,RETUNE,inv,2.81,-12.513,18.995,-0.04,1.088,-18.307,22.592,5.791,-9.777,104.983,-142.325,-3.652,4.987,93.388,-130.914,-9.474,11.997,-19.395,26.914,-1.656,2.025
SIZE_BAND_D,1.0,-2.7689,4,REDO_FUNCTION,0.5,-1.424,-1.504,-0.089,-0.413,0.123,0.722,2.975,-4.841,-7.711,3.141,-10.096,-2.754,-1.231,-2.109,-10.148,-7.789,-4.442,-4.961,-2.789,-1.044,-0.417
BB_MIN_4h,1.1,-2.8528,10,REDO_FUNCTION,1.1,-2.8528,-23.767,27.281,-0.522,1.419,-29.67,33.227,12.934,-15.989,168.232,-210.349,-6.868,7.524,180.231,-209.633,-16.826,19.209,-33.566,39.911,-3.117,3.284
DCPOS_MAX_15m,0.2,-2.9013,10,REDO_FUNCTION,1.1,0.0,-19.608,23.837,-1.339,1.109,-22.403,28.605,10.36,-13.932,155.726,-189.587,-5.999,7.097,150.306,-191.79,-15.986,18.267,-30.473,37.396,-2.633,3.021
BB_MAX_15m,0.5,-2.9025,10,REDO_FUNCTION,1.1,-1.8759,-10.773,15.019,-1.019,0.827,-12.523,17.392,5.584,-8.673,82.945,-115.664,-3.455,4.819,80.927,-123.801,-9.187,12.772,-17.23,23.476,-1.529,2.043
SIZE_BAND_1h,3.0,-2.9067,11,REDO_FUNCTION,0.5,-0.7912,10.758,0.276,-1.217,-0.496,9.622,0.515,-3.703,2.193,-52.678,9.278,0.998,-1.099,-58.979,23.632,2.36,-6.716,13.461,-6.395,0.694,-0.639
DCPOS_MAX_15m,0.5,-2.9265,10,REDO_FUNCTION,1.1,0.0,-11.641,15.569,-0.917,0.752,-12.883,18.186,5.796,-8.923,87.469,-121.494,-3.631,5.03,85.039,-127.227,-9.128,12.364,-17.815,24.419,-1.492,1.996
BB_MIN_1h,0.05,-2.984,11,REDO_FUNCTION,1.1,-1.7189,-4.368,10.519,0.247,0.967,-3.673,14.1,2.264,-5.659,31.839,-80.838,-0.792,1.64,26.58,-61.639,-3.328,5.318,-7.381,14.124,-0.212,0.612
DCPOS_MAX_15m,0.35,-3.1109,10,REDO_FUNCTION,1.1,0.0,-15.3,19.309,-1.081,0.961,-16.984,22.747,7.827,-11.596,118.961,-156.62,-4.724,5.997,116.021,-158.674,-11.907,15.22,-23.99,31.132,-2.046,2.53
DCPOS_MIN_1h,0.65,-3.1198,10,RETUNE,1.1,0.0453,-15.324,21.539,-0.245,1.579,-15.088,25.062,8.259,-11.698,115.202,-166.138,-4.529,5.786,120.082,-158.015,-12.606,15.362,-23.661,31.516,-1.956,2.476
BB_MAX_15m,0.35,-3.1288,10,REDO_FUNCTION,1.1,-1.8759,-13.215,17.74,-1.128,0.93,-14.987,19.969,6.657,-10.473,102.262,-139.21,-4.3,5.754,101.152,-144.569,-11.061,14.426,-20.711,27.692,-1.879,2.375
DCPOS_MIN_1h,0.8,-3.138,10,RETUNE,1.1,0.0453,-18.899,25.254,-0.566,1.711,-19.432,30.191,10.094,-14.327,145.235,-196.312,-5.473,6.877,151.546,-189.313,-15.281,18.593,-30.972,37.923,-2.568,2.958
RSI_MIN_1h,50,-3.1685,11,RETUNE,95,0.0707,-12.59,18.799,0.173,1.218,-12.25,22.105,6.991,-10.668,96.854,-145.769,-3.356,4.529,95.837,-134.982,-8.987,11.335,-19.489,26.403,-1.416,1.894
BB_MAX_15m,0.2,-3.191,10,REDO_FUNCTION,1.1,-1.8759,-15.965,20.376,-1.272,1.007,-18.472,23.679,8.144,-11.998,122.724,-162.096,-5.331,6.384,125.287,-167.948,-12.888,16.416,-24.73,32.32,-2.224,2.767
BB_MAX_15m,0.05,-3.214,10,REDO_FUNCTION,1.1,-1.8759,-18.923,23.393,-1.389,1.135,-21.688,27.963,10.147,-13.651,146.118,-186.142,-6.056,7.122,148.409,-190.618,-15.88,18.302,-29.376,36.467,-2.708,3.095
DCPOS_MIN_1h,0.5,-3.2203,11,RETUNE,1.1,0.0453,-11.253,17.945,0.022,1.394,-10.845,21.091,6.003,-9.591,86.689,-138.474,-3.646,4.568,90.275,-129.343,-9.643,11.925,-17.625,25.518,-1.419,2.003
DCPOS_MIN_1h,0.2,-3.351,11,RETUNE,1.1,0.0453,-2.225,9.674,0.332,0.993,-1.988,12.728,1.478,-5.453,19.565,-71.513,-1.055,2.162,22.729,-65.199,-3.211,5.696,-4.269,12.005,-0.469,1.001
DCPOS_MIN_1h,0.35,-3.3825,11,RETUNE,1.1,0.0453,-7.133,14.234,0.153,1.24,-6.603,17.602,3.549,-7.757,56.001,-110.212,-2.337,3.654,57.904,-99.098,-6.716,9.093,-11.245,19.44,-0.977,1.557
BB_MIN_1h,0.35,-3.3874,11,REDO_FUNCTION,1.1,-1.7189,-9.909,16.572,0.204,1.201,-9.022,19.954,5.169,-8.949,72.243,-127.973,-2.648,3.823,74.21,-113.645,-7.343,9.999,-15.371,23.18,-1.063,1.62
BB_MIN_1h,0.5,-3.4022,11,REDO_FUNCTION,1.1,-1.7189,-12.254,18.989,0.163,1.282,-11.914,22.249,6.496,-10.568,91.319,-145.114,-3.429,4.464,94.59,-135.283,-8.94,11.911,-19.187,26.708,-1.473,1.947
BB_MIN_1h,0.2,-3.4185,11,REDO_FUNCTION,1.1,-1.7189,-7.386,13.574,0.256,1.091,-6.165,17.139,3.767,-7.373,51.965,-105.622,-1.464,2.632,48.809,-89.827,-5.406,7.776,-11.577,18.902,-0.637,1.176
BB_MIN_4h,0.95,-3.465,10,REDO_FUNCTION,1.1,-2.8528,-20.595,26.341,-0.107,1.408,-23.236,32.283,11.816,-15.63,147.532,-200.264,-5.867,6.897,155.549,-196.98,-13.656,17.145,-29.467,37.222,-2.681,2.99
SIZE_BAND_4h,3.0,-3.5373,9,REDO_FUNCTION,0.5,-0.8141,7.677,-2.31,-1.319,-0.618,4.963,1.756,-1.416,0.874,-59.718,-1.355,1.757,0.584,-42.549,34.667,-2.404,-10.508,9.521,-10.532,0.609,-0.424
DCPOS_MIN_4h,0.65,-3.5453,10,RETUNE,1.1,0.0453,-14.656,21.888,-0.221,1.592,-14.212,26.93,8.552,-13.11,113.278,-170.267,-4.134,5.248,117.228,-162.756,-11.895,15.632,-22.756,32.266,-1.854,2.341
DCPOS_MIN_4h,0.8,-3.549,10,RETUNE,1.1,0.0453,-18.603,25.9,-0.676,1.768,-19.49,30.838,10.739,-14.934,141.04,-196.201,-5.169,6.529,147.645,-192.12,-14.579,17.911,-30.505,38.439,-2.452,2.939
BB_MIN_1h,0.8,-3.5522,10,REDO_FUNCTION,1.1,-1.7189,-17.485,23.53,-0.112,1.4,-22.522,28.726,9.112,-13.114,128.147,-181.53,-5.3,6.667,137.345,-175.649,-12.974,15.271,-26.923,34.0,-2.51,2.877
BB_MIN_1h,0.65,-3.5626,11,REDO_FUNCTION,1.1,-1.7189,-14.816,21.265,0.037,1.343,-16.485,25.371,7.813,-11.678,108.904,-164.148,-4.305,5.555,114.141,-154.613,-10.912,13.471,-22.895,30.159,-1.832,2.374
DCPOS_MIN_4h,0.2,-3.6088,11,RETUNE,1.1,0.0453,-1.742,8.37,0.337,0.989,-1.396,13.088,1.434,-5.663,17.729,-73.193,-1.103,2.436,20.048,-64.953,-3.202,6.086,-3.163,11.183,-0.426,0.966
SIZE_BAND_15m,2.0,-3.6166,10,REDO_FUNCTION,0.5,-1.1183,19.121,-11.283,0.312,-0.99,30.948,-13.544,-9.517,6.787,-156.147,85.799,5.261,-4.831,-142.978,109.731,11.131,-11.684,28.323,-19.377,2.471,-1.866
DCPOS_MIN_4h,0.5,-3.7222,10,RETUNE,1.1,0.0453,-10.166,17.628,-0.066,1.434,-10.512,22.121,6.299,-10.49,83.872,-144.272,-3.27,4.322,87.827,-131.839,-8.689,11.921,-16.109,25.077,-1.439,1.906
RSI_MIN_4h,50,-3.7894,11,RETUNE,90,0.0552,-11.201,18.392,0.212,1.215,-12.153,23.538,8.057,-12.199,93.766,-153.038,-3.357,4.792,94.073,-140.181,-6.812,9.816,-18.26,27.078,-1.419,1.893
