sheet,row,switch,best_filter,best_delta,tim,valid
ENTRY_BREAKOUT_CHANNEL,172,TRADIER_RSI2_EXIT_THRESHOLD_SHORT,BANDAID_OFF_LOSER_RECOVER_PCT=0,2.4718,31.95,True
ENTRY_BREAKOUT_CHANNEL,173,TRADIER_RSI2_EXIT_THRESHOLD_SHORT,BANDAID_OFF_LOSER_RECOVER_PCT=0,2.4718,31.95,True
ENTRY_BREAKOUT_CHANNEL,174,TRADIER_RSI2_EXIT_THRESHOLD_SHORT,BANDAID_OFF_LOSER_RECOVER_PCT=0,2.4718,31.95,True
ENTRY_BREAKOUT_CHANNEL,175,TRADIER_RSI2_EXIT_THRESHOLD_SHORT,BANDAID_OFF_LOSER_RECOVER_PCT=0,2.4718,31.95,True
ENTRY_BREAKOUT_CHANNEL,176,TREND_MIN_GAIN_EXIT,BREAKEVEN_GAIN_EROSION_FILTER_TF=D,3.7596,31.74,True
ENTRY_BREAKOUT_CHANNEL,177,TREND_MIN_GAIN_EXIT,BREAKEVEN_GAIN_EROSION_FILTER_TF=D,3.7596,31.74,True
ENTRY_BREAKOUT_CHANNEL,178,TREND_MIN_GAIN_EXIT,BREAKEVEN_GAIN_EROSION_FILTER_TF=D,3.7596,31.74,True
ENTRY_BREAKOUT_CHANNEL,179,TREND_MIN_GAIN_EXIT,BREAKEVEN_GAIN_EROSION_FILTER_TF=D,3.7596,31.74,True
ENTRY_BREAKOUT_CHANNEL,180,V8_ENTRY_ENGINE_DC_ENABLED,BANDAID_OFF_LOSER_RECOVER_PCT=0,2.5853,32.08,True
ENTRY_BREAKOUT_CHANNEL,181,V8_ENTRY_ENGINE_DC_ENABLED,BANDAID_OFF_LOSER_RECOVER_PCT=1.0,3.7101,31.65,True
ENTRY_BREAKOUT_CHANNEL,182,V8_ENTRY_ENGINE_WT_ENABLED,BANDAID_OFF_LOSER_RECOVER_PCT=0,2.5853,32.08,True
ENTRY_BREAKOUT_CHANNEL,183,V8_ENTRY_ENGINE_WT_ENABLED,ADX_RANGING_THRESHOLD=25,2.5853,32.08,True
ENTRY_BREAKOUT_CHANNEL,184,WRONG_SIDE_WT_TFS_REQUIRED,ADX_RANGING_THRESHOLD=10,3.7596,31.74,True
ENTRY_BREAKOUT_CHANNEL,185,WRONG_SIDE_WT_TFS_REQUIRED,ADX_RANGING_THRESHOLD=10,3.7596,31.74,True
ENTRY_BREAKOUT_CHANNEL,186,WRONG_SIDE_WT_TFS_REQUIRED,ADX_RANGING_THRESHOLD=10,3.7596,31.74,True
ENTRY_BREAKOUT_CHANNEL,187,WRONG_SIDE_WT_TFS_REQUIRED,ADX_RANGING_THRESHOLD=10,3.7596,31.74,True
ENTRY_BREAKOUT_CHANNEL,188,WRONG_SIDE_WT_TFS_REQUIRED,ADX_RANGING_THRESHOLD=10,3.7596,31.74,True
ENTRY_BREAKOUT_CHANNEL,189,WT_15M_CROSS_ENTRY_ENABLED,BTC_ACCEL_RAMP_REQUIRE_POSITIVE=0.0,3.7596,31.74,True
ENTRY_BREAKOUT_CHANNEL,190,WT_15M_CROSS_ENTRY_ENABLED,BANDAID_OFF_LOSER_RECOVER_PCT=0,2.5853,32.08,True
ENTRY_BREAKOUT_CHANNEL,191,WT_COMPOSITE_ENTRY_BLOCK,BAND_ARROW_ENABLED=False,3.7101,31.65,True
ENTRY_BREAKOUT_CHANNEL,192,WT_COMPOSITE_ENTRY_BLOCK,BAND_ARROW_ENABLED=False,3.7101,31.65,True
ENTRY_BREAKOUT_CHANNEL,193,WT_COMPOSITE_ENTRY_BLOCK,BAND_ARROW_ENABLED=False,3.7101,31.65,True
ENTRY_BREAKOUT_CHANNEL,194,WT_COMPOSITE_ENTRY_BLOCK,BAND_ARROW_ENABLED=False,3.7101,31.65,True
ENTRY_BREAKOUT_CHANNEL,195,WT_COMPOSITE_ENTRY_BLOCK,BAND_ARROW_ENABLED=False,3.7101,31.65,True
ENTRY_BREAKOUT_CHANNEL,196,WT_COMPOSITE_ENTRY_GOOD,BANDAID_OFF_LOSER_RECOVER_PCT=2.0,3.7596,31.74,True
ENTRY_BREAKOUT_CHANNEL,197,WT_COMPOSITE_ENTRY_GOOD,BANDAID_OFF_LOSER_RECOVER_PCT=2.0,3.7596,31.74,True
ENTRY_BREAKOUT_CHANNEL,198,WT_COMPOSITE_ENTRY_GOOD,BANDAID_OFF_LOSER_RECOVER_PCT=2.0,3.7596,31.74,True
ENTRY_BREAKOUT_CHANNEL,199,WT_COMPOSITE_ENTRY_GOOD,BANDAID_OFF_LOSER_RECOVER_PCT=2.0,3.7596,31.74,True
ENTRY_BREAKOUT_CHANNEL,200,WT_COMPOSITE_ENTRY_GOOD,BANDAID_OFF_LOSER_RECOVER_PCT=2.0,3.7596,31.74,True
ENTRY_BREAKOUT_CHANNEL,201,WT_COMPOSITE_ENTRY_OK,ADX_RANGING_THRESHOLD=25,3.7596,31.74,True
ENTRY_BREAKOUT_CHANNEL,202,WT_COMPOSITE_ENTRY_OK,ADX_RANGING_THRESHOLD=25,3.7596,31.74,True
ENTRY_BREAKOUT_CHANNEL,203,WT_COMPOSITE_ENTRY_OK,ADX_RANGING_THRESHOLD=25,3.7596,31.74,True
ENTRY_BREAKOUT_CHANNEL,204,WT_COMPOSITE_ENTRY_OK,ADX_RANGING_THRESHOLD=25,3.7596,31.74,True
ENTRY_BREAKOUT_CHANNEL,205,WT_COMPOSITE_ENTRY_OK,ADX_RANGING_THRESHOLD=25,3.7596,31.74,True
ENTRY_BREAKOUT_CHANNEL,206,WT_COMPOSITE_ENTRY_STRONG,BAND_ARROW_ENABLED=False,2.4666,32.03,True
ENTRY_BREAKOUT_CHANNEL,207,WT_COMPOSITE_ENTRY_STRONG,BAND_ARROW_ENABLED=False,2.4666,32.03,True
ENTRY_BREAKOUT_CHANNEL,208,WT_COMPOSITE_ENTRY_STRONG,BAND_ARROW_ENABLED=False,2.4666,32.03,True
ENTRY_BREAKOUT_CHANNEL,209,WT_COMPOSITE_ENTRY_STRONG,BAND_ARROW_ENABLED=False,2.4666,32.03,True
ENTRY_BREAKOUT_CHANNEL,210,WT_COMPOSITE_ENTRY_STRONG,BAND_ARROW_ENABLED=False,2.4666,32.03,True
ENTRY_BREAKOUT_CHANNEL,211,WT_DIV_ENTRY_GATE_ENABLED,ADX_RANGING_THRESHOLD=15,3.7101,31.65,True
ENTRY_BREAKOUT_CHANNEL,212,WT_DIV_ENTRY_GATE_ENABLED,BANDAID_OFF_LOSER_RECOVER_PCT=0,2.5853,32.08,True
ENTRY_CONFIRMATION_GATES,3,GR_FILTER_ALL_ENTRIES,BB_PULLBACK_GATE_FILTER_TF=4h,3.7596,31.74,True
ENTRY_CONFIRMATION_GATES,4,GR_FILTER_ALL_ENTRIES,BB_PULLBACK_GATE_FILTER_TF=4h,3.7596,31.74,True
ENTRY_CONFIRMATION_GATES,5,GR_FILTER_VEC_ENABLED,BAND_ARROW_ENABLED=True,3.7596,31.74,True
ENTRY_CONFIRMATION_GATES,6,GR_FILTER_VEC_ENABLED,BANDAID_OFF_LOSER_RECOVER_PCT=0,2.5853,32.08,True
ENTRY_CONFIRMATION_GATES,7,GR_FILTER_VEC_FILTER_TF,ADX_RANGING_THRESHOLD=15,3.7596,31.74,True
ENTRY_CONFIRMATION_GATES,8,GR_FILTER_VEC_FILTER_TF,ADX_RANGING_THRESHOLD=15,3.7596,31.74,True
ENTRY_CONFIRMATION_GATES,9,GR_FILTER_VEC_FILTER_TF,ADX_RANGING_THRESHOLD=15,3.7596,31.74,True
ENTRY_CONFIRMATION_GATES,10,GR_FILTER_VEC_FILTER_TF,ADX_RANGING_THRESHOLD=15,3.7596,31.74,True
ENTRY_CONFIRMATION_GATES,11,GR_FILTER_VEC_FILTER_TF,ADX_RANGING_THRESHOLD=15,3.7596,31.74,True
ENTRY_CONFIRMATION_GATES,12,WT_AGAINST_FILTER_ENABLED,BAND_ARROW_ENABLED=False,2.4666,32.03,True
ENTRY_CONFIRMATION_GATES,13,WT_AGAINST_FILTER_ENABLED,BANDAID_OFF_LOSER_RECOVER_PCT=0,2.5853,32.08,True
EXIT_STRUCTURAL,3,STDEV_BREAKOUT_EXIT_PCTB_FAIL,BREAKOUT_RETEST_FILTER_TF=D,3.7596,31.74,True
EXIT_STRUCTURAL,4,STDEV_BREAKOUT_EXIT_PCTB_FAIL,BREAKOUT_RETEST_FILTER_TF=D,3.7596,31.74,True
EXIT_STRUCTURAL,5,STDEV_BREAKOUT_EXIT_PCTB_FAIL,BREAKOUT_RETEST_FILTER_TF=D,3.7596,31.74,True
EXIT_STRUCTURAL,6,STDEV_BREAKOUT_EXIT_PCTB_FAIL,BREAKOUT_RETEST_FILTER_TF=D,3.7596,31.74,True
EXIT_STRUCTURAL,7,ALL_TF_AGAINST_CLOSE_ENABLED,BANDAID_OFF_LOSER_RECOVER_PCT=0,2.5853,32.08,True
EXIT_STRUCTURAL,8,ALL_TF_AGAINST_CLOSE_ENABLED,BAND_ARROW_ENABLED=False,3.7101,31.65,True
EXIT_VELOCITY,3,WT_CROSS_EXIT_ENABLED,BTC_ACCEL_RAMP_REQUIRE_POSITIVE=0.0,3.7596,31.74,True
EXIT_VELOCITY,4,WT_CROSS_EXIT_ENABLED,BANDAID_OFF_LOSER_RECOVER_PCT=0,2.5853,32.08,True
EXIT_VELOCITY,5,BB_SQUEEZE_EXIT_ENABLED,BANDAID_OFF_LOSER_RECOVER_PCT=0,2.4666,32.03,True
EXIT_VELOCITY,6,BB_SQUEEZE_EXIT_ENABLED,BANDAID_OFF_LOSER_RECOVER_PCT=0,2.5853,32.08,True
EXIT_VELOCITY,7,BTC_DIVERGENCE_EXIT_AGAINST,BANDAID_OFF_LOSER_RECOVER_PCT=0.5,3.7596,31.74,True
EXIT_VELOCITY,8,BTC_DIVERGENCE_EXIT_AGAINST,BANDAID_OFF_LOSER_RECOVER_PCT=0.5,3.7596,31.74,True
EXIT_VELOCITY,9,BTC_DIVERGENCE_EXIT_AGAINST,BANDAID_OFF_LOSER_RECOVER_PCT=0.5,3.7596,31.74,True
EXIT_VELOCITY,10,BTC_DIVERGENCE_EXIT_AGAINST,BANDAID_OFF_LOSER_RECOVER_PCT=0.5,3.7596,31.74,True
EXIT_VELOCITY,11,DELTA_EXIT_DC_FLOOR,BANDAID_OFF_LOSER_RECOVER_PCT=0,2.5853,32.08,True
EXIT_VELOCITY,12,DELTA_EXIT_DC_FLOOR,ADX_RANGING_THRESHOLD=10,2.1874,31.99,True
EXIT_VELOCITY,13,E_1_WT_EXIT_USE_DELTA_ENABLED,BTC_ACCEL_RAMP_REQUIRE_POSITIVE=0.0,3.7596,31.74,True
EXIT_VELOCITY,14,E_1_WT_EXIT_USE_DELTA_ENABLED,BANDAID_OFF_LOSER_RECOVER_PCT=0,2.5853,32.08,True
EXIT_VELOCITY,15,E_3_USE_WT_STRUCTURE_EXIT_MODE,ADX_RANGING_THRESHOLD=20,3.7596,31.74,True
EXIT_VELOCITY,16,E_3_USE_WT_STRUCTURE_EXIT_MODE,ADX_RANGING_THRESHOLD=20,3.7596,31.74,True
EXIT_VELOCITY,17,E_3_USE_WT_STRUCTURE_EXIT_MODE,ADX_RANGING_THRESHOLD=20,3.7596,31.74,True
EXIT_VELOCITY,18,E_3_USE_WT_STRUCTURE_EXIT_MODE,ADX_RANGING_THRESHOLD=20,3.7596,31.74,True
EXIT_VELOCITY,19,HARD_BREAKEVEN_FLOOR_ENABLED,BANDAID_OFF_LOSER_RECOVER_PCT=0,2.5853,32.08,True
EXIT_VELOCITY,20,HARD_BREAKEVEN_FLOOR_ENABLED,BREAKEVEN_GAIN_EROSION_FILTER_TF=OFF,2.4718,31.95,True
EXIT_VELOCITY,21,HARD_BREAKEVEN_MIN_PEAK_PCT,BAND_ARROW_ENABLED=False,2.4718,31.95,True
EXIT_VELOCITY,22,HARD_BREAKEVEN_MIN_PEAK_PCT,BAND_ARROW_ENABLED=False,2.4718,31.95,True
EXIT_VELOCITY,23,HARD_BREAKEVEN_MIN_PEAK_PCT,BAND_ARROW_ENABLED=False,2.4718,31.95,True
EXIT_VELOCITY,24,HARD_BREAKEVEN_MIN_PEAK_PCT,BAND_ARROW_ENABLED=False,2.4718,31.95,True
EXIT_VELOCITY,25,HARD_BREAKEVEN_MIN_PEAK_PCT,BAND_ARROW_ENABLED=False,2.4718,31.95,True
EXIT_VELOCITY,26,LOSS_TECHNICAL_EXIT_NO_STALE_BLOCK,ADX_RANGING_THRESHOLD=15,2.5853,32.08,True
EXIT_VELOCITY,27,LOSS_TECHNICAL_EXIT_NO_STALE_BLOCK,ADX_RANGING_THRESHOLD=15,2.5853,32.08,True
EXIT_VELOCITY,28,LOSS_TECHNICAL_EXIT_NO_STALE_BLOCK,ADX_RANGING_THRESHOLD=15,2.5853,32.08,True
EXIT_VELOCITY,29,LOSS_TECHNICAL_EXIT_NO_STALE_BLOCK,ADX_RANGING_THRESHOLD=15,2.5853,32.08,True
EXIT_VELOCITY,30,MI_STRUCT_EXIT_ENABLED,ADX_RANGING_THRESHOLD=25,2.4666,32.03,True
EXIT_VELOCITY,31,MI_STRUCT_EXIT_ENABLED,BANDAID_OFF_LOSER_RECOVER_PCT=0,2.5853,32.08,True
EXIT_VELOCITY,32,MI_VELOCITY_EXIT_ENABLED,ADX_RANGING_THRESHOLD=10,2.5853,32.08,True
EXIT_VELOCITY,33,MI_VELOCITY_EXIT_ENABLED,BANDAID_OFF_LOSER_RECOVER_PCT=0,2.5853,32.08,True
EXIT_VELOCITY,34,MI_WAVE_EXIT_ENABLED,BANDAID_OFF_LOSER_RECOVER_PCT=0.5,3.7596,31.74,True
EXIT_VELOCITY,35,MI_WAVE_EXIT_ENABLED,BANDAID_OFF_LOSER_RECOVER_PCT=0,2.5853,32.08,True
EXIT_VELOCITY,36,MU_CORRECTION_EXIT_ENABLED,BANDAID_OFF_LOSER_RECOVER_PCT=0,3.7596,31.74,True
EXIT_VELOCITY,37,MU_CORRECTION_EXIT_ENABLED,BANDAID_OFF_LOSER_RECOVER_PCT=0,2.5853,32.08,True
EXIT_VELOCITY,38,RULE_B_3M_EXIT_ENABLED,BANDAID_OFF_LOSER_RECOVER_PCT=0,2.5853,32.08,True
EXIT_VELOCITY,39,RULE_B_3M_EXIT_ENABLED,BANDAID_OFF_LOSER_RECOVER_PCT=0,2.5853,32.08,True
EXIT_VELOCITY,40,SCALP_V3_K_OB_EXIT_ENABLED,BANDAID_OFF_LOSER_RECOVER_PCT=0,3.7596,31.74,True
EXIT_VELOCITY,41,SCALP_V3_K_OB_EXIT_ENABLED,BANDAID_OFF_LOSER_RECOVER_PCT=0,2.5853,32.08,True
EXIT_VELOCITY,42,SCALP_V3_PROTECTIVE_EXIT_ENABLED,BAND_ARROW_ENABLED=False,3.7596,31.74,True
EXIT_VELOCITY,43,SCALP_V3_PROTECTIVE_EXIT_ENABLED,BANDAID_OFF_LOSER_RECOVER_PCT=0,2.5853,32.08,True
EXIT_VELOCITY,44,STDEV_REJECT_EXIT_TF,ADX_RANGING_THRESHOLD=15,3.7596,31.74,True
EXIT_VELOCITY,45,STDEV_REJECT_EXIT_TF,ADX_RANGING_THRESHOLD=15,3.7596,31.74,True
EXIT_VELOCITY,46,STDEV_REJECT_EXIT_TF,ADX_RANGING_THRESHOLD=15,3.7596,31.74,True
EXIT_VELOCITY,47,STDEV_REJECT_EXIT_TF,ADX_RANGING_THRESHOLD=15,3.7596,31.74,True
EXIT_VELOCITY,48,STDEV_REJECT_EXIT_TF,ADX_RANGING_THRESHOLD=15,3.7596,31.74,True
EXIT_VELOCITY,49,TREND_EXIT_SCORE_FLIP,BANDAID_OFF_LOSER_RECOVER_PCT=1.0,3.7596,31.74,True
EXIT_VELOCITY,50,TREND_EXIT_SCORE_FLIP,BANDAID_OFF_LOSER_RECOVER_PCT=1.0,3.7596,31.74,True
EXIT_VELOCITY,51,TREND_EXIT_SCORE_FLIP,BANDAID_OFF_LOSER_RECOVER_PCT=1.0,3.7596,31.74,True
EXIT_VELOCITY,52,TREND_EXIT_SCORE_FLIP,BANDAID_OFF_LOSER_RECOVER_PCT=1.0,3.7596,31.74,True
EXIT_VELOCITY,53,WT_4H_VEL_EXIT_ENABLED,BTC_ACCEL_RAMP_REQUIRE_POSITIVE=0.0,3.7596,31.74,True
EXIT_VELOCITY,54,WT_4H_VEL_EXIT_ENABLED,BANDAID_OFF_LOSER_RECOVER_PCT=0,2.5853,32.08,True
EXIT_VELOCITY,55,WT_4H_VEL_EXIT_K_EXTREME_HIGH,BTC_ACCEL_RAMP_REQUIRE_POSITIVE=0.0,2.5853,32.08,True
EXIT_VELOCITY,56,WT_4H_VEL_EXIT_K_EXTREME_HIGH,BTC_ACCEL_RAMP_REQUIRE_POSITIVE=0.0,2.5853,32.08,True
EXIT_VELOCITY,57,WT_4H_VEL_EXIT_K_EXTREME_HIGH,BTC_ACCEL_RAMP_REQUIRE_POSITIVE=0.0,2.5853,32.08,True
EXIT_VELOCITY,58,WT_4H_VEL_EXIT_K_EXTREME_HIGH,BTC_ACCEL_RAMP_REQUIRE_POSITIVE=0.0,2.5853,32.08,True
EXIT_VELOCITY,59,WT_4H_VEL_EXIT_K_EXTREME_LOW,BTC_ACCEL_RAMP_REQUIRE_POSITIVE=0.0,3.7596,31.74,True
EXIT_VELOCITY,60,WT_4H_VEL_EXIT_K_EXTREME_LOW,BTC_ACCEL_RAMP_REQUIRE_POSITIVE=0.0,3.7596,31.74,True
EXIT_VELOCITY,61,WT_4H_VEL_EXIT_K_EXTREME_LOW,BTC_ACCEL_RAMP_REQUIRE_POSITIVE=0.0,3.7596,31.74,True
EXIT_VELOCITY,62,WT_4H_VEL_EXIT_K_EXTREME_LOW,BTC_ACCEL_RAMP_REQUIRE_POSITIVE=0.0,3.7596,31.74,True
EXIT_VELOCITY,63,WT_4H_VEL_EXIT_REQUIRE_K_EXTREME,ADX_RANGING_THRESHOLD=15,3.7101,31.65,True
EXIT_VELOCITY,64,WT_4H_VEL_EXIT_REQUIRE_K_EXTREME,ADX_RANGING_THRESHOLD=15,3.7101,31.65,True
EXIT_VELOCITY,65,WT_4H_VEL_EXIT_REQUIRE_K_EXTREME,ADX_RANGING_THRESHOLD=15,3.7101,31.65,True
EXIT_VELOCITY,66,WT_4H_VEL_EXIT_REQUIRE_K_EXTREME,ADX_RANGING_THRESHOLD=15,3.7101,31.65,True
EXIT_VELOCITY,67,WT_4H_VEL_EXIT_REQUIRE_PROFIT,BANDAID_OFF_LOSER_RECOVER_PCT=0,2.4666,32.03,True
EXIT_VELOCITY,68,WT_4H_VEL_EXIT_REQUIRE_PROFIT,BANDAID_OFF_LOSER_RECOVER_PCT=0,2.4666,32.03,True
EXIT_VELOCITY,69,WT_4H_VEL_EXIT_REQUIRE_PROFIT,BANDAID_OFF_LOSER_RECOVER_PCT=0,2.4666,32.03,True
EXIT_VELOCITY,70,WT_4H_VEL_EXIT_REQUIRE_PROFIT,BANDAID_OFF_LOSER_RECOVER_PCT=0,2.4666,32.03,True
EXIT_VELOCITY,71,WT_CROSS_EXIT_APPLIES_TO_WINNERS,BTC_ACCEL_RAMP_REQUIRE_POSITIVE=0.0,2.4718,31.95,True
EXIT_VELOCITY,72,WT_CROSS_EXIT_APPLIES_TO_WINNERS,BTC_ACCEL_RAMP_REQUIRE_POSITIVE=0.0,2.4718,31.95,True
EXIT_VELOCITY,73,WT_CROSS_EXIT_APPLIES_TO_WINNERS,BTC_ACCEL_RAMP_REQUIRE_POSITIVE=0.0,2.4718,31.95,True
EXIT_VELOCITY,74,WT_CROSS_EXIT_APPLIES_TO_WINNERS,BTC_ACCEL_RAMP_REQUIRE_POSITIVE=0.0,2.4718,31.95,True
EXIT_VELOCITY,75,WT_CROSS_EXIT_MIN_AGE_MINUTES,BANDAID_OFF_LOSER_RECOVER_PCT=2.0,2.4718,31.95,True
EXIT_VELOCITY,76,WT_CROSS_EXIT_MIN_AGE_MINUTES,BANDAID_OFF_LOSER_RECOVER_PCT=2.0,2.4718,31.95,True
EXIT_VELOCITY,77,WT_CROSS_EXIT_MIN_AGE_MINUTES,BANDAID_OFF_LOSER_RECOVER_PCT=2.0,2.4718,31.95,True
EXIT_VELOCITY,78,WT_CROSS_EXIT_MIN_AGE_MINUTES,BANDAID_OFF_LOSER_RECOVER_PCT=2.0,2.4718,31.95,True
EXIT_VELOCITY,79,WT_CROSS_EXIT_REQUIRE_15M_CONFIRM,ADX_RANGING_THRESHOLD=15,3.7596,31.74,True
EXIT_VELOCITY,80,WT_CROSS_EXIT_REQUIRE_15M_CONFIRM,ADX_RANGING_THRESHOLD=15,3.7596,31.74,True
EXIT_VELOCITY,81,WT_CROSS_EXIT_REQUIRE_15M_CONFIRM,ADX_RANGING_THRESHOLD=15,3.7596,31.74,True
EXIT_VELOCITY,82,WT_CROSS_EXIT_REQUIRE_15M_CONFIRM,ADX_RANGING_THRESHOLD=15,3.7596,31.74,True
REENTRY_WINDOWED,3,GUARANTEED_REENTRY_K_FAVORABLE_HIGH,BAND_ARROW_ENABLED=False,3.7596,31.74,True
REENTRY_WINDOWED,4,GUARANTEED_REENTRY_K_FAVORABLE_HIGH,BAND_ARROW_ENABLED=False,3.7596,31.74,True
REENTRY_WINDOWED,5,GUARANTEED_REENTRY_K_FAVORABLE_HIGH,BAND_ARROW_ENABLED=False,3.7596,31.74,True
REENTRY_WINDOWED,6,GUARANTEED_REENTRY_K_FAVORABLE_HIGH,BAND_ARROW_ENABLED=False,3.7596,31.74,True
REENTRY_WINDOWED,7,GUARANTEED_REENTRY_K_FAVORABLE_HIGH,BAND_ARROW_ENABLED=False,3.7596,31.74,True
REENTRY_WINDOWED,8,GUARANTEED_REENTRY_K_FAVORABLE_LOW,ADX_RANGING_THRESHOLD=15,2.4666,32.03,True
REENTRY_WINDOWED,9,GUARANTEED_REENTRY_K_FAVORABLE_LOW,ADX_RANGING_THRESHOLD=15,2.4666,32.03,True
REENTRY_WINDOWED,10,GUARANTEED_REENTRY_K_FAVORABLE_LOW,ADX_RANGING_THRESHOLD=15,2.4666,32.03,True
REENTRY_WINDOWED,11,GUARANTEED_REENTRY_K_FAVORABLE_LOW,ADX_RANGING_THRESHOLD=15,2.4666,32.03,True
REENTRY_WINDOWED,12,GUARANTEED_REENTRY_K_FAVORABLE_LOW,ADX_RANGING_THRESHOLD=15,2.4666,32.03,True
REENTRY_WINDOWED,13,BOUNCE_REENTRY_ENABLED,ADX_RANGING_THRESHOLD=15,2.4666,32.03,True
REENTRY_WINDOWED,14,BOUNCE_REENTRY_ENABLED,BANDAID_OFF_LOSER_RECOVER_PCT=0,2.5853,32.08,True
REENTRY_WINDOWED,15,DELTA_EXIT_MANDATORY_REENTRY_ENABLED,BANDAID_OFF_LOSER_RECOVER_PCT=0.5,3.7596,31.74,True
REENTRY_WINDOWED,16,DELTA_EXIT_MANDATORY_REENTRY_ENABLED,BANDAID_OFF_LOSER_RECOVER_PCT=0,2.5853,32.08,True
REENTRY_WINDOWED,17,BOUNCE_REENTRY_K_RESET_LONG,BANDAID_OFF_LOSER_RECOVER_PCT=0.5,3.7596,31.74,True
REENTRY_WINDOWED,18,BOUNCE_REENTRY_K_RESET_LONG,BANDAID_OFF_LOSER_RECOVER_PCT=0.5,3.7596,31.74,True
REENTRY_WINDOWED,19,BOUNCE_REENTRY_K_RESET_LONG,BANDAID_OFF_LOSER_RECOVER_PCT=0.5,3.7596,31.74,True
REENTRY_WINDOWED,20,BOUNCE_REENTRY_K_RESET_LONG,BANDAID_OFF_LOSER_RECOVER_PCT=0.5,3.7596,31.74,True
REENTRY_WINDOWED,21,BOUNCE_REENTRY_K_RESET_SHORT,BTC_ACCEL_RAMP_REQUIRE_POSITIVE=0.0,3.7596,31.74,True
REENTRY_WINDOWED,22,BOUNCE_REENTRY_K_RESET_SHORT,BTC_ACCEL_RAMP_REQUIRE_POSITIVE=0.0,3.7596,31.74,True
REENTRY_WINDOWED,23,BOUNCE_REENTRY_K_RESET_SHORT,BTC_ACCEL_RAMP_REQUIRE_POSITIVE=0.0,3.7596,31.74,True
REENTRY_WINDOWED,24,BOUNCE_REENTRY_K_RESET_SHORT,BTC_ACCEL_RAMP_REQUIRE_POSITIVE=0.0,3.7596,31.74,True
REENTRY_WINDOWED,25,BTC_GUARANTEED_REENTRY_ENABLED,BANDAID_OFF_LOSER_RECOVER_PCT=0,3.7596,31.74,True
REENTRY_WINDOWED,26,BTC_GUARANTEED_REENTRY_ENABLED,BANDAID_OFF_LOSER_RECOVER_PCT=0,2.5853,32.08,True
REENTRY_WINDOWED,27,BTC_GUARANTEED_REENTRY_MAX_AGE_BARS,BAND_ARROW_ENABLED=False,2.5853,32.08,True
REENTRY_WINDOWED,28,BTC_GUARANTEED_REENTRY_MAX_AGE_BARS,BAND_ARROW_ENABLED=False,2.5853,32.08,True
REENTRY_WINDOWED,29,BTC_GUARANTEED_REENTRY_MAX_AGE_BARS,BAND_ARROW_ENABLED=False,2.5853,32.08,True
REENTRY_WINDOWED,30,BTC_GUARANTEED_REENTRY_MAX_AGE_BARS,BAND_ARROW_ENABLED=False,2.5853,32.08,True
REENTRY_WINDOWED,31,BTC_GUARANTEED_REENTRY_MIN_GAP_BARS,ADX_RANGING_THRESHOLD=10,3.7101,31.65,True
REENTRY_WINDOWED,32,BTC_GUARANTEED_REENTRY_MIN_GAP_BARS,ADX_RANGING_THRESHOLD=10,3.7101,31.65,True
REENTRY_WINDOWED,33,BTC_GUARANTEED_REENTRY_MIN_GAP_BARS,ADX_RANGING_THRESHOLD=10,3.7101,31.65,True
REENTRY_WINDOWED,34,BTC_GUARANTEED_REENTRY_MIN_GAP_BARS,ADX_RANGING_THRESHOLD=10,3.7101,31.65,True
REENTRY_WINDOWED,35,BTC_GUARANTEED_REENTRY_MIN_GAP_BARS,ADX_RANGING_THRESHOLD=10,3.7101,31.65,True
REENTRY_WINDOWED,36,DELTA_REENTRY_Z_THRESHOLD,BANDAID_OFF_LOSER_RECOVER_PCT=0,2.5853,32.08,True
REENTRY_WINDOWED,37,DELTA_REENTRY_Z_THRESHOLD,BANDAID_OFF_LOSER_RECOVER_PCT=0,2.5853,32.08,True
REENTRY_WINDOWED,38,DELTA_REENTRY_Z_THRESHOLD,BANDAID_OFF_LOSER_RECOVER_PCT=0,2.5853,32.08,True
REENTRY_WINDOWED,39,DELTA_REENTRY_Z_THRESHOLD,BANDAID_OFF_LOSER_RECOVER_PCT=0,2.5853,32.08,True
REENTRY_WINDOWED,40,DELTA_REENTRY_Z_THRESHOLD,BANDAID_OFF_LOSER_RECOVER_PCT=0,2.5853,32.08,True
REENTRY_WINDOWED,41,DIRECTION_FAVORABLE_REENTRY_ENABLED,BAND_ARROW_ENABLED=False,3.7101,31.65,True
REENTRY_WINDOWED,42,DIRECTION_FAVORABLE_REENTRY_ENABLED,BANDAID_OFF_LOSER_RECOVER_PCT=0,2.5853,32.08,True
REENTRY_WINDOWED,43,FOLLOW_THROUGH_REENTRY_ENABLED,BTC_ACCEL_RAMP_REQUIRE_POSITIVE=0.0,3.7596,31.74,True
REENTRY_WINDOWED,44,FOLLOW_THROUGH_REENTRY_ENABLED,BANDAID_OFF_LOSER_RECOVER_PCT=0,2.5853,32.08,True
REENTRY_WINDOWED,45,GUARANTEED_REENTRY_DELTA_GATE_ENABLED,ADX_RANGING_THRESHOLD=15,2.4718,31.95,True
REENTRY_WINDOWED,46,GUARANTEED_REENTRY_DELTA_GATE_ENABLED,BANDAID_OFF_LOSER_RECOVER_PCT=0,2.5853,32.08,True
REENTRY_WINDOWED,47,GUARANTEED_REENTRY_K_HIGH_BLOCK,BTC_ACCEL_RAMP_REQUIRE_POSITIVE=0.0_ALT,2.5853,32.08,True
